gene/TE	../../BAM/CGND_13066/HRA-00582_PE.bam
"A1BG"	32
"A1BG-AS1"	91
"A1CF"	0
"A2M"	2537
"A2M-AS1"	87
"A2ML1"	84
"A2MP1"	2
"A3GALT2"	1
"A4GALT"	42
"A4GNT"	1
"AA06"	23
"AAAS"	182
"AACS"	887
"AACSP1"	17
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	1
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	299
"AAED1"	60
"AAGAB"	760
"AAK1"	7930
"AAMDC"	70
"AAMP"	841
"AANAT"	4
"AAR2"	230
"AARD"	12
"AARS"	4429
"AARS2"	329
"AARSD1"	153
"AASDH"	503
"AASDHPPT"	2116
"AASS"	805
"AATBC"	1
"AATF"	398
"AATK"	4092
"ABALON"	2
"ABAT"	4058
"ABCA1"	508
"ABCA10"	335
"ABCA11P"	275
"ABCA12"	8
"ABCA13"	1
"ABCA17P"	78
"ABCA2"	15864
"ABCA3"	2773
"ABCA4"	16
"ABCA5"	2058
"ABCA6"	323
"ABCA7"	232
"ABCA8"	1669
"ABCA9"	323
"ABCA9-AS1"	1
"ABCB1"	335
"ABCB10"	280
"ABCB11"	9
"ABCB4"	14
"ABCB5"	0
"ABCB6"	301
"ABCB7"	322
"ABCB8"	465
"ABCB9"	447
"ABCC1"	386
"ABCC10"	290
"ABCC11"	26
"ABCC12"	30
"ABCC13"	0
"ABCC2"	11
"ABCC3"	15
"ABCC4"	328
"ABCC5"	1799
"ABCC5-AS1"	0
"ABCC6"	8
"ABCC6P1"	5
"ABCC6P2"	0
"ABCC8"	816
"ABCC9"	651
"ABCD1"	57
"ABCD2"	606
"ABCD3"	1052
"ABCD4"	407
"ABCE1"	1312
"ABCF1"	698
"ABCF2"	894
"ABCF3"	731
"ABCG1"	616
"ABCG2"	289
"ABCG4"	363
"ABCG5"	23
"ABCG8"	46
"ABHD1"	9
"ABHD10"	647
"ABHD11"	79
"ABHD11-AS1"	0
"ABHD12"	1356
"ABHD12B"	103
"ABHD13"	596
"ABHD14A"	212
"ABHD14A-ACY1"	124
"ABHD14B"	83
"ABHD15"	79
"ABHD16A"	446
"ABHD16B"	0
"ABHD17A"	1076
"ABHD17B"	1032
"ABHD17C"	262
"ABHD18"	437
"ABHD2"	4110
"ABHD3"	111
"ABHD4"	210
"ABHD5"	476
"ABHD6"	716
"ABHD8"	732
"ABI1"	1564
"ABI2"	5836
"ABI3"	118
"ABI3BP"	161
"ABL1"	1216
"ABL2"	2236
"ABLIM1"	4594
"ABLIM2"	1218
"ABLIM3"	629
"ABO"	10
"ABR"	6684
"ABRA"	6
"ABRACL"	78
"ABRAXAS1"	51
"ABRAXAS2"	392
"ABT1"	139
"ABTB1"	550
"ABTB2"	194
"ACAA1"	525
"ACAA2"	390
"ACACA"	4500
"ACACB"	503
"ACAD10"	271
"ACAD11"	323
"ACAD8"	327
"ACAD9"	494
"ACADL"	31
"ACADM"	652
"ACADS"	102
"ACADSB"	1201
"ACADVL"	1222
"ACAN"	89
"ACAP1"	8
"ACAP2"	1439
"ACAP3"	1323
"ACAT1"	529
"ACAT2"	605
"ACBD3"	727
"ACBD3-AS1"	0
"ACBD4"	167
"ACBD5"	1571
"ACBD6"	295
"ACBD7"	1119
"ACBD7-DCLRE1CP1"	77
"ACCS"	97
"ACCSL"	0
"ACD"	154
"ACE"	137
"ACE2"	11
"ACER1"	1
"ACER2"	147
"ACER3"	1610
"ACHE"	289
"ACIN1"	1371
"ACKR1"	72
"ACKR2"	36
"ACKR3"	121
"ACKR4"	1
"ACLY"	2033
"ACMSD"	0
"ACO1"	572
"ACO2"	3736
"ACOD1"	0
"ACOT1"	96
"ACOT11"	215
"ACOT12"	2
"ACOT13"	292
"ACOT2"	212
"ACOT4"	37
"ACOT6"	0
"ACOT7"	1335
"ACOT8"	275
"ACOT9"	405
"ACOX1"	1932
"ACOX2"	33
"ACOX3"	371
"ACOXL"	0
"ACOXL-AS1"	7
"ACP1"	816
"ACP2"	445
"ACP4"	0
"ACP5"	3
"ACP6"	166
"ACP7"	15
"ACPP"	21
"ACR"	7
"ACRBP"	13
"ACRV1"	8
"ACSBG1"	785
"ACSBG2"	1
"ACSF2"	66
"ACSF3"	182
"ACSL1"	1488
"ACSL3"	4324
"ACSL4"	1869
"ACSL5"	177
"ACSL6"	4433
"ACSM1"	9
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	2
"ACSM4"	1
"ACSM5"	33
"ACSM6"	0
"ACSS1"	830
"ACSS2"	617
"ACSS3"	315
"ACTA1"	6
"ACTA2"	53
"ACTA2-AS1"	135
"ACTB"	27797
"ACTBL2"	0
"ACTC1"	16
"ACTG1"	11558
"ACTG1P17"	11
"ACTG1P20"	34
"ACTG1P4"	117
"ACTG2"	0
"ACTL10"	3
"ACTL6A"	94
"ACTL6B"	366
"ACTL7A"	0
"ACTL7B"	0
"ACTL8"	2
"ACTL9"	0
"ACTN1"	1575
"ACTN1-AS1"	1
"ACTN2"	1403
"ACTN3"	2
"ACTN4"	2458
"ACTR10"	1020
"ACTR1A"	2483
"ACTR1B"	1302
"ACTR2"	6186
"ACTR3"	1808
"ACTR3B"	673
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	177
"ACTR5"	136
"ACTR6"	537
"ACTR8"	559
"ACTRT1"	0
"ACTRT2"	0
"ACTRT3"	23
"ACVR1"	338
"ACVR1B"	1131
"ACVR1C"	744
"ACVR2A"	620
"ACVR2B"	745
"ACVR2B-AS1"	19
"ACVRL1"	170
"ACY1"	42
"ACY3"	11
"ACYP1"	152
"ACYP2"	418
"ADA"	32
"ADA2"	286
"ADAD1"	0
"ADAD2"	5
"ADAL"	250
"ADAM10"	1911
"ADAM11"	1243
"ADAM12"	59
"ADAM15"	595
"ADAM17"	615
"ADAM18"	0
"ADAM19"	459
"ADAM1A"	115
"ADAM2"	0
"ADAM20"	132
"ADAM20P1"	121
"ADAM21"	10
"ADAM21P1"	0
"ADAM22"	6054
"ADAM23"	3923
"ADAM28"	167
"ADAM29"	1
"ADAM30"	0
"ADAM32"	185
"ADAM33"	16
"ADAM3A"	0
"ADAM3B"	1
"ADAM5"	1
"ADAM6"	0
"ADAM7"	0
"ADAM8"	23
"ADAM9"	1108
"ADAMDEC1"	0
"ADAMTS1"	639
"ADAMTS10"	286
"ADAMTS12"	15
"ADAMTS13"	206
"ADAMTS14"	159
"ADAMTS15"	20
"ADAMTS16"	88
"ADAMTS17"	118
"ADAMTS18"	184
"ADAMTS19"	124
"ADAMTS19-AS1"	11
"ADAMTS2"	121
"ADAMTS20"	6
"ADAMTS3"	168
"ADAMTS4"	1199
"ADAMTS5"	68
"ADAMTS6"	68
"ADAMTS7"	28
"ADAMTS7P1"	40
"ADAMTS8"	198
"ADAMTS9"	694
"ADAMTS9-AS1"	27
"ADAMTS9-AS2"	90
"ADAMTSL1"	93
"ADAMTSL2"	254
"ADAMTSL3"	228
"ADAMTSL4"	11
"ADAMTSL4-AS1"	14
"ADAMTSL5"	10
"ADAP1"	1198
"ADAP2"	87
"ADAR"	6126
"ADARB1"	1069
"ADARB2"	1674
"ADARB2-AS1"	29
"ADAT1"	621
"ADAT2"	114
"ADAT3"	43
"ADCK1"	162
"ADCK2"	461
"ADCK5"	67
"ADCY1"	10059
"ADCY10"	28
"ADCY10P1"	198
"ADCY2"	3463
"ADCY3"	1103
"ADCY4"	56
"ADCY5"	1750
"ADCY6"	639
"ADCY7"	362
"ADCY8"	362
"ADCY9"	843
"ADCYAP1"	144
"ADCYAP1R1"	2796
"ADD1"	6160
"ADD2"	3732
"ADD3"	4154
"ADD3-AS1"	42
"ADGB"	2
"ADGRA1"	519
"ADGRA1-AS1"	21
"ADGRA2"	191
"ADGRA3"	657
"ADGRB1"	1772
"ADGRB2"	3223
"ADGRB3"	4145
"ADGRD1"	35
"ADGRD1-AS1"	0
"ADGRE1"	30
"ADGRE2"	167
"ADGRE3"	0
"ADGRE4P"	24
"ADGRE5"	125
"ADGRF1"	0
"ADGRF2"	6
"ADGRF3"	18
"ADGRF4"	0
"ADGRF5"	664
"ADGRG1"	2280
"ADGRG2"	4
"ADGRG3"	1
"ADGRG4"	1
"ADGRG5"	11
"ADGRG6"	61
"ADGRG7"	0
"ADGRL1"	4947
"ADGRL2"	2297
"ADGRL3"	4505
"ADGRL3-AS1"	0
"ADGRL4"	118
"ADGRV1"	2936
"ADH1A"	0
"ADH1B"	5
"ADH1C"	0
"ADH4"	0
"ADH5"	965
"ADH6"	0
"ADH7"	0
"ADHFE1"	349
"ADI1"	612
"ADIG"	0
"ADIPOQ"	1
"ADIPOQ-AS1"	0
"ADIPOR1"	913
"ADIPOR2"	2567
"ADIRF"	84
"ADK"	360
"ADM"	61
"ADM2"	3
"ADM5"	10
"ADNP"	2039
"ADNP-AS1"	13
"ADNP2"	626
"ADO"	1027
"ADORA1"	959
"ADORA2A"	17
"ADORA2A-AS1"	2
"ADORA2B"	88
"ADORA3"	49
"ADPGK"	398
"ADPGK-AS1"	18
"ADPRH"	53
"ADPRHL1"	103
"ADPRHL2"	164
"ADPRM"	93
"ADRA1A"	587
"ADRA1B"	260
"ADRA1D"	67
"ADRA2A"	248
"ADRA2B"	14
"ADRA2C"	40
"ADRB1"	231
"ADRB2"	77
"ADRB3"	6
"ADRM1"	404
"ADSL"	235
"ADSS"	1261
"ADSSL1"	97
"ADTRP"	58
"AEBP1"	596
"AEBP2"	943
"AEN"	85
"AES"	3598
"AFAP1"	753
"AFAP1-AS1"	34
"AFAP1L1"	63
"AFAP1L2"	354
"AFDN"	3009
"AFDN-DT"	16
"AFF1"	1729
"AFF1-AS1"	73
"AFF2"	1095
"AFF3"	1958
