gene/TE	../../BAM/CGND_13043/HRA-00255_PE.bam
"A1BG"	38
"A1BG-AS1"	129
"A1CF"	0
"A2M"	3565
"A2M-AS1"	150
"A2ML1"	151
"A2MP1"	5
"A3GALT2"	3
"A4GALT"	53
"A4GNT"	0
"AA06"	23
"AAAS"	299
"AACS"	1351
"AACSP1"	10
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	2
"AADACL3"	0
"AADACL4"	0
"AADACP1"	1
"AADAT"	358
"AAED1"	58
"AAGAB"	959
"AAK1"	10438
"AAMDC"	72
"AAMP"	1106
"AANAT"	0
"AAR2"	296
"AARD"	13
"AARS"	6274
"AARS2"	592
"AARSD1"	155
"AASDH"	712
"AASDHPPT"	2343
"AASS"	691
"AATBC"	5
"AATF"	551
"AATK"	4862
"ABALON"	3
"ABAT"	7507
"ABCA1"	1312
"ABCA10"	596
"ABCA11P"	203
"ABCA12"	8
"ABCA13"	7
"ABCA17P"	174
"ABCA2"	13936
"ABCA3"	3560
"ABCA4"	20
"ABCA5"	2335
"ABCA6"	620
"ABCA7"	303
"ABCA8"	1852
"ABCA9"	638
"ABCA9-AS1"	1
"ABCB1"	525
"ABCB10"	465
"ABCB11"	5
"ABCB4"	9
"ABCB5"	1
"ABCB6"	498
"ABCB7"	504
"ABCB8"	675
"ABCB9"	633
"ABCC1"	691
"ABCC10"	385
"ABCC11"	29
"ABCC12"	45
"ABCC13"	2
"ABCC2"	36
"ABCC3"	17
"ABCC4"	382
"ABCC5"	2789
"ABCC5-AS1"	1
"ABCC6"	31
"ABCC6P1"	7
"ABCC6P2"	3
"ABCC8"	886
"ABCC9"	849
"ABCD1"	83
"ABCD2"	754
"ABCD3"	1209
"ABCD4"	485
"ABCE1"	1097
"ABCF1"	868
"ABCF2"	1193
"ABCF3"	1032
"ABCG1"	747
"ABCG2"	670
"ABCG4"	519
"ABCG5"	12
"ABCG8"	55
"ABHD1"	13
"ABHD10"	731
"ABHD11"	129
"ABHD11-AS1"	0
"ABHD12"	1748
"ABHD12B"	106
"ABHD13"	702
"ABHD14A"	319
"ABHD14A-ACY1"	192
"ABHD14B"	145
"ABHD15"	120
"ABHD16A"	600
"ABHD16B"	0
"ABHD17A"	2112
"ABHD17B"	900
"ABHD17C"	365
"ABHD18"	353
"ABHD2"	5872
"ABHD3"	202
"ABHD4"	305
"ABHD5"	503
"ABHD6"	827
"ABHD8"	1630
"ABI1"	1697
"ABI2"	7006
"ABI3"	63
"ABI3BP"	248
"ABL1"	1542
"ABL2"	2517
"ABLIM1"	7430
"ABLIM2"	2170
"ABLIM3"	975
"ABO"	17
"ABR"	11459
"ABRA"	8
"ABRACL"	97
"ABRAXAS1"	77
"ABRAXAS2"	455
"ABT1"	236
"ABTB1"	830
"ABTB2"	273
"ACAA1"	738
"ACAA2"	518
"ACACA"	5909
"ACACB"	1075
"ACAD10"	366
"ACAD11"	516
"ACAD8"	473
"ACAD9"	695
"ACADL"	63
"ACADM"	906
"ACADS"	183
"ACADSB"	1281
"ACADVL"	1543
"ACAN"	171
"ACAP1"	12
"ACAP2"	1696
"ACAP3"	2059
"ACAT1"	736
"ACAT2"	418
"ACBD3"	958
"ACBD3-AS1"	0
"ACBD4"	261
"ACBD5"	2058
"ACBD6"	342
"ACBD7"	1245
"ACBD7-DCLRE1CP1"	77
"ACCS"	100
"ACCSL"	0
"ACD"	217
"ACE"	151
"ACE2"	15
"ACER1"	1
"ACER2"	175
"ACER3"	1135
"ACHE"	521
"ACIN1"	2210
"ACKR1"	115
"ACKR2"	29
"ACKR3"	95
"ACKR4"	1
"ACLY"	2362
"ACMSD"	0
"ACO1"	932
"ACO2"	5542
"ACOD1"	0
"ACOT1"	140
"ACOT11"	545
"ACOT12"	2
"ACOT13"	482
"ACOT2"	305
"ACOT4"	46
"ACOT6"	0
"ACOT7"	1732
"ACOT8"	388
"ACOT9"	429
"ACOX1"	2266
"ACOX2"	64
"ACOX3"	548
"ACOXL"	0
"ACOXL-AS1"	17
"ACP1"	1003
"ACP2"	409
"ACP4"	2
