gene/TE	../../BAM/CGND_13043/HRA-00559_PE.bam
"A1BG"	45
"A1BG-AS1"	148
"A1CF"	0
"A2M"	2309
"A2M-AS1"	92
"A2ML1"	68
"A2MP1"	4
"A3GALT2"	11
"A4GALT"	44
"A4GNT"	0
"AA06"	10
"AAAS"	318
"AACS"	762
"AACSP1"	18
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	270
"AAED1"	73
"AAGAB"	635
"AAK1"	4873
"AAMDC"	81
"AAMP"	923
"AANAT"	3
"AAR2"	292
"AARD"	6
"AARS"	4162
"AARS2"	562
"AARSD1"	119
"AASDH"	529
"AASDHPPT"	1158
"AASS"	1212
"AATBC"	1
"AATF"	690
"AATK"	8361
"ABALON"	1
"ABAT"	4447
"ABCA1"	966
"ABCA10"	353
"ABCA11P"	234
"ABCA12"	15
"ABCA13"	2
"ABCA17P"	63
"ABCA2"	32910
"ABCA3"	2670
"ABCA4"	20
"ABCA5"	1425
"ABCA6"	1051
"ABCA7"	293
"ABCA8"	2882
"ABCA9"	352
"ABCA9-AS1"	0
"ABCB1"	216
"ABCB10"	328
"ABCB11"	3
"ABCB4"	14
"ABCB5"	1
"ABCB6"	358
"ABCB7"	373
"ABCB8"	676
"ABCB9"	302
"ABCC1"	385
"ABCC10"	321
"ABCC11"	33
"ABCC12"	50
"ABCC13"	4
"ABCC2"	39
"ABCC3"	15
"ABCC4"	522
"ABCC5"	1652
"ABCC5-AS1"	0
"ABCC6"	11
"ABCC6P1"	4
"ABCC6P2"	0
"ABCC8"	699
"ABCC9"	1557
"ABCD1"	109
"ABCD2"	300
"ABCD3"	1126
"ABCD4"	771
"ABCE1"	888
"ABCF1"	897
"ABCF2"	866
"ABCF3"	707
"ABCG1"	562
"ABCG2"	177
"ABCG4"	213
"ABCG5"	10
"ABCG8"	21
"ABHD1"	12
"ABHD10"	472
"ABHD11"	114
"ABHD11-AS1"	0
"ABHD12"	1493
"ABHD12B"	64
"ABHD13"	345
"ABHD14A"	198
"ABHD14A-ACY1"	125
"ABHD14B"	118
"ABHD15"	124
"ABHD16A"	434
"ABHD16B"	0
"ABHD17A"	1788
"ABHD17B"	1127
"ABHD17C"	243
"ABHD18"	359
"ABHD2"	3792
"ABHD3"	111
"ABHD4"	409
"ABHD5"	578
"ABHD6"	607
"ABHD8"	823
"ABI1"	1192
"ABI2"	4400
"ABI3"	300
"ABI3BP"	164
"ABL1"	2014
"ABL2"	1606
"ABLIM1"	4031
"ABLIM2"	982
"ABLIM3"	853
"ABO"	9
"ABR"	8087
"ABRA"	0
"ABRACL"	65
"ABRAXAS1"	99
"ABRAXAS2"	330
"ABT1"	115
"ABTB1"	597
"ABTB2"	209
"ACAA1"	820
"ACAA2"	675
"ACACA"	3816
"ACACB"	1166
"ACAD10"	362
"ACAD11"	514
"ACAD8"	377
"ACAD9"	641
"ACADL"	47
"ACADM"	668
"ACADS"	190
"ACADSB"	1023
"ACADVL"	1813
"ACAN"	137
"ACAP1"	15
"ACAP2"	1326
"ACAP3"	2074
"ACAT1"	690
"ACAT2"	417
"ACBD3"	788
"ACBD3-AS1"	0
"ACBD4"	179
"ACBD5"	2156
"ACBD6"	271
"ACBD7"	1185
"ACBD7-DCLRE1CP1"	86
"ACCS"	87
"ACCSL"	3
"ACD"	165
"ACE"	73
"ACE2"	2
"ACER1"	0
"ACER2"	152
"ACER3"	1254
"ACHE"	232
"ACIN1"	2034
"ACKR1"	99
"ACKR2"	41
"ACKR3"	72
"ACKR4"	4
"ACLY"	2082
"ACMSD"	1
"ACO1"	664
"ACO2"	5084
"ACOD1"	0
"ACOT1"	118
"ACOT11"	383
"ACOT12"	7
"ACOT13"	318
"ACOT2"	136
"ACOT4"	35
"ACOT6"	3
"ACOT7"	958
"ACOT8"	238
