gene/TE	../../BAM/CGND_13096/HRA-01234_PE.bam
"A1BG"	36
"A1BG-AS1"	142
"A1CF"	0
"A2M"	1381
"A2M-AS1"	100
"A2ML1"	125
"A2MP1"	0
"A3GALT2"	9
"A4GALT"	38
"A4GNT"	1
"AA06"	54
"AAAS"	218
"AACS"	1271
"AACSP1"	12
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	1
"AADACL3"	0
"AADACL4"	0
"AADACP1"	3
"AADAT"	288
"AAED1"	64
"AAGAB"	990
"AAK1"	10731
"AAMDC"	43
"AAMP"	1047
"AANAT"	4
"AAR2"	235
"AARD"	16
"AARS"	5010
"AARS2"	517
"AARSD1"	189
"AASDH"	482
"AASDHPPT"	2408
"AASS"	657
"AATBC"	0
"AATF"	371
"AATK"	2780
"ABALON"	2
"ABAT"	7135
"ABCA1"	790
"ABCA10"	945
"ABCA11P"	365
"ABCA12"	20
"ABCA13"	2
"ABCA17P"	115
"ABCA2"	7339
"ABCA3"	3818
"ABCA4"	28
"ABCA5"	2863
"ABCA6"	664
"ABCA7"	292
"ABCA8"	366
"ABCA9"	744
"ABCA9-AS1"	1
"ABCB1"	275
"ABCB10"	396
"ABCB11"	5
"ABCB4"	9
"ABCB5"	0
"ABCB6"	468
"ABCB7"	417
"ABCB8"	718
"ABCB9"	565
"ABCC1"	694
"ABCC10"	418
"ABCC11"	21
"ABCC12"	142
"ABCC13"	1
"ABCC2"	29
"ABCC3"	18
"ABCC4"	306
"ABCC5"	2631
"ABCC5-AS1"	0
"ABCC6"	9
"ABCC6P1"	3
"ABCC6P2"	5
"ABCC8"	1180
"ABCC9"	499
"ABCD1"	68
"ABCD2"	844
"ABCD3"	1009
"ABCD4"	386
"ABCE1"	1218
"ABCF1"	833
"ABCF2"	1097
"ABCF3"	930
"ABCG1"	741
"ABCG2"	215
"ABCG4"	499
"ABCG5"	16
"ABCG8"	53
"ABHD1"	13
"ABHD10"	680
"ABHD11"	133
"ABHD11-AS1"	0
"ABHD12"	1482
"ABHD12B"	121
"ABHD13"	748
"ABHD14A"	323
"ABHD14A-ACY1"	188
"ABHD14B"	79
"ABHD15"	78
"ABHD16A"	598
"ABHD16B"	0
"ABHD17A"	1370
"ABHD17B"	678
"ABHD17C"	319
"ABHD18"	493
"ABHD2"	6119
"ABHD3"	121
"ABHD4"	233
"ABHD5"	583
"ABHD6"	516
"ABHD8"	1529
"ABI1"	2215
"ABI2"	9745
