gene/TE	../../STAR_v252_mapping/CGND_12795/HRA-00134_PE.bam
"A1BG"	27
"A1BG-AS1"	68
"A1CF"	0
"A2M"	2335
"A2M-AS1"	64
"A2ML1"	116
"A2MP1"	3
"A3GALT2"	0
"A4GALT"	47
"A4GNT"	1
"AA06"	36
"AAAS"	155
"AACS"	800
"AACSP1"	16
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	1
"AADACL3"	0
"AADACL4"	0
"AADACP1"	1
"AADAT"	298
"AAED1"	84
"AAGAB"	712
"AAK1"	7950
"AAMDC"	52
"AAMP"	578
"AANAT"	1
"AAR2"	139
"AARD"	14
"AARS"	2957
"AARS2"	363
"AARSD1"	98
"AASDH"	494
"AASDHPPT"	1748
"AASS"	670
"AATBC"	0
"AATF"	325
"AATK"	1725
"ABALON"	1
"ABAT"	4139
"ABCA1"	825
"ABCA10"	565
"ABCA11P"	233
"ABCA12"	11
"ABCA13"	5
"ABCA17P"	58
"ABCA2"	5844
"ABCA3"	2206
"ABCA4"	17
"ABCA5"	2435
"ABCA6"	439
"ABCA7"	177
"ABCA8"	669
"ABCA9"	447
"ABCA9-AS1"	0
"ABCB1"	434
"ABCB10"	303
"ABCB11"	10
"ABCB4"	9
"ABCB5"	0
"ABCB6"	277
"ABCB7"	322
"ABCB8"	340
"ABCB9"	326
"ABCC1"	361
"ABCC10"	212
"ABCC11"	15
"ABCC12"	38
"ABCC13"	4
"ABCC2"	18
"ABCC3"	22
"ABCC4"	243
"ABCC5"	1608
"ABCC5-AS1"	0
"ABCC6"	12
"ABCC6P1"	10
"ABCC6P2"	1
"ABCC8"	656
"ABCC9"	909
"ABCD1"	40
"ABCD2"	908
"ABCD3"	1063
"ABCD4"	282
"ABCE1"	1074
"ABCF1"	485
"ABCF2"	691
"ABCF3"	574
"ABCG1"	481
"ABCG2"	362
"ABCG4"	294
"ABCG5"	18
"ABCG8"	38
"ABHD1"	4
"ABHD10"	503
"ABHD11"	82
"ABHD11-AS1"	0
"ABHD12"	857
"ABHD12B"	75
"ABHD13"	648
"ABHD14A"	176
"ABHD14A-ACY1"	85
"ABHD14B"	78
"ABHD15"	61
"ABHD16A"	288
"ABHD16B"	0
"ABHD17A"	740
"ABHD17B"	547
"ABHD17C"	316
"ABHD18"	418
"ABHD2"	4337
"ABHD3"	118
"ABHD4"	163
"ABHD5"	447
"ABHD6"	482
"ABHD8"	638
"ABI1"	1797
"ABI2"	5570
"ABI3"	69
"ABI3BP"	142
"ABL1"	748
"ABL2"	1859
"ABLIM1"	4645
"ABLIM2"	866
"ABLIM3"	643
"ABO"	7
"ABR"	6869
"ABRA"	0
"ABRACL"	90
"ABRAXAS1"	45
"ABRAXAS2"	380
"ABT1"	97
"ABTB1"	356
"ABTB2"	120
"ACAA1"	351
"ACAA2"	378
"ACACA"	3054
"ACACB"	512
"ACAD10"	234
"ACAD11"	336
"ACAD8"	321
"ACAD9"	412
"ACADL"	36
"ACADM"	809
"ACADS"	99
"ACADSB"	1196
"ACADVL"	996
"ACAN"	82
"ACAP1"	4
"ACAP2"	1866
"ACAP3"	1023
"ACAT1"	539
"ACAT2"	250
"ACBD3"	644
"ACBD3-AS1"	1
"ACBD4"	155
"ACBD5"	1414
"ACBD6"	237
"ACBD7"	1696
"ACBD7-DCLRE1CP1"	112
"ACCS"	77
"ACCSL"	3
"ACD"	120
"ACE"	109
"ACE2"	4
"ACER1"	0
"ACER2"	92
"ACER3"	1085
"ACHE"	164
"ACIN1"	1109
"ACKR1"	83
"ACKR2"	15
"ACKR3"	75
"ACKR4"	3
"ACLY"	1315
"ACMSD"	0
"ACO1"	550
"ACO2"	3255
"ACOD1"	0
"ACOT1"	25
"ACOT11"	248
"ACOT12"	2
"ACOT13"	256
"ACOT2"	139
"ACOT4"	34
"ACOT6"	1
"ACOT7"	931
"ACOT8"	210
"ACOT9"	372
"ACOX1"	1864
"ACOX2"	31
"ACOX3"	285
"ACOXL"	0
"ACOXL-AS1"	4
"ACP1"	667
"ACP2"	321
"ACP4"	1
"ACP5"	2
"ACP6"	160
"ACP7"	15
"ACPP"	4
"ACR"	2
"ACRBP"	9
"ACRV1"	15
"ACSBG1"	974
"ACSBG2"	1
"ACSF2"	77
"ACSF3"	178
"ACSL1"	1024
"ACSL3"	4037
"ACSL4"	1847
"ACSL5"	217
"ACSL6"	4055
"ACSM1"	4
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	0
"ACSM4"	0
"ACSM5"	26
"ACSM6"	0
"ACSS1"	1004
"ACSS2"	335
"ACSS3"	578
"ACTA1"	6
"ACTA2"	31
"ACTA2-AS1"	137
"ACTB"	17419
"ACTBL2"	0
"ACTC1"	9
"ACTG1"	8950
"ACTG1P17"	14
"ACTG1P20"	45
"ACTG1P4"	124
"ACTG2"	0
"ACTL10"	1
"ACTL6A"	75
"ACTL6B"	313
"ACTL7A"	0
"ACTL7B"	1
"ACTL8"	0
"ACTL9"	0
"ACTN1"	1508
"ACTN1-AS1"	0
"ACTN2"	965
"ACTN3"	3
"ACTN4"	1789
"ACTR10"	818
"ACTR1A"	1691
"ACTR1B"	946
"ACTR2"	5547
"ACTR3"	1598
"ACTR3B"	686
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	185
"ACTR5"	106
"ACTR6"	470
"ACTR8"	462
"ACTRT1"	3
"ACTRT2"	0
"ACTRT3"	23
"ACVR1"	308
"ACVR1B"	1036
"ACVR1C"	532
"ACVR2A"	589
"ACVR2B"	796
"ACVR2B-AS1"	17
"ACVRL1"	91
"ACY1"	26
"ACY3"	11
"ACYP1"	110
"ACYP2"	426
"ADA"	27
"ADA2"	207
"ADAD1"	0
"ADAD2"	13
"ADAL"	231
"ADAM10"	1778
"ADAM11"	1087
"ADAM12"	76
"ADAM15"	339
"ADAM17"	671
"ADAM18"	1
"ADAM19"	291
"ADAM1A"	107
"ADAM2"	0
"ADAM20"	205
"ADAM20P1"	180
"ADAM21"	11
"ADAM21P1"	0
"ADAM22"	5194
"ADAM23"	3292
"ADAM28"	186
"ADAM29"	6
"ADAM30"	0
"ADAM32"	206
"ADAM33"	42
"ADAM3A"	0
"ADAM3B"	6
"ADAM5"	3
"ADAM6"	0
"ADAM7"	0
"ADAM8"	14
"ADAM9"	1087
"ADAMDEC1"	1
"ADAMTS1"	450
"ADAMTS10"	235
"ADAMTS12"	19
"ADAMTS13"	149
"ADAMTS14"	41
"ADAMTS15"	14
"ADAMTS16"	83
