gene/TE	../../STAR_v252_mapping/CGND_12922/HRA-00373_PE.bam
"A1BG"	43
"A1BG-AS1"	124
"A1CF"	0
"A2M"	1591
"A2M-AS1"	69
"A2ML1"	66
"A2MP1"	2
"A3GALT2"	0
"A4GALT"	25
"A4GNT"	1
"AA06"	32
"AAAS"	214
"AACS"	1219
"AACSP1"	11
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	1
"AADACL4"	1
"AADACP1"	0
"AADAT"	261
"AAED1"	51
"AAGAB"	1045
"AAK1"	8545
"AAMDC"	66
"AAMP"	1197
"AANAT"	3
"AAR2"	294
"AARD"	3
"AARS"	5891
"AARS2"	424
"AARSD1"	176
"AASDH"	475
"AASDHPPT"	2127
"AASS"	798
"AATBC"	1
"AATF"	482
"AATK"	4770
"ABALON"	1
"ABAT"	6425
"ABCA1"	393
"ABCA10"	449
"ABCA11P"	282
"ABCA12"	13
"ABCA13"	0
"ABCA17P"	83
"ABCA2"	14174
"ABCA3"	2942
"ABCA4"	8
"ABCA5"	2024
"ABCA6"	486
"ABCA7"	150
"ABCA8"	1529
"ABCA9"	419
"ABCA9-AS1"	0
"ABCB1"	166
"ABCB10"	297
"ABCB11"	2
"ABCB4"	7
"ABCB5"	0
"ABCB6"	339
"ABCB7"	389
"ABCB8"	368
"ABCB9"	480
"ABCC1"	387
"ABCC10"	153
"ABCC11"	36
"ABCC12"	51
"ABCC13"	0
"ABCC2"	16
"ABCC3"	6
"ABCC4"	311
"ABCC5"	1626
"ABCC5-AS1"	0
"ABCC6"	11
"ABCC6P1"	5
"ABCC6P2"	1
"ABCC8"	705
"ABCC9"	704
"ABCD1"	55
"ABCD2"	775
"ABCD3"	1269
"ABCD4"	308
"ABCE1"	1186
"ABCF1"	771
"ABCF2"	1038
"ABCF3"	897
"ABCG1"	559
"ABCG2"	221
"ABCG4"	391
"ABCG5"	5
"ABCG8"	30
"ABHD1"	13
"ABHD10"	817
"ABHD11"	130
"ABHD11-AS1"	0
"ABHD12"	1726
"ABHD12B"	98
"ABHD13"	502
"ABHD14A"	309
"ABHD14A-ACY1"	161
"ABHD14B"	108
"ABHD15"	92
"ABHD16A"	480
"ABHD16B"	0
"ABHD17A"	1873
"ABHD17B"	921
"ABHD17C"	271
"ABHD18"	343
"ABHD2"	5270
"ABHD3"	109
"ABHD4"	315
"ABHD5"	490
"ABHD6"	621
"ABHD8"	1221
"ABI1"	1833
"ABI2"	7084
"ABI3"	58
"ABI3BP"	111
"ABL1"	1123
"ABL2"	2120
"ABLIM1"	6521
"ABLIM2"	1547
"ABLIM3"	786
"ABO"	10
"ABR"	9504
"ABRA"	4
"ABRACL"	113
"ABRAXAS1"	66
"ABRAXAS2"	484
"ABT1"	168
"ABTB1"	655
"ABTB2"	172
"ACAA1"	821
"ACAA2"	621
"ACACA"	5130
"ACACB"	889
"ACAD10"	277
"ACAD11"	447
"ACAD8"	348
"ACAD9"	596
"ACADL"	47
"ACADM"	787
"ACADS"	176
"ACADSB"	1411
"ACADVL"	1472
"ACAN"	66
"ACAP1"	14
"ACAP2"	1542
"ACAP3"	1518
"ACAT1"	664
"ACAT2"	868
"ACBD3"	867
"ACBD3-AS1"	0
"ACBD4"	205
"ACBD5"	1754
"ACBD6"	328
"ACBD7"	2082
"ACBD7-DCLRE1CP1"	127
"ACCS"	71
"ACCSL"	1
"ACD"	160
"ACE"	145
"ACE2"	3
"ACER1"	0
"ACER2"	80
"ACER3"	1185
"ACHE"	498
"ACIN1"	1027
"ACKR1"	164
"ACKR2"	24
"ACKR3"	116
"ACKR4"	4
"ACLY"	2464
"ACMSD"	0
"ACO1"	765
"ACO2"	6485
"ACOD1"	0
"ACOT1"	111
"ACOT11"	301
"ACOT12"	2
"ACOT13"	425
"ACOT2"	274
"ACOT4"	73
"ACOT6"	0
"ACOT7"	1914
"ACOT8"	369
"ACOT9"	483
"ACOX1"	2253
"ACOX2"	45
"ACOX3"	364
"ACOXL"	0
"ACOXL-AS1"	18
"ACP1"	1117
"ACP2"	496
"ACP4"	0
"ACP5"	10
"ACP6"	181
"ACP7"	52
"ACPP"	7
"ACR"	13
"ACRBP"	6
"ACRV1"	19
"ACSBG1"	1292
"ACSBG2"	3
"ACSF2"	129
"ACSF3"	268
"ACSL1"	1421
"ACSL3"	4714
"ACSL4"	2057
"ACSL5"	81
"ACSL6"	4261
"ACSM1"	9
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	1
"ACSM4"	0
"ACSM5"	50
"ACSM6"	0
"ACSS1"	1217
"ACSS2"	694
"ACSS3"	591
"ACTA1"	6
"ACTA2"	59
"ACTA2-AS1"	96
"ACTB"	32270
"ACTBL2"	0
"ACTC1"	19
"ACTG1"	17430
"ACTG1P17"	18
"ACTG1P20"	24
"ACTG1P4"	103
"ACTG2"	1
"ACTL10"	0
"ACTL6A"	102
"ACTL6B"	491
"ACTL7A"	0
"ACTL7B"	0
"ACTL8"	3
"ACTL9"	0
"ACTN1"	1452
"ACTN1-AS1"	1
"ACTN2"	1282
"ACTN3"	0
"ACTN4"	2448
"ACTR10"	1315
"ACTR1A"	3393
"ACTR1B"	1706
"ACTR2"	6118
"ACTR3"	2114
"ACTR3B"	837
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	166
"ACTR5"	132
"ACTR6"	636
"ACTR8"	605
"ACTRT1"	0
"ACTRT2"	0
"ACTRT3"	30
"ACVR1"	285
"ACVR1B"	1328
"ACVR1C"	706
"ACVR2A"	636
"ACVR2B"	729
"ACVR2B-AS1"	28
"ACVRL1"	67
"ACY1"	51
"ACY3"	19
"ACYP1"	181
"ACYP2"	422
"ADA"	70
"ADA2"	242
"ADAD1"	0
"ADAD2"	8
"ADAL"	297
"ADAM10"	1780
"ADAM11"	1341
"ADAM12"	63
"ADAM15"	556
"ADAM17"	595
"ADAM18"	0
"ADAM19"	326
"ADAM1A"	73
"ADAM2"	0
"ADAM20"	175
"ADAM20P1"	156
"ADAM21"	10
"ADAM21P1"	0
"ADAM22"	6754
"ADAM23"	3920
"ADAM28"	275
"ADAM29"	4
"ADAM30"	2
"ADAM32"	232
"ADAM33"	17
"ADAM3A"	0
"ADAM3B"	1
"ADAM5"	2
"ADAM6"	0
"ADAM7"	0
"ADAM8"	15
"ADAM9"	1529
"ADAMDEC1"	0
"ADAMTS1"	442
"ADAMTS10"	248
"ADAMTS12"	7
"ADAMTS13"	155
"ADAMTS14"	165
"ADAMTS15"	9
"ADAMTS16"	51
"ADAMTS17"	137
"ADAMTS18"	2
"ADAMTS19"	184
"ADAMTS19-AS1"	12
"ADAMTS2"	79
"ADAMTS20"	9
"ADAMTS3"	261
"ADAMTS4"	1141
"ADAMTS5"	48
"ADAMTS6"	70
"ADAMTS7"	17
"ADAMTS7P1"	15
"ADAMTS8"	196
"ADAMTS9"	228
"ADAMTS9-AS1"	22
"ADAMTS9-AS2"	105
"ADAMTSL1"	110
"ADAMTSL2"	266
"ADAMTSL3"	208
"ADAMTSL4"	13
"ADAMTSL4-AS1"	20
"ADAMTSL5"	19
"ADAP1"	1788
"ADAP2"	55
"ADAR"	7479
"ADARB1"	1355
"ADARB2"	1892
"ADARB2-AS1"	19
"ADAT1"	732
"ADAT2"	118
"ADAT3"	37
"ADCK1"	180
"ADCK2"	516
"ADCK5"	71
"ADCY1"	11581
"ADCY10"	60
"ADCY10P1"	190
"ADCY2"	4092
"ADCY3"	1140
"ADCY4"	32
"ADCY5"	2049
"ADCY6"	705
"ADCY7"	231
"ADCY8"	494
"ADCY9"	888
"ADCYAP1"	348
"ADCYAP1R1"	3982
"ADD1"	7827
"ADD2"	4580
"ADD3"	5424
"ADD3-AS1"	34
"ADGB"	1
"ADGRA1"	778
"ADGRA1-AS1"	30
"ADGRA2"	128
"ADGRA3"	1104
"ADGRB1"	1807
"ADGRB2"	3805
"ADGRB3"	5521
"ADGRD1"	29
"ADGRD1-AS1"	0
"ADGRE1"	3
"ADGRE2"	71
"ADGRE3"	0
"ADGRE4P"	1
"ADGRE5"	161
"ADGRF1"	0
"ADGRF2"	2
"ADGRF3"	19
"ADGRF4"	3
"ADGRF5"	529
"ADGRG1"	2207
"ADGRG2"	4
"ADGRG3"	8
"ADGRG4"	2
"ADGRG5"	2
"ADGRG6"	47
"ADGRG7"	0
"ADGRL1"	5381
"ADGRL2"	2484
"ADGRL3"	5403
"ADGRL3-AS1"	0
"ADGRL4"	59
"ADGRV1"	4325
"ADH1A"	0
"ADH1B"	8
"ADH1C"	1
"ADH4"	0
"ADH5"	1516
"ADH6"	0
"ADH7"	0
"ADHFE1"	469
"ADI1"	695
"ADIG"	1
"ADIPOQ"	0
"ADIPOQ-AS1"	0
"ADIPOR1"	1139
"ADIPOR2"	2276
"ADIRF"	304
"ADK"	428
"ADM"	70
"ADM2"	1
"ADM5"	9
"ADNP"	2460
"ADNP-AS1"	10
"ADNP2"	765
"ADO"	1001
"ADORA1"	1086
"ADORA2A"	16
"ADORA2A-AS1"	0
"ADORA2B"	130
"ADORA3"	25
"ADPGK"	349
"ADPGK-AS1"	23
"ADPRH"	30
"ADPRHL1"	172
"ADPRHL2"	168
"ADPRM"	116
"ADRA1A"	622
"ADRA1B"	210
"ADRA1D"	72
"ADRA2A"	105
"ADRA2B"	28
"ADRA2C"	45
"ADRB1"	352
"ADRB2"	77
"ADRB3"	2
"ADRM1"	555
"ADSL"	212
"ADSS"	1250
"ADSSL1"	134
"ADTRP"	63
"AEBP1"	546
"AEBP2"	960
"AEN"	91
"AES"	5782
"AFAP1"	742
"AFAP1-AS1"	30
"AFAP1L1"	48
"AFAP1L2"	450
"AFDN"	3073
"AFDN-DT"	15
"AFF1"	1735
"AFF1-AS1"	71
"AFF2"	1249
"AFF3"	2237
"AFF4"	5198
"AFG1L"	247
"AFG3L1P"	133
"AFG3L2"	1552
"AFM"	0
"AFMID"	393
"AFP"	5
"AFTPH"	1609
"AGA"	151
"AGAP1"	7153
"AGAP1-IT1"	20
"AGAP11"	27
"AGAP12P"	37
"AGAP2"	7995
"AGAP2-AS1"	9
"AGAP3"	3414
"AGAP4"	184
"AGAP5"	50
"AGAP6"	213
"AGAP7P"	13
"AGAP9"	92
"AGBL1"	27
"AGBL1-AS1"	1
"AGBL2"	6
"AGBL3"	85
"AGBL4"	347
"AGBL4-IT1"	41
"AGBL5"	235
"AGBL5-AS1"	1
"AGER"	21
"AGFG1"	2338
"AGFG2"	534
"AGGF1"	1419
"AGK"	892
"AGL"	1709
"AGMAT"	97
"AGMO"	14
"AGO1"	1655
"AGO2"	2168
"AGO3"	671
"AGO4"	797
"AGPAT1"	1543
"AGPAT2"	120
"AGPAT3"	3470
"AGPAT4"	1790
"AGPAT4-IT1"	91
"AGPAT5"	1037
"AGPS"	1308
"AGR2"	0
"AGR3"	2
"AGRN"	1030
"AGRP"	1
"AGT"	3464
"AGTPBP1"	4349
"AGTR1"	0
"AGTR2"	0
"AGTRAP"	118
"AGXT"	0
"AGXT2"	1
"AHCTF1"	2691
"AHCTF1P1"	10
"AHCY"	732
"AHCYL1"	10876
"AHCYL2"	2878
"AHDC1"	1248
"AHI1"	2652
"AHNAK"	18338
"AHNAK2"	3917
"AHR"	579
"AHRR"	145
"AHSA1"	1294
"AHSA2P"	560
"AHSG"	4
"AHSP"	0
"AICDA"	0
"AIDA"	1427
"AIF1"	78
"AIF1L"	1841
"AIFM1"	389
"AIFM2"	133
"AIFM3"	818
"AIG1"	782
"AIM2"	2
"AIMP1"	546
"AIMP2"	114
"AIP"	371
"AIPL1"	2
"AIRE"	35
"AIRN"	4
"AJAP1"	769
"AJM1"	907
"AJUBA"	9
"AK1"	677
"AK2"	828
"AK3"	1073
"AK4"	2225
"AK5"	7399
"AK6"	244
"AK7"	57
"AK8"	33
"AK9"	594
"AKAIN1"	21
"AKAP1"	969
"AKAP10"	1342
"AKAP11"	15590
"AKAP12"	10480
"AKAP13"	1828
"AKAP14"	6
"AKAP17A"	142
"AKAP2"	908
"AKAP3"	56
"AKAP4"	0
"AKAP5"	1243
"AKAP6"	13570
"AKAP7"	480
"AKAP8"	376
"AKAP8L"	990
"AKAP9"	5274
"AKIP1"	154
"AKIRIN1"	1427
"AKIRIN2"	891
"AKNA"	308
"AKNAD1"	3
"AKR1A1"	411
"AKR1B1"	1112
"AKR1B10"	0
"AKR1B15"	0
"AKR1C1"	253
"AKR1C2"	198
"AKR1C3"	92
"AKR1C4"	0
"AKR1C6P"	0
"AKR1C8P"	1
"AKR1D1"	0
"AKR1E2"	164
"AKR7A2"	677
"AKR7A2P1"	5
"AKR7A3"	27
"AKR7L"	18
"AKT1"	1121
"AKT1S1"	424
"AKT2"	719
"AKT3"	10650
"AKTIP"	1329
"ALAD"	1746
"ALAS1"	894
"ALAS2"	4
"ALB"	21
"ALCAM"	2829
"ALDH16A1"	95
"ALDH18A1"	499
"ALDH1A1"	796
"ALDH1A2"	46
"ALDH1A3"	236
"ALDH1B1"	223
"ALDH1L1"	1620
"ALDH1L1-AS1"	1
"ALDH1L1-AS2"	83
"ALDH1L2"	357
"ALDH2"	4540
"ALDH3A1"	7
"ALDH3A2"	1745
"ALDH3B1"	63
"ALDH3B2"	0
"ALDH4A1"	1215
"ALDH5A1"	2787
"ALDH6A1"	5080
"ALDH7A1"	2209
"ALDH8A1"	64
"ALDH9A1"	1259
"ALDOA"	16317
"ALDOB"	6
"ALDOC"	15298
"ALG1"	204
"ALG10"	128
"ALG10B"	346
"ALG11"	291
"ALG12"	165
"ALG13"	709
"ALG14"	124
"ALG1L"	42
"ALG1L2"	3
"ALG1L9P"	120
