gene/TE	../../BAM/CGND_13043/HRA-00553_PE.bam
"A1BG"	26
"A1BG-AS1"	115
"A1CF"	1
"A2M"	836
"A2M-AS1"	79
"A2ML1"	92
"A2MP1"	4
"A3GALT2"	0
"A4GALT"	25
"A4GNT"	0
"AA06"	49
"AAAS"	199
"AACS"	1037
"AACSP1"	13
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	1
"AADAT"	259
"AAED1"	52
"AAGAB"	888
"AAK1"	9634
"AAMDC"	81
"AAMP"	1007
"AANAT"	3
"AAR2"	223
"AARD"	8
"AARS"	4450
"AARS2"	353
"AARSD1"	110
"AASDH"	611
"AASDHPPT"	2179
"AASS"	477
"AATBC"	1
"AATF"	486
"AATK"	2602
"ABALON"	5
"ABAT"	6253
"ABCA1"	992
"ABCA10"	574
"ABCA11P"	195
"ABCA12"	8
"ABCA13"	1
"ABCA17P"	120
"ABCA2"	7843
"ABCA3"	2420
"ABCA4"	10
"ABCA5"	2509
"ABCA6"	588
"ABCA7"	237
"ABCA8"	930
"ABCA9"	384
"ABCA9-AS1"	1
"ABCB1"	200
"ABCB10"	308
"ABCB11"	2
"ABCB4"	3
"ABCB5"	0
"ABCB6"	366
"ABCB7"	456
"ABCB8"	404
"ABCB9"	325
"ABCC1"	397
"ABCC10"	284
"ABCC11"	12
"ABCC12"	54
"ABCC13"	1
"ABCC2"	29
"ABCC3"	15
"ABCC4"	192
"ABCC5"	2750
"ABCC5-AS1"	0
"ABCC6"	4
"ABCC6P1"	8
"ABCC6P2"	2
"ABCC8"	655
"ABCC9"	612
"ABCD1"	49
"ABCD2"	652
"ABCD3"	859
"ABCD4"	440
"ABCE1"	1113
"ABCF1"	606
"ABCF2"	933
"ABCF3"	739
"ABCG1"	716
"ABCG2"	316
"ABCG4"	315
"ABCG5"	9
"ABCG8"	51
"ABHD1"	11
"ABHD10"	746
"ABHD11"	45
"ABHD11-AS1"	0
