gene/TE	../../BAM/CGND_13132/HRA-00616_PE.bam
"A1BG"	26
"A1BG-AS1"	84
"A1CF"	0
"A2M"	1768
"A2M-AS1"	79
"A2ML1"	315
"A2MP1"	2
"A3GALT2"	4
"A4GALT"	54
"A4GNT"	0
"AA06"	51
"AAAS"	180
"AACS"	829
"AACSP1"	5
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	2
"AADAT"	246
"AAED1"	42
"AAGAB"	481
"AAK1"	8141
"AAMDC"	42
"AAMP"	743
"AANAT"	3
"AAR2"	212
"AARD"	8
"AARS"	3564
"AARS2"	296
"AARSD1"	83
"AASDH"	475
"AASDHPPT"	1384
"AASS"	410
"AATBC"	2
"AATF"	330
"AATK"	2350
"ABALON"	3
"ABAT"	4017
"ABCA1"	1303
"ABCA10"	493
"ABCA11P"	133
"ABCA12"	14
"ABCA13"	7
"ABCA17P"	82
"ABCA2"	5650
"ABCA3"	2605
"ABCA4"	27
"ABCA5"	1833
"ABCA6"	405
"ABCA7"	374
"ABCA8"	303
"ABCA9"	407
"ABCA9-AS1"	0
"ABCB1"	268
"ABCB10"	254
"ABCB11"	2
"ABCB4"	8
"ABCB5"	0
"ABCB6"	391
"ABCB7"	348
"ABCB8"	450
"ABCB9"	451
"ABCC1"	486
"ABCC10"	320
"ABCC11"	10
"ABCC12"	24
"ABCC13"	2
"ABCC2"	35
"ABCC3"	30
"ABCC4"	238
"ABCC5"	2355
"ABCC5-AS1"	0
"ABCC6"	11
"ABCC6P1"	6
"ABCC6P2"	2
"ABCC8"	646
"ABCC9"	454
"ABCD1"	61
"ABCD2"	483
"ABCD3"	622
"ABCD4"	532
"ABCE1"	730
"ABCF1"	483
"ABCF2"	802
"ABCF3"	650
"ABCG1"	614
"ABCG2"	353
"ABCG4"	334
"ABCG5"	10
"ABCG8"	36
"ABHD1"	9
"ABHD10"	427
"ABHD11"	64
"ABHD11-AS1"	0
"ABHD12"	841
"ABHD12B"	76
"ABHD13"	708
"ABHD14A"	233
"ABHD14A-ACY1"	115
"ABHD14B"	84
"ABHD15"	100
"ABHD16A"	458
"ABHD16B"	0
"ABHD17A"	1109
"ABHD17B"	541
"ABHD17C"	278
"ABHD18"	318
"ABHD2"	5797
"ABHD3"	120
"ABHD4"	186
"ABHD5"	388
"ABHD6"	604
"ABHD8"	1246
"ABI1"	1406
"ABI2"	4164
"ABI3"	70
"ABI3BP"	133
"ABL1"	901
"ABL2"	2145
"ABLIM1"	4532
"ABLIM2"	1579
