gene/TE	../../BAM/CGND_13066/HRA-00581_PE.bam
"A1BG"	58
"A1BG-AS1"	228
"A1CF"	0
"A2M"	3953
"A2M-AS1"	227
"A2ML1"	260
"A2MP1"	4
"A3GALT2"	5
"A4GALT"	83
"A4GNT"	4
"AA06"	92
"AAAS"	490
"AACS"	2212
"AACSP1"	28
"AADAC"	2
"AADACL2"	0
"AADACL2-AS1"	1
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	815
"AAED1"	172
"AAGAB"	1935
"AAK1"	24448
"AAMDC"	139
"AAMP"	2249
"AANAT"	9
"AAR2"	505
"AARD"	21
"AARS"	11680
"AARS2"	921
"AARSD1"	412
"AASDH"	1175
"AASDHPPT"	5699
"AASS"	1804
"AATBC"	4
"AATF"	843
"AATK"	6560
"ABALON"	3
"ABAT"	12578
"ABCA1"	1552
"ABCA10"	1286
"ABCA11P"	624
"ABCA12"	43
"ABCA13"	6
"ABCA17P"	210
"ABCA2"	19146
"ABCA3"	7106
"ABCA4"	32
"ABCA5"	6540
"ABCA6"	934
"ABCA7"	575
"ABCA8"	1534
"ABCA9"	888
"ABCA9-AS1"	2
"ABCB1"	666
"ABCB10"	781
"ABCB11"	7
"ABCB4"	31
"ABCB5"	0
"ABCB6"	776
"ABCB7"	921
"ABCB8"	1124
"ABCB9"	1183
"ABCC1"	1004
"ABCC10"	661
"ABCC11"	63
"ABCC12"	66
"ABCC13"	2
"ABCC2"	21
"ABCC3"	34
"ABCC4"	564
"ABCC5"	5291
"ABCC5-AS1"	0
"ABCC6"	15
"ABCC6P1"	15
"ABCC6P2"	1
"ABCC8"	2405
"ABCC9"	1635
"ABCD1"	110
"ABCD2"	2118
"ABCD3"	2366
"ABCD4"	909
"ABCE1"	2948
"ABCF1"	1722
"ABCF2"	2489
"ABCF3"	1919
"ABCG1"	1492
"ABCG2"	607
"ABCG4"	1139
"ABCG5"	37
"ABCG8"	148
"ABHD1"	17
"ABHD10"	1753
"ABHD11"	249
"ABHD11-AS1"	0
"ABHD12"	3314
"ABHD12B"	296
"ABHD13"	1779
"ABHD14A"	598
