gene/TE	../../STAR_v252_mapping/CGND_12616/HRA-00022_PE.bam
"A1BG"	29
"A1BG-AS1"	87
"A1CF"	1
"A2M"	4337
"A2M-AS1"	89
"A2ML1"	95
"A2MP1"	3
"A3GALT2"	0
"A4GALT"	46
"A4GNT"	0
"AA06"	22
"AAAS"	169
"AACS"	738
"AACSP1"	13
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	283
"AAED1"	100
"AAGAB"	1329
"AAK1"	10520
"AAMDC"	82
"AAMP"	916
"AANAT"	5
"AAR2"	212
"AARD"	8
"AARS"	4227
"AARS2"	248
"AARSD1"	158
"AASDH"	852
"AASDHPPT"	2841
"AASS"	981
"AATBC"	1
"AATF"	483
"AATK"	1624
"ABALON"	1
"ABAT"	5884
"ABCA1"	768
"ABCA10"	821
"ABCA11P"	302
"ABCA12"	23
"ABCA13"	5
"ABCA17P"	55
"ABCA2"	7266
"ABCA3"	2058
"ABCA4"	14
"ABCA5"	3541
"ABCA6"	733
"ABCA7"	120
"ABCA8"	2333
"ABCA9"	671
"ABCA9-AS1"	1
"ABCB1"	532
"ABCB10"	347
"ABCB11"	1
"ABCB4"	11
"ABCB5"	0
"ABCB6"	254
"ABCB7"	590
"ABCB8"	211
"ABCB9"	311
"ABCC1"	332
"ABCC10"	136
"ABCC11"	13
"ABCC12"	53
"ABCC13"	3
"ABCC2"	17
"ABCC3"	16
"ABCC4"	751
"ABCC5"	1854
"ABCC5-AS1"	0
"ABCC6"	12
"ABCC6P1"	10
"ABCC6P2"	1
"ABCC8"	435
"ABCC9"	1525
"ABCD1"	42
"ABCD2"	861
"ABCD3"	1491
"ABCD4"	241
"ABCE1"	1664
"ABCF1"	547
"ABCF2"	816
"ABCF3"	697
"ABCG1"	544
"ABCG2"	654
"ABCG4"	242
"ABCG5"	9
"ABCG8"	19
"ABHD1"	9
"ABHD10"	1011
"ABHD11"	71
"ABHD11-AS1"	0
"ABHD12"	1120
"ABHD12B"	152
"ABHD13"	1130
"ABHD14A"	218
"ABHD14A-ACY1"	116
"ABHD14B"	91
"ABHD15"	75
"ABHD16A"	350
"ABHD16B"	0
"ABHD17A"	1025
"ABHD17B"	1197
"ABHD17C"	372
"ABHD18"	432
"ABHD2"	5184
"ABHD3"	172
"ABHD4"	387
"ABHD5"	686
"ABHD6"	502
"ABHD8"	762
"ABI1"	2372
"ABI2"	8423
"ABI3"	81
"ABI3BP"	238
"ABL1"	875
"ABL2"	3099
"ABLIM1"	7020
"ABLIM2"	1043
"ABLIM3"	668
"ABO"	5
"ABR"	6764
"ABRA"	4
"ABRACL"	124
"ABRAXAS1"	126
"ABRAXAS2"	584
"ABT1"	149
"ABTB1"	359
"ABTB2"	67
"ACAA1"	632
"ACAA2"	527
"ACACA"	4574
"ACACB"	702
"ACAD10"	207
"ACAD11"	582
"ACAD8"	359
"ACAD9"	463
"ACADL"	110
"ACADM"	1121
"ACADS"	134
"ACADSB"	1869
"ACADVL"	1017
"ACAN"	165
"ACAP1"	11
"ACAP2"	2385
"ACAP3"	779
"ACAT1"	886
"ACAT2"	743
"ACBD3"	1065
"ACBD3-AS1"	0
"ACBD4"	149
"ACBD5"	2218
"ACBD6"	387
"ACBD7"	895
"ACBD7-DCLRE1CP1"	60
"ACCS"	76
"ACCSL"	7
"ACD"	137
"ACE"	86
"ACE2"	4
"ACER1"	1
"ACER2"	166
"ACER3"	1717
"ACHE"	159
"ACIN1"	1251
"ACKR1"	155
"ACKR2"	14
"ACKR3"	106
"ACKR4"	1
"ACLY"	1958
"ACMSD"	0
"ACO1"	688
"ACO2"	4236
"ACOD1"	1
"ACOT1"	94
"ACOT11"	250
"ACOT12"	7
"ACOT13"	404
"ACOT2"	242
"ACOT4"	61
"ACOT6"	6
"ACOT7"	863
"ACOT8"	202
"ACOT9"	535
"ACOX1"	2825
"ACOX2"	38
"ACOX3"	366
"ACOXL"	0
"ACOXL-AS1"	10
"ACP1"	1275
"ACP2"	272
"ACP4"	0
"ACP5"	11
"ACP6"	164
"ACP7"	29
"ACPP"	56
"ACR"	9
"ACRBP"	5
"ACRV1"	10
"ACSBG1"	965
"ACSBG2"	0
"ACSF2"	109
"ACSF3"	125
"ACSL1"	2844
"ACSL3"	6529
"ACSL4"	3041
"ACSL5"	142
"ACSL6"	3339
"ACSM1"	8
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	4
"ACSM4"	0
"ACSM5"	102
"ACSM6"	0
"ACSS1"	527
"ACSS2"	601
"ACSS3"	761
"ACTA1"	10
"ACTA2"	92
"ACTA2-AS1"	155
"ACTB"	24604
"ACTBL2"	0
"ACTC1"	35
"ACTG1"	13088
"ACTG1P17"	6
"ACTG1P20"	24
"ACTG1P4"	101
"ACTG2"	4
"ACTL10"	2
"ACTL6A"	143
"ACTL6B"	334
"ACTL7A"	0
"ACTL7B"	1
"ACTL8"	0
"ACTL9"	0
"ACTN1"	1458
"ACTN1-AS1"	1
"ACTN2"	1212
"ACTN3"	1
"ACTN4"	1819
"ACTR10"	1378
"ACTR1A"	2302
"ACTR1B"	1270
"ACTR2"	9013
"ACTR3"	2653
"ACTR3B"	814
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	180
"ACTR5"	155
"ACTR6"	899
"ACTR8"	791
"ACTRT1"	0
"ACTRT2"	0
"ACTRT3"	29
"ACVR1"	317
"ACVR1B"	1342
"ACVR1C"	1042
"ACVR2A"	1347
"ACVR2B"	1130
"ACVR2B-AS1"	37
"ACVRL1"	80
"ACY1"	34
"ACY3"	1
"ACYP1"	181
"ACYP2"	484
"ADA"	25
"ADA2"	320
"ADAD1"	0
"ADAD2"	2
"ADAL"	336
"ADAM10"	2961
"ADAM11"	604
"ADAM12"	84
"ADAM15"	299
"ADAM17"	803
"ADAM18"	0
"ADAM19"	162
"ADAM1A"	127
"ADAM2"	0
"ADAM20"	223
"ADAM20P1"	179
"ADAM21"	10
"ADAM21P1"	0
"ADAM22"	9886
"ADAM23"	3524
"ADAM28"	1006
"ADAM29"	6
"ADAM30"	0
"ADAM32"	342
"ADAM33"	28
"ADAM3A"	0
"ADAM3B"	2
"ADAM5"	3
"ADAM6"	0
"ADAM7"	0
"ADAM8"	24
"ADAM9"	2129
"ADAMDEC1"	2
"ADAMTS1"	1571
"ADAMTS10"	167
"ADAMTS12"	18
"ADAMTS13"	91
"ADAMTS14"	20
"ADAMTS15"	26
"ADAMTS16"	80
"ADAMTS17"	88
"ADAMTS18"	2
"ADAMTS19"	345
"ADAMTS19-AS1"	22
"ADAMTS2"	145
"ADAMTS20"	16
"ADAMTS3"	305
"ADAMTS4"	372
"ADAMTS5"	76
"ADAMTS6"	117
"ADAMTS7"	6
"ADAMTS7P1"	15
"ADAMTS8"	182
"ADAMTS9"	711
"ADAMTS9-AS1"	10
"ADAMTS9-AS2"	171
"ADAMTSL1"	65
"ADAMTSL2"	137
"ADAMTSL3"	257
"ADAMTSL4"	33
"ADAMTSL4-AS1"	13
"ADAMTSL5"	4
"ADAP1"	740
"ADAP2"	105
"ADAR"	8137
"ADARB1"	1191
"ADARB2"	1058
"ADARB2-AS1"	19
"ADAT1"	739
"ADAT2"	139
"ADAT3"	23
"ADCK1"	79
"ADCK2"	363
"ADCK5"	55
"ADCY1"	8574
"ADCY10"	57
"ADCY10P1"	215
"ADCY2"	5341
"ADCY3"	1062
"ADCY4"	19
"ADCY5"	1512
"ADCY6"	547
"ADCY7"	323
"ADCY8"	508
"ADCY9"	747
"ADCYAP1"	229
"ADCYAP1R1"	4175
"ADD1"	5766
"ADD2"	3790
"ADD3"	8028
"ADD3-AS1"	49
"ADGB"	2
"ADGRA1"	301
"ADGRA1-AS1"	9
"ADGRA2"	111
"ADGRA3"	1041
"ADGRB1"	747
"ADGRB2"	1963
"ADGRB3"	7653
"ADGRD1"	70
"ADGRD1-AS1"	0
"ADGRE1"	53
"ADGRE2"	185
"ADGRE3"	2
"ADGRE4P"	34
"ADGRE5"	95
"ADGRF1"	1
"ADGRF2"	3
"ADGRF3"	12
"ADGRF4"	8
"ADGRF5"	1200
"ADGRG1"	1592
"ADGRG2"	2
"ADGRG3"	2
"ADGRG4"	1
"ADGRG5"	5
"ADGRG6"	165
"ADGRG7"	0
"ADGRL1"	3153
"ADGRL2"	3391
"ADGRL3"	7109
"ADGRL3-AS1"	0
"ADGRL4"	230
"ADGRV1"	7306
"ADH1A"	0
"ADH1B"	31
"ADH1C"	2
"ADH4"	5
"ADH5"	1980
"ADH6"	0
"ADH7"	0
"ADHFE1"	394
"ADI1"	460
"ADIG"	1
"ADIPOQ"	1
"ADIPOQ-AS1"	0
"ADIPOR1"	1040
"ADIPOR2"	2278
"ADIRF"	403
"ADK"	613
"ADM"	43
"ADM2"	0
"ADM5"	8
"ADNP"	3241
"ADNP-AS1"	8
"ADNP2"	701
"ADO"	970
"ADORA1"	445
"ADORA2A"	16
"ADORA2A-AS1"	1
"ADORA2B"	77
"ADORA3"	54
"ADPGK"	490
"ADPGK-AS1"	7
"ADPRH"	73
"ADPRHL1"	138
"ADPRHL2"	125
"ADPRM"	159
"ADRA1A"	560
"ADRA1B"	123
"ADRA1D"	15
"ADRA2A"	82
"ADRA2B"	16
"ADRA2C"	41
"ADRB1"	241
"ADRB2"	65
"ADRB3"	1
"ADRM1"	410
"ADSL"	281
"ADSS"	1493
"ADSSL1"	67
"ADTRP"	38
"AEBP1"	696
"AEBP2"	1609
"AEN"	82
"AES"	3887
"AFAP1"	831
"AFAP1-AS1"	22
"AFAP1L1"	90
"AFAP1L2"	454
"AFDN"	3203
"AFDN-DT"	12
"AFF1"	2321
"AFF1-AS1"	85
"AFF2"	1574
"AFF3"	2194
"AFF4"	7555
"AFG1L"	330
"AFG3L1P"	99
"AFG3L2"	1415
"AFM"	0
"AFMID"	305
"AFP"	5
"AFTPH"	2117
"AGA"	125
"AGAP1"	6196
"AGAP1-IT1"	11
"AGAP11"	48
"AGAP12P"	25
"AGAP2"	4415
"AGAP2-AS1"	7
"AGAP3"	2030
"AGAP4"	239
"AGAP5"	64
"AGAP6"	149
"AGAP7P"	3
"AGAP9"	92
"AGBL1"	13
"AGBL1-AS1"	0
"AGBL2"	17
"AGBL3"	157
"AGBL4"	346
"AGBL4-IT1"	44
"AGBL5"	223
"AGBL5-AS1"	2
"AGER"	13
"AGFG1"	3641
"AGFG2"	413
"AGGF1"	1773
"AGK"	934
"AGL"	2135
"AGMAT"	44
"AGMO"	44
"AGO1"	1537
"AGO2"	2444
"AGO3"	866
"AGO4"	1177
"AGPAT1"	753
"AGPAT2"	97
"AGPAT3"	2344
"AGPAT4"	1448
"AGPAT4-IT1"	47
"AGPAT5"	1237
"AGPS"	1805
"AGR2"	0
"AGR3"	0
"AGRN"	437
"AGRP"	1
"AGT"	3292
"AGTPBP1"	5934
"AGTR1"	0
"AGTR2"	1
"AGTRAP"	123
"AGXT"	0
"AGXT2"	0
"AHCTF1"	3866
"AHCTF1P1"	19
"AHCY"	560
"AHCYL1"	19885
"AHCYL2"	2444
"AHDC1"	865
"AHI1"	4219
"AHNAK"	23919
"AHNAK2"	2808
"AHR"	1065
"AHRR"	125
"AHSA1"	1193
"AHSA2P"	544
"AHSG"	1
"AHSP"	1
"AICDA"	0
"AIDA"	1910
"AIF1"	378
"AIF1L"	2344
"AIFM1"	274
"AIFM2"	88
"AIFM3"	386
"AIG1"	888
"AIM2"	18
"AIMP1"	666
"AIMP2"	105
"AIP"	321
"AIPL1"	1
"AIRE"	4
"AIRN"	6
"AJAP1"	649
"AJM1"	374
"AJUBA"	11
"AK1"	422
"AK2"	760
"AK3"	1601
"AK4"	2614
"AK5"	8419
"AK6"	324
"AK7"	116
"AK8"	41
"AK9"	690
"AKAIN1"	59
"AKAP1"	993
"AKAP10"	1979
"AKAP11"	22017
"AKAP12"	8684
"AKAP13"	2826
"AKAP14"	2
"AKAP17A"	128
"AKAP2"	965
"AKAP3"	67
"AKAP4"	0
"AKAP5"	2351
"AKAP6"	15477
"AKAP7"	674
"AKAP8"	509
"AKAP8L"	754
"AKAP9"	8384
"AKIP1"	183
"AKIRIN1"	1374
"AKIRIN2"	746
"AKNA"	396
"AKNAD1"	8
"AKR1A1"	375
"AKR1B1"	951
"AKR1B10"	0
"AKR1B15"	0
"AKR1C1"	234
"AKR1C2"	118
"AKR1C3"	181
"AKR1C4"	0
"AKR1C6P"	0
"AKR1C8P"	0
"AKR1D1"	0
"AKR1E2"	106
"AKR7A2"	447
"AKR7A2P1"	3
"AKR7A3"	14
"AKR7L"	11
"AKT1"	829
"AKT1S1"	248
"AKT2"	384
"AKT3"	13521
"AKTIP"	1506
"ALAD"	1161
"ALAS1"	640
"ALAS2"	10
"ALB"	21
"ALCAM"	3897
"ALDH16A1"	64
"ALDH18A1"	460
"ALDH1A1"	1262
"ALDH1A2"	57
"ALDH1A3"	243
"ALDH1B1"	115
"ALDH1L1"	1782
"ALDH1L1-AS1"	1
"ALDH1L1-AS2"	49
"ALDH1L2"	467
"ALDH2"	3205
"ALDH3A1"	13
"ALDH3A2"	2384
"ALDH3B1"	38
"ALDH3B2"	0
"ALDH4A1"	692
"ALDH5A1"	2149
"ALDH6A1"	4105
"ALDH7A1"	1704
"ALDH8A1"	34
"ALDH9A1"	1011
"ALDOA"	9583
"ALDOB"	8
"ALDOC"	6002
"ALG1"	186
"ALG10"	261
"ALG10B"	811
"ALG11"	418
"ALG12"	112
"ALG13"	978
"ALG14"	115
"ALG1L"	11
"ALG1L2"	1
"ALG1L9P"	97
"ALG2"	289
"ALG3"	58
"ALG5"	235
"ALG6"	235
"ALG8"	299
"ALG9"	910
"ALK"	123
"ALKAL1"	0
"ALKAL2"	19
"ALKBH1"	180
"ALKBH2"	89
"ALKBH3"	316
"ALKBH3-AS1"	0
"ALKBH4"	114
"ALKBH5"	1792
"ALKBH6"	104
"ALKBH7"	137
"ALKBH8"	383
"ALLC"	2
"ALMS1"	3930
"ALMS1-IT1"	39
"ALMS1P1"	43
"ALOX12"	2
"ALOX12-AS1"	49
"ALOX12B"	30
"ALOX12P2"	47
"ALOX15"	4
"ALOX15B"	87
"ALOX15P1"	18
"ALOX5"	222
"ALOX5AP"	144
"ALOXE3"	32
"ALPI"	0
"ALPK1"	237
"ALPK2"	3
"ALPK3"	133
"ALPL"	107
"ALPP"	0
"ALPPL2"	0
"ALS2"	2610
"ALS2CL"	49
"ALS2CR12"	124
"ALX1"	0
"ALX3"	3
"ALX4"	1
"ALYREF"	158
"AMACR"	275
"AMBN"	2
"AMBP"	0
"AMBRA1"	860
"AMD1"	4216
"AMDHD1"	8
"AMDHD2"	88
"AMELX"	0
"AMELY"	0
"AMER1"	262
"AMER2"	10019
"AMER3"	698
"AMFR"	2422
"AMH"	14
"AMHR2"	0
"AMIGO1"	1573
"AMIGO2"	129
"AMIGO3"	11
"AMMECR1"	246
"AMMECR1L"	265
"AMN"	0
"AMN1"	804
"AMOT"	2262
"AMOTL1"	1078
"AMOTL2"	734
"AMPD1"	0
"AMPD2"	1174
"AMPD3"	579
"AMPH"	3584
"AMT"	79
"AMTN"	0
"AMY1A"	1
"AMY1B"	1
"AMY1C"	0
"AMY2A"	40
"AMY2B"	1105
"AMZ1"	202
"AMZ2"	1361
"AMZ2P1"	504
"ANAPC1"	2083
"ANAPC10"	272
"ANAPC11"	285
"ANAPC13"	662
"ANAPC15"	181
"ANAPC16"	608
"ANAPC1P1"	3
"ANAPC2"	231
"ANAPC4"	841
"ANAPC5"	1484
"ANAPC7"	692
"ANG"	30
"ANGEL1"	746
"ANGEL2"	1433
"ANGPT1"	188
"ANGPT2"	316
"ANGPT4"	8
"ANGPTL1"	34
"ANGPTL2"	146
"ANGPTL3"	0
"ANGPTL4"	265
"ANGPTL5"	9
"ANGPTL6"	13
"ANGPTL7"	22
"ANGPTL8"	5
"ANHX"	0
"ANK1"	523
"ANK2"	42035
"ANK3"	17488
"ANKAR"	427
"ANKDD1A"	386
"ANKDD1B"	18
"ANKEF1"	70
"ANKFN1"	108
"ANKFY1"	2093
"ANKH"	3323
"ANKHD1"	1690
"ANKHD1-EIF4EBP3"	1619
"ANKIB1"	3864
"ANKK1"	3
"ANKLE1"	10
