gene/TE	../../BAM/CGND_13096/HRA-01219_PE.bam
"A1BG"	37
"A1BG-AS1"	118
"A1CF"	0
"A2M"	1245
"A2M-AS1"	104
"A2ML1"	168
"A2MP1"	1
"A3GALT2"	1
"A4GALT"	21
"A4GNT"	1
"AA06"	46
"AAAS"	193
"AACS"	1145
"AACSP1"	16
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	4
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	278
"AAED1"	52
"AAGAB"	667
"AAK1"	8390
"AAMDC"	64
"AAMP"	851
"AANAT"	3
"AAR2"	182
"AARD"	8
"AARS"	4154
"AARS2"	427
"AARSD1"	117
"AASDH"	630
"AASDHPPT"	1575
"AASS"	462
"AATBC"	2
"AATF"	390
"AATK"	2506
"ABALON"	0
"ABAT"	6043
"ABCA1"	515
"ABCA10"	611
"ABCA11P"	269
"ABCA12"	9
"ABCA13"	0
"ABCA17P"	86
"ABCA2"	5930
"ABCA3"	2952
"ABCA4"	24
"ABCA5"	2378
"ABCA6"	537
"ABCA7"	215
"ABCA8"	309
"ABCA9"	572
"ABCA9-AS1"	0
"ABCB1"	269
"ABCB10"	326
"ABCB11"	10
"ABCB4"	14
"ABCB5"	0
"ABCB6"	279
"ABCB7"	330
"ABCB8"	392
"ABCB9"	476
"ABCC1"	400
"ABCC10"	262
"ABCC11"	24
"ABCC12"	47
"ABCC13"	0
"ABCC2"	22
"ABCC3"	10
"ABCC4"	211
"ABCC5"	2063
"ABCC5-AS1"	0
"ABCC6"	7
"ABCC6P1"	3
"ABCC6P2"	1
"ABCC8"	756
"ABCC9"	891
"ABCD1"	30
"ABCD2"	714
"ABCD3"	946
"ABCD4"	323
"ABCE1"	812
"ABCF1"	616
"ABCF2"	896
"ABCF3"	700
"ABCG1"	522
"ABCG2"	409
"ABCG4"	387
"ABCG5"	20
"ABCG8"	53
"ABHD1"	9
"ABHD10"	486
"ABHD11"	78
"ABHD11-AS1"	0
"ABHD12"	1144
"ABHD12B"	98
"ABHD13"	601
"ABHD14A"	275
"ABHD14A-ACY1"	149
"ABHD14B"	115
"ABHD15"	95
"ABHD16A"	380
"ABHD16B"	1
"ABHD17A"	1485
"ABHD17B"	471
"ABHD17C"	300
"ABHD18"	398
"ABHD2"	4398
"ABHD3"	134
"ABHD4"	222
"ABHD5"	433
"ABHD6"	385
"ABHD8"	1387
"ABI1"	1573
"ABI2"	6048
"ABI3"	17
"ABI3BP"	66
"ABL1"	921
"ABL2"	1940
"ABLIM1"	5215
"ABLIM2"	1624
"ABLIM3"	810
"ABO"	18
"ABR"	9212
"ABRA"	3
"ABRACL"	96
"ABRAXAS1"	53
"ABRAXAS2"	345
"ABT1"	142
"ABTB1"	686
"ABTB2"	81
"ACAA1"	492
"ACAA2"	461
"ACACA"	4230
"ACACB"	931
"ACAD10"	264
"ACAD11"	401
"ACAD8"	389
"ACAD9"	508
"ACADL"	59
"ACADM"	719
"ACADS"	173
"ACADSB"	1126
"ACADVL"	1101
"ACAN"	58
"ACAP1"	3
"ACAP2"	1296
"ACAP3"	1411
"ACAT1"	530
"ACAT2"	332
"ACBD3"	622
"ACBD3-AS1"	0
"ACBD4"	215
"ACBD5"	1408
"ACBD6"	269
"ACBD7"	1830
"ACBD7-DCLRE1CP1"	149
"ACCS"	131
"ACCSL"	0
"ACD"	152
"ACE"	143
"ACE2"	3
"ACER1"	1
"ACER2"	146
"ACER3"	726
"ACHE"	323
"ACIN1"	1445
"ACKR1"	142
"ACKR2"	20
"ACKR3"	117
"ACKR4"	2
"ACLY"	1669
"ACMSD"	0
"ACO1"	569
"ACO2"	4215
"ACOD1"	0
"ACOT1"	102
"ACOT11"	407
"ACOT12"	2
"ACOT13"	328
"ACOT2"	248
"ACOT4"	39
"ACOT6"	2
"ACOT7"	1273
"ACOT8"	262
"ACOT9"	361
"ACOX1"	1912
"ACOX2"	50
"ACOX3"	437
"ACOXL"	0
"ACOXL-AS1"	12
"ACP1"	718
"ACP2"	334
"ACP4"	0
"ACP5"	5
"ACP6"	226
"ACP7"	22
"ACPP"	32
"ACR"	10
"ACRBP"	4
"ACRV1"	17
"ACSBG1"	1181
"ACSBG2"	2
"ACSF2"	104
"ACSF3"	183
"ACSL1"	521
"ACSL3"	4010
"ACSL4"	1436
"ACSL5"	111
"ACSL6"	3756
"ACSM1"	0
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	1
"ACSM4"	0
"ACSM5"	39
"ACSM6"	0
"ACSS1"	1172
"ACSS2"	394
"ACSS3"	592
"ACTA1"	6
"ACTA2"	45
"ACTA2-AS1"	246
"ACTB"	18386
"ACTBL2"	0
"ACTC1"	27
"ACTG1"	10522
"ACTG1P17"	12
"ACTG1P20"	67
"ACTG1P4"	126
"ACTG2"	2
"ACTL10"	2
"ACTL6A"	51
"ACTL6B"	364
"ACTL7A"	0
"ACTL7B"	1
"ACTL8"	3
"ACTL9"	0
"ACTN1"	1762
"ACTN1-AS1"	1
"ACTN2"	884
"ACTN3"	1
"ACTN4"	2087
"ACTR10"	792
"ACTR1A"	2401
"ACTR1B"	1399
"ACTR2"	4406
"ACTR3"	1294
"ACTR3B"	680
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	199
"ACTR5"	178
"ACTR6"	416
"ACTR8"	651
"ACTRT1"	2
"ACTRT2"	0
"ACTRT3"	30
"ACVR1"	293
"ACVR1B"	1381
"ACVR1C"	502
"ACVR2A"	744
"ACVR2B"	886
"ACVR2B-AS1"	26
"ACVRL1"	72
"ACY1"	38
"ACY3"	5
"ACYP1"	166
"ACYP2"	361
"ADA"	24
"ADA2"	109
"ADAD1"	0
"ADAD2"	6
"ADAL"	281
"ADAM10"	1369
"ADAM11"	1303
"ADAM12"	37
"ADAM15"	264
"ADAM17"	627
"ADAM18"	0
"ADAM19"	335
"ADAM1A"	168
"ADAM2"	0
"ADAM20"	197
"ADAM20P1"	177
"ADAM21"	4
"ADAM21P1"	0
"ADAM22"	5208
"ADAM23"	3062
"ADAM28"	99
"ADAM29"	9
"ADAM30"	0
"ADAM32"	204
"ADAM33"	17
"ADAM3A"	0
"ADAM3B"	2
"ADAM5"	1
"ADAM6"	0
"ADAM7"	0
"ADAM8"	22
"ADAM9"	888
"ADAMDEC1"	0
"ADAMTS1"	209
"ADAMTS10"	341
"ADAMTS12"	11
"ADAMTS13"	197
"ADAMTS14"	23
"ADAMTS15"	17
"ADAMTS16"	64
"ADAMTS17"	217
"ADAMTS18"	13
"ADAMTS19"	323
"ADAMTS19-AS1"	15
"ADAMTS2"	102
"ADAMTS20"	12
"ADAMTS3"	233
"ADAMTS4"	77
"ADAMTS5"	41
"ADAMTS6"	80
"ADAMTS7"	7
"ADAMTS7P1"	34
"ADAMTS8"	209
"ADAMTS9"	151
"ADAMTS9-AS1"	23
"ADAMTS9-AS2"	150
"ADAMTSL1"	43
"ADAMTSL2"	351
"ADAMTSL3"	163
"ADAMTSL4"	13
"ADAMTSL4-AS1"	20
"ADAMTSL5"	14
"ADAP1"	1413
"ADAP2"	45
"ADAR"	6467
"ADARB1"	1475
"ADARB2"	882
"ADARB2-AS1"	6
"ADAT1"	516
"ADAT2"	120
"ADAT3"	30
"ADCK1"	134
"ADCK2"	361
"ADCK5"	64
"ADCY1"	11543
"ADCY10"	66
"ADCY10P1"	205
"ADCY2"	3552
"ADCY3"	1134
"ADCY4"	17
"ADCY5"	1827
"ADCY6"	784
"ADCY7"	184
"ADCY8"	435
"ADCY9"	1022
"ADCYAP1"	227
"ADCYAP1R1"	3589
"ADD1"	5885
"ADD2"	4257
"ADD3"	4681
"ADD3-AS1"	35
"ADGB"	2
"ADGRA1"	737
"ADGRA1-AS1"	18
"ADGRA2"	218
"ADGRA3"	1002
"ADGRB1"	1986
"ADGRB2"	3661
"ADGRB3"	5867
"ADGRD1"	44
"ADGRD1-AS1"	0
"ADGRE1"	0
"ADGRE2"	6
"ADGRE3"	0
"ADGRE4P"	3
"ADGRE5"	37
"ADGRF1"	0
"ADGRF2"	1
"ADGRF3"	24
"ADGRF4"	4
"ADGRF5"	628
"ADGRG1"	1940
"ADGRG2"	5
"ADGRG3"	1
"ADGRG4"	0
"ADGRG5"	3
"ADGRG6"	46
"ADGRG7"	0
"ADGRL1"	6237
"ADGRL2"	2709
"ADGRL3"	4904
"ADGRL3-AS1"	0
"ADGRL4"	88
"ADGRV1"	8483
"ADH1A"	0
"ADH1B"	11
"ADH1C"	1
"ADH4"	0
"ADH5"	1159
"ADH6"	0
"ADH7"	0
"ADHFE1"	311
"ADI1"	522
"ADIG"	2
"ADIPOQ"	0
"ADIPOQ-AS1"	0
"ADIPOR1"	813
"ADIPOR2"	983
"ADIRF"	165
"ADK"	376
"ADM"	22
"ADM2"	0
"ADM5"	5
"ADNP"	2295
"ADNP-AS1"	7
"ADNP2"	658
"ADO"	777
"ADORA1"	621
"ADORA2A"	24
"ADORA2A-AS1"	0
"ADORA2B"	97
"ADORA3"	22
"ADPGK"	281
"ADPGK-AS1"	15
"ADPRH"	25
"ADPRHL1"	155
"ADPRHL2"	128
"ADPRM"	116
"ADRA1A"	679
"ADRA1B"	139
"ADRA1D"	68
"ADRA2A"	186
"ADRA2B"	13
"ADRA2C"	45
"ADRB1"	410
"ADRB2"	34
"ADRB3"	3
"ADRM1"	397
"ADSL"	213
"ADSS"	842
"ADSSL1"	54
"ADTRP"	65
"AEBP1"	207
"AEBP2"	1126
"AEN"	98
"AES"	5382
"AFAP1"	946
"AFAP1-AS1"	32
"AFAP1L1"	56
"AFAP1L2"	644
"AFDN"	2535
"AFDN-DT"	9
"AFF1"	1593
"AFF1-AS1"	59
"AFF2"	880
"AFF3"	2071
"AFF4"	4413
"AFG1L"	307
"AFG3L1P"	182
"AFG3L2"	1125
"AFM"	0
"AFMID"	166
"AFP"	1
"AFTPH"	1322
"AGA"	57
"AGAP1"	5724
"AGAP1-IT1"	24
"AGAP11"	39
"AGAP12P"	68
"AGAP2"	7705
"AGAP2-AS1"	5
"AGAP3"	2760
"AGAP4"	344
"AGAP5"	87
"AGAP6"	238
"AGAP7P"	8
"AGAP9"	148
"AGBL1"	17
"AGBL1-AS1"	0
"AGBL2"	13
"AGBL3"	137
"AGBL4"	407
"AGBL4-IT1"	74
"AGBL5"	219
"AGBL5-AS1"	2
"AGER"	11
"AGFG1"	2107
"AGFG2"	509
"AGGF1"	1144
"AGK"	685
"AGL"	1372
"AGMAT"	54
"AGMO"	5
"AGO1"	1627
"AGO2"	2035
