gene/TE	../../STAR_v252_mapping/CGND_12675/HRA-00210_PE.bam
"A1BG"	19
"A1BG-AS1"	105
"A1CF"	0
"A2M"	1705
"A2M-AS1"	74
"A2ML1"	177
"A2MP1"	1
"A3GALT2"	2
"A4GALT"	30
"A4GNT"	0
"AA06"	41
"AAAS"	152
"AACS"	1110
"AACSP1"	11
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	1
"AADAT"	278
"AAED1"	71
"AAGAB"	959
"AAK1"	9626
"AAMDC"	58
"AAMP"	860
"AANAT"	3
"AAR2"	209
"AARD"	11
"AARS"	4151
"AARS2"	324
"AARSD1"	141
"AASDH"	592
"AASDHPPT"	2769
"AASS"	552
"AATBC"	1
"AATF"	383
"AATK"	1514
"ABALON"	3
"ABAT"	6560
"ABCA1"	659
"ABCA10"	717
"ABCA11P"	316
"ABCA12"	25
"ABCA13"	5
"ABCA17P"	56
"ABCA2"	4515
"ABCA3"	2529
"ABCA4"	20
"ABCA5"	3169
"ABCA6"	590
"ABCA7"	154
"ABCA8"	814
"ABCA9"	758
"ABCA9-AS1"	2
"ABCB1"	455
"ABCB10"	322
"ABCB11"	2
"ABCB4"	6
"ABCB5"	0
"ABCB6"	297
"ABCB7"	403
"ABCB8"	316
"ABCB9"	370
"ABCC1"	426
"ABCC10"	182
"ABCC11"	26
"ABCC12"	70
"ABCC13"	0
"ABCC2"	19
"ABCC3"	9
"ABCC4"	392
"ABCC5"	2004
"ABCC5-AS1"	0
"ABCC6"	19
"ABCC6P1"	13
"ABCC6P2"	2
"ABCC8"	595
"ABCC9"	670
"ABCD1"	28
"ABCD2"	1100
"ABCD3"	1119
"ABCD4"	241
"ABCE1"	1346
"ABCF1"	590
"ABCF2"	1032
"ABCF3"	702
"ABCG1"	564
"ABCG2"	303
"ABCG4"	304
"ABCG5"	14
"ABCG8"	34
"ABHD1"	11
"ABHD10"	749
"ABHD11"	62
"ABHD11-AS1"	0
"ABHD12"	1042
"ABHD12B"	143
"ABHD13"	979
"ABHD14A"	206
"ABHD14A-ACY1"	106
"ABHD14B"	77
"ABHD15"	63
"ABHD16A"	380
"ABHD16B"	0
"ABHD17A"	800
"ABHD17B"	775
"ABHD17C"	352
"ABHD18"	392
"ABHD2"	5018
"ABHD3"	127
"ABHD4"	202
"ABHD5"	512
"ABHD6"	507
"ABHD8"	900
"ABI1"	2167
"ABI2"	7964
"ABI3"	45
"ABI3BP"	159
"ABL1"	734
"ABL2"	2475
"ABLIM1"	5690
"ABLIM2"	1499
"ABLIM3"	759
"ABO"	4
"ABR"	8152
"ABRA"	1
"ABRACL"	100
"ABRAXAS1"	69
"ABRAXAS2"	446
"ABT1"	142
"ABTB1"	452
"ABTB2"	77
"ACAA1"	461
"ACAA2"	489
"ACACA"	4266
"ACACB"	727
"ACAD10"	202
"ACAD11"	381
"ACAD8"	409
"ACAD9"	428
"ACADL"	107
"ACADM"	932
"ACADS"	114
"ACADSB"	1559
"ACADVL"	966
"ACAN"	44
"ACAP1"	8
"ACAP2"	1802
"ACAP3"	1077
"ACAT1"	688
"ACAT2"	393
"ACBD3"	850
"ACBD3-AS1"	0
"ACBD4"	168
"ACBD5"	1732
"ACBD6"	286
"ACBD7"	1766
"ACBD7-DCLRE1CP1"	118
"ACCS"	96
"ACCSL"	2
"ACD"	119
"ACE"	157
"ACE2"	2
"ACER1"	1
"ACER2"	124
"ACER3"	1067
"ACHE"	278
"ACIN1"	1311
"ACKR1"	207
"ACKR2"	25
"ACKR3"	150
"ACKR4"	2
"ACLY"	1841
"ACMSD"	0
"ACO1"	650
"ACO2"	3294
"ACOD1"	0
"ACOT1"	79
"ACOT11"	160
"ACOT12"	4
"ACOT13"	337
"ACOT2"	195
"ACOT4"	57
"ACOT6"	3
"ACOT7"	1148
"ACOT8"	215
"ACOT9"	537
"ACOX1"	2267
"ACOX2"	38
"ACOX3"	391
"ACOXL"	0
"ACOXL-AS1"	4
"ACP1"	915
"ACP2"	322
"ACP4"	0
"ACP5"	12
"ACP6"	140
"ACP7"	11
"ACPP"	3
"ACR"	7
"ACRBP"	6
"ACRV1"	12
"ACSBG1"	955
"ACSBG2"	1
"ACSF2"	87
"ACSF3"	163
"ACSL1"	969
"ACSL3"	6340
"ACSL4"	2694
"ACSL5"	187
"ACSL6"	4718
"ACSM1"	4
"ACSM2A"	1
"ACSM2B"	0
"ACSM3"	5
"ACSM4"	0
"ACSM5"	86
"ACSM6"	0
"ACSS1"	951
"ACSS2"	373
"ACSS3"	670
"ACTA1"	8
"ACTA2"	126
"ACTA2-AS1"	209
"ACTB"	19075
"ACTBL2"	0
"ACTC1"	41
"ACTG1"	9539
"ACTG1P17"	3
"ACTG1P20"	34
"ACTG1P4"	118
"ACTG2"	11
"ACTL10"	2
"ACTL6A"	87
"ACTL6B"	396
"ACTL7A"	0
"ACTL7B"	1
"ACTL8"	1
"ACTL9"	0
"ACTN1"	2089
"ACTN1-AS1"	1
"ACTN2"	1049
"ACTN3"	0
"ACTN4"	2167
"ACTR10"	1101
"ACTR1A"	2210
"ACTR1B"	1266
"ACTR2"	7415
"ACTR3"	1853
"ACTR3B"	932
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	214
"ACTR5"	163
"ACTR6"	619
"ACTR8"	681
"ACTRT1"	1
"ACTRT2"	0
"ACTRT3"	41
"ACVR1"	331
"ACVR1B"	1629
"ACVR1C"	1123
"ACVR2A"	980
"ACVR2B"	964
"ACVR2B-AS1"	20
"ACVRL1"	102
"ACY1"	27
"ACY3"	6
"ACYP1"	153
"ACYP2"	448
"ADA"	28
"ADA2"	136
"ADAD1"	0
"ADAD2"	3
"ADAL"	262
"ADAM10"	2208
"ADAM11"	1006
"ADAM12"	66
"ADAM15"	267
"ADAM17"	769
"ADAM18"	0
"ADAM19"	300
"ADAM1A"	162
"ADAM2"	0
"ADAM20"	232
"ADAM20P1"	209
"ADAM21"	9
"ADAM21P1"	2
"ADAM22"	8562
"ADAM23"	4011
"ADAM28"	177
"ADAM29"	6
"ADAM30"	0
"ADAM32"	289
"ADAM33"	75
"ADAM3A"	0
"ADAM3B"	2
"ADAM5"	5
"ADAM6"	0
"ADAM7"	0
"ADAM8"	16
"ADAM9"	1433
"ADAMDEC1"	0
"ADAMTS1"	977
"ADAMTS10"	271
"ADAMTS12"	15
"ADAMTS13"	117
"ADAMTS14"	7
"ADAMTS15"	16
"ADAMTS16"	100
"ADAMTS17"	120
"ADAMTS18"	43
"ADAMTS19"	280
"ADAMTS19-AS1"	18
"ADAMTS2"	171
"ADAMTS20"	4
"ADAMTS3"	363
"ADAMTS4"	227
"ADAMTS5"	62
"ADAMTS6"	88
"ADAMTS7"	5
"ADAMTS7P1"	36
"ADAMTS8"	227
"ADAMTS9"	647
"ADAMTS9-AS1"	33
"ADAMTS9-AS2"	210
"ADAMTSL1"	98
"ADAMTSL2"	186
"ADAMTSL3"	232
"ADAMTSL4"	13
"ADAMTSL4-AS1"	29
"ADAMTSL5"	13
"ADAP1"	812
"ADAP2"	40
"ADAR"	6432
"ADARB1"	1399
"ADARB2"	888
