gene/TE	../../BAM/CGND_13096/HRA-00240_PE.bam
"A1BG"	21
"A1BG-AS1"	61
"A1CF"	0
"A2M"	1161
"A2M-AS1"	84
"A2ML1"	131
"A2MP1"	4
"A3GALT2"	1
"A4GALT"	14
"A4GNT"	0
"AA06"	25
"AAAS"	169
"AACS"	827
"AACSP1"	6
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	2
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	291
"AAED1"	38
"AAGAB"	590
"AAK1"	9058
"AAMDC"	51
"AAMP"	603
"AANAT"	1
"AAR2"	198
"AARD"	5
"AARS"	4159
"AARS2"	275
"AARSD1"	80
"AASDH"	523
"AASDHPPT"	1772
"AASS"	405
"AATBC"	0
"AATF"	351
"AATK"	1110
"ABALON"	5
"ABAT"	4871
"ABCA1"	495
"ABCA10"	413
"ABCA11P"	145
"ABCA12"	9
"ABCA13"	2
"ABCA17P"	149
"ABCA2"	3620
"ABCA3"	1112
"ABCA4"	34
"ABCA5"	2235
"ABCA6"	472
"ABCA7"	84
"ABCA8"	1474
"ABCA9"	514
"ABCA9-AS1"	1
"ABCB1"	429
"ABCB10"	228
"ABCB11"	2
"ABCB4"	14
"ABCB5"	0
"ABCB6"	297
"ABCB7"	391
"ABCB8"	221
"ABCB9"	288
"ABCC1"	285
"ABCC10"	146
"ABCC11"	4
"ABCC12"	53
"ABCC13"	0
"ABCC2"	53
"ABCC3"	6
"ABCC4"	262
"ABCC5"	2240
"ABCC5-AS1"	0
"ABCC6"	2
"ABCC6P1"	5
"ABCC6P2"	0
"ABCC8"	538
"ABCC9"	582
"ABCD1"	25
"ABCD2"	689
"ABCD3"	895
"ABCD4"	458
"ABCE1"	891
"ABCF1"	446
"ABCF2"	693
"ABCF3"	518
"ABCG1"	460
"ABCG2"	151
"ABCG4"	171
"ABCG5"	7
"ABCG8"	25
"ABHD1"	6
"ABHD10"	509
"ABHD11"	36
"ABHD11-AS1"	0
"ABHD12"	789
"ABHD12B"	52
"ABHD13"	1279
"ABHD14A"	147
"ABHD14A-ACY1"	78
"ABHD14B"	54
"ABHD15"	34
"ABHD16A"	268
"ABHD16B"	0
"ABHD17A"	1047
"ABHD17B"	588
"ABHD17C"	255
"ABHD18"	279
"ABHD2"	3839
"ABHD3"	276
"ABHD4"	186
"ABHD5"	481
"ABHD6"	483
"ABHD8"	860
"ABI1"	1697
"ABI2"	5783
"ABI3"	7
"ABI3BP"	103
"ABL1"	644
"ABL2"	1894
"ABLIM1"	4658
"ABLIM2"	1157
"ABLIM3"	548
"ABO"	6
"ABR"	5353
"ABRA"	1
"ABRACL"	70
"ABRAXAS1"	29
"ABRAXAS2"	393
"ABT1"	83
"ABTB1"	326
"ABTB2"	65
"ACAA1"	346
"ACAA2"	333
"ACACA"	4231
"ACACB"	484
"ACAD10"	208
"ACAD11"	372
"ACAD8"	274
"ACAD9"	326
"ACADL"	49
"ACADM"	635
"ACADS"	75
"ACADSB"	768
"ACADVL"	975
"ACAN"	40
"ACAP1"	4
"ACAP2"	1854
"ACAP3"	786
"ACAT1"	435
"ACAT2"	250
"ACBD3"	757
"ACBD3-AS1"	0
"ACBD4"	108
"ACBD5"	1378
"ACBD6"	236
"ACBD7"	1534
"ACBD7-DCLRE1CP1"	102
"ACCS"	24
"ACCSL"	1
"ACD"	73
"ACE"	67
"ACE2"	9
"ACER1"	0
"ACER2"	263
"ACER3"	1040
"ACHE"	178
"ACIN1"	1550
"ACKR1"	119
"ACKR2"	4
"ACKR3"	141
"ACKR4"	3
"ACLY"	1014
"ACMSD"	0
"ACO1"	598
"ACO2"	3141
"ACOD1"	0
"ACOT1"	19
"ACOT11"	131
"ACOT12"	3
"ACOT13"	325
"ACOT2"	54
"ACOT4"	21
"ACOT6"	1
"ACOT7"	934
"ACOT8"	198
"ACOT9"	249
"ACOX1"	1467
"ACOX2"	61
"ACOX3"	305
"ACOXL"	0
"ACOXL-AS1"	8
"ACP1"	648
"ACP2"	125
"ACP4"	0
"ACP5"	1
"ACP6"	128
"ACP7"	21
"ACPP"	2
"ACR"	1
"ACRBP"	5
"ACRV1"	13
"ACSBG1"	654
"ACSBG2"	3
"ACSF2"	77
"ACSF3"	134
"ACSL1"	795
"ACSL3"	4456
"ACSL4"	1886
