gene/TE	../../STAR_v252_mapping/CGND_12795/HRA-00068_PE.bam
"A1BG"	31
"A1BG-AS1"	100
"A1CF"	1
"A2M"	3443
"A2M-AS1"	72
"A2ML1"	174
"A2MP1"	2
"A3GALT2"	1
"A4GALT"	28
"A4GNT"	0
"AA06"	37
"AAAS"	221
"AACS"	1305
"AACSP1"	7
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	1
"AADACL3"	0
"AADACL4"	0
"AADACP1"	1
"AADAT"	323
"AAED1"	84
"AAGAB"	1071
"AAK1"	12624
"AAMDC"	55
"AAMP"	1019
"AANAT"	4
"AAR2"	189
"AARD"	23
"AARS"	5911
"AARS2"	410
"AARSD1"	192
"AASDH"	555
"AASDHPPT"	2507
"AASS"	479
"AATBC"	0
"AATF"	446
"AATK"	1740
"ABALON"	2
"ABAT"	6320
"ABCA1"	576
"ABCA10"	548
"ABCA11P"	221
"ABCA12"	20
"ABCA13"	2
"ABCA17P"	80
"ABCA2"	5359
"ABCA3"	2853
"ABCA4"	15
"ABCA5"	2543
"ABCA6"	459
"ABCA7"	242
"ABCA8"	535
"ABCA9"	504
"ABCA9-AS1"	0
"ABCB1"	494
"ABCB10"	314
"ABCB11"	6
"ABCB4"	17
"ABCB5"	0
"ABCB6"	487
"ABCB7"	407
"ABCB8"	484
"ABCB9"	446
"ABCC1"	519
"ABCC10"	232
"ABCC11"	13
"ABCC12"	57
"ABCC13"	4
"ABCC2"	24
"ABCC3"	4
"ABCC4"	290
"ABCC5"	2473
"ABCC5-AS1"	0
"ABCC6"	9
"ABCC6P1"	6
"ABCC6P2"	0
"ABCC8"	851
"ABCC9"	673
"ABCD1"	41
"ABCD2"	833
"ABCD3"	1124
"ABCD4"	367
"ABCE1"	1288
"ABCF1"	783
"ABCF2"	1157
"ABCF3"	929
"ABCG1"	452
"ABCG2"	605
"ABCG4"	367
"ABCG5"	9
"ABCG8"	59
"ABHD1"	11
"ABHD10"	884
"ABHD11"	105
"ABHD11-AS1"	1
"ABHD12"	1425
"ABHD12B"	122
"ABHD13"	777
"ABHD14A"	329
"ABHD14A-ACY1"	152
"ABHD14B"	100
"ABHD15"	64
"ABHD16A"	655
"ABHD16B"	0
"ABHD17A"	1061
"ABHD17B"	579
"ABHD17C"	311
"ABHD18"	360
"ABHD2"	5109
"ABHD3"	186
"ABHD4"	167
"ABHD5"	411
"ABHD6"	656
"ABHD8"	1064
"ABI1"	2110
"ABI2"	8099
"ABI3"	29
"ABI3BP"	99
"ABL1"	779
"ABL2"	2281
"ABLIM1"	5896
"ABLIM2"	1442
"ABLIM3"	862
"ABO"	6
"ABR"	8515
"ABRA"	80
"ABRACL"	172
"ABRAXAS1"	48
"ABRAXAS2"	460
"ABT1"	152
"ABTB1"	594
"ABTB2"	132
"ACAA1"	521
"ACAA2"	339
"ACACA"	5136
"ACACB"	634
"ACAD10"	283
"ACAD11"	384
"ACAD8"	458
"ACAD9"	550
"ACADL"	66
"ACADM"	717
"ACADS"	143
"ACADSB"	1275
"ACADVL"	1566
"ACAN"	82
"ACAP1"	7
"ACAP2"	1650
"ACAP3"	1418
"ACAT1"	711
"ACAT2"	744
"ACBD3"	867
"ACBD3-AS1"	0
"ACBD4"	187
"ACBD5"	1668
"ACBD6"	353
"ACBD7"	1097
"ACBD7-DCLRE1CP1"	73
"ACCS"	82
"ACCSL"	0
"ACD"	217
"ACE"	91
"ACE2"	13
"ACER1"	0
"ACER2"	133
"ACER3"	1096
"ACHE"	463
"ACIN1"	1522
"ACKR1"	135
"ACKR2"	20
"ACKR3"	94
"ACKR4"	0
"ACLY"	2383
"ACMSD"	0
"ACO1"	669
"ACO2"	4927
"ACOD1"	0
"ACOT1"	30
"ACOT11"	258
"ACOT12"	6
"ACOT13"	402
"ACOT2"	225
"ACOT4"	81
"ACOT6"	0
"ACOT7"	1882
"ACOT8"	336
"ACOT9"	383
"ACOX1"	2085
"ACOX2"	54
"ACOX3"	356
"ACOXL"	0
"ACOXL-AS1"	3
"ACP1"	1066
"ACP2"	412
"ACP4"	0
"ACP5"	4
"ACP6"	120
"ACP7"	21
"ACPP"	5
"ACR"	5
"ACRBP"	3
"ACRV1"	10
"ACSBG1"	696
"ACSBG2"	0
"ACSF2"	88
"ACSF3"	246
"ACSL1"	1165
"ACSL3"	6802
"ACSL4"	3045
"ACSL5"	122
"ACSL6"	5656
"ACSM1"	5
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	1
"ACSM4"	0
"ACSM5"	13
"ACSM6"	0
"ACSS1"	893
"ACSS2"	556
"ACSS3"	476
"ACTA1"	10
"ACTA2"	39
"ACTA2-AS1"	196
"ACTB"	21679
"ACTBL2"	0
"ACTC1"	18
"ACTG1"	12986
"ACTG1P17"	7
"ACTG1P20"	54
"ACTG1P4"	72
"ACTG2"	1
"ACTL10"	0
"ACTL6A"	56
"ACTL6B"	541
"ACTL7A"	0
"ACTL7B"	1
"ACTL8"	0
"ACTL9"	0
"ACTN1"	2109
"ACTN1-AS1"	2
"ACTN2"	1384
"ACTN3"	3
"ACTN4"	2379
"ACTR10"	1373
"ACTR1A"	2595
"ACTR1B"	1255
"ACTR2"	7858
"ACTR3"	2353
"ACTR3B"	1129
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	233
"ACTR5"	130
"ACTR6"	764
"ACTR8"	617
"ACTRT1"	2
"ACTRT2"	0
"ACTRT3"	76
"ACVR1"	376
"ACVR1B"	1348
"ACVR1C"	803
"ACVR2A"	931
"ACVR2B"	952
"ACVR2B-AS1"	23
"ACVRL1"	84
"ACY1"	38
"ACY3"	7
"ACYP1"	201
"ACYP2"	611
"ADA"	28
"ADA2"	161
"ADAD1"	0
"ADAD2"	17
"ADAL"	299
"ADAM10"	1916
"ADAM11"	1540
"ADAM12"	54
"ADAM15"	293
"ADAM17"	1043
"ADAM18"	0
"ADAM19"	453
"ADAM1A"	104
"ADAM2"	0
"ADAM20"	194
"ADAM20P1"	185
"ADAM21"	18
"ADAM21P1"	0
"ADAM22"	8435
"ADAM23"	4561
"ADAM28"	159
"ADAM29"	5
"ADAM30"	0
"ADAM32"	275
"ADAM33"	104
"ADAM3A"	0
"ADAM3B"	10
"ADAM5"	1
"ADAM6"	0
"ADAM7"	0
"ADAM8"	26
"ADAM9"	1454
"ADAMDEC1"	0
"ADAMTS1"	818
"ADAMTS10"	303
"ADAMTS12"	8
"ADAMTS13"	155
"ADAMTS14"	29
"ADAMTS15"	35
"ADAMTS16"	113
"ADAMTS17"	199
"ADAMTS18"	27
"ADAMTS19"	188
"ADAMTS19-AS1"	13
"ADAMTS2"	65
"ADAMTS20"	12
"ADAMTS3"	274
"ADAMTS4"	103
"ADAMTS5"	82
"ADAMTS6"	84
"ADAMTS7"	9
"ADAMTS7P1"	34
"ADAMTS8"	219
"ADAMTS9"	315
"ADAMTS9-AS1"	26
"ADAMTS9-AS2"	147
"ADAMTSL1"	137
"ADAMTSL2"	341
"ADAMTSL3"	217
"ADAMTSL4"	13
"ADAMTSL4-AS1"	17
"ADAMTSL5"	10
"ADAP1"	1169
"ADAP2"	51
"ADAR"	7351
"ADARB1"	1844
"ADARB2"	655
"ADARB2-AS1"	18
"ADAT1"	537
"ADAT2"	141
"ADAT3"	32
"ADCK1"	155
"ADCK2"	461
"ADCK5"	73
"ADCY1"	12190
"ADCY10"	157
"ADCY10P1"	217
"ADCY2"	4447
"ADCY3"	1197
"ADCY4"	32
"ADCY5"	1481
"ADCY6"	845
"ADCY7"	225
"ADCY8"	515
"ADCY9"	885
"ADCYAP1"	962
"ADCYAP1R1"	3073
"ADD1"	6613
"ADD2"	4646
"ADD3"	4172
"ADD3-AS1"	21
"ADGB"	0
"ADGRA1"	890
"ADGRA1-AS1"	24
"ADGRA2"	229
"ADGRA3"	861
"ADGRB1"	1855
"ADGRB2"	3559
"ADGRB3"	7094
"ADGRD1"	41
"ADGRD1-AS1"	0
"ADGRE1"	2
"ADGRE2"	26
"ADGRE3"	1
"ADGRE4P"	0
"ADGRE5"	59
"ADGRF1"	0
"ADGRF2"	1
"ADGRF3"	27
"ADGRF4"	2
"ADGRF5"	1207
"ADGRG1"	1724
"ADGRG2"	2
"ADGRG3"	2
"ADGRG4"	1
"ADGRG5"	2
"ADGRG6"	89
"ADGRG7"	0
"ADGRL1"	5102
"ADGRL2"	4015
"ADGRL3"	6144
"ADGRL3-AS1"	0
"ADGRL4"	105
"ADGRV1"	6761
"ADH1A"	0
"ADH1B"	13
"ADH1C"	0
"ADH4"	0
"ADH5"	1439
"ADH6"	0
"ADH7"	0
"ADHFE1"	186
"ADI1"	577
"ADIG"	0
"ADIPOQ"	3
"ADIPOQ-AS1"	0
"ADIPOR1"	994
"ADIPOR2"	1398
"ADIRF"	155
"ADK"	498
"ADM"	27
"ADM2"	0
"ADM5"	8
"ADNP"	2608
"ADNP-AS1"	12
"ADNP2"	884
"ADO"	1069
"ADORA1"	803
"ADORA2A"	23
"ADORA2A-AS1"	3
"ADORA2B"	86
"ADORA3"	37
"ADPGK"	392
"ADPGK-AS1"	11
"ADPRH"	35
"ADPRHL1"	115
"ADPRHL2"	151
"ADPRM"	84
"ADRA1A"	878
"ADRA1B"	177
"ADRA1D"	118
"ADRA2A"	178
"ADRA2B"	15
"ADRA2C"	49
"ADRB1"	317
"ADRB2"	61
"ADRB3"	5
"ADRM1"	464
"ADSL"	301
"ADSS"	1129
"ADSSL1"	63
"ADTRP"	58
"AEBP1"	736
"AEBP2"	1262
"AEN"	86
"AES"	5778
"AFAP1"	1024
"AFAP1-AS1"	38
"AFAP1L1"	55
"AFAP1L2"	622
"AFDN"	3100
"AFDN-DT"	16
"AFF1"	1631
"AFF1-AS1"	51
"AFF2"	1274
"AFF3"	2489
"AFF4"	5522
"AFG1L"	353
"AFG3L1P"	172
"AFG3L2"	1405
"AFM"	0
"AFMID"	188
"AFP"	5
"AFTPH"	1805
"AGA"	107
"AGAP1"	4963
