gene/TE	../../BAM/CGND_13066/HRA-00535_PE.bam
"A1BG"	33
"A1BG-AS1"	151
"A1CF"	0
"A2M"	1963
"A2M-AS1"	110
"A2ML1"	67
"A2MP1"	3
"A3GALT2"	2
"A4GALT"	75
"A4GNT"	0
"AA06"	41
"AAAS"	264
"AACS"	1264
"AACSP1"	10
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	348
"AAED1"	105
"AAGAB"	1308
"AAK1"	11557
"AAMDC"	74
"AAMP"	1273
"AANAT"	0
"AAR2"	231
"AARD"	10
"AARS"	6730
"AARS2"	622
"AARSD1"	202
"AASDH"	700
"AASDHPPT"	2652
"AASS"	740
"AATBC"	2
"AATF"	668
"AATK"	3216
"ABALON"	3
"ABAT"	7140
"ABCA1"	828
"ABCA10"	906
"ABCA11P"	379
"ABCA12"	22
"ABCA13"	2
"ABCA17P"	84
"ABCA2"	8272
"ABCA3"	3834
"ABCA4"	37
"ABCA5"	3333
"ABCA6"	606
"ABCA7"	297
"ABCA8"	689
"ABCA9"	640
"ABCA9-AS1"	1
"ABCB1"	340
"ABCB10"	482
"ABCB11"	0
"ABCB4"	12
"ABCB5"	1
"ABCB6"	467
"ABCB7"	536
"ABCB8"	563
"ABCB9"	413
"ABCC1"	559
"ABCC10"	306
"ABCC11"	14
"ABCC12"	92
"ABCC13"	1
"ABCC2"	24
"ABCC3"	18
"ABCC4"	392
"ABCC5"	2470
"ABCC5-AS1"	0
"ABCC6"	14
"ABCC6P1"	11
"ABCC6P2"	0
"ABCC8"	739
"ABCC9"	2279
"ABCD1"	46
"ABCD2"	773
"ABCD3"	1271
"ABCD4"	516
"ABCE1"	1446
"ABCF1"	1078
"ABCF2"	1177
"ABCF3"	1059
"ABCG1"	653
"ABCG2"	483
"ABCG4"	450
"ABCG5"	17
"ABCG8"	39
"ABHD1"	9
"ABHD10"	923
"ABHD11"	124
"ABHD11-AS1"	0
"ABHD12"	1504
"ABHD12B"	154
"ABHD13"	941
"ABHD14A"	300
"ABHD14A-ACY1"	159
"ABHD14B"	88
"ABHD15"	61
"ABHD16A"	521
"ABHD16B"	0
"ABHD17A"	1742
"ABHD17B"	834
"ABHD17C"	369
"ABHD18"	494
"ABHD2"	5362
"ABHD3"	112
"ABHD4"	303
"ABHD5"	465
"ABHD6"	628
"ABHD8"	1621
"ABI1"	1862
"ABI2"	8070
"ABI3"	139
"ABI3BP"	122
"ABL1"	1100
"ABL2"	2613
"ABLIM1"	5009
"ABLIM2"	2144
"ABLIM3"	886
"ABO"	23
"ABR"	12186
"ABRA"	3
"ABRACL"	136
"ABRAXAS1"	70
"ABRAXAS2"	568
"ABT1"	172
"ABTB1"	855
"ABTB2"	88
"ACAA1"	724
"ACAA2"	428
"ACACA"	5767
"ACACB"	726
"ACAD10"	335
"ACAD11"	528
"ACAD8"	378
"ACAD9"	812
"ACADL"	60
"ACADM"	1237
"ACADS"	110
"ACADSB"	1494
"ACADVL"	1626
"ACAN"	156
"ACAP1"	4
"ACAP2"	2184
"ACAP3"	2064
"ACAT1"	778
"ACAT2"	573
"ACBD3"	1310
"ACBD3-AS1"	0
"ACBD4"	219
"ACBD5"	2220
"ACBD6"	436
"ACBD7"	1241
"ACBD7-DCLRE1CP1"	75
"ACCS"	93
"ACCSL"	2
"ACD"	261
"ACE"	179
