gene/TE	../../STAR_v252_mapping/CGND_12675/HRA-00214_PE.bam
"A1BG"	23
"A1BG-AS1"	89
"A1CF"	1
"A2M"	2137
"A2M-AS1"	76
"A2ML1"	120
"A2MP1"	6
"A3GALT2"	2
"A4GALT"	21
"A4GNT"	5
"AA06"	27
"AAAS"	150
"AACS"	945
"AACSP1"	14
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	4
"AADACL3"	0
"AADACL4"	0
"AADACP1"	1
"AADAT"	246
"AAED1"	78
"AAGAB"	1023
"AAK1"	9593
"AAMDC"	62
"AAMP"	776
"AANAT"	3
"AAR2"	174
"AARD"	17
"AARS"	4416
"AARS2"	420
"AARSD1"	138
"AASDH"	524
"AASDHPPT"	2844
"AASS"	554
"AATBC"	0
"AATF"	392
"AATK"	1905
"ABALON"	3
"ABAT"	5376
"ABCA1"	605
"ABCA10"	679
"ABCA11P"	291
"ABCA12"	17
"ABCA13"	2
"ABCA17P"	64
"ABCA2"	6024
"ABCA3"	2688
"ABCA4"	13
"ABCA5"	3323
"ABCA6"	567
"ABCA7"	179
"ABCA8"	807
"ABCA9"	482
"ABCA9-AS1"	0
"ABCB1"	291
"ABCB10"	372
"ABCB11"	3
"ABCB4"	6
"ABCB5"	1
"ABCB6"	344
"ABCB7"	431
"ABCB8"	313
"ABCB9"	338
"ABCC1"	371
"ABCC10"	173
"ABCC11"	21
"ABCC12"	81
"ABCC13"	5
"ABCC2"	10
"ABCC3"	8
"ABCC4"	342
"ABCC5"	1941
"ABCC5-AS1"	0
"ABCC6"	6
"ABCC6P1"	5
"ABCC6P2"	1
"ABCC8"	522
"ABCC9"	829
"ABCD1"	50
"ABCD2"	899
"ABCD3"	1218
"ABCD4"	234
"ABCE1"	1373
"ABCF1"	588
"ABCF2"	953
"ABCF3"	700
"ABCG1"	466
"ABCG2"	497
"ABCG4"	293
"ABCG5"	12
"ABCG8"	24
"ABHD1"	6
"ABHD10"	851
"ABHD11"	69
"ABHD11-AS1"	0
"ABHD12"	1180
"ABHD12B"	83
"ABHD13"	896
"ABHD14A"	226
"ABHD14A-ACY1"	113
"ABHD14B"	78
"ABHD15"	70
"ABHD16A"	423
"ABHD16B"	0
"ABHD17A"	928
"ABHD17B"	822
"ABHD17C"	377
"ABHD18"	412
"ABHD2"	4587
"ABHD3"	135
"ABHD4"	182
"ABHD5"	510
"ABHD6"	520
"ABHD8"	894
"ABI1"	2161
"ABI2"	8123
"ABI3"	35
"ABI3BP"	201
"ABL1"	747
"ABL2"	2065
"ABLIM1"	5524
"ABLIM2"	1472
"ABLIM3"	686
"ABO"	8
"ABR"	8435
"ABRA"	8
"ABRACL"	145
"ABRAXAS1"	81
"ABRAXAS2"	502
"ABT1"	141
"ABTB1"	415
"ABTB2"	86
"ACAA1"	441
"ACAA2"	421
"ACACA"	3732
"ACACB"	456
"ACAD10"	214
"ACAD11"	362
"ACAD8"	339
"ACAD9"	548
"ACADL"	95
"ACADM"	987
"ACADS"	112
"ACADSB"	1481
"ACADVL"	1057
"ACAN"	67
"ACAP1"	9
"ACAP2"	2134
"ACAP3"	1099
"ACAT1"	713
"ACAT2"	493
"ACBD3"	923
"ACBD3-AS1"	0
"ACBD4"	145
"ACBD5"	1815
"ACBD6"	308
"ACBD7"	1727
"ACBD7-DCLRE1CP1"	129
"ACCS"	73
"ACCSL"	1
"ACD"	133
"ACE"	112
"ACE2"	1
"ACER1"	0
"ACER2"	119
"ACER3"	1172
"ACHE"	284
"ACIN1"	1199
"ACKR1"	100
"ACKR2"	23
"ACKR3"	103
"ACKR4"	2
"ACLY"	1907
"ACMSD"	0
"ACO1"	561
"ACO2"	3992
"ACOD1"	0
"ACOT1"	82
"ACOT11"	199
"ACOT12"	8
"ACOT13"	407
"ACOT2"	232
"ACOT4"	49
"ACOT6"	5
"ACOT7"	1468
"ACOT8"	241
"ACOT9"	406
"ACOX1"	2307
"ACOX2"	37
"ACOX3"	327
"ACOXL"	0
"ACOXL-AS1"	13
"ACP1"	938
"ACP2"	337
"ACP4"	0
"ACP5"	2
"ACP6"	125
"ACP7"	21
"ACPP"	6
"ACR"	7
"ACRBP"	8
"ACRV1"	12
"ACSBG1"	879
"ACSBG2"	0
"ACSF2"	81
"ACSF3"	157
"ACSL1"	860
"ACSL3"	5646
"ACSL4"	2605
"ACSL5"	72
"ACSL6"	4653
"ACSM1"	2
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	4
"ACSM4"	0
"ACSM5"	53
"ACSM6"	0
"ACSS1"	855
