gene/TE	../../BAM/CGND_13028/HRA-00252_PE.bam
"A1BG"	29
"A1BG-AS1"	142
"A1CF"	0
"A2M"	1429
"A2M-AS1"	102
"A2ML1"	115
"A2MP1"	2
"A3GALT2"	4
"A4GALT"	14
"A4GNT"	1
"AA06"	57
"AAAS"	299
"AACS"	1417
"AACSP1"	19
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	258
"AAED1"	76
"AAGAB"	1145
"AAK1"	12721
"AAMDC"	71
"AAMP"	1303
"AANAT"	9
"AAR2"	269
"AARD"	10
"AARS"	7364
"AARS2"	675
"AARSD1"	238
"AASDH"	678
"AASDHPPT"	2631
"AASS"	490
"AATBC"	3
"AATF"	562
"AATK"	3467
"ABALON"	3
"ABAT"	8322
"ABCA1"	593
"ABCA10"	680
"ABCA11P"	343
"ABCA12"	17
"ABCA13"	1
"ABCA17P"	103
"ABCA2"	8287
"ABCA3"	3844
"ABCA4"	17
"ABCA5"	2921
"ABCA6"	582
"ABCA7"	279
"ABCA8"	469
"ABCA9"	612
"ABCA9-AS1"	1
"ABCB1"	205
"ABCB10"	385
"ABCB11"	2
"ABCB4"	5
"ABCB5"	0
"ABCB6"	478
"ABCB7"	399
"ABCB8"	574
"ABCB9"	646
"ABCC1"	637
"ABCC10"	325
"ABCC11"	19
"ABCC12"	41
"ABCC13"	2
"ABCC2"	14
"ABCC3"	12
"ABCC4"	242
"ABCC5"	2457
"ABCC5-AS1"	0
"ABCC6"	21
"ABCC6P1"	7
"ABCC6P2"	0
"ABCC8"	1022
"ABCC9"	500
"ABCD1"	62
"ABCD2"	830
"ABCD3"	1033
"ABCD4"	400
"ABCE1"	1234
"ABCF1"	889
"ABCF2"	1343
"ABCF3"	1143
"ABCG1"	724
"ABCG2"	481
"ABCG4"	639
"ABCG5"	23
"ABCG8"	71
"ABHD1"	18
"ABHD10"	1063
"ABHD11"	133
"ABHD11-AS1"	0
"ABHD12"	1938
"ABHD12B"	73
"ABHD13"	689
"ABHD14A"	399
"ABHD14A-ACY1"	178
"ABHD14B"	116
"ABHD15"	66
"ABHD16A"	627
"ABHD16B"	0
"ABHD17A"	1930
"ABHD17B"	737
"ABHD17C"	355
"ABHD18"	425
"ABHD2"	4487
"ABHD3"	105
"ABHD4"	158
"ABHD5"	431
"ABHD6"	768
"ABHD8"	1610
"ABI1"	1534
"ABI2"	8237
"ABI3"	36
"ABI3BP"	129
"ABL1"	1165
"ABL2"	2792
"ABLIM1"	5776
"ABLIM2"	2346
"ABLIM3"	921
"ABO"	4
"ABR"	12226
"ABRA"	14
"ABRACL"	132
"ABRAXAS1"	47
"ABRAXAS2"	499
"ABT1"	249
"ABTB1"	819
"ABTB2"	194
"ACAA1"	619
"ACAA2"	352
"ACACA"	4938
"ACACB"	772
"ACAD10"	340
"ACAD11"	398
"ACAD8"	466
"ACAD9"	727
"ACADL"	49
"ACADM"	1037
"ACADS"	119
"ACADSB"	1635
"ACADVL"	1279
"ACAN"	157
"ACAP1"	14
"ACAP2"	1466
"ACAP3"	1881
"ACAT1"	797
"ACAT2"	565
"ACBD3"	990
"ACBD3-AS1"	0
"ACBD4"	246
"ACBD5"	1772
"ACBD6"	373
"ACBD7"	1168
"ACBD7-DCLRE1CP1"	92
"ACCS"	110
"ACCSL"	1
"ACD"	217
"ACE"	127
"ACE2"	5
"ACER1"	0
"ACER2"	147
"ACER3"	943
"ACHE"	539
"ACIN1"	1795
"ACKR1"	217
"ACKR2"	17
"ACKR3"	72
"ACKR4"	2
"ACLY"	2756
"ACMSD"	1
"ACO1"	717
"ACO2"	5858
"ACOD1"	0
"ACOT1"	107
"ACOT11"	401
"ACOT12"	5
"ACOT13"	478
"ACOT2"	267
"ACOT4"	70
"ACOT6"	0
"ACOT7"	2212
"ACOT8"	368
"ACOT9"	619
"ACOX1"	2110
"ACOX2"	41
"ACOX3"	497
"ACOXL"	0
"ACOXL-AS1"	13
"ACP1"	1147
"ACP2"	574
"ACP4"	0
"ACP5"	4
"ACP6"	198
"ACP7"	28
"ACPP"	6
"ACR"	5
"ACRBP"	7
"ACRV1"	18
"ACSBG1"	657
"ACSBG2"	0
"ACSF2"	91
"ACSF3"	293
"ACSL1"	928
"ACSL3"	5934
"ACSL4"	2099
"ACSL5"	48
"ACSL6"	5715
"ACSM1"	5
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	1
"ACSM4"	0
"ACSM5"	36
"ACSM6"	0
"ACSS1"	985
"ACSS2"	607
"ACSS3"	299
"ACTA1"	14
"ACTA2"	45
"ACTA2-AS1"	336
"ACTB"	30581
"ACTBL2"	0
"ACTC1"	19
"ACTG1"	14077
"ACTG1P17"	6
"ACTG1P20"	52
"ACTG1P4"	89
"ACTG2"	1
"ACTL10"	2
"ACTL6A"	64
"ACTL6B"	671
"ACTL7A"	0
"ACTL7B"	3
"ACTL8"	7
"ACTL9"	0
