gene/TE	../../BAM/CGND_13043/HRA-00569_PE.bam
"A1BG"	26
"A1BG-AS1"	123
"A1CF"	0
"A2M"	1541
"A2M-AS1"	99
"A2ML1"	164
"A2MP1"	0
"A3GALT2"	1
"A4GALT"	85
"A4GNT"	0
"AA06"	53
"AAAS"	226
"AACS"	906
"AACSP1"	22
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	259
"AAED1"	57
"AAGAB"	518
"AAK1"	7087
"AAMDC"	52
"AAMP"	754
"AANAT"	2
"AAR2"	168
"AARD"	9
"AARS"	3604
"AARS2"	356
"AARSD1"	96
"AASDH"	499
"AASDHPPT"	1262
"AASS"	559
"AATBC"	3
"AATF"	420
"AATK"	2320
"ABALON"	1
"ABAT"	5812
"ABCA1"	915
"ABCA10"	426
"ABCA11P"	155
"ABCA12"	10
"ABCA13"	10
"ABCA17P"	157
"ABCA2"	6705
"ABCA3"	2852
"ABCA4"	25
"ABCA5"	1449
"ABCA6"	351
"ABCA7"	430
"ABCA8"	481
"ABCA9"	351
"ABCA9-AS1"	0
"ABCB1"	181
"ABCB10"	272
"ABCB11"	0
"ABCB4"	11
"ABCB5"	0
"ABCB6"	424
"ABCB7"	334
"ABCB8"	529
"ABCB9"	495
"ABCC1"	505
"ABCC10"	354
"ABCC11"	15
"ABCC12"	29
"ABCC13"	1
"ABCC2"	27
"ABCC3"	21
"ABCC4"	250
"ABCC5"	2161
"ABCC5-AS1"	0
"ABCC6"	23
"ABCC6P1"	5
"ABCC6P2"	1
"ABCC8"	1022
"ABCC9"	951
"ABCD1"	55
"ABCD2"	520
"ABCD3"	785
"ABCD4"	610
"ABCE1"	625
"ABCF1"	566
"ABCF2"	760
"ABCF3"	671
"ABCG1"	545
"ABCG2"	145
"ABCG4"	342
"ABCG5"	10
"ABCG8"	45
"ABHD1"	20
"ABHD10"	394
"ABHD11"	104
"ABHD11-AS1"	0
"ABHD12"	1016
"ABHD12B"	60
"ABHD13"	464
"ABHD14A"	186
"ABHD14A-ACY1"	120
"ABHD14B"	91
"ABHD15"	122
"ABHD16A"	450
"ABHD16B"	0
"ABHD17A"	1736
"ABHD17B"	491
"ABHD17C"	311
"ABHD18"	316
"ABHD2"	4723
"ABHD3"	155
"ABHD4"	330
"ABHD5"	418
"ABHD6"	520
"ABHD8"	1330
"ABI1"	1376
"ABI2"	4558
"ABI3"	119
"ABI3BP"	71
"ABL1"	1112
"ABL2"	1798
"ABLIM1"	5776
"ABLIM2"	1469
"ABLIM3"	790
"ABO"	31
"ABR"	9196
"ABRA"	0
"ABRACL"	58
"ABRAXAS1"	37
"ABRAXAS2"	320
"ABT1"	84
"ABTB1"	594
"ABTB2"	191
"ACAA1"	544
"ACAA2"	489
"ACACA"	3862
"ACACB"	1419
"ACAD10"	310
"ACAD11"	318
"ACAD8"	361
"ACAD9"	543
"ACADL"	52
"ACADM"	633
"ACADS"	210
"ACADSB"	696
"ACADVL"	1986
"ACAN"	171
"ACAP1"	14
"ACAP2"	1230
"ACAP3"	1904
"ACAT1"	487
"ACAT2"	212
"ACBD3"	526
"ACBD3-AS1"	0
"ACBD4"	225
"ACBD5"	1410
"ACBD6"	236
"ACBD7"	1912
"ACBD7-DCLRE1CP1"	145
"ACCS"	116
"ACCSL"	1
"ACD"	189
"ACE"	121
"ACE2"	1
"ACER1"	1
"ACER2"	164
"ACER3"	808
"ACHE"	339
"ACIN1"	1765
"ACKR1"	129
"ACKR2"	37
"ACKR3"	126
"ACKR4"	0
"ACLY"	1345
"ACMSD"	1
"ACO1"	735
"ACO2"	4199
"ACOD1"	0
"ACOT1"	52
"ACOT11"	461
"ACOT12"	2
"ACOT13"	334
"ACOT2"	212
"ACOT4"	28
"ACOT6"	6
"ACOT7"	927
"ACOT8"	215
"ACOT9"	320
"ACOX1"	1869
"ACOX2"	81
"ACOX3"	436
"ACOXL"	0
"ACOXL-AS1"	14
"ACP1"	560
"ACP2"	288
"ACP4"	0
"ACP5"	3
"ACP6"	201
"ACP7"	11
"ACPP"	19
"ACR"	2
"ACRBP"	9
"ACRV1"	15
"ACSBG1"	1530
"ACSBG2"	2
"ACSF2"	131
"ACSF3"	236
"ACSL1"	940
"ACSL3"	2967
"ACSL4"	1130
"ACSL5"	173
"ACSL6"	2771
"ACSM1"	4
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	0
"ACSM4"	0
"ACSM5"	41
"ACSM6"	0
"ACSS1"	1255
"ACSS2"	445
"ACSS3"	760
"ACTA1"	9
"ACTA2"	54
"ACTA2-AS1"	211
"ACTB"	20460
"ACTBL2"	0
"ACTC1"	11
"ACTG1"	8765
"ACTG1P17"	17
"ACTG1P20"	47
"ACTG1P4"	132
"ACTG2"	0
"ACTL10"	2
"ACTL6A"	97
"ACTL6B"	314
"ACTL7A"	0
"ACTL7B"	2
"ACTL8"	2
"ACTL9"	0
"ACTN1"	2413
"ACTN1-AS1"	2
"ACTN2"	813
"ACTN3"	2
"ACTN4"	2237
"ACTR10"	505
"ACTR1A"	1733
"ACTR1B"	1028
"ACTR2"	3791
"ACTR3"	1218
"ACTR3B"	634
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	245
"ACTR5"	131
"ACTR6"	301
"ACTR8"	488
"ACTRT1"	2
"ACTRT2"	0
"ACTRT3"	23
"ACVR1"	352
"ACVR1B"	1177
"ACVR1C"	420
"ACVR2A"	546
"ACVR2B"	828
"ACVR2B-AS1"	20
"ACVRL1"	90
"ACY1"	37
"ACY3"	9
"ACYP1"	121
"ACYP2"	362
"ADA"	37
"ADA2"	209
"ADAD1"	0
"ADAD2"	10
"ADAL"	225
"ADAM10"	1488
"ADAM11"	1159
"ADAM12"	143
"ADAM15"	282
"ADAM17"	708
"ADAM18"	0
"ADAM19"	332
"ADAM1A"	109
"ADAM2"	0
"ADAM20"	151
"ADAM20P1"	128
"ADAM21"	5
"ADAM21P1"	1
"ADAM22"	3440
"ADAM23"	2200
"ADAM28"	159
"ADAM29"	1
"ADAM30"	0
"ADAM32"	193
"ADAM33"	112
"ADAM3A"	0
"ADAM3B"	7
"ADAM5"	7
"ADAM6"	0
"ADAM7"	0
"ADAM8"	48
"ADAM9"	949
"ADAMDEC1"	0
"ADAMTS1"	501
"ADAMTS10"	529
"ADAMTS12"	11
"ADAMTS13"	259
"ADAMTS14"	14
"ADAMTS15"	20
"ADAMTS16"	167
"ADAMTS17"	238
"ADAMTS18"	18
"ADAMTS19"	151
"ADAMTS19-AS1"	3
"ADAMTS2"	293
"ADAMTS20"	5
"ADAMTS3"	141
"ADAMTS4"	111
"ADAMTS5"	38
"ADAMTS6"	64
"ADAMTS7"	19
"ADAMTS7P1"	81
"ADAMTS8"	189
"ADAMTS9"	1101
"ADAMTS9-AS1"	44
"ADAMTS9-AS2"	214
"ADAMTSL1"	91
"ADAMTSL2"	397
"ADAMTSL3"	163
"ADAMTSL4"	31
"ADAMTSL4-AS1"	31
"ADAMTSL5"	32
"ADAP1"	1383
"ADAP2"	99
"ADAR"	5492
"ADARB1"	1388
"ADARB2"	932
"ADARB2-AS1"	3
"ADAT1"	519
"ADAT2"	81
"ADAT3"	42
"ADCK1"	109
"ADCK2"	297
"ADCK5"	90
"ADCY1"	10493
"ADCY10"	97
"ADCY10P1"	225
"ADCY2"	4268
"ADCY3"	1397
"ADCY4"	18
"ADCY5"	2024
"ADCY6"	796
"ADCY7"	406
"ADCY8"	654
"ADCY9"	1261
"ADCYAP1"	131
"ADCYAP1R1"	3887
"ADD1"	5803
"ADD2"	3337
"ADD3"	5169
"ADD3-AS1"	38
"ADGB"	2
"ADGRA1"	783
"ADGRA1-AS1"	19
"ADGRA2"	286
"ADGRA3"	1294
"ADGRB1"	2844
"ADGRB2"	3924
"ADGRB3"	4086
"ADGRD1"	62
"ADGRD1-AS1"	0
"ADGRE1"	14
"ADGRE2"	91
"ADGRE3"	0
"ADGRE4P"	20
"ADGRE5"	40
"ADGRF1"	0
"ADGRF2"	9
"ADGRF3"	18
"ADGRF4"	5
"ADGRF5"	534
"ADGRG1"	3902
"ADGRG2"	8
"ADGRG3"	14
"ADGRG4"	2
"ADGRG5"	4
"ADGRG6"	26
"ADGRG7"	1
"ADGRL1"	6194
"ADGRL2"	2318
"ADGRL3"	4200
"ADGRL3-AS1"	0
"ADGRL4"	91
"ADGRV1"	7675
"ADH1A"	0
"ADH1B"	16
"ADH1C"	0
"ADH4"	0
"ADH5"	1005
"ADH6"	0
"ADH7"	0
"ADHFE1"	320
"ADI1"	431
"ADIG"	4
"ADIPOQ"	0
"ADIPOQ-AS1"	0
"ADIPOR1"	751
"ADIPOR2"	1058
"ADIRF"	102
"ADK"	325
"ADM"	175
"ADM2"	3
"ADM5"	3
"ADNP"	2087
"ADNP-AS1"	7
"ADNP2"	549
"ADO"	579
"ADORA1"	652
"ADORA2A"	58
"ADORA2A-AS1"	2
"ADORA2B"	176
"ADORA3"	94
"ADPGK"	278
"ADPGK-AS1"	29
"ADPRH"	35
"ADPRHL1"	140
"ADPRHL2"	110
"ADPRM"	82
"ADRA1A"	868
"ADRA1B"	223
"ADRA1D"	47
"ADRA2A"	182
"ADRA2B"	12
"ADRA2C"	64
"ADRB1"	454
"ADRB2"	85
"ADRB3"	10
"ADRM1"	391
"ADSL"	235
"ADSS"	556
"ADSSL1"	75
"ADTRP"	29
"AEBP1"	1187
"AEBP2"	843
"AEN"	126
"AES"	4811
"AFAP1"	871
"AFAP1-AS1"	34
"AFAP1L1"	89
"AFAP1L2"	532
"AFDN"	2648
"AFDN-DT"	18
"AFF1"	2013
"AFF1-AS1"	50
"AFF2"	878
"AFF3"	2757
"AFF4"	4344
"AFG1L"	240
"AFG3L1P"	234
"AFG3L2"	832
"AFM"	0
"AFMID"	226
"AFP"	1
"AFTPH"	1049
"AGA"	74
"AGAP1"	6043
"AGAP1-IT1"	33
"AGAP11"	35
"AGAP12P"	11
"AGAP2"	8743
"AGAP2-AS1"	8
"AGAP3"	2962
"AGAP4"	292
"AGAP5"	104
"AGAP6"	276
"AGAP7P"	5
"AGAP9"	144
"AGBL1"	12
"AGBL1-AS1"	0
"AGBL2"	4
"AGBL3"	47
"AGBL4"	210
"AGBL4-IT1"	37
"AGBL5"	224
"AGBL5-AS1"	1
"AGER"	18
"AGFG1"	1722
"AGFG2"	820
"AGGF1"	932
"AGK"	441
"AGL"	983
"AGMAT"	49
"AGMO"	7
"AGO1"	1588
"AGO2"	2307
"AGO3"	728
"AGO4"	824
"AGPAT1"	1043
"AGPAT2"	106
"AGPAT3"	2949
"AGPAT4"	1029
"AGPAT4-IT1"	78
"AGPAT5"	690
"AGPS"	824
"AGR2"	0
"AGR3"	0
"AGRN"	1220
"AGRP"	3
"AGT"	2966
"AGTPBP1"	2270
"AGTR1"	3
"AGTR2"	0
"AGTRAP"	87
"AGXT"	0
"AGXT2"	1
"AHCTF1"	2409
"AHCTF1P1"	4
"AHCY"	430
"AHCYL1"	11013
"AHCYL2"	2945
"AHDC1"	1923
"AHI1"	2075
"AHNAK"	12425
"AHNAK2"	1726
"AHR"	317
"AHRR"	143
"AHSA1"	1355
"AHSA2P"	776
"AHSG"	1
"AHSP"	0
"AICDA"	0
"AIDA"	1257
"AIF1"	123
"AIF1L"	872
"AIFM1"	233
"AIFM2"	160
"AIFM3"	1248
"AIG1"	438
"AIM2"	3
"AIMP1"	274
"AIMP2"	92
"AIP"	292
"AIPL1"	2
"AIRE"	22
"AIRN"	10
"AJAP1"	998
"AJM1"	1253
"AJUBA"	18
"AK1"	529
"AK2"	771
"AK3"	1003
"AK4"	2461
"AK5"	3923
"AK6"	138
"AK7"	29
"AK8"	30
"AK9"	463
"AKAIN1"	20
"AKAP1"	991
"AKAP10"	1242
"AKAP11"	9752
"AKAP12"	7599
"AKAP13"	1879
"AKAP14"	1
"AKAP17A"	137
"AKAP2"	368
"AKAP3"	47
"AKAP4"	0
"AKAP5"	1101
"AKAP6"	6356
"AKAP7"	394
"AKAP8"	392
"AKAP8L"	1179
"AKAP9"	4705
"AKIP1"	120
"AKIRIN1"	1122
"AKIRIN2"	575
"AKNA"	511
"AKNAD1"	16
"AKR1A1"	239
"AKR1B1"	689
"AKR1B10"	0
"AKR1B15"	0
"AKR1C1"	106
"AKR1C2"	50
"AKR1C3"	173
"AKR1C4"	0
"AKR1C6P"	0
"AKR1C8P"	0
"AKR1D1"	0
"AKR1E2"	205
"AKR7A2"	548
