gene/TE	../../BAM/CGND_13066/HRA-00546_PE.bam
"A1BG"	16
"A1BG-AS1"	133
"A1CF"	0
"A2M"	1366
"A2M-AS1"	84
"A2ML1"	200
"A2MP1"	4
"A3GALT2"	3
"A4GALT"	31
"A4GNT"	1
"AA06"	42
"AAAS"	230
"AACS"	1111
"AACSP1"	17
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	1
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	248
"AAED1"	56
"AAGAB"	862
"AAK1"	9857
"AAMDC"	61
"AAMP"	1015
"AANAT"	1
"AAR2"	215
"AARD"	10
"AARS"	5080
"AARS2"	362
"AARSD1"	119
"AASDH"	570
"AASDHPPT"	2615
"AASS"	429
"AATBC"	2
"AATF"	411
"AATK"	2691
"ABALON"	5
"ABAT"	5214
"ABCA1"	747
"ABCA10"	577
"ABCA11P"	198
"ABCA12"	12
"ABCA13"	5
"ABCA17P"	82
"ABCA2"	6562
"ABCA3"	2627
"ABCA4"	24
"ABCA5"	2363
"ABCA6"	416
"ABCA7"	294
"ABCA8"	486
"ABCA9"	397
"ABCA9-AS1"	3
"ABCB1"	274
"ABCB10"	336
"ABCB11"	2
"ABCB4"	7
"ABCB5"	0
"ABCB6"	365
"ABCB7"	467
"ABCB8"	391
"ABCB9"	385
"ABCC1"	479
"ABCC10"	308
"ABCC11"	7
"ABCC12"	48
"ABCC13"	1
"ABCC2"	29
"ABCC3"	19
"ABCC4"	244
"ABCC5"	2764
"ABCC5-AS1"	0
"ABCC6"	13
"ABCC6P1"	7
"ABCC6P2"	1
"ABCC8"	554
"ABCC9"	441
"ABCD1"	51
"ABCD2"	657
"ABCD3"	879
"ABCD4"	390
"ABCE1"	1121
"ABCF1"	687
"ABCF2"	943
"ABCF3"	804
"ABCG1"	727
"ABCG2"	306
"ABCG4"	290
"ABCG5"	10
"ABCG8"	28
"ABHD1"	5
"ABHD10"	678
"ABHD11"	40
"ABHD11-AS1"	0
"ABHD12"	1054
"ABHD12B"	123
"ABHD13"	999
"ABHD14A"	275
"ABHD14A-ACY1"	131
"ABHD14B"	61
"ABHD15"	106
"ABHD16A"	531
"ABHD16B"	0
"ABHD17A"	1122
"ABHD17B"	872
"ABHD17C"	303
"ABHD18"	369
"ABHD2"	5361
"ABHD3"	140
"ABHD4"	198
"ABHD5"	463
"ABHD6"	702
"ABHD8"	1344
"ABI1"	1583
"ABI2"	6254
"ABI3"	36
"ABI3BP"	124
"ABL1"	954
"ABL2"	2743
"ABLIM1"	4854
"ABLIM2"	2028
"ABLIM3"	621
"ABO"	16
"ABR"	7829
"ABRA"	2
"ABRACL"	94
"ABRAXAS1"	63
"ABRAXAS2"	491
"ABT1"	126
"ABTB1"	549
"ABTB2"	121
"ACAA1"	428
"ACAA2"	282
"ACACA"	4573
"ACACB"	1009
"ACAD10"	260
"ACAD11"	421
"ACAD8"	378
"ACAD9"	480
"ACADL"	37
"ACADM"	878
"ACADS"	100
"ACADSB"	847
"ACADVL"	1237
"ACAN"	98
"ACAP1"	6
"ACAP2"	2019
"ACAP3"	1400
"ACAT1"	564
"ACAT2"	331
"ACBD3"	906
"ACBD3-AS1"	0
"ACBD4"	135
"ACBD5"	1769
"ACBD6"	295
"ACBD7"	1193
"ACBD7-DCLRE1CP1"	75
"ACCS"	64
"ACCSL"	3
"ACD"	181
