gene/TE	../../STAR_v252_mapping/CGND_12856/HRA-00305_PE.bam
"A1BG"	63
"A1BG-AS1"	292
"A1CF"	2
"A2M"	4053
"A2M-AS1"	207
"A2ML1"	293
"A2MP1"	5
"A3GALT2"	4
"A4GALT"	42
"A4GNT"	2
"AA06"	76
"AAAS"	404
"AACS"	2161
"AACSP1"	28
"AADAC"	1
"AADACL2"	0
"AADACL2-AS1"	1
"AADACL3"	0
"AADACL4"	0
"AADACP1"	1
"AADAT"	497
"AAED1"	156
"AAGAB"	2048
"AAK1"	21761
"AAMDC"	102
"AAMP"	2067
"AANAT"	2
"AAR2"	432
"AARD"	42
"AARS"	11883
"AARS2"	863
"AARSD1"	305
"AASDH"	1104
"AASDHPPT"	6125
"AASS"	1034
"AATBC"	3
"AATF"	1018
"AATK"	6418
"ABALON"	5
"ABAT"	12738
"ABCA1"	1242
"ABCA10"	1398
"ABCA11P"	598
"ABCA12"	52
"ABCA13"	3
"ABCA17P"	130
"ABCA2"	16881
"ABCA3"	6216
"ABCA4"	29
"ABCA5"	5930
"ABCA6"	1111
"ABCA7"	531
"ABCA8"	2599
"ABCA9"	1024
"ABCA9-AS1"	1
"ABCB1"	484
"ABCB10"	730
"ABCB11"	13
"ABCB4"	28
"ABCB5"	0
"ABCB6"	800
"ABCB7"	891
"ABCB8"	740
"ABCB9"	808
"ABCC1"	906
"ABCC10"	415
"ABCC11"	22
"ABCC12"	160
"ABCC13"	19
"ABCC2"	44
"ABCC3"	16
"ABCC4"	583
"ABCC5"	4384
"ABCC5-AS1"	0
"ABCC6"	30
"ABCC6P1"	11
"ABCC6P2"	1
"ABCC8"	1392
"ABCC9"	1224
"ABCD1"	93
"ABCD2"	1688
"ABCD3"	2343
"ABCD4"	435
"ABCE1"	2945
"ABCF1"	1632
"ABCF2"	2246
"ABCF3"	1815
"ABCG1"	1212
"ABCG2"	858
"ABCG4"	840
"ABCG5"	20
"ABCG8"	58
"ABHD1"	13
"ABHD10"	1976
"ABHD11"	162
"ABHD11-AS1"	0
"ABHD12"	3153
"ABHD12B"	262
"ABHD13"	1789
"ABHD14A"	600
"ABHD14A-ACY1"	301
"ABHD14B"	145
"ABHD15"	160
"ABHD16A"	1152
"ABHD16B"	0
"ABHD17A"	3307
"ABHD17B"	2207
"ABHD17C"	742
"ABHD18"	774
"ABHD2"	9609
"ABHD3"	243
"ABHD4"	338
"ABHD5"	925
"ABHD6"	1673
"ABHD8"	2671
"ABI1"	3502
"ABI2"	15055
"ABI3"	96
"ABI3BP"	170
"ABL1"	2098
"ABL2"	5087
"ABLIM1"	9890
"ABLIM2"	3620
"ABLIM3"	1299
"ABO"	17
"ABR"	17989
"ABRA"	13
"ABRACL"	277
"ABRAXAS1"	121
"ABRAXAS2"	1046
"ABT1"	347
"ABTB1"	1226
"ABTB2"	434
"ACAA1"	1078
"ACAA2"	623
"ACACA"	10770
"ACACB"	1081
"ACAD10"	492
"ACAD11"	889
"ACAD8"	820
"ACAD9"	1160
"ACADL"	116
"ACADM"	2018
"ACADS"	214
"ACADSB"	2651
"ACADVL"	2265
"ACAN"	215
"ACAP1"	12
"ACAP2"	3596
"ACAP3"	2615
"ACAT1"	1423
"ACAT2"	1172
"ACBD3"	2074
"ACBD3-AS1"	0
"ACBD4"	273
"ACBD5"	4144
"ACBD6"	604
"ACBD7"	2251
"ACBD7-DCLRE1CP1"	148
"ACCS"	154
"ACCSL"	2
"ACD"	330
"ACE"	177
"ACE2"	13
"ACER1"	1
"ACER2"	212
"ACER3"	3514
"ACHE"	943
"ACIN1"	3029
"ACKR1"	212
"ACKR2"	45
"ACKR3"	117
"ACKR4"	4
"ACLY"	4710
"ACMSD"	1
"ACO1"	1238
"ACO2"	9921
"ACOD1"	0
"ACOT1"	141
"ACOT11"	396
"ACOT12"	5
"ACOT13"	933
"ACOT2"	416
"ACOT4"	114
"ACOT6"	0
"ACOT7"	4072
"ACOT8"	750
"ACOT9"	788
"ACOX1"	4156
"ACOX2"	54
"ACOX3"	740
"ACOXL"	0
"ACOXL-AS1"	34
"ACP1"	2210
"ACP2"	830
"ACP4"	0
"ACP5"	4
"ACP6"	374
"ACP7"	57
"ACPP"	20
"ACR"	10
"ACRBP"	9
"ACRV1"	35
"ACSBG1"	1215
"ACSBG2"	1
"ACSF2"	133
"ACSF3"	469
"ACSL1"	2965
"ACSL3"	11729
"ACSL4"	5677
"ACSL5"	182
"ACSL6"	11695
"ACSM1"	9
"ACSM2A"	1
"ACSM2B"	1
"ACSM3"	11
"ACSM4"	0
"ACSM5"	57
"ACSM6"	0
"ACSS1"	1354
"ACSS2"	1031
"ACSS3"	821
"ACTA1"	17
"ACTA2"	47
"ACTA2-AS1"	388
"ACTB"	55310
"ACTBL2"	0
"ACTC1"	32
"ACTG1"	23595
"ACTG1P17"	10
"ACTG1P20"	58
"ACTG1P4"	200
"ACTG2"	0
"ACTL10"	10
"ACTL6A"	211
"ACTL6B"	924
"ACTL7A"	0
"ACTL7B"	0
"ACTL8"	2
"ACTL9"	0
"ACTN1"	4188
"ACTN1-AS1"	0
"ACTN2"	2974
"ACTN3"	0
"ACTN4"	5439
"ACTR10"	2700
"ACTR1A"	6150
"ACTR1B"	3034
"ACTR2"	17859
"ACTR3"	5365
"ACTR3B"	2049
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	379
"ACTR5"	278
"ACTR6"	1619
"ACTR8"	1497
"ACTRT1"	6
"ACTRT2"	0
"ACTRT3"	83
"ACVR1"	764
"ACVR1B"	2522
"ACVR1C"	2146
"ACVR2A"	1647
"ACVR2B"	1530
"ACVR2B-AS1"	39
"ACVRL1"	80
"ACY1"	42
"ACY3"	73
"ACYP1"	349
"ACYP2"	1128
"ADA"	78
"ADA2"	328
"ADAD1"	0
"ADAD2"	92
"ADAL"	631
"ADAM10"	5172
"ADAM11"	2800
"ADAM12"	139
"ADAM15"	536
"ADAM17"	1307
"ADAM18"	2
"ADAM19"	733
"ADAM1A"	215
"ADAM2"	0
"ADAM20"	367
"ADAM20P1"	279
"ADAM21"	54
"ADAM21P1"	0
"ADAM22"	15195
"ADAM23"	9556
"ADAM28"	471
"ADAM29"	11
"ADAM30"	0
"ADAM32"	536
"ADAM33"	64
"ADAM3A"	0
"ADAM3B"	10
"ADAM5"	9
"ADAM6"	0
"ADAM7"	0
"ADAM8"	32
"ADAM9"	3197
"ADAMDEC1"	1
"ADAMTS1"	889
"ADAMTS10"	411
"ADAMTS12"	10
"ADAMTS13"	240
"ADAMTS14"	75
"ADAMTS15"	14
"ADAMTS16"	205
"ADAMTS17"	241
"ADAMTS18"	106
"ADAMTS19"	466
"ADAMTS19-AS1"	35
"ADAMTS2"	217
"ADAMTS20"	35
"ADAMTS3"	583
"ADAMTS4"	816
"ADAMTS5"	194
"ADAMTS6"	148
"ADAMTS7"	28
"ADAMTS7P1"	41
"ADAMTS8"	388
"ADAMTS9"	252
"ADAMTS9-AS1"	34
"ADAMTS9-AS2"	180
"ADAMTSL1"	311
"ADAMTSL2"	640
"ADAMTSL3"	468
"ADAMTSL4"	14
"ADAMTSL4-AS1"	18
"ADAMTSL5"	38
"ADAP1"	2996
"ADAP2"	154
"ADAR"	14892
"ADARB1"	3157
"ADARB2"	1533
"ADARB2-AS1"	39
"ADAT1"	1669
"ADAT2"	263
"ADAT3"	64
"ADCK1"	348
"ADCK2"	938
"ADCK5"	146
"ADCY1"	24932
"ADCY10"	102
"ADCY10P1"	360
"ADCY2"	7726
"ADCY3"	2329
"ADCY4"	23
"ADCY5"	3374
"ADCY6"	1377
"ADCY7"	624
"ADCY8"	959
"ADCY9"	2365
"ADCYAP1"	714
"ADCYAP1R1"	5588
"ADD1"	13448
"ADD2"	9353
"ADD3"	9145
"ADD3-AS1"	48
"ADGB"	4
"ADGRA1"	1538
"ADGRA1-AS1"	42
"ADGRA2"	276
"ADGRA3"	1673
"ADGRB1"	4130
"ADGRB2"	7943
"ADGRB3"	11250
"ADGRD1"	73
"ADGRD1-AS1"	0
"ADGRE1"	20
"ADGRE2"	65
"ADGRE3"	0
"ADGRE4P"	12
"ADGRE5"	173
