gene/TE	../../BAM/CGND_13043/HRA-00247_PE.bam
"A1BG"	21
"A1BG-AS1"	130
"A1CF"	0
"A2M"	2861
"A2M-AS1"	93
"A2ML1"	78
"A2MP1"	2
"A3GALT2"	2
"A4GALT"	64
"A4GNT"	1
"AA06"	19
"AAAS"	193
"AACS"	991
"AACSP1"	8
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	1
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	220
"AAED1"	56
"AAGAB"	729
"AAK1"	8791
"AAMDC"	45
"AAMP"	959
"AANAT"	5
"AAR2"	167
"AARD"	12
"AARS"	4071
"AARS2"	336
"AARSD1"	148
"AASDH"	426
"AASDHPPT"	1974
"AASS"	362
"AATBC"	2
"AATF"	363
"AATK"	2455
"ABALON"	0
"ABAT"	6024
"ABCA1"	491
"ABCA10"	269
"ABCA11P"	219
"ABCA12"	11
"ABCA13"	3
"ABCA17P"	79
"ABCA2"	7565
"ABCA3"	3051
"ABCA4"	20
"ABCA5"	1972
"ABCA6"	275
"ABCA7"	260
"ABCA8"	533
"ABCA9"	319
"ABCA9-AS1"	0
"ABCB1"	553
"ABCB10"	238
"ABCB11"	3
"ABCB4"	9
"ABCB5"	0
"ABCB6"	335
"ABCB7"	266
"ABCB8"	462
"ABCB9"	376
"ABCC1"	456
"ABCC10"	261
"ABCC11"	26
"ABCC12"	62
"ABCC13"	0
"ABCC2"	16
"ABCC3"	6
"ABCC4"	311
"ABCC5"	1597
"ABCC5-AS1"	0
"ABCC6"	5
"ABCC6P1"	10
"ABCC6P2"	0
"ABCC8"	651
"ABCC9"	534
"ABCD1"	48
"ABCD2"	671
"ABCD3"	853
"ABCD4"	269
"ABCE1"	998
"ABCF1"	603
"ABCF2"	901
"ABCF3"	663
"ABCG1"	526
"ABCG2"	386
"ABCG4"	401
"ABCG5"	19
"ABCG8"	34
"ABHD1"	12
"ABHD10"	520
"ABHD11"	80
"ABHD11-AS1"	0
"ABHD12"	1207
"ABHD12B"	70
"ABHD13"	618
"ABHD14A"	229
"ABHD14A-ACY1"	133
"ABHD14B"	101
"ABHD15"	58
"ABHD16A"	530
"ABHD16B"	0
"ABHD17A"	1267
"ABHD17B"	589
"ABHD17C"	364
"ABHD18"	321
"ABHD2"	4932
"ABHD3"	134
"ABHD4"	239
"ABHD5"	412
"ABHD6"	539
"ABHD8"	1230
"ABI1"	1664
"ABI2"	7126
"ABI3"	64
"ABI3BP"	110
"ABL1"	1130
"ABL2"	1653
"ABLIM1"	4912
"ABLIM2"	1567
"ABLIM3"	935
"ABO"	13
"ABR"	10564
"ABRA"	10
"ABRACL"	92
"ABRAXAS1"	67
"ABRAXAS2"	414
"ABT1"	133
"ABTB1"	556
"ABTB2"	91
"ACAA1"	465
"ACAA2"	412
"ACACA"	3665
"ACACB"	687
"ACAD10"	264
"ACAD11"	254
"ACAD8"	353
"ACAD9"	476
"ACADL"	61
"ACADM"	609
"ACADS"	98
"ACADSB"	1173
"ACADVL"	1074
"ACAN"	42
"ACAP1"	5
"ACAP2"	1533
"ACAP3"	1612
"ACAT1"	469
"ACAT2"	315
"ACBD3"	730
"ACBD3-AS1"	0
"ACBD4"	178
"ACBD5"	1390
"ACBD6"	233
"ACBD7"	1643
"ACBD7-DCLRE1CP1"	105
"ACCS"	87
"ACCSL"	0
"ACD"	154
"ACE"	165
"ACE2"	14
"ACER1"	0
"ACER2"	108
"ACER3"	967
"ACHE"	346
"ACIN1"	1423
"ACKR1"	202
"ACKR2"	27
"ACKR3"	109
"ACKR4"	0
"ACLY"	1809
"ACMSD"	0
"ACO1"	464
"ACO2"	4537
"ACOD1"	0
"ACOT1"	68
"ACOT11"	239
"ACOT12"	2
"ACOT13"	315
"ACOT2"	200
"ACOT4"	37
"ACOT6"	2
"ACOT7"	1572
"ACOT8"	243
"ACOT9"	321
"ACOX1"	1941
"ACOX2"	50
"ACOX3"	412
"ACOXL"	0
"ACOXL-AS1"	14
"ACP1"	836
"ACP2"	410
"ACP4"	0
"ACP5"	3
"ACP6"	86
"ACP7"	8
"ACPP"	3
"ACR"	1
"ACRBP"	9
"ACRV1"	13
"ACSBG1"	736
"ACSBG2"	2
"ACSF2"	81
"ACSF3"	200
"ACSL1"	877
"ACSL3"	4514
"ACSL4"	2171
"ACSL5"	194
"ACSL6"	3995
"ACSM1"	2
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	2
"ACSM4"	0
"ACSM5"	30
"ACSM6"	1
"ACSS1"	969
"ACSS2"	325
"ACSS3"	324
"ACTA1"	14
"ACTA2"	103
"ACTA2-AS1"	147
"ACTB"	28541
"ACTBL2"	0
"ACTC1"	20
"ACTG1"	12879
"ACTG1P17"	3
"ACTG1P20"	30
"ACTG1P4"	75
"ACTG2"	7
"ACTL10"	1
"ACTL6A"	62
"ACTL6B"	466
"ACTL7A"	0
"ACTL7B"	0
"ACTL8"	0
"ACTL9"	0
"ACTN1"	2124
"ACTN1-AS1"	1
"ACTN2"	1197
"ACTN3"	0
"ACTN4"	2318
"ACTR10"	729
"ACTR1A"	2357
"ACTR1B"	1067
"ACTR2"	5717
"ACTR3"	1698
"ACTR3B"	894
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	176
"ACTR5"	136
"ACTR6"	452
"ACTR8"	644
"ACTRT1"	3
"ACTRT2"	0
"ACTRT3"	28
"ACVR1"	309
"ACVR1B"	1536
"ACVR1C"	716
"ACVR2A"	796
"ACVR2B"	712
"ACVR2B-AS1"	18
"ACVRL1"	149
"ACY1"	35
"ACY3"	7
"ACYP1"	148
"ACYP2"	338
"ADA"	24
"ADA2"	164
"ADAD1"	0
"ADAD2"	13
"ADAL"	222
"ADAM10"	1592
"ADAM11"	1406
"ADAM12"	25
"ADAM15"	331
"ADAM17"	584
"ADAM18"	0
"ADAM19"	268
"ADAM1A"	81
"ADAM2"	1
"ADAM20"	168
"ADAM20P1"	157
"ADAM21"	11
"ADAM21P1"	0
"ADAM22"	4617
"ADAM23"	3114
"ADAM28"	89
"ADAM29"	7
"ADAM30"	0
"ADAM32"	148
"ADAM33"	53
"ADAM3A"	0
"ADAM3B"	1
"ADAM5"	3
"ADAM6"	0
"ADAM7"	0
"ADAM8"	34
"ADAM9"	1076
"ADAMDEC1"	0
"ADAMTS1"	638
"ADAMTS10"	298
"ADAMTS12"	13
"ADAMTS13"	155
"ADAMTS14"	20
"ADAMTS15"	16
"ADAMTS16"	65
"ADAMTS17"	94
"ADAMTS18"	62
"ADAMTS19"	277
"ADAMTS19-AS1"	20
"ADAMTS2"	90
"ADAMTS20"	6
"ADAMTS3"	337
"ADAMTS4"	277
"ADAMTS5"	44
"ADAMTS6"	77
"ADAMTS7"	9
"ADAMTS7P1"	54
"ADAMTS8"	320
"ADAMTS9"	646
"ADAMTS9-AS1"	25
"ADAMTS9-AS2"	101
"ADAMTSL1"	72
"ADAMTSL2"	298
"ADAMTSL3"	153
"ADAMTSL4"	31
"ADAMTSL4-AS1"	21
"ADAMTSL5"	16
"ADAP1"	1379
"ADAP2"	57
"ADAR"	6809
"ADARB1"	1510
"ADARB2"	918
"ADARB2-AS1"	6
"ADAT1"	547
"ADAT2"	117
"ADAT3"	37
"ADCK1"	125
"ADCK2"	429
"ADCK5"	65
"ADCY1"	12396
"ADCY10"	47
"ADCY10P1"	161
"ADCY2"	3716
"ADCY3"	1187
"ADCY4"	77
"ADCY5"	1977
"ADCY6"	764
"ADCY7"	339
"ADCY8"	456
"ADCY9"	994
"ADCYAP1"	557
"ADCYAP1R1"	4022
"ADD1"	6561
"ADD2"	4767
