gene/TE	../../STAR_v252_mapping/CGND_12952/HRA-00871_PE.bam
"A1BG"	20
"A1BG-AS1"	107
"A1CF"	0
"A2M"	2687
"A2M-AS1"	70
"A2ML1"	140
"A2MP1"	5
"A3GALT2"	7
"A4GALT"	36
"A4GNT"	0
"AA06"	39
"AAAS"	190
"AACS"	541
"AACSP1"	9
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	1
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	243
"AAED1"	52
"AAGAB"	320
"AAK1"	4849
"AAMDC"	56
"AAMP"	401
"AANAT"	6
"AAR2"	103
"AARD"	3
"AARS"	1908
"AARS2"	413
"AARSD1"	101
"AASDH"	537
"AASDHPPT"	751
"AASS"	790
"AATBC"	6
"AATF"	291
"AATK"	2155
"ABALON"	0
"ABAT"	3469
"ABCA1"	855
"ABCA10"	404
"ABCA11P"	208
"ABCA12"	12
"ABCA13"	4
"ABCA17P"	99
"ABCA2"	7105
"ABCA3"	1746
"ABCA4"	41
"ABCA5"	1938
"ABCA6"	465
"ABCA7"	317
"ABCA8"	652
"ABCA9"	457
"ABCA9-AS1"	0
"ABCB1"	663
"ABCB10"	249
"ABCB11"	2
"ABCB4"	18
"ABCB5"	0
"ABCB6"	362
"ABCB7"	254
"ABCB8"	565
"ABCB9"	371
"ABCC1"	342
"ABCC10"	348
"ABCC11"	35
"ABCC12"	26
"ABCC13"	0
"ABCC2"	26
"ABCC3"	45
"ABCC4"	262
"ABCC5"	1657
"ABCC5-AS1"	0
"ABCC6"	17
"ABCC6P1"	11
"ABCC6P2"	0
"ABCC8"	1181
"ABCC9"	806
"ABCD1"	56
"ABCD2"	471
"ABCD3"	579
"ABCD4"	432
"ABCE1"	510
"ABCF1"	494
"ABCF2"	477
"ABCF3"	452
"ABCG1"	398
"ABCG2"	1385
"ABCG4"	163
"ABCG5"	10
"ABCG8"	63
"ABHD1"	25
"ABHD10"	228
"ABHD11"	97
"ABHD11-AS1"	0
"ABHD12"	541
"ABHD12B"	59
"ABHD13"	414
"ABHD14A"	120
"ABHD14A-ACY1"	79
"ABHD14B"	113
"ABHD15"	68
"ABHD16A"	222
"ABHD16B"	0
"ABHD17A"	869
"ABHD17B"	333
"ABHD17C"	159
"ABHD18"	396
"ABHD2"	2808
"ABHD3"	113
"ABHD4"	223
"ABHD5"	324
"ABHD6"	276
"ABHD8"	507
"ABI1"	1123
"ABI2"	3003
"ABI3"	48
"ABI3BP"	112
"ABL1"	979
"ABL2"	1118
"ABLIM1"	4910
"ABLIM2"	1058
"ABLIM3"	806
"ABO"	69
"ABR"	5889
"ABRA"	5
"ABRACL"	39
"ABRAXAS1"	74
"ABRAXAS2"	222
"ABT1"	69
"ABTB1"	450
"ABTB2"	100
"ACAA1"	378
"ACAA2"	317
"ACACA"	2495
"ACACB"	1421
"ACAD10"	279
"ACAD11"	333
"ACAD8"	242
"ACAD9"	453
"ACADL"	55
"ACADM"	512
"ACADS"	104
"ACADSB"	796
"ACADVL"	2001
"ACAN"	50
"ACAP1"	5
"ACAP2"	1551
"ACAP3"	1938
"ACAT1"	330
"ACAT2"	172
"ACBD3"	500
"ACBD3-AS1"	0
"ACBD4"	229
"ACBD5"	868
"ACBD6"	204
"ACBD7"	1180
"ACBD7-DCLRE1CP1"	90
"ACCS"	161
"ACCSL"	1
"ACD"	144
"ACE"	142
"ACE2"	10
"ACER1"	1
"ACER2"	110
"ACER3"	572
"ACHE"	132
"ACIN1"	1864
"ACKR1"	75
"ACKR2"	15
"ACKR3"	87
"ACKR4"	1
"ACLY"	882
"ACMSD"	0
"ACO1"	423
"ACO2"	2597
"ACOD1"	0
"ACOT1"	48
"ACOT11"	598
"ACOT12"	7
"ACOT13"	237
"ACOT2"	145
"ACOT4"	24
"ACOT6"	2
"ACOT7"	565
"ACOT8"	132
"ACOT9"	233
"ACOX1"	1147
"ACOX2"	47
"ACOX3"	375
"ACOXL"	1
"ACOXL-AS1"	12
"ACP1"	370
"ACP2"	263
"ACP4"	0
"ACP5"	2
"ACP6"	181
"ACP7"	12
"ACPP"	8
"ACR"	4
"ACRBP"	11
"ACRV1"	11
"ACSBG1"	998
"ACSBG2"	4
"ACSF2"	110
"ACSF3"	242
"ACSL1"	392
"ACSL3"	2160
"ACSL4"	768
"ACSL5"	207
"ACSL6"	2067
"ACSM1"	1
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	0
"ACSM4"	0
"ACSM5"	70
"ACSM6"	0
"ACSS1"	1019
"ACSS2"	328
"ACSS3"	518
"ACTA1"	7
"ACTA2"	68
"ACTA2-AS1"	140
"ACTB"	11343
"ACTBL2"	0
"ACTC1"	13
"ACTG1"	5619
"ACTG1P17"	15
"ACTG1P20"	93
"ACTG1P4"	167
"ACTG2"	0
"ACTL10"	1
"ACTL6A"	71
"ACTL6B"	275
"ACTL7A"	0
"ACTL7B"	1
"ACTL8"	1
"ACTL9"	0
"ACTN1"	1657
"ACTN1-AS1"	3
"ACTN2"	655
"ACTN3"	0
"ACTN4"	2128
"ACTR10"	372
"ACTR1A"	1120
"ACTR1B"	678
"ACTR2"	2295
"ACTR3"	842
"ACTR3B"	393
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	216
"ACTR5"	151
"ACTR6"	212
"ACTR8"	385
"ACTRT1"	4
"ACTRT2"	0
"ACTRT3"	18
"ACVR1"	275
"ACVR1B"	735
"ACVR1C"	259
"ACVR2A"	428
"ACVR2B"	679
"ACVR2B-AS1"	19
"ACVRL1"	199
"ACY1"	38
"ACY3"	6
"ACYP1"	108
"ACYP2"	219
"ADA"	34
"ADA2"	209
"ADAD1"	0
"ADAD2"	9
"ADAL"	195
"ADAM10"	1090
"ADAM11"	951
"ADAM12"	61
"ADAM15"	386
"ADAM17"	624
"ADAM18"	0
"ADAM19"	226
"ADAM1A"	133
"ADAM2"	0
"ADAM20"	147
"ADAM20P1"	189
"ADAM21"	3
"ADAM21P1"	0
"ADAM22"	2135
"ADAM23"	1394
"ADAM28"	227
"ADAM29"	3
"ADAM30"	0
"ADAM32"	118
"ADAM33"	130
"ADAM3A"	0
"ADAM3B"	9
"ADAM5"	1
"ADAM6"	0
"ADAM7"	0
"ADAM8"	55
"ADAM9"	712
"ADAMDEC1"	0
"ADAMTS1"	565
"ADAMTS10"	720
"ADAMTS12"	10
"ADAMTS13"	279
"ADAMTS14"	73
"ADAMTS15"	12
"ADAMTS16"	74
"ADAMTS17"	209
"ADAMTS18"	78
"ADAMTS19"	208
"ADAMTS19-AS1"	19
"ADAMTS2"	95
"ADAMTS20"	3
"ADAMTS3"	94
"ADAMTS4"	233
"ADAMTS5"	30
"ADAMTS6"	68
"ADAMTS7"	38
"ADAMTS7P1"	118
"ADAMTS8"	121
"ADAMTS9"	610
"ADAMTS9-AS1"	4
"ADAMTS9-AS2"	144
"ADAMTSL1"	43
"ADAMTSL2"	225
"ADAMTSL3"	138
