gene/TE	../../STAR_v252_mapping/CGND_12675/HRA-00225_PE.bam
"A1BG"	48
"A1BG-AS1"	106
"A1CF"	0
"A2M"	1896
"A2M-AS1"	92
"A2ML1"	77
"A2MP1"	0
"A3GALT2"	2
"A4GALT"	34
"A4GNT"	1
"AA06"	30
"AAAS"	275
"AACS"	625
"AACSP1"	12
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	309
"AAED1"	94
"AAGAB"	628
"AAK1"	6726
"AAMDC"	97
"AAMP"	739
"AANAT"	3
"AAR2"	209
"AARD"	9
"AARS"	3778
"AARS2"	385
"AARSD1"	103
"AASDH"	628
"AASDHPPT"	1435
"AASS"	1444
"AATBC"	3
"AATF"	452
"AATK"	4179
"ABALON"	4
"ABAT"	3015
"ABCA1"	1115
"ABCA10"	482
"ABCA11P"	231
"ABCA12"	3
"ABCA13"	4
"ABCA17P"	101
"ABCA2"	19060
"ABCA3"	2045
"ABCA4"	8
"ABCA5"	2566
"ABCA6"	913
"ABCA7"	170
"ABCA8"	3790
"ABCA9"	498
"ABCA9-AS1"	1
"ABCB1"	472
"ABCB10"	312
"ABCB11"	1
"ABCB4"	10
"ABCB5"	0
"ABCB6"	307
"ABCB7"	444
"ABCB8"	481
"ABCB9"	316
"ABCC1"	430
"ABCC10"	245
"ABCC11"	24
"ABCC12"	29
"ABCC13"	0
"ABCC2"	56
"ABCC3"	5
"ABCC4"	389
"ABCC5"	1661
"ABCC5-AS1"	0
"ABCC6"	6
"ABCC6P1"	14
"ABCC6P2"	0
"ABCC8"	609
"ABCC9"	1271
"ABCD1"	57
"ABCD2"	364
"ABCD3"	1268
"ABCD4"	564
"ABCE1"	1273
"ABCF1"	638
"ABCF2"	782
"ABCF3"	533
"ABCG1"	485
"ABCG2"	381
"ABCG4"	192
"ABCG5"	10
"ABCG8"	21
"ABHD1"	9
"ABHD10"	565
"ABHD11"	97
"ABHD11-AS1"	0
"ABHD12"	1051
"ABHD12B"	72
"ABHD13"	549
"ABHD14A"	132
"ABHD14A-ACY1"	86
"ABHD14B"	113
"ABHD15"	71
"ABHD16A"	394
"ABHD16B"	0
"ABHD17A"	945
"ABHD17B"	1328
"ABHD17C"	260
"ABHD18"	465
"ABHD2"	3404
"ABHD3"	123
"ABHD4"	346
"ABHD5"	607
"ABHD6"	792
"ABHD8"	430
"ABI1"	1444
"ABI2"	4426
"ABI3"	96
"ABI3BP"	379
"ABL1"	1799
"ABL2"	1905
"ABLIM1"	4351
"ABLIM2"	845
"ABLIM3"	611
"ABO"	13
"ABR"	4999
"ABRA"	3
"ABRACL"	65
"ABRAXAS1"	79
"ABRAXAS2"	357
"ABT1"	110
"ABTB1"	369
"ABTB2"	169
"ACAA1"	553
"ACAA2"	454
"ACACA"	3706
"ACACB"	818
"ACAD10"	350
"ACAD11"	767
"ACAD8"	335
"ACAD9"	538
"ACADL"	60
"ACADM"	679
"ACADS"	156
"ACADSB"	1232
"ACADVL"	1259
"ACAN"	160
"ACAP1"	3
"ACAP2"	1794
"ACAP3"	1087
"ACAT1"	636
"ACAT2"	464
"ACBD3"	709
"ACBD3-AS1"	0
"ACBD4"	154
"ACBD5"	1966
"ACBD6"	266
"ACBD7"	893
"ACBD7-DCLRE1CP1"	51
"ACCS"	90
"ACCSL"	0
"ACD"	118
"ACE"	64
"ACE2"	6
"ACER1"	0
"ACER2"	183
"ACER3"	1760
"ACHE"	169
"ACIN1"	1647
"ACKR1"	65
"ACKR2"	29
"ACKR3"	66
"ACKR4"	5
"ACLY"	1942
"ACMSD"	0
"ACO1"	710
"ACO2"	3436
"ACOD1"	0
"ACOT1"	58
"ACOT11"	316
"ACOT12"	8
"ACOT13"	302
"ACOT2"	166
"ACOT4"	38
"ACOT6"	0
"ACOT7"	718
"ACOT8"	178
"ACOT9"	326
"ACOX1"	1942
"ACOX2"	41
"ACOX3"	389
"ACOXL"	0
"ACOXL-AS1"	11
"ACP1"	648
"ACP2"	281
"ACP4"	0
"ACP5"	18
"ACP6"	191
"ACP7"	93
"ACPP"	14
"ACR"	0
"ACRBP"	11
"ACRV1"	14
"ACSBG1"	821
"ACSBG2"	0
"ACSF2"	76
"ACSF3"	192
"ACSL1"	2979
"ACSL3"	3598
"ACSL4"	1603
"ACSL5"	215
"ACSL6"	2805
"ACSM1"	15
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	2
"ACSM4"	0
"ACSM5"	25
"ACSM6"	1
"ACSS1"	790
"ACSS2"	768
"ACSS3"	497
"ACTA1"	8
"ACTA2"	57
"ACTA2-AS1"	114
"ACTB"	20833
"ACTBL2"	0
"ACTC1"	11
"ACTG1"	9416
"ACTG1P17"	21
"ACTG1P20"	46
"ACTG1P4"	144
"ACTG2"	2
"ACTL10"	4
"ACTL6A"	179
"ACTL6B"	204
"ACTL7A"	0
"ACTL7B"	0
"ACTL8"	1
"ACTL9"	0
"ACTN1"	1623
"ACTN1-AS1"	0
"ACTN2"	1550
"ACTN3"	0
"ACTN4"	2585
"ACTR10"	753
"ACTR1A"	2061
"ACTR1B"	844
"ACTR2"	5050
"ACTR3"	1894
"ACTR3B"	477
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	164
"ACTR5"	215
"ACTR6"	471
"ACTR8"	583
"ACTRT1"	2
"ACTRT2"	0
"ACTRT3"	19
"ACVR1"	329
"ACVR1B"	772
"ACVR1C"	761
"ACVR2A"	528
"ACVR2B"	977
"ACVR2B-AS1"	24
"ACVRL1"	86
"ACY1"	34
"ACY3"	21
"ACYP1"	201
"ACYP2"	512
"ADA"	66
"ADA2"	182
"ADAD1"	5
"ADAD2"	2
"ADAL"	296
"ADAM10"	2396
"ADAM11"	601
"ADAM12"	220
"ADAM15"	378
"ADAM17"	770
"ADAM18"	0
"ADAM19"	235
"ADAM1A"	88
"ADAM2"	0
"ADAM20"	173
"ADAM20P1"	167
"ADAM21"	3
"ADAM21P1"	0
"ADAM22"	3881
"ADAM23"	2132
"ADAM28"	390
"ADAM29"	3
"ADAM30"	0
"ADAM32"	226
"ADAM33"	24
"ADAM3A"	0
"ADAM3B"	3
"ADAM5"	3
"ADAM6"	0
"ADAM7"	0
"ADAM8"	42
"ADAM9"	1272
"ADAMDEC1"	0
"ADAMTS1"	1402
"ADAMTS10"	191
"ADAMTS12"	39
"ADAMTS13"	160
"ADAMTS14"	188
"ADAMTS15"	26
"ADAMTS16"	59
"ADAMTS17"	117
"ADAMTS18"	4
"ADAMTS19"	134
"ADAMTS19-AS1"	14
"ADAMTS2"	78
"ADAMTS20"	8
"ADAMTS3"	132
"ADAMTS4"	1570
"ADAMTS5"	72
"ADAMTS6"	60
"ADAMTS7"	37
"ADAMTS7P1"	23
"ADAMTS8"	217
"ADAMTS9"	1130
"ADAMTS9-AS1"	2
"ADAMTS9-AS2"	117
"ADAMTSL1"	45
"ADAMTSL2"	142
"ADAMTSL3"	459
"ADAMTSL4"	28
"ADAMTSL4-AS1"	21
"ADAMTSL5"	9
"ADAP1"	1057
"ADAP2"	114
"ADAR"	5445
"ADARB1"	850
"ADARB2"	1128
"ADARB2-AS1"	15
"ADAT1"	648
"ADAT2"	153
"ADAT3"	48
"ADCK1"	160
"ADCK2"	262
"ADCK5"	49
"ADCY1"	5405
"ADCY10"	48
"ADCY10P1"	525
"ADCY2"	2548
"ADCY3"	1074
"ADCY4"	30
"ADCY5"	1759
"ADCY6"	509
"ADCY7"	296
"ADCY8"	613
"ADCY9"	686
"ADCYAP1"	152
"ADCYAP1R1"	2553
"ADD1"	5527
"ADD2"	2000
"ADD3"	5542
"ADD3-AS1"	39
"ADGB"	3
"ADGRA1"	357
"ADGRA1-AS1"	14
"ADGRA2"	128
"ADGRA3"	1081
"ADGRB1"	948
"ADGRB2"	1924
"ADGRB3"	3853
"ADGRD1"	56
"ADGRD1-AS1"	0
"ADGRE1"	6
"ADGRE2"	169
"ADGRE3"	2
"ADGRE4P"	9
"ADGRE5"	151
"ADGRF1"	0
"ADGRF2"	1
"ADGRF3"	11
"ADGRF4"	3
"ADGRF5"	436
"ADGRG1"	2324
"ADGRG2"	5
"ADGRG3"	4
"ADGRG4"	0
"ADGRG5"	23
"ADGRG6"	78
"ADGRG7"	1
"ADGRL1"	3240
"ADGRL2"	1678
"ADGRL3"	3281
"ADGRL3-AS1"	1
"ADGRL4"	137
"ADGRV1"	5400
"ADH1A"	0
"ADH1B"	22
"ADH1C"	2
"ADH4"	0
"ADH5"	915
"ADH6"	0
"ADH7"	0
"ADHFE1"	464
"ADI1"	578
"ADIG"	0
"ADIPOQ"	0
"ADIPOQ-AS1"	0
"ADIPOR1"	876
"ADIPOR2"	3935
"ADIRF"	139
"ADK"	357
"ADM"	529
"ADM2"	4
"ADM5"	5
"ADNP"	2408
"ADNP-AS1"	6
"ADNP2"	672
"ADO"	953
"ADORA1"	913
"ADORA2A"	20
"ADORA2A-AS1"	0
"ADORA2B"	89
"ADORA3"	111
"ADPGK"	417
"ADPGK-AS1"	11
"ADPRH"	43
"ADPRHL1"	58
"ADPRHL2"	145
"ADPRM"	134
"ADRA1A"	546
"ADRA1B"	128
"ADRA1D"	26
"ADRA2A"	76
"ADRA2B"	4
"ADRA2C"	63
"ADRB1"	170
"ADRB2"	75
"ADRB3"	8
"ADRM1"	342
"ADSL"	190
"ADSS"	1302
"ADSSL1"	123
"ADTRP"	33
"AEBP1"	594
"AEBP2"	1138
"AEN"	132
"AES"	2784
"AFAP1"	804
"AFAP1-AS1"	18
"AFAP1L1"	56
"AFAP1L2"	355
"AFDN"	3426
"AFDN-DT"	21
"AFF1"	2067
"AFF1-AS1"	100
"AFF2"	470
"AFF3"	1216
"AFF4"	5010
"AFG1L"	258
"AFG3L1P"	277
"AFG3L2"	963
"AFM"	0
"AFMID"	326
"AFP"	4
"AFTPH"	1251
"AGA"	160
"AGAP1"	6206
"AGAP1-IT1"	29
"AGAP11"	48
"AGAP12P"	177
"AGAP2"	2790
"AGAP2-AS1"	17
"AGAP3"	1569
"AGAP4"	372
"AGAP5"	131
"AGAP6"	252
"AGAP7P"	14
"AGAP9"	96
"AGBL1"	6
"AGBL1-AS1"	0
"AGBL2"	9
"AGBL3"	129
"AGBL4"	247
"AGBL4-IT1"	46
"AGBL5"	185
"AGBL5-AS1"	1
"AGER"	21
"AGFG1"	2560
"AGFG2"	417
"AGGF1"	1053
"AGK"	585
"AGL"	1383
"AGMAT"	33
"AGMO"	38
"AGO1"	1518
"AGO2"	3057
"AGO3"	1049
"AGO4"	1033
"AGPAT1"	757
"AGPAT2"	58
"AGPAT3"	2329
"AGPAT4"	2225
"AGPAT4-IT1"	238
"AGPAT5"	998
"AGPS"	1486
"AGR2"	0
"AGR3"	0
