gene/TE	../../STAR_v252_mapping/CGND_12952/HRA-00792_PE.bam
"A1BG"	21
"A1BG-AS1"	65
"A1CF"	0
"A2M"	3587
"A2M-AS1"	96
"A2ML1"	324
"A2MP1"	4
"A3GALT2"	2
"A4GALT"	92
"A4GNT"	0
"AA06"	18
"AAAS"	241
"AACS"	313
"AACSP1"	4
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	2
"AADACL3"	0
"AADACL4"	0
"AADACP1"	2
"AADAT"	206
"AAED1"	60
"AAGAB"	285
"AAK1"	2926
"AAMDC"	74
"AAMP"	483
"AANAT"	3
"AAR2"	143
"AARD"	2
"AARS"	1855
"AARS2"	341
"AARSD1"	55
"AASDH"	405
"AASDHPPT"	509
"AASS"	1131
"AATBC"	7
"AATF"	268
"AATK"	3301
"ABALON"	1
"ABAT"	4182
"ABCA1"	2183
"ABCA10"	215
"ABCA11P"	158
"ABCA12"	7
"ABCA13"	21
"ABCA17P"	60
"ABCA2"	13787
"ABCA3"	1474
"ABCA4"	68
"ABCA5"	1090
"ABCA6"	811
"ABCA7"	178
"ABCA8"	1589
"ABCA9"	496
"ABCA9-AS1"	0
"ABCB1"	695
"ABCB10"	252
"ABCB11"	8
"ABCB4"	9
"ABCB5"	0
"ABCB6"	252
"ABCB7"	250
"ABCB8"	530
"ABCB9"	396
"ABCC1"	480
"ABCC10"	274
"ABCC11"	32
"ABCC12"	13
"ABCC13"	1
"ABCC2"	24
"ABCC3"	49
"ABCC4"	493
"ABCC5"	1205
"ABCC5-AS1"	0
"ABCC6"	30
"ABCC6P1"	6
"ABCC6P2"	1
"ABCC8"	538
"ABCC9"	1132
"ABCD1"	71
"ABCD2"	270
"ABCD3"	811
"ABCD4"	559
"ABCE1"	485
"ABCF1"	433
"ABCF2"	420
"ABCF3"	382
"ABCG1"	402
"ABCG2"	516
"ABCG4"	93
"ABCG5"	2
"ABCG8"	18
"ABHD1"	26
"ABHD10"	266
"ABHD11"	99
"ABHD11-AS1"	0
"ABHD12"	642
"ABHD12B"	23
"ABHD13"	210
"ABHD14A"	98
"ABHD14A-ACY1"	79
"ABHD14B"	141
"ABHD15"	127
"ABHD16A"	272
"ABHD16B"	0
"ABHD17A"	858
"ABHD17B"	482
"ABHD17C"	228
"ABHD18"	293
"ABHD2"	2653
"ABHD3"	135
"ABHD4"	377
"ABHD5"	398
"ABHD6"	334
"ABHD8"	347
"ABI1"	1171
"ABI2"	2901
"ABI3"	106
"ABI3BP"	403
"ABL1"	1418
"ABL2"	1005
"ABLIM1"	5307
"ABLIM2"	460
"ABLIM3"	691
"ABO"	14
"ABR"	5627
"ABRA"	1
"ABRACL"	18
"ABRAXAS1"	79
"ABRAXAS2"	162
"ABT1"	80
"ABTB1"	322
"ABTB2"	208
"ACAA1"	462
"ACAA2"	542
"ACACA"	2121
"ACACB"	2097
"ACAD10"	308
"ACAD11"	366
"ACAD8"	245
"ACAD9"	466
"ACADL"	91
"ACADM"	539
"ACADS"	192
"ACADSB"	624
"ACADVL"	2332
"ACAN"	65
"ACAP1"	11
"ACAP2"	1178
"ACAP3"	1310
"ACAT1"	382
"ACAT2"	150
"ACBD3"	406
"ACBD3-AS1"	1
"ACBD4"	209
"ACBD5"	1168
"ACBD6"	177
"ACBD7"	1616
"ACBD7-DCLRE1CP1"	121
"ACCS"	222
"ACCSL"	0
"ACD"	105
"ACE"	66
"ACE2"	14
"ACER1"	0
"ACER2"	86
"ACER3"	823
"ACHE"	222
"ACIN1"	1528
"ACKR1"	90
"ACKR2"	35
"ACKR3"	171
"ACKR4"	6
"ACLY"	994
"ACMSD"	0
"ACO1"	599
"ACO2"	3177
"ACOD1"	0
"ACOT1"	60
