gene/TE	../../BAM/CGND_13315/HRA-01357_PE.bam
"A1BG"	134
"A1BG-AS1"	300
"A1CF"	0
"A2M"	6077
"A2M-AS1"	171
"A2ML1"	42
"A2MP1"	8
"A3GALT2"	5
"A4GALT"	225
"A4GNT"	0
"AA06"	35
"AAAS"	633
"AACS"	1932
"AACSP1"	11
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	2
"AADACL3"	0
"AADACL4"	0
"AADACP1"	1
"AADAT"	387
"AAED1"	113
"AAGAB"	1194
"AAK1"	12212
"AAMDC"	133
"AAMP"	2354
"AANAT"	6
"AAR2"	536
"AARD"	14
"AARS"	12617
"AARS2"	1059
"AARSD1"	310
"AASDH"	572
"AASDHPPT"	2280
"AASS"	1071
"AATBC"	5
"AATF"	1228
"AATK"	14799
"ABALON"	5
"ABAT"	9355
"ABCA1"	2143
"ABCA10"	449
"ABCA11P"	348
"ABCA12"	16
"ABCA13"	8
"ABCA17P"	144
"ABCA2"	54970
"ABCA3"	7125
"ABCA4"	35
"ABCA5"	2258
"ABCA6"	551
"ABCA7"	640
"ABCA8"	4022
"ABCA9"	323
"ABCA9-AS1"	1
"ABCB1"	504
"ABCB10"	492
"ABCB11"	2
"ABCB4"	24
"ABCB5"	0
"ABCB6"	1009
"ABCB7"	547
"ABCB8"	1318
"ABCB9"	815
"ABCC1"	969
"ABCC10"	578
"ABCC11"	38
"ABCC12"	55
"ABCC13"	1
"ABCC2"	53
"ABCC3"	45
"ABCC4"	464
"ABCC5"	3441
"ABCC5-AS1"	0
"ABCC6"	52
"ABCC6P1"	6
"ABCC6P2"	1
"ABCC8"	1001
"ABCC9"	1805
"ABCD1"	186
"ABCD2"	549
"ABCD3"	1122
"ABCD4"	1201
"ABCE1"	1452
"ABCF1"	2028
"ABCF2"	2134
"ABCF3"	1643
"ABCG1"	1500
"ABCG2"	276
"ABCG4"	601
"ABCG5"	15
"ABCG8"	69
"ABHD1"	15
"ABHD10"	774
"ABHD11"	203
"ABHD11-AS1"	1
"ABHD12"	2756
"ABHD12B"	141
"ABHD13"	649
"ABHD14A"	521
"ABHD14A-ACY1"	271
"ABHD14B"	277
"ABHD15"	179
"ABHD16A"	1251
"ABHD16B"	0
"ABHD17A"	3141
"ABHD17B"	1500
"ABHD17C"	317
"ABHD18"	489
"ABHD2"	7630
"ABHD3"	144
"ABHD4"	1066
"ABHD5"	605
"ABHD6"	1773
"ABHD8"	2381
"ABI1"	2114
"ABI2"	8047
"ABI3"	387
"ABI3BP"	308
"ABL1"	4361
"ABL2"	3860
"ABLIM1"	7028
"ABLIM2"	2676
"ABLIM3"	1744
"ABO"	45
"ABR"	18908
"ABRA"	13
"ABRACL"	116
"ABRAXAS1"	103
"ABRAXAS2"	565
"ABT1"	271
"ABTB1"	1378
"ABTB2"	475
"ACAA1"	1388
"ACAA2"	686
"ACACA"	7813
"ACACB"	1332
"ACAD10"	629
"ACAD11"	655
"ACAD8"	749
"ACAD9"	1196
"ACADL"	69
"ACADM"	838
"ACADS"	299
"ACADSB"	1271
"ACADVL"	3171
"ACAN"	376
"ACAP1"	28
"ACAP2"	2030
"ACAP3"	4110
"ACAT1"	783
"ACAT2"	854
"ACBD3"	1355
"ACBD3-AS1"	0
"ACBD4"	414
"ACBD5"	2425
"ACBD6"	488
"ACBD7"	1150
"ACBD7-DCLRE1CP1"	82
"ACCS"	134
"ACCSL"	0
"ACD"	471
"ACE"	280
"ACE2"	12
"ACER1"	3
"ACER2"	339
"ACER3"	2084
"ACHE"	757
"ACIN1"	4607
"ACKR1"	413
"ACKR2"	73
"ACKR3"	142
"ACKR4"	1
"ACLY"	4774
"ACMSD"	0
"ACO1"	1062
"ACO2"	10189
"ACOD1"	0
"ACOT1"	96
"ACOT11"	489
"ACOT12"	8
"ACOT13"	572
"ACOT2"	401
"ACOT4"	60
"ACOT6"	1
"ACOT7"	3115
"ACOT8"	631
"ACOT9"	551
"ACOX1"	2857
"ACOX2"	67
"ACOX3"	912
"ACOXL"	0
"ACOXL-AS1"	21
"ACP1"	1169
"ACP2"	681
"ACP4"	0
"ACP5"	7
"ACP6"	318
"ACP7"	213
"ACPP"	28
"ACR"	10
"ACRBP"	26
"ACRV1"	21
"ACSBG1"	1793
"ACSBG2"	0
"ACSF2"	172
"ACSF3"	753
"ACSL1"	3800
"ACSL3"	6317
"ACSL4"	2388
"ACSL5"	517
"ACSL6"	4244
"ACSM1"	2
"ACSM2A"	0
"ACSM2B"	1
"ACSM3"	1
"ACSM4"	0
"ACSM5"	56
"ACSM6"	0
"ACSS1"	1661
"ACSS2"	1413
"ACSS3"	658
"ACTA1"	17
"ACTA2"	138
"ACTA2-AS1"	252
"ACTB"	71756
"ACTBL2"	0
"ACTC1"	35
"ACTG1"	29737
"ACTG1P17"	17
"ACTG1P20"	65
"ACTG1P4"	152
"ACTG2"	2
"ACTL10"	3
"ACTL6A"	204
"ACTL6B"	889
"ACTL7A"	0
"ACTL7B"	0
"ACTL8"	1
"ACTL9"	0
"ACTN1"	5824
"ACTN1-AS1"	4
"ACTN2"	3068
"ACTN3"	1
"ACTN4"	8545
"ACTR10"	1165
"ACTR1A"	5836
"ACTR1B"	2552
"ACTR2"	7075
"ACTR3"	2624
"ACTR3B"	1238
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	294
"ACTR5"	352
"ACTR6"	637
"ACTR8"	1160
"ACTRT1"	3
"ACTRT2"	0
"ACTRT3"	40
"ACVR1"	569
"ACVR1B"	2621
"ACVR1C"	757
"ACVR2A"	822
"ACVR2B"	1729
"ACVR2B-AS1"	21
"ACVRL1"	441
"ACY1"	71
"ACY3"	9
"ACYP1"	365
"ACYP2"	588
"ADA"	260
"ADA2"	435
"ADAD1"	0
"ADAD2"	11
"ADAL"	349
"ADAM10"	2642
"ADAM11"	2430
"ADAM12"	351
"ADAM15"	1356
"ADAM17"	1051
"ADAM18"	0
"ADAM19"	581
"ADAM1A"	141
"ADAM2"	0
"ADAM20"	238
"ADAM20P1"	204
"ADAM21"	17
"ADAM21P1"	1
"ADAM22"	6504
"ADAM23"	4193
"ADAM28"	569
"ADAM29"	4
"ADAM30"	0
"ADAM32"	263
"ADAM33"	63
"ADAM3A"	0
"ADAM3B"	3
"ADAM5"	5
