gene/TE	../../STAR_v252_mapping/CGND_12675/HRA-00213_PE.bam
"A1BG"	38
"A1BG-AS1"	172
"A1CF"	0
"A2M"	2726
"A2M-AS1"	117
"A2ML1"	123
"A2MP1"	3
"A3GALT2"	2
"A4GALT"	93
"A4GNT"	1
"AA06"	42
"AAAS"	250
"AACS"	1453
"AACSP1"	17
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	3
"AADACL3"	0
"AADACL4"	0
"AADACP1"	2
"AADAT"	438
"AAED1"	112
"AAGAB"	1572
"AAK1"	15570
"AAMDC"	68
"AAMP"	1354
"AANAT"	1
"AAR2"	269
"AARD"	15
"AARS"	7391
"AARS2"	592
"AARSD1"	243
"AASDH"	881
"AASDHPPT"	4255
"AASS"	845
"AATBC"	1
"AATF"	564
"AATK"	2505
"ABALON"	2
"ABAT"	8420
"ABCA1"	796
"ABCA10"	1000
"ABCA11P"	463
"ABCA12"	14
"ABCA13"	7
"ABCA17P"	112
"ABCA2"	7162
"ABCA3"	4456
"ABCA4"	31
"ABCA5"	5008
"ABCA6"	813
"ABCA7"	337
"ABCA8"	601
"ABCA9"	839
"ABCA9-AS1"	0
"ABCB1"	802
"ABCB10"	555
"ABCB11"	2
"ABCB4"	15
"ABCB5"	0
"ABCB6"	486
"ABCB7"	543
"ABCB8"	584
"ABCB9"	586
"ABCC1"	659
"ABCC10"	324
"ABCC11"	21
"ABCC12"	74
"ABCC13"	0
"ABCC2"	19
"ABCC3"	13
"ABCC4"	455
"ABCC5"	3248
"ABCC5-AS1"	0
"ABCC6"	7
"ABCC6P1"	31
"ABCC6P2"	5
"ABCC8"	939
"ABCC9"	1732
"ABCD1"	49
"ABCD2"	1354
"ABCD3"	1778
"ABCD4"	413
"ABCE1"	2105
"ABCF1"	958
"ABCF2"	1511
"ABCF3"	1134
"ABCG1"	757
"ABCG2"	625
"ABCG4"	538
"ABCG5"	24
"ABCG8"	61
"ABHD1"	13
"ABHD10"	1239
"ABHD11"	133
"ABHD11-AS1"	1
"ABHD12"	1851
"ABHD12B"	197
"ABHD13"	1362
"ABHD14A"	377
"ABHD14A-ACY1"	206
"ABHD14B"	133
"ABHD15"	94
"ABHD16A"	681
"ABHD16B"	0
"ABHD17A"	1220
"ABHD17B"	1055
"ABHD17C"	497
"ABHD18"	609
"ABHD2"	8104
"ABHD3"	206
"ABHD4"	304
"ABHD5"	702
"ABHD6"	791
"ABHD8"	1492
"ABI1"	3279
"ABI2"	12247
"ABI3"	84
"ABI3BP"	160
"ABL1"	1120
"ABL2"	3268
"ABLIM1"	7546
"ABLIM2"	2246
"ABLIM3"	1057
"ABO"	11
"ABR"	12974
"ABRA"	10
"ABRACL"	241
"ABRAXAS1"	94
"ABRAXAS2"	725
"ABT1"	189
"ABTB1"	770
"ABTB2"	118
"ACAA1"	749
"ACAA2"	578
"ACACA"	6452
"ACACB"	626
"ACAD10"	395
"ACAD11"	604
"ACAD8"	520
"ACAD9"	791
"ACADL"	114
"ACADM"	1473
"ACADS"	171
"ACADSB"	2373
"ACADVL"	1442
"ACAN"	91
"ACAP1"	4
"ACAP2"	2724
"ACAP3"	1557
"ACAT1"	1050
"ACAT2"	871
"ACBD3"	1386
"ACBD3-AS1"	0
"ACBD4"	259
"ACBD5"	2461
"ACBD6"	464
"ACBD7"	1946
"ACBD7-DCLRE1CP1"	123
"ACCS"	123
"ACCSL"	1
"ACD"	200
"ACE"	181
"ACE2"	3
"ACER1"	2
"ACER2"	328
"ACER3"	1661
"ACHE"	434
"ACIN1"	2093
"ACKR1"	192
"ACKR2"	42
"ACKR3"	137
"ACKR4"	3
"ACLY"	3425
"ACMSD"	1
"ACO1"	1124
"ACO2"	5546
"ACOD1"	0
"ACOT1"	109
"ACOT11"	384
"ACOT12"	14
"ACOT13"	529
"ACOT2"	348
"ACOT4"	103
"ACOT6"	1
"ACOT7"	2197
"ACOT8"	351
"ACOT9"	699
"ACOX1"	3533
"ACOX2"	53
"ACOX3"	627
"ACOXL"	0
"ACOXL-AS1"	28
"ACP1"	1499
"ACP2"	574
"ACP4"	0
"ACP5"	9
"ACP6"	202
"ACP7"	8
"ACPP"	21
"ACR"	5
"ACRBP"	10
"ACRV1"	27
"ACSBG1"	1182
"ACSBG2"	2
"ACSF2"	94
"ACSF3"	275
"ACSL1"	1294
"ACSL3"	8745
"ACSL4"	4052
"ACSL5"	247
"ACSL6"	7615
"ACSM1"	6
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	8
"ACSM4"	0
"ACSM5"	37
"ACSM6"	0
"ACSS1"	999
"ACSS2"	587
"ACSS3"	807
"ACTA1"	13
"ACTA2"	77
"ACTA2-AS1"	237
"ACTB"	33122
