gene/TE	../../BAM/CGND_13132/HRA-01218_PE.bam
"A1BG"	30
"A1BG-AS1"	85
"A1CF"	0
"A2M"	1670
"A2M-AS1"	78
"A2ML1"	245
"A2MP1"	3
"A3GALT2"	0
"A4GALT"	34
"A4GNT"	0
"AA06"	40
"AAAS"	205
"AACS"	857
"AACSP1"	4
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	1
"AADAT"	281
"AAED1"	72
"AAGAB"	691
"AAK1"	6817
"AAMDC"	67
"AAMP"	848
"AANAT"	0
"AAR2"	249
"AARD"	11
"AARS"	3641
"AARS2"	397
"AARSD1"	89
"AASDH"	656
"AASDHPPT"	1731
"AASS"	793
"AATBC"	3
"AATF"	447
"AATK"	4482
"ABALON"	2
"ABAT"	5829
"ABCA1"	771
"ABCA10"	451
"ABCA11P"	254
"ABCA12"	17
"ABCA13"	2
"ABCA17P"	61
"ABCA2"	14800
"ABCA3"	3043
"ABCA4"	19
"ABCA5"	2324
"ABCA6"	865
"ABCA7"	158
"ABCA8"	2145
"ABCA9"	488
"ABCA9-AS1"	0
"ABCB1"	163
"ABCB10"	330
"ABCB11"	1
"ABCB4"	5
"ABCB5"	0
"ABCB6"	255
"ABCB7"	400
"ABCB8"	416
"ABCB9"	464
"ABCC1"	364
"ABCC10"	177
"ABCC11"	35
"ABCC12"	50
"ABCC13"	0
"ABCC2"	24
"ABCC3"	5
"ABCC4"	357
"ABCC5"	1273
"ABCC5-AS1"	0
"ABCC6"	16
"ABCC6P1"	5
"ABCC6P2"	2
"ABCC8"	472
"ABCC9"	946
"ABCD1"	65
"ABCD2"	554
"ABCD3"	1206
"ABCD4"	244
"ABCE1"	899
"ABCF1"	724
"ABCF2"	876
"ABCF3"	632
"ABCG1"	537
"ABCG2"	210
"ABCG4"	301
"ABCG5"	7
"ABCG8"	36
"ABHD1"	19
"ABHD10"	682
"ABHD11"	81
"ABHD11-AS1"	0
"ABHD12"	1314
"ABHD12B"	96
"ABHD13"	584
"ABHD14A"	266
"ABHD14A-ACY1"	148
"ABHD14B"	111
"ABHD15"	89
"ABHD16A"	409
"ABHD16B"	0
"ABHD17A"	1863
"ABHD17B"	895
"ABHD17C"	365
"ABHD18"	433
"ABHD2"	4624
"ABHD3"	120
"ABHD4"	322
"ABHD5"	499
"ABHD6"	603
"ABHD8"	1097
"ABI1"	1541
"ABI2"	5786
"ABI3"	33
"ABI3BP"	229
"ABL1"	1622
"ABL2"	2107
"ABLIM1"	6121
"ABLIM2"	1149
"ABLIM3"	781
"ABO"	15
"ABR"	10226
"ABRA"	5
"ABRACL"	56
"ABRAXAS1"	104
"ABRAXAS2"	376
"ABT1"	141
"ABTB1"	482
"ABTB2"	209
"ACAA1"	559
"ACAA2"	625
"ACACA"	4130
"ACACB"	904
"ACAD10"	271
"ACAD11"	369
"ACAD8"	280
"ACAD9"	522
"ACADL"	80
"ACADM"	839
"ACADS"	152
"ACADSB"	1343
"ACADVL"	1262
"ACAN"	74
"ACAP1"	14
