gene/TE	../../BAM/CGND_13315/HRA-00487_PE.bam
"A1BG"	51
"A1BG-AS1"	145
"A1CF"	0
"A2M"	1372
"A2M-AS1"	93
"A2ML1"	77
"A2MP1"	0
"A3GALT2"	4
"A4GALT"	25
"A4GNT"	2
"AA06"	24
"AAAS"	249
"AACS"	1080
"AACSP1"	12
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	276
"AAED1"	41
"AAGAB"	670
"AAK1"	6437
"AAMDC"	52
"AAMP"	1047
"AANAT"	3
"AAR2"	230
"AARD"	6
"AARS"	4619
"AARS2"	555
"AARSD1"	175
"AASDH"	402
"AASDHPPT"	1399
"AASS"	663
"AATBC"	3
"AATF"	473
"AATK"	7017
"ABALON"	0
"ABAT"	4574
"ABCA1"	590
"ABCA10"	365
"ABCA11P"	235
"ABCA12"	13
"ABCA13"	1
"ABCA17P"	60
"ABCA2"	22220
"ABCA3"	3229
"ABCA4"	7
"ABCA5"	1645
"ABCA6"	311
"ABCA7"	317
"ABCA8"	2038
"ABCA9"	327
"ABCA9-AS1"	0
"ABCB1"	232
"ABCB10"	337
"ABCB11"	1
"ABCB4"	11
"ABCB5"	0
"ABCB6"	402
"ABCB7"	228
"ABCB8"	639
"ABCB9"	526
"ABCC1"	408
"ABCC10"	382
"ABCC11"	18
"ABCC12"	95
"ABCC13"	1
"ABCC2"	26
"ABCC3"	25
"ABCC4"	172
"ABCC5"	2070
"ABCC5-AS1"	0
"ABCC6"	10
"ABCC6P1"	5
"ABCC6P2"	1
"ABCC8"	916
"ABCC9"	308
"ABCD1"	74
"ABCD2"	378
"ABCD3"	643
"ABCD4"	443
"ABCE1"	743
"ABCF1"	875
"ABCF2"	1011
"ABCF3"	907
"ABCG1"	718
"ABCG2"	374
"ABCG4"	365
"ABCG5"	7
"ABCG8"	52
"ABHD1"	13
"ABHD10"	457
"ABHD11"	125
"ABHD11-AS1"	0
"ABHD12"	1258
"ABHD12B"	79
"ABHD13"	355
"ABHD14A"	246
"ABHD14A-ACY1"	139
"ABHD14B"	102
"ABHD15"	74
"ABHD16A"	524
"ABHD16B"	0
"ABHD17A"	1318
"ABHD17B"	702
"ABHD17C"	173
"ABHD18"	291
"ABHD2"	3599
"ABHD3"	85
"ABHD4"	188
"ABHD5"	328
"ABHD6"	628
"ABHD8"	1048
"ABI1"	1041
"ABI2"	4766
"ABI3"	30
"ABI3BP"	62
"ABL1"	1539
"ABL2"	1715
"ABLIM1"	3781
"ABLIM2"	1671
"ABLIM3"	736
"ABO"	11
"ABR"	9116
"ABRA"	0
"ABRACL"	67
"ABRAXAS1"	55
"ABRAXAS2"	287
"ABT1"	155
"ABTB1"	741
"ABTB2"	196
"ACAA1"	656
"ACAA2"	293
"ACACA"	4003
"ACACB"	986
"ACAD10"	326
"ACAD11"	367
"ACAD8"	387
"ACAD9"	665
"ACADL"	45
"ACADM"	508
"ACADS"	120
"ACADSB"	954
"ACADVL"	1487
"ACAN"	68
"ACAP1"	10
"ACAP2"	1012
"ACAP3"	2666
"ACAT1"	452
"ACAT2"	425
"ACBD3"	642
"ACBD3-AS1"	0
"ACBD4"	220
"ACBD5"	1333
"ACBD6"	263
"ACBD7"	879
"ACBD7-DCLRE1CP1"	55
"ACCS"	104
"ACCSL"	1
"ACD"	170
"ACE"	142
"ACE2"	8
"ACER1"	1
"ACER2"	120
"ACER3"	749
"ACHE"	338
"ACIN1"	2088
"ACKR1"	110
"ACKR2"	11
"ACKR3"	73
"ACKR4"	0
"ACLY"	1968
"ACMSD"	0
"ACO1"	447
"ACO2"	3859
"ACOD1"	0
"ACOT1"	27
"ACOT11"	415
"ACOT12"	8
"ACOT13"	267
"ACOT2"	182
"ACOT4"	43
"ACOT6"	0
"ACOT7"	1551
"ACOT8"	286
"ACOT9"	309
"ACOX1"	1492
"ACOX2"	27
"ACOX3"	510
"ACOXL"	0
"ACOXL-AS1"	7
"ACP1"	585
"ACP2"	412
"ACP4"	0
"ACP5"	3
"ACP6"	153
"ACP7"	71
"ACPP"	8
"ACR"	5
"ACRBP"	6
"ACRV1"	12
"ACSBG1"	830
"ACSBG2"	0
"ACSF2"	80
"ACSF3"	269
"ACSL1"	1381
"ACSL3"	2811
"ACSL4"	1275
"ACSL5"	49
"ACSL6"	2832
"ACSM1"	7
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	2
"ACSM4"	0
"ACSM5"	40
"ACSM6"	0
"ACSS1"	1103
"ACSS2"	811
"ACSS3"	290
"ACTA1"	10
"ACTA2"	48
"ACTA2-AS1"	143
"ACTB"	21845
"ACTBL2"	0
"ACTC1"	16
"ACTG1"	10269
"ACTG1P17"	22
"ACTG1P20"	65
"ACTG1P4"	143
"ACTG2"	0
"ACTL10"	6
"ACTL6A"	71
"ACTL6B"	441
"ACTL7A"	0
"ACTL7B"	1
"ACTL8"	1
"ACTL9"	0
"ACTN1"	2021
"ACTN1-AS1"	2
"ACTN2"	1350
"ACTN3"	3
"ACTN4"	2976
"ACTR10"	598
"ACTR1A"	2372
"ACTR1B"	1561
"ACTR2"	3660
"ACTR3"	1163
"ACTR3B"	627
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	165
"ACTR5"	199
"ACTR6"	301
"ACTR8"	494
"ACTRT1"	2
"ACTRT2"	0
"ACTRT3"	27
"ACVR1"	281
"ACVR1B"	1197
"ACVR1C"	486
"ACVR2A"	477
"ACVR2B"	750
"ACVR2B-AS1"	27
"ACVRL1"	56
"ACY1"	50
"ACY3"	23
"ACYP1"	171
"ACYP2"	340
"ADA"	107
"ADA2"	148
"ADAD1"	0
"ADAD2"	12
"ADAL"	191
"ADAM10"	1490
"ADAM11"	1475
"ADAM12"	81
"ADAM15"	548
"ADAM17"	500
"ADAM18"	0
"ADAM19"	396
"ADAM1A"	143
"ADAM2"	0
"ADAM20"	133
"ADAM20P1"	112
"ADAM21"	5
"ADAM21P1"	0
"ADAM22"	3801
"ADAM23"	2432
"ADAM28"	86
"ADAM29"	5
"ADAM30"	0
"ADAM32"	145
"ADAM33"	68
"ADAM3A"	0
"ADAM3B"	3
"ADAM5"	0
"ADAM6"	0
"ADAM7"	0
"ADAM8"	49
"ADAM9"	805
"ADAMDEC1"	0
"ADAMTS1"	774
"ADAMTS10"	454
"ADAMTS12"	11
"ADAMTS13"	262
"ADAMTS14"	159
"ADAMTS15"	14
"ADAMTS16"	89
"ADAMTS17"	182
"ADAMTS18"	273
"ADAMTS19"	200
"ADAMTS19-AS1"	18
"ADAMTS2"	132
"ADAMTS20"	10
"ADAMTS3"	237
"ADAMTS4"	1175
"ADAMTS5"	51
"ADAMTS6"	43
"ADAMTS7"	33
"ADAMTS7P1"	69
"ADAMTS8"	316
"ADAMTS9"	131
"ADAMTS9-AS1"	8
"ADAMTS9-AS2"	77
"ADAMTSL1"	92
"ADAMTSL2"	343
"ADAMTSL3"	225
"ADAMTSL4"	10
"ADAMTSL4-AS1"	30
"ADAMTSL5"	16
"ADAP1"	1613
"ADAP2"	70
"ADAR"	6772
"ADARB1"	1375
"ADARB2"	1988
"ADARB2-AS1"	19
"ADAT1"	595
"ADAT2"	116
"ADAT3"	67
"ADCK1"	267
"ADCK2"	481
"ADCK5"	97
"ADCY1"	10127
"ADCY10"	54
"ADCY10P1"	286
"ADCY2"	2771
"ADCY3"	1195
"ADCY4"	38
"ADCY5"	2457
"ADCY6"	858
"ADCY7"	250
"ADCY8"	384
"ADCY9"	992
"ADCYAP1"	191
"ADCYAP1R1"	2882
"ADD1"	6326
"ADD2"	4311
"ADD3"	3544
"ADD3-AS1"	21
"ADGB"	2
"ADGRA1"	800
"ADGRA1-AS1"	27
"ADGRA2"	250
"ADGRA3"	532
"ADGRB1"	2573
"ADGRB2"	4453
"ADGRB3"	3677
"ADGRD1"	39
"ADGRD1-AS1"	0
"ADGRE1"	0
"ADGRE2"	64
"ADGRE3"	0
"ADGRE4P"	3
"ADGRE5"	163
"ADGRF1"	1
"ADGRF2"	3
"ADGRF3"	11
"ADGRF4"	4
"ADGRF5"	487
"ADGRG1"	1461
"ADGRG2"	2
"ADGRG3"	3
"ADGRG4"	2
"ADGRG5"	5
"ADGRG6"	16
"ADGRG7"	0
"ADGRL1"	6105
"ADGRL2"	1333
"ADGRL3"	3540
"ADGRL3-AS1"	1
"ADGRL4"	35
"ADGRV1"	4086
"ADH1A"	0
"ADH1B"	4
"ADH1C"	0
"ADH4"	0
"ADH5"	879
"ADH6"	0
"ADH7"	0
"ADHFE1"	290
"ADI1"	439
"ADIG"	1
"ADIPOQ"	3
"ADIPOQ-AS1"	0
"ADIPOR1"	724
"ADIPOR2"	1728
"ADIRF"	95
"ADK"	292
"ADM"	15
"ADM2"	0
"ADM5"	14
"ADNP"	1999
"ADNP-AS1"	6
"ADNP2"	668
"ADO"	718
"ADORA1"	997
"ADORA2A"	12
"ADORA2A-AS1"	3
"ADORA2B"	59
"ADORA3"	22
"ADPGK"	352
"ADPGK-AS1"	8
"ADPRH"	21
"ADPRHL1"	141
"ADPRHL2"	208
"ADPRM"	69
"ADRA1A"	484
"ADRA1B"	356
"ADRA1D"	45
"ADRA2A"	166
"ADRA2B"	13
"ADRA2C"	54
"ADRB1"	274
"ADRB2"	43
"ADRB3"	6
"ADRM1"	494
"ADSL"	231
"ADSS"	888
"ADSSL1"	111
"ADTRP"	59
"AEBP1"	370
"AEBP2"	794
"AEN"	74
"AES"	4220
"AFAP1"	891
"AFAP1-AS1"	37
"AFAP1L1"	51
"AFAP1L2"	484
"AFDN"	2654
"AFDN-DT"	22
"AFF1"	1179
"AFF1-AS1"	62
"AFF2"	858
"AFF3"	1805
"AFF4"	3820
"AFG1L"	184
"AFG3L1P"	366
"AFG3L2"	1152
"AFM"	0
"AFMID"	500
"AFP"	1
"AFTPH"	1068
"AGA"	104
"AGAP1"	6875
"AGAP1-IT1"	47
"AGAP11"	27
"AGAP12P"	168
"AGAP2"	7828
"AGAP2-AS1"	15
"AGAP3"	2996
"AGAP4"	262
"AGAP5"	144
"AGAP6"	299
"AGAP7P"	12
"AGAP9"	31
"AGBL1"	15
"AGBL1-AS1"	0
"AGBL2"	5
"AGBL3"	64
"AGBL4"	243
"AGBL4-IT1"	39
"AGBL5"	244
"AGBL5-AS1"	1
"AGER"	39
"AGFG1"	1634
"AGFG2"	380
"AGGF1"	1015
"AGK"	627
"AGL"	843
"AGMAT"	32
"AGMO"	4
"AGO1"	1856
"AGO2"	2571
"AGO3"	662
"AGO4"	812
"AGPAT1"	1133
"AGPAT2"	80
"AGPAT3"	2632
"AGPAT4"	1881
"AGPAT4-IT1"	122
"AGPAT5"	614
"AGPS"	817
"AGR2"	0
"AGR3"	0
"AGRN"	2240
"AGRP"	1
"AGT"	1323
"AGTPBP1"	3307
"AGTR1"	1
"AGTR2"	0
"AGTRAP"	54
"AGXT"	1
"AGXT2"	0
"AHCTF1"	1879
"AHCTF1P1"	10
"AHCY"	605
"AHCYL1"	4555
"AHCYL2"	1720
"AHDC1"	1713
"AHI1"	2384
"AHNAK"	9269
"AHNAK2"	4105
"AHR"	513
"AHRR"	172
"AHSA1"	926
"AHSA2P"	702
"AHSG"	8
"AHSP"	0
"AICDA"	0
"AIDA"	598
"AIF1"	33
"AIF1L"	2033
"AIFM1"	286
"AIFM2"	191
"AIFM3"	768
"AIG1"	528
"AIM2"	1
"AIMP1"	342
"AIMP2"	126
"AIP"	368
"AIPL1"	0
"AIRE"	22
"AIRN"	8
"AJAP1"	772
"AJM1"	853
"AJUBA"	13
"AK1"	532
"AK2"	826
"AK3"	690
"AK4"	1245
"AK5"	5560
"AK6"	151
"AK7"	64
"AK8"	29
"AK9"	382
"AKAIN1"	13
"AKAP1"	1004
"AKAP10"	917
"AKAP11"	9677
"AKAP12"	7329
"AKAP13"	1448
"AKAP14"	1
"AKAP17A"	273
"AKAP2"	694
"AKAP3"	62
"AKAP4"	0
"AKAP5"	1161
"AKAP6"	8835
"AKAP7"	334
"AKAP8"	425
"AKAP8L"	956
"AKAP9"	4809
"AKIP1"	112
"AKIRIN1"	1021
"AKIRIN2"	572
"AKNA"	410
"AKNAD1"	9
"AKR1A1"	345
"AKR1B1"	757
"AKR1B10"	0
"AKR1B15"	0
"AKR1C1"	129
"AKR1C2"	101
"AKR1C3"	58
"AKR1C4"	0
"AKR1C6P"	0
"AKR1C8P"	1
"AKR1D1"	0
"AKR1E2"	142
"AKR7A2"	394
"AKR7A2P1"	4
"AKR7A3"	45
"AKR7L"	27
"AKT1"	1078
"AKT1S1"	339
"AKT2"	1073
"AKT3"	5439
"AKTIP"	735
"ALAD"	1569
"ALAS1"	630
"ALAS2"	1
"ALB"	15
"ALCAM"	2167
"ALDH16A1"	134
"ALDH18A1"	396
"ALDH1A1"	469
"ALDH1A2"	38
"ALDH1A3"	185
"ALDH1B1"	134
"ALDH1L1"	619
"ALDH1L1-AS1"	1
"ALDH1L1-AS2"	31
"ALDH1L2"	284
"ALDH2"	2276
"ALDH3A1"	5
"ALDH3A2"	1054
"ALDH3B1"	40
"ALDH3B2"	0
"ALDH4A1"	558
"ALDH5A1"	1529
"ALDH6A1"	2484
"ALDH7A1"	1068
"ALDH8A1"	132
"ALDH9A1"	513
"ALDOA"	11803
"ALDOB"	5
"ALDOC"	6591
"ALG1"	200
"ALG10"	93
"ALG10B"	270
"ALG11"	276
"ALG12"	223
"ALG13"	655
"ALG14"	66
"ALG1L"	4
"ALG1L2"	2
"ALG1L9P"	116
"ALG2"	219
"ALG3"	86
"ALG5"	109
"ALG6"	137
"ALG8"	123
"ALG9"	484
"ALK"	178
"ALKAL1"	3
"ALKAL2"	12
"ALKBH1"	129
