gene/TE	../../BAM/CGND_13028/HRA-00251_PE.bam
"A1BG"	16
"A1BG-AS1"	107
"A1CF"	0
"A2M"	3994
"A2M-AS1"	88
"A2ML1"	186
"A2MP1"	2
"A3GALT2"	2
"A4GALT"	42
"A4GNT"	0
"AA06"	65
"AAAS"	218
"AACS"	1028
"AACSP1"	8
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	234
"AAED1"	71
"AAGAB"	776
"AAK1"	9632
"AAMDC"	73
"AAMP"	894
"AANAT"	2
"AAR2"	229
"AARD"	8
"AARS"	4807
"AARS2"	372
"AARSD1"	127
"AASDH"	606
"AASDHPPT"	1901
"AASS"	694
"AATBC"	4
"AATF"	486
"AATK"	2924
"ABALON"	1
"ABAT"	5999
"ABCA1"	759
"ABCA10"	718
"ABCA11P"	217
"ABCA12"	29
"ABCA13"	6
"ABCA17P"	62
"ABCA2"	8314
"ABCA3"	3057
"ABCA4"	20
"ABCA5"	2727
"ABCA6"	695
"ABCA7"	333
"ABCA8"	1025
"ABCA9"	718
"ABCA9-AS1"	0
"ABCB1"	696
"ABCB10"	323
"ABCB11"	2
"ABCB4"	16
"ABCB5"	0
"ABCB6"	343
"ABCB7"	455
"ABCB8"	397
"ABCB9"	533
"ABCC1"	455
"ABCC10"	301
"ABCC11"	8
"ABCC12"	32
"ABCC13"	1
"ABCC2"	21
"ABCC3"	29
"ABCC4"	359
"ABCC5"	2520
"ABCC5-AS1"	0
"ABCC6"	17
"ABCC6P1"	8
"ABCC6P2"	0
"ABCC8"	746
"ABCC9"	672
"ABCD1"	51
"ABCD2"	779
"ABCD3"	1029
"ABCD4"	444
"ABCE1"	947
"ABCF1"	734
"ABCF2"	960
"ABCF3"	815
"ABCG1"	598
"ABCG2"	1243
"ABCG4"	454
"ABCG5"	11
"ABCG8"	27
"ABHD1"	17
"ABHD10"	608
"ABHD11"	84
"ABHD11-AS1"	0
"ABHD12"	1203
"ABHD12B"	85
"ABHD13"	593
"ABHD14A"	227
