gene/TE	../../STAR_v252_mapping/CGND_12675/HRA-00221_PE.bam
"A1BG"	31
"A1BG-AS1"	92
"A1CF"	0
"A2M"	1148
"A2M-AS1"	66
"A2ML1"	70
"A2MP1"	2
"A3GALT2"	0
"A4GALT"	16
"A4GNT"	1
"AA06"	34
"AAAS"	132
"AACS"	779
"AACSP1"	14
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	314
"AAED1"	58
"AAGAB"	988
"AAK1"	9713
"AAMDC"	59
"AAMP"	713
"AANAT"	1
"AAR2"	187
"AARD"	11
"AARS"	4015
"AARS2"	333
"AARSD1"	142
"AASDH"	461
"AASDHPPT"	2419
"AASS"	674
"AATBC"	0
"AATF"	348
"AATK"	2245
"ABALON"	0
"ABAT"	5302
"ABCA1"	581
"ABCA10"	778
"ABCA11P"	332
"ABCA12"	24
"ABCA13"	1
"ABCA17P"	56
"ABCA2"	6241
"ABCA3"	2337
"ABCA4"	20
"ABCA5"	2674
"ABCA6"	546
"ABCA7"	141
"ABCA8"	659
"ABCA9"	503
"ABCA9-AS1"	0
"ABCB1"	358
"ABCB10"	378
"ABCB11"	7
"ABCB4"	5
"ABCB5"	0
"ABCB6"	265
"ABCB7"	329
"ABCB8"	332
"ABCB9"	322
"ABCC1"	401
"ABCC10"	181
"ABCC11"	16
"ABCC12"	70
"ABCC13"	0
"ABCC2"	8
"ABCC3"	3
"ABCC4"	253
"ABCC5"	1787
"ABCC5-AS1"	0
"ABCC6"	12
"ABCC6P1"	3
"ABCC6P2"	0
"ABCC8"	690
"ABCC9"	474
"ABCD1"	35
"ABCD2"	868
"ABCD3"	1073
"ABCD4"	215
"ABCE1"	1276
"ABCF1"	639
"ABCF2"	929
"ABCF3"	672
"ABCG1"	531
"ABCG2"	415
"ABCG4"	317
"ABCG5"	8
"ABCG8"	32
"ABHD1"	6
"ABHD10"	773
"ABHD11"	76
"ABHD11-AS1"	0
"ABHD12"	1249
"ABHD12B"	83
"ABHD13"	787
"ABHD14A"	217
"ABHD14A-ACY1"	100
"ABHD14B"	68
"ABHD15"	46
"ABHD16A"	405
"ABHD16B"	0
"ABHD17A"	900
"ABHD17B"	727
"ABHD17C"	282
"ABHD18"	395
"ABHD2"	4549
"ABHD3"	85
"ABHD4"	126
"ABHD5"	463
"ABHD6"	487
"ABHD8"	861
"ABI1"	1779
"ABI2"	7638
"ABI3"	19
"ABI3BP"	99
"ABL1"	740
"ABL2"	1946
"ABLIM1"	4491
"ABLIM2"	1445
"ABLIM3"	621
"ABO"	9
"ABR"	7497
"ABRA"	4
"ABRACL"	123
"ABRAXAS1"	72
"ABRAXAS2"	473
"ABT1"	143
"ABTB1"	478
"ABTB2"	118
"ACAA1"	486
"ACAA2"	321
"ACACA"	3804
"ACACB"	506
"ACAD10"	212
"ACAD11"	400
"ACAD8"	314
"ACAD9"	472
"ACADL"	43
"ACADM"	835
"ACADS"	64
"ACADSB"	1410
"ACADVL"	847
"ACAN"	72
"ACAP1"	5
"ACAP2"	1589
"ACAP3"	1238
"ACAT1"	598
"ACAT2"	507
"ACBD3"	899
"ACBD3-AS1"	0
"ACBD4"	143
"ACBD5"	1533
"ACBD6"	270
"ACBD7"	1605
"ACBD7-DCLRE1CP1"	109
"ACCS"	70
"ACCSL"	0
"ACD"	130
"ACE"	104
"ACE2"	7
"ACER1"	0
"ACER2"	109
"ACER3"	1129
"ACHE"	326
"ACIN1"	1145
"ACKR1"	136
"ACKR2"	9
"ACKR3"	80
"ACKR4"	1
"ACLY"	1941
"ACMSD"	0
