gene/TE	../../STAR_v252_mapping/CGND_12952/HRA-00756_PE.bam
"A1BG"	42
"A1BG-AS1"	189
"A1CF"	0
"A2M"	4052
"A2M-AS1"	92
"A2ML1"	201
"A2MP1"	1
"A3GALT2"	8
"A4GALT"	76
"A4GNT"	1
"AA06"	67
"AAAS"	317
"AACS"	1637
"AACSP1"	9
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	3
"AADACL3"	0
"AADACL4"	0
"AADACP1"	2
"AADAT"	350
"AAED1"	91
"AAGAB"	1115
"AAK1"	12083
"AAMDC"	86
"AAMP"	1160
"AANAT"	4
"AAR2"	256
"AARD"	17
"AARS"	6115
"AARS2"	690
"AARSD1"	213
"AASDH"	714
"AASDHPPT"	2165
"AASS"	787
"AATBC"	10
"AATF"	530
"AATK"	4196
"ABALON"	0
"ABAT"	8775
"ABCA1"	957
"ABCA10"	956
"ABCA11P"	355
"ABCA12"	14
"ABCA13"	7
"ABCA17P"	125
"ABCA2"	10439
"ABCA3"	4636
"ABCA4"	18
"ABCA5"	3433
"ABCA6"	872
"ABCA7"	750
"ABCA8"	460
"ABCA9"	953
"ABCA9-AS1"	1
"ABCB1"	875
"ABCB10"	482
"ABCB11"	5
"ABCB4"	19
"ABCB5"	0
"ABCB6"	600
"ABCB7"	442
"ABCB8"	1043
"ABCB9"	904
"ABCC1"	757
"ABCC10"	585
"ABCC11"	53
"ABCC12"	128
"ABCC13"	1
"ABCC2"	24
"ABCC3"	24
"ABCC4"	350
"ABCC5"	3047
"ABCC5-AS1"	0
"ABCC6"	33
"ABCC6P1"	15
"ABCC6P2"	1
"ABCC8"	1769
"ABCC9"	1158
"ABCD1"	117
"ABCD2"	708
"ABCD3"	1297
"ABCD4"	688
"ABCE1"	1223
"ABCF1"	852
"ABCF2"	1284
"ABCF3"	1151
"ABCG1"	609
"ABCG2"	1025
"ABCG4"	655
"ABCG5"	15
"ABCG8"	65
"ABHD1"	16
"ABHD10"	757
"ABHD11"	225
"ABHD11-AS1"	0
"ABHD12"	1741
"ABHD12B"	119
"ABHD13"	586
"ABHD14A"	300
"ABHD14A-ACY1"	205
"ABHD14B"	143
"ABHD15"	117
"ABHD16A"	649
"ABHD16B"	0
"ABHD17A"	2418
"ABHD17B"	576
"ABHD17C"	376
"ABHD18"	627
"ABHD2"	6445
"ABHD3"	161
"ABHD4"	297
"ABHD5"	520
"ABHD6"	693
"ABHD8"	1724
"ABI1"	2056
"ABI2"	8206
"ABI3"	87
"ABI3BP"	150
"ABL1"	1467
"ABL2"	2723
"ABLIM1"	7957
"ABLIM2"	2695
"ABLIM3"	1342
"ABO"	48
"ABR"	13548
"ABRA"	8
"ABRACL"	137
"ABRAXAS1"	80
"ABRAXAS2"	484
"ABT1"	173
"ABTB1"	899
"ABTB2"	169
"ACAA1"	794
"ACAA2"	499
"ACACA"	5955
"ACACB"	1556
"ACAD10"	498
"ACAD11"	582
"ACAD8"	506
"ACAD9"	876
"ACADL"	78
"ACADM"	852
"ACADS"	237
"ACADSB"	1605
"ACADVL"	2770
"ACAN"	162
"ACAP1"	8
"ACAP2"	1794
"ACAP3"	3059
"ACAT1"	727
"ACAT2"	560
"ACBD3"	830
"ACBD3-AS1"	0
"ACBD4"	392
"ACBD5"	1897
"ACBD6"	359
"ACBD7"	2037
"ACBD7-DCLRE1CP1"	139
"ACCS"	209
"ACCSL"	0
"ACD"	305
"ACE"	270
"ACE2"	7
"ACER1"	4
"ACER2"	295
"ACER3"	1227
"ACHE"	605
"ACIN1"	2331
"ACKR1"	193
"ACKR2"	24
"ACKR3"	124
"ACKR4"	2
"ACLY"	2985
"ACMSD"	1
"ACO1"	823
"ACO2"	7547
"ACOD1"	0
"ACOT1"	109
"ACOT11"	590
"ACOT12"	7
"ACOT13"	429
"ACOT2"	296
"ACOT4"	79
"ACOT6"	2
"ACOT7"	2029
"ACOT8"	380
"ACOT9"	529
"ACOX1"	2664
"ACOX2"	81
"ACOX3"	689
"ACOXL"	0
"ACOXL-AS1"	15
"ACP1"	1098
"ACP2"	582
"ACP4"	0
"ACP5"	8
"ACP6"	385
"ACP7"	11
"ACPP"	11
"ACR"	10
"ACRBP"	12
"ACRV1"	24
"ACSBG1"	1655
"ACSBG2"	1
"ACSF2"	179
"ACSF3"	415
"ACSL1"	754
"ACSL3"	4996
"ACSL4"	1986
"ACSL5"	291
"ACSL6"	6653
"ACSM1"	3
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	2
"ACSM4"	0
"ACSM5"	44
"ACSM6"	0
"ACSS1"	1665
"ACSS2"	618
"ACSS3"	679
"ACTA1"	13
"ACTA2"	179
"ACTA2-AS1"	243
"ACTB"	30766
"ACTBL2"	0
"ACTC1"	31
"ACTG1"	16363
"ACTG1P17"	21
"ACTG1P20"	101
"ACTG1P4"	215
"ACTG2"	16
"ACTL10"	0
"ACTL6A"	81
"ACTL6B"	604
"ACTL7A"	0
"ACTL7B"	3
"ACTL8"	1
"ACTL9"	0
"ACTN1"	2797
"ACTN1-AS1"	3
"ACTN2"	1370
"ACTN3"	2
"ACTN4"	3909
"ACTR10"	1238
"ACTR1A"	3400
"ACTR1B"	1977
"ACTR2"	7747
"ACTR3"	2325
"ACTR3B"	999
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	266
"ACTR5"	173
"ACTR6"	616
"ACTR8"	827
"ACTRT1"	1
"ACTRT2"	0
"ACTRT3"	42
"ACVR1"	567
"ACVR1B"	1623
"ACVR1C"	808
"ACVR2A"	739
"ACVR2B"	1137
"ACVR2B-AS1"	37
"ACVRL1"	345
"ACY1"	70
"ACY3"	13
"ACYP1"	233
"ACYP2"	611
"ADA"	55
"ADA2"	232
"ADAD1"	0
"ADAD2"	19
"ADAL"	412
"ADAM10"	1779
"ADAM11"	2431
"ADAM12"	119
"ADAM15"	778
"ADAM17"	1032
"ADAM18"	0
"ADAM19"	528
"ADAM1A"	127
"ADAM2"	0
"ADAM20"	275
"ADAM20P1"	297
"ADAM21"	11
"ADAM21P1"	0
"ADAM22"	6419
"ADAM23"	4638
"ADAM28"	204
"ADAM29"	7
"ADAM30"	0
"ADAM32"	318
"ADAM33"	266
"ADAM3A"	1
"ADAM3B"	8
"ADAM5"	7
"ADAM6"	0
"ADAM7"	0
"ADAM8"	87
"ADAM9"	1389
"ADAMDEC1"	0
"ADAMTS1"	955
"ADAMTS10"	923
"ADAMTS12"	18
"ADAMTS13"	500
"ADAMTS14"	73
"ADAMTS15"	35
"ADAMTS16"	169
"ADAMTS17"	360
"ADAMTS18"	32
"ADAMTS19"	331
"ADAMTS19-AS1"	21
"ADAMTS2"	129
"ADAMTS20"	12
"ADAMTS3"	234
"ADAMTS4"	447
"ADAMTS5"	109
"ADAMTS6"	119
"ADAMTS7"	45
"ADAMTS7P1"	143
"ADAMTS8"	258
"ADAMTS9"	1291
"ADAMTS9-AS1"	20
"ADAMTS9-AS2"	221
"ADAMTSL1"	128
"ADAMTSL2"	509
"ADAMTSL3"	264
"ADAMTSL4"	30
"ADAMTSL4-AS1"	65
"ADAMTSL5"	44
"ADAP1"	2007
"ADAP2"	171
"ADAR"	9875
"ADARB1"	2397
"ADARB2"	1197
"ADARB2-AS1"	4
"ADAT1"	1101
"ADAT2"	168
"ADAT3"	70
"ADCK1"	201
"ADCK2"	500
"ADCK5"	161
"ADCY1"	18258
"ADCY10"	54
"ADCY10P1"	276
"ADCY2"	4733
"ADCY3"	1727
"ADCY4"	139
"ADCY5"	2921
"ADCY6"	1290
