gene/TE	../../BAM/CGND_13234/HRA-01349_PE.bam
"A1BG"	37
"A1BG-AS1"	182
"A1CF"	0
"A2M"	1509
"A2M-AS1"	76
"A2ML1"	76
"A2MP1"	4
"A3GALT2"	0
"A4GALT"	28
"A4GNT"	2
"AA06"	28
"AAAS"	240
"AACS"	1412
"AACSP1"	22
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	232
"AAED1"	44
"AAGAB"	783
"AAK1"	7776
"AAMDC"	55
"AAMP"	1058
"AANAT"	0
"AAR2"	202
"AARD"	8
"AARS"	5203
"AARS2"	549
"AARSD1"	196
"AASDH"	365
"AASDHPPT"	1632
"AASS"	401
"AATBC"	2
"AATF"	507
"AATK"	3047
"ABALON"	1
"ABAT"	6487
"ABCA1"	524
"ABCA10"	396
"ABCA11P"	284
"ABCA12"	15
"ABCA13"	3
"ABCA17P"	72
"ABCA2"	7625
"ABCA3"	3617
"ABCA4"	54
"ABCA5"	1837
"ABCA6"	310
"ABCA7"	343
"ABCA8"	461
"ABCA9"	329
"ABCA9-AS1"	1
"ABCB1"	459
"ABCB10"	284
"ABCB11"	1
"ABCB4"	5
"ABCB5"	1
"ABCB6"	404
"ABCB7"	272
"ABCB8"	625
"ABCB9"	637
"ABCC1"	488
"ABCC10"	318
"ABCC11"	36
"ABCC12"	81
"ABCC13"	1
"ABCC2"	14
"ABCC3"	19
"ABCC4"	228
"ABCC5"	1942
"ABCC5-AS1"	0
"ABCC6"	29
"ABCC6P1"	11
"ABCC6P2"	2
"ABCC8"	1054
"ABCC9"	530
"ABCD1"	61
"ABCD2"	651
"ABCD3"	769
"ABCD4"	353
"ABCE1"	810
"ABCF1"	741
"ABCF2"	1089
"ABCF3"	781
"ABCG1"	495
"ABCG2"	481
"ABCG4"	521
"ABCG5"	20
"ABCG8"	54
"ABHD1"	6
"ABHD10"	548
"ABHD11"	168
"ABHD11-AS1"	0
"ABHD12"	1334
"ABHD12B"	90
"ABHD13"	406
"ABHD14A"	322
"ABHD14A-ACY1"	187
"ABHD14B"	114
"ABHD15"	80
"ABHD16A"	558
"ABHD16B"	0
"ABHD17A"	1513
"ABHD17B"	418
"ABHD17C"	277
"ABHD18"	312
"ABHD2"	4683
"ABHD3"	83
"ABHD4"	200
"ABHD5"	283
"ABHD6"	497
"ABHD8"	1388
"ABI1"	1502
"ABI2"	6307
"ABI3"	15
"ABI3BP"	86
"ABL1"	1027
"ABL2"	1871
"ABLIM1"	4711
"ABLIM2"	1906
"ABLIM3"	949
"ABO"	20
"ABR"	11996
"ABRA"	2
"ABRACL"	98
"ABRAXAS1"	58
"ABRAXAS2"	360
"ABT1"	154
"ABTB1"	719
"ABTB2"	119
"ACAA1"	695
"ACAA2"	432
"ACACA"	4026
"ACACB"	984
"ACAD10"	316
"ACAD11"	264
"ACAD8"	360
"ACAD9"	649
"ACADL"	45
"ACADM"	592
"ACADS"	162
"ACADSB"	1197
"ACADVL"	1656
"ACAN"	66
"ACAP1"	14
"ACAP2"	1027
"ACAP3"	2044
"ACAT1"	544
"ACAT2"	469
"ACBD3"	674
"ACBD3-AS1"	0
"ACBD4"	274
"ACBD5"	1274
"ACBD6"	283
"ACBD7"	1455
"ACBD7-DCLRE1CP1"	119
"ACCS"	140
"ACCSL"	0
"ACD"	187
"ACE"	182
"ACE2"	7
"ACER1"	2
"ACER2"	103
"ACER3"	646
"ACHE"	384
"ACIN1"	1821
"ACKR1"	153
"ACKR2"	20
"ACKR3"	110
"ACKR4"	1
"ACLY"	2365
"ACMSD"	0
"ACO1"	567
"ACO2"	5725
"ACOD1"	0
"ACOT1"	163
"ACOT11"	458
"ACOT12"	9
"ACOT13"	346
"ACOT2"	315
"ACOT4"	57
"ACOT6"	2
"ACOT7"	2010
"ACOT8"	306
"ACOT9"	394
"ACOX1"	2041
"ACOX2"	43
"ACOX3"	451
"ACOXL"	1
"ACOXL-AS1"	14
"ACP1"	769
"ACP2"	471
"ACP4"	0
"ACP5"	8
"ACP6"	154
"ACP7"	4
"ACPP"	2
"ACR"	9
"ACRBP"	12
"ACRV1"	19
"ACSBG1"	1125
"ACSBG2"	3
"ACSF2"	133
"ACSF3"	265
"ACSL1"	670
"ACSL3"	3929
"ACSL4"	1639
"ACSL5"	146
"ACSL6"	4637
"ACSM1"	2
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	3
"ACSM4"	0
"ACSM5"	29
"ACSM6"	0
"ACSS1"	1193
"ACSS2"	421
"ACSS3"	348
"ACTA1"	13
"ACTA2"	178
"ACTA2-AS1"	155
"ACTB"	26206
"ACTBL2"	0
"ACTC1"	28
"ACTG1"	13374
"ACTG1P17"	9
"ACTG1P20"	33
"ACTG1P4"	124
"ACTG2"	6
"ACTL10"	0
"ACTL6A"	53
"ACTL6B"	591
"ACTL7A"	0
"ACTL7B"	0
"ACTL8"	2
"ACTL9"	0
"ACTN1"	2673
"ACTN1-AS1"	0
"ACTN2"	1300
"ACTN3"	2
"ACTN4"	3379
"ACTR10"	953
"ACTR1A"	2633
"ACTR1B"	1788
"ACTR2"	4720
"ACTR3"	1321
"ACTR3B"	864
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	234
"ACTR5"	158
"ACTR6"	436
"ACTR8"	498
"ACTRT1"	0
"ACTRT2"	0
"ACTRT3"	10
"ACVR1"	302
"ACVR1B"	1609
"ACVR1C"	570
"ACVR2A"	671
"ACVR2B"	825
"ACVR2B-AS1"	26
"ACVRL1"	145
"ACY1"	64
"ACY3"	5
"ACYP1"	141
"ACYP2"	315
"ADA"	23
"ADA2"	163
"ADAD1"	0
"ADAD2"	21
"ADAL"	295
"ADAM10"	1227
"ADAM11"	1761
"ADAM12"	63
"ADAM15"	446
"ADAM17"	500
"ADAM18"	0
"ADAM19"	370
"ADAM1A"	91
"ADAM2"	0
"ADAM20"	191
"ADAM20P1"	134
"ADAM21"	9
"ADAM21P1"	0
"ADAM22"	4754
"ADAM23"	3168
"ADAM28"	39
"ADAM29"	8
"ADAM30"	0
"ADAM32"	187
"ADAM33"	73
"ADAM3A"	0
"ADAM3B"	3
"ADAM5"	2
"ADAM6"	0
"ADAM7"	0
"ADAM8"	41
"ADAM9"	859
"ADAMDEC1"	0
"ADAMTS1"	574
"ADAMTS10"	599
"ADAMTS12"	16
"ADAMTS13"	248
"ADAMTS14"	67
"ADAMTS15"	18
"ADAMTS16"	86
"ADAMTS17"	212
"ADAMTS18"	24
"ADAMTS19"	205
"ADAMTS19-AS1"	19
"ADAMTS2"	133
"ADAMTS20"	7
"ADAMTS3"	281
"ADAMTS4"	124
"ADAMTS5"	54
"ADAMTS6"	54
"ADAMTS7"	30
"ADAMTS7P1"	88
"ADAMTS8"	367
"ADAMTS9"	220
"ADAMTS9-AS1"	26
"ADAMTS9-AS2"	118
"ADAMTSL1"	111
"ADAMTSL2"	357
"ADAMTSL3"	115
"ADAMTSL4"	12
"ADAMTSL4-AS1"	20
"ADAMTSL5"	17
"ADAP1"	1694
"ADAP2"	67
"ADAR"	7160
"ADARB1"	1512
"ADARB2"	1191
"ADARB2-AS1"	3
"ADAT1"	622
"ADAT2"	112
"ADAT3"	37
"ADCK1"	194
"ADCK2"	502
"ADCK5"	106
"ADCY1"	13546
"ADCY10"	41
"ADCY10P1"	155
"ADCY2"	3951
"ADCY3"	1381
"ADCY4"	97
"ADCY5"	2258
"ADCY6"	993
"ADCY7"	274
"ADCY8"	481
"ADCY9"	1164
"ADCYAP1"	329
"ADCYAP1R1"	4192
"ADD1"	6700
"ADD2"	5900
"ADD3"	3832
"ADD3-AS1"	35
"ADGB"	1
"ADGRA1"	926
"ADGRA1-AS1"	33
"ADGRA2"	369
"ADGRA3"	798
"ADGRB1"	3433
"ADGRB2"	5790
"ADGRB3"	4835
"ADGRD1"	84
"ADGRD1-AS1"	0
"ADGRE1"	1
"ADGRE2"	21
"ADGRE3"	2
"ADGRE4P"	2
"ADGRE5"	91
"ADGRF1"	0
"ADGRF2"	2
"ADGRF3"	26
"ADGRF4"	3
"ADGRF5"	958
"ADGRG1"	2112
"ADGRG2"	3
"ADGRG3"	7
"ADGRG4"	2
"ADGRG5"	1
"ADGRG6"	43
"ADGRG7"	0
"ADGRL1"	8012
"ADGRL2"	2012
"ADGRL3"	4555
"ADGRL3-AS1"	2
"ADGRL4"	96
"ADGRV1"	5806
"ADH1A"	0
"ADH1B"	6
"ADH1C"	0
"ADH4"	0
"ADH5"	1141
"ADH6"	0
"ADH7"	0
"ADHFE1"	378
"ADI1"	483
"ADIG"	3
"ADIPOQ"	2
"ADIPOQ-AS1"	0
"ADIPOR1"	820
"ADIPOR2"	874
"ADIRF"	401
"ADK"	310
"ADM"	21
"ADM2"	0
"ADM5"	7
"ADNP"	2221
"ADNP-AS1"	15
"ADNP2"	620
"ADO"	703
"ADORA1"	760
"ADORA2A"	31
"ADORA2A-AS1"	3
"ADORA2B"	80
"ADORA3"	8
"ADPGK"	309
"ADPGK-AS1"	13
"ADPRH"	42
"ADPRHL1"	189
"ADPRHL2"	173
"ADPRM"	92
"ADRA1A"	582
"ADRA1B"	306
"ADRA1D"	55
"ADRA2A"	250
"ADRA2B"	7
"ADRA2C"	65
"ADRB1"	429
"ADRB2"	42
"ADRB3"	6
"ADRM1"	545
"ADSL"	230
"ADSS"	824
"ADSSL1"	72
"ADTRP"	92
"AEBP1"	440
"AEBP2"	910
"AEN"	121
"AES"	5856
"AFAP1"	1049
"AFAP1-AS1"	35
"AFAP1L1"	78
"AFAP1L2"	810
"AFDN"	2368
"AFDN-DT"	7
"AFF1"	1287
"AFF1-AS1"	46
"AFF2"	1203
"AFF3"	2232
"AFF4"	4100
"AFG1L"	244
"AFG3L1P"	242
"AFG3L2"	1218
"AFM"	0
"AFMID"	223
"AFP"	5
