gene/TE	../../BAM/CGND_13096/HRA-00595_PE.bam
"A1BG"	41
"A1BG-AS1"	145
"A1CF"	0
"A2M"	4651
"A2M-AS1"	183
"A2ML1"	205
"A2MP1"	0
"A3GALT2"	4
"A4GALT"	55
"A4GNT"	0
"AA06"	75
"AAAS"	363
"AACS"	1241
"AACSP1"	25
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	1
"AADACL3"	0
"AADACL4"	0
"AADACP1"	2
"AADAT"	439
"AAED1"	83
"AAGAB"	807
"AAK1"	13686
"AAMDC"	82
"AAMP"	1219
"AANAT"	5
"AAR2"	331
"AARD"	8
"AARS"	5668
"AARS2"	598
"AARSD1"	151
"AASDH"	812
"AASDHPPT"	2059
"AASS"	720
"AATBC"	4
"AATF"	554
"AATK"	3699
"ABALON"	5
"ABAT"	6907
"ABCA1"	1450
"ABCA10"	1052
"ABCA11P"	237
"ABCA12"	17
"ABCA13"	10
"ABCA17P"	155
"ABCA2"	8261
"ABCA3"	3705
"ABCA4"	48
"ABCA5"	3315
"ABCA6"	902
"ABCA7"	372
"ABCA8"	709
"ABCA9"	845
"ABCA9-AS1"	0
"ABCB1"	388
"ABCB10"	452
"ABCB11"	6
"ABCB4"	38
"ABCB5"	0
"ABCB6"	534
"ABCB7"	594
"ABCB8"	732
"ABCB9"	638
"ABCC1"	852
"ABCC10"	462
"ABCC11"	29
"ABCC12"	111
"ABCC13"	1
"ABCC2"	34
"ABCC3"	31
"ABCC4"	546
"ABCC5"	3134
"ABCC5-AS1"	0
"ABCC6"	15
"ABCC6P1"	11
"ABCC6P2"	4
"ABCC8"	1039
"ABCC9"	1409
"ABCD1"	106
"ABCD2"	1339
"ABCD3"	1501
"ABCD4"	593
"ABCE1"	1292
"ABCF1"	998
"ABCF2"	1334
"ABCF3"	1085
"ABCG1"	867
"ABCG2"	344
"ABCG4"	545
"ABCG5"	16
"ABCG8"	68
"ABHD1"	19
"ABHD10"	731
"ABHD11"	118
"ABHD11-AS1"	0
"ABHD12"	1576
"ABHD12B"	93
"ABHD13"	1045
"ABHD14A"	328
"ABHD14A-ACY1"	194
"ABHD14B"	162
"ABHD15"	139
"ABHD16A"	641
"ABHD16B"	0
"ABHD17A"	2352
"ABHD17B"	710
"ABHD17C"	477
"ABHD18"	504
"ABHD2"	6236
"ABHD3"	299
"ABHD4"	395
"ABHD5"	748
"ABHD6"	737
"ABHD8"	1816
"ABI1"	2291
"ABI2"	7748
"ABI3"	191
"ABI3BP"	151
"ABL1"	1546
"ABL2"	2845
"ABLIM1"	8355
"ABLIM2"	2376
"ABLIM3"	955
"ABO"	18
"ABR"	12256
"ABRA"	9
"ABRACL"	111
"ABRAXAS1"	95
"ABRAXAS2"	514
"ABT1"	198
"ABTB1"	834
"ABTB2"	356
"ACAA1"	791
"ACAA2"	650
"ACACA"	6713
"ACACB"	913
"ACAD10"	412
"ACAD11"	539
"ACAD8"	595
"ACAD9"	779
"ACADL"	34
"ACADM"	1152
"ACADS"	135
"ACADSB"	1289
"ACADVL"	1818
"ACAN"	138
"ACAP1"	13
"ACAP2"	2701
"ACAP3"	2319
"ACAT1"	740
"ACAT2"	288
"ACBD3"	983
"ACBD3-AS1"	0
"ACBD4"	226
"ACBD5"	2210
"ACBD6"	337
"ACBD7"	1981
"ACBD7-DCLRE1CP1"	148
"ACCS"	115
"ACCSL"	0
"ACD"	228
"ACE"	167
"ACE2"	8
"ACER1"	1
"ACER2"	221
"ACER3"	1628
"ACHE"	507
"ACIN1"	2638
"ACKR1"	200
"ACKR2"	41
"ACKR3"	179
"ACKR4"	3
"ACLY"	2374
"ACMSD"	0
"ACO1"	1168
"ACO2"	5646
"ACOD1"	0
"ACOT1"	113
"ACOT11"	647
"ACOT12"	9
"ACOT13"	542
"ACOT2"	265
"ACOT4"	35
"ACOT6"	0
"ACOT7"	1534
"ACOT8"	369
"ACOT9"	483
"ACOX1"	2654
"ACOX2"	129
"ACOX3"	560
"ACOXL"	0
"ACOXL-AS1"	13
"ACP1"	865
"ACP2"	442
"ACP4"	0
"ACP5"	4
"ACP6"	239
"ACP7"	23
"ACPP"	69
"ACR"	3
"ACRBP"	22
"ACRV1"	17
"ACSBG1"	1779
"ACSBG2"	2
"ACSF2"	154
"ACSF3"	282
"ACSL1"	2159
"ACSL3"	6441
"ACSL4"	2019
"ACSL5"	423
"ACSL6"	6159
"ACSM1"	18
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	7
"ACSM4"	0
"ACSM5"	39
"ACSM6"	0
"ACSS1"	2338
"ACSS2"	686
"ACSS3"	929
"ACTA1"	9
"ACTA2"	97
"ACTA2-AS1"	505
"ACTB"	27292
"ACTBL2"	0
"ACTC1"	13
"ACTG1"	11369
"ACTG1P17"	8
"ACTG1P20"	82
