gene/TE	../../BAM/CGND_13043/HRA-00246_PE.bam
"A1BG"	14
"A1BG-AS1"	196
"A1CF"	0
"A2M"	3202
"A2M-AS1"	138
"A2ML1"	114
"A2MP1"	3
"A3GALT2"	2
"A4GALT"	32
"A4GNT"	1
"AA06"	7
"AAAS"	260
"AACS"	1823
"AACSP1"	14
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	2
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	294
"AAED1"	100
"AAGAB"	1168
"AAK1"	14327
"AAMDC"	83
"AAMP"	1626
"AANAT"	1
"AAR2"	284
"AARD"	20
"AARS"	8652
"AARS2"	783
"AARSD1"	208
"AASDH"	598
"AASDHPPT"	4105
"AASS"	479
"AATBC"	2
"AATF"	647
"AATK"	4810
"ABALON"	2
"ABAT"	9831
"ABCA1"	826
"ABCA10"	442
"ABCA11P"	267
"ABCA12"	10
"ABCA13"	3
"ABCA17P"	82
"ABCA2"	12831
"ABCA3"	5013
"ABCA4"	17
"ABCA5"	2972
"ABCA6"	361
"ABCA7"	296
"ABCA8"	1478
"ABCA9"	315
"ABCA9-AS1"	0
"ABCB1"	447
"ABCB10"	399
"ABCB11"	3
"ABCB4"	12
"ABCB5"	0
"ABCB6"	515
"ABCB7"	517
"ABCB8"	622
"ABCB9"	505
"ABCC1"	675
"ABCC10"	269
"ABCC11"	26
"ABCC12"	93
"ABCC13"	1
"ABCC2"	15
"ABCC3"	4
"ABCC4"	267
"ABCC5"	2657
"ABCC5-AS1"	0
"ABCC6"	27
"ABCC6P1"	13
"ABCC6P2"	1
"ABCC8"	796
"ABCC9"	672
"ABCD1"	79
"ABCD2"	963
"ABCD3"	1381
"ABCD4"	291
"ABCE1"	1833
"ABCF1"	1195
"ABCF2"	1703
"ABCF3"	1290
"ABCG1"	947
"ABCG2"	583
"ABCG4"	666
"ABCG5"	12
"ABCG8"	44
"ABHD1"	7
"ABHD10"	1069
"ABHD11"	117
"ABHD11-AS1"	0
"ABHD12"	1984
"ABHD12B"	136
"ABHD13"	1090
"ABHD14A"	448
"ABHD14A-ACY1"	220
"ABHD14B"	122
"ABHD15"	96
"ABHD16A"	827
"ABHD16B"	0
"ABHD17A"	1997
"ABHD17B"	1280
"ABHD17C"	487
"ABHD18"	378
"ABHD2"	7984
"ABHD3"	171
"ABHD4"	312
"ABHD5"	458
"ABHD6"	1077
"ABHD8"	2131
"ABI1"	2396
"ABI2"	11925
"ABI3"	54
"ABI3BP"	166
"ABL1"	1843
"ABL2"	3143
"ABLIM1"	6558
"ABLIM2"	3039
"ABLIM3"	1230
"ABO"	9
"ABR"	16474
"ABRA"	19
"ABRACL"	172
"ABRAXAS1"	105
"ABRAXAS2"	655
"ABT1"	180
"ABTB1"	939
"ABTB2"	212
"ACAA1"	685
"ACAA2"	463
