gene/TE	../../STAR_v252_mapping/CGND_12675/HRA-00220_PE.bam
"A1BG"	48
"A1BG-AS1"	108
"A1CF"	0
"A2M"	2741
"A2M-AS1"	130
"A2ML1"	190
"A2MP1"	4
"A3GALT2"	1
"A4GALT"	18
"A4GNT"	0
"AA06"	63
"AAAS"	252
"AACS"	1323
"AACSP1"	10
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	1
"AADAT"	366
"AAED1"	101
"AAGAB"	1255
"AAK1"	13120
"AAMDC"	128
"AAMP"	1154
"AANAT"	9
"AAR2"	294
"AARD"	21
"AARS"	6213
"AARS2"	600
"AARSD1"	217
"AASDH"	812
"AASDHPPT"	3494
"AASS"	1026
"AATBC"	1
"AATF"	561
"AATK"	4015
"ABALON"	0
"ABAT"	6812
"ABCA1"	924
"ABCA10"	994
"ABCA11P"	438
"ABCA12"	22
"ABCA13"	7
"ABCA17P"	109
"ABCA2"	15281
"ABCA3"	3634
"ABCA4"	23
"ABCA5"	4520
"ABCA6"	942
"ABCA7"	282
"ABCA8"	2297
"ABCA9"	799
"ABCA9-AS1"	1
"ABCB1"	443
"ABCB10"	529
"ABCB11"	8
"ABCB4"	11
"ABCB5"	0
"ABCB6"	454
"ABCB7"	570
"ABCB8"	592
"ABCB9"	555
"ABCC1"	558
"ABCC10"	294
"ABCC11"	32
"ABCC12"	88
"ABCC13"	3
"ABCC2"	15
"ABCC3"	6
"ABCC4"	437
"ABCC5"	2671
"ABCC5-AS1"	0
"ABCC6"	16
"ABCC6P1"	14
"ABCC6P2"	1
"ABCC8"	835
"ABCC9"	1241
"ABCD1"	76
"ABCD2"	1122
"ABCD3"	1819
"ABCD4"	425
"ABCE1"	1908
"ABCF1"	954
"ABCF2"	1363
"ABCF3"	1005
"ABCG1"	777
"ABCG2"	768
"ABCG4"	401
"ABCG5"	20
"ABCG8"	41
"ABHD1"	15
"ABHD10"	1067
"ABHD11"	126
"ABHD11-AS1"	0
