gene/TE	../../BAM/CGND_13066/HRA-00550_PE.bam
"A1BG"	26
"A1BG-AS1"	148
"A1CF"	0
"A2M"	1164
"A2M-AS1"	129
"A2ML1"	89
"A2MP1"	0
"A3GALT2"	0
"A4GALT"	102
"A4GNT"	1
"AA06"	63
"AAAS"	251
"AACS"	1059
"AACSP1"	23
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	363
"AAED1"	72
"AAGAB"	744
"AAK1"	10255
"AAMDC"	59
"AAMP"	796
"AANAT"	3
"AAR2"	203
"AARD"	8
"AARS"	4105
"AARS2"	502
"AARSD1"	152
"AASDH"	637
"AASDHPPT"	1699
"AASS"	727
"AATBC"	8
"AATF"	434
"AATK"	2711
"ABALON"	1
"ABAT"	6781
"ABCA1"	1001
"ABCA10"	605
"ABCA11P"	263
"ABCA12"	23
"ABCA13"	2
"ABCA17P"	138
"ABCA2"	6479
"ABCA3"	2912
"ABCA4"	27
"ABCA5"	2678
"ABCA6"	561
"ABCA7"	282
"ABCA8"	425
"ABCA9"	543
"ABCA9-AS1"	1
"ABCB1"	435
"ABCB10"	375
"ABCB11"	4
"ABCB4"	12
"ABCB5"	0
"ABCB6"	447
"ABCB7"	419
"ABCB8"	561
"ABCB9"	466
"ABCC1"	521
"ABCC10"	343
"ABCC11"	35
"ABCC12"	46
"ABCC13"	1
"ABCC2"	19
"ABCC3"	7
"ABCC4"	239
"ABCC5"	2298
"ABCC5-AS1"	0
"ABCC6"	4
"ABCC6P1"	10
"ABCC6P2"	1
"ABCC8"	1214
"ABCC9"	1559
"ABCD1"	41
"ABCD2"	758
"ABCD3"	1103
"ABCD4"	603
"ABCE1"	1061
"ABCF1"	630
"ABCF2"	851
"ABCF3"	658
"ABCG1"	519
"ABCG2"	247
"ABCG4"	369
"ABCG5"	11
"ABCG8"	44
"ABHD1"	12
"ABHD10"	578
"ABHD11"	103
"ABHD11-AS1"	0
"ABHD12"	1152
"ABHD12B"	101
"ABHD13"	736
"ABHD14A"	216
"ABHD14A-ACY1"	123
"ABHD14B"	101
"ABHD15"	55
"ABHD16A"	382
"ABHD16B"	0
"ABHD17A"	1753
"ABHD17B"	622
"ABHD17C"	416
"ABHD18"	434
"ABHD2"	5821
"ABHD3"	148
"ABHD4"	313
"ABHD5"	534
"ABHD6"	519
"ABHD8"	1216
"ABI1"	1893
"ABI2"	6591
"ABI3"	16
"ABI3BP"	179
"ABL1"	1062
"ABL2"	1964
"ABLIM1"	6420
"ABLIM2"	1657
"ABLIM3"	1028
"ABO"	15
"ABR"	10049
"ABRA"	3
"ABRACL"	92
"ABRAXAS1"	68
"ABRAXAS2"	417
"ABT1"	123
"ABTB1"	618
"ABTB2"	161
"ACAA1"	538
"ACAA2"	568
"ACACA"	5114
"ACACB"	675
"ACAD10"	308
"ACAD11"	458
"ACAD8"	388
"ACAD9"	618
"ACADL"	73
"ACADM"	834
"ACADS"	156
"ACADSB"	1316
"ACADVL"	1602
"ACAN"	73
"ACAP1"	2
"ACAP2"	1780
"ACAP3"	2107
"ACAT1"	515
