gene/TE	../../STAR_v252_mapping/CGND_12922/HRA-00366_PE.bam
"A1BG"	79
"A1BG-AS1"	77
"A1CF"	0
"A2M"	4626
"A2M-AS1"	137
"A2ML1"	94
"A2MP1"	20
"A3GALT2"	2
"A4GALT"	103
"A4GNT"	0
"AA06"	12
"AAAS"	270
"AACS"	250
"AACSP1"	3
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	254
"AAED1"	120
"AAGAB"	417
"AAK1"	3267
"AAMDC"	144
"AAMP"	789
"AANAT"	2
"AAR2"	277
"AARD"	1
"AARS"	3387
"AARS2"	361
"AARSD1"	62
"AASDH"	797
"AASDHPPT"	827
"AASS"	1765
"AATBC"	2
"AATF"	753
"AATK"	4431
"ABALON"	4
"ABAT"	2698
"ABCA1"	4324
"ABCA10"	145
"ABCA11P"	153
"ABCA12"	10
"ABCA13"	21
"ABCA17P"	114
"ABCA2"	31904
"ABCA3"	1803
"ABCA4"	16
"ABCA5"	1658
"ABCA6"	1682
"ABCA7"	104
"ABCA8"	6931
"ABCA9"	405
"ABCA9-AS1"	1
"ABCB1"	239
"ABCB10"	361
"ABCB11"	4
"ABCB4"	9
"ABCB5"	0
"ABCB6"	374
"ABCB7"	433
"ABCB8"	416
"ABCB9"	186
"ABCC1"	419
"ABCC10"	192
"ABCC11"	31
"ABCC12"	2
"ABCC13"	3
"ABCC2"	50
"ABCC3"	83
"ABCC4"	633
"ABCC5"	1217
"ABCC5-AS1"	0
"ABCC6"	44
"ABCC6P1"	9
"ABCC6P2"	0
"ABCC8"	183
"ABCC9"	1213
"ABCD1"	126
"ABCD2"	78
"ABCD3"	1559
"ABCD4"	590
"ABCE1"	944
"ABCF1"	640
"ABCF2"	553
"ABCF3"	456
"ABCG1"	625
"ABCG2"	389
"ABCG4"	22
"ABCG5"	3
"ABCG8"	2
"ABHD1"	8
"ABHD10"	395
"ABHD11"	79
"ABHD11-AS1"	0
"ABHD12"	1378
"ABHD12B"	31
"ABHD13"	453
"ABHD14A"	90
"ABHD14A-ACY1"	88
"ABHD14B"	155
"ABHD15"	167
"ABHD16A"	536
"ABHD16B"	0
"ABHD17A"	1521
"ABHD17B"	1499
"ABHD17C"	312
"ABHD18"	381
"ABHD2"	2787
"ABHD3"	208
"ABHD4"	628
"ABHD5"	987
"ABHD6"	819
"ABHD8"	206
"ABI1"	1305
"ABI2"	2868
"ABI3"	182
"ABI3BP"	553
"ABL1"	2302
"ABL2"	1622
"ABLIM1"	7227
"ABLIM2"	236
"ABLIM3"	916
"ABO"	10
"ABR"	4259
"ABRA"	0
"ABRACL"	28
"ABRAXAS1"	121
"ABRAXAS2"	260
"ABT1"	101
"ABTB1"	313
"ABTB2"	452
"ACAA1"	747
"ACAA2"	793
"ACACA"	3027
"ACACB"	1287
"ACAD10"	416
"ACAD11"	861
"ACAD8"	306
"ACAD9"	526
"ACADL"	102
"ACADM"	691
"ACADS"	193
"ACADSB"	779
"ACADVL"	1800
"ACAN"	264
"ACAP1"	27
"ACAP2"	1792
"ACAP3"	825
"ACAT1"	611
"ACAT2"	228
"ACBD3"	899
"ACBD3-AS1"	0
"ACBD4"	133
"ACBD5"	2410
"ACBD6"	268
"ACBD7"	537
"ACBD7-DCLRE1CP1"	43
"ACCS"	82
"ACCSL"	1
"ACD"	130
"ACE"	21
"ACE2"	18
"ACER1"	0
"ACER2"	111
"ACER3"	1798
"ACHE"	164
"ACIN1"	2045
"ACKR1"	21
"ACKR2"	36
"ACKR3"	184
"ACKR4"	3
"ACLY"	1485
"ACMSD"	0
"ACO1"	707
"ACO2"	3997
"ACOD1"	0
"ACOT1"	48
"ACOT11"	337
"ACOT12"	3
"ACOT13"	350
"ACOT2"	171
"ACOT4"	8
"ACOT6"	9
"ACOT7"	285
"ACOT8"	156
"ACOT9"	222
"ACOX1"	1857
"ACOX2"	81
"ACOX3"	346
"ACOXL"	0
"ACOXL-AS1"	1
"ACP1"	592
"ACP2"	225
"ACP4"	0
"ACP5"	33
"ACP6"	222
"ACP7"	54
"ACPP"	25
"ACR"	1
"ACRBP"	19
"ACRV1"	4
"ACSBG1"	1860
"ACSBG2"	6
"ACSF2"	137
"ACSF3"	213
"ACSL1"	4540
"ACSL3"	2405
"ACSL4"	1429
"ACSL5"	168
"ACSL6"	601
"ACSM1"	3
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	4
"ACSM4"	0
"ACSM5"	140
"ACSM6"	0
"ACSS1"	994
"ACSS2"	681
"ACSS3"	795
"ACTA1"	2
"ACTA2"	223
"ACTA2-AS1"	57
"ACTB"	33534
"ACTBL2"	0
"ACTC1"	15
"ACTG1"	14594
"ACTG1P17"	19
"ACTG1P20"	50
"ACTG1P4"	81
"ACTG2"	0
"ACTL10"	9
"ACTL6A"	313
"ACTL6B"	17
"ACTL7A"	0
"ACTL7B"	0
"ACTL8"	1
"ACTL9"	0
"ACTN1"	1779
"ACTN1-AS1"	2
"ACTN2"	1881
"ACTN3"	0
"ACTN4"	2771
"ACTR10"	613
"ACTR1A"	1879
"ACTR1B"	566
"ACTR2"	3683
"ACTR3"	2179
"ACTR3B"	264
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	141
"ACTR5"	122
"ACTR6"	450
"ACTR8"	501
"ACTRT1"	0
"ACTRT2"	1
"ACTRT3"	15
"ACVR1"	344
"ACVR1B"	413
"ACVR1C"	234
"ACVR2A"	415
"ACVR2B"	1142
"ACVR2B-AS1"	10
"ACVRL1"	65
"ACY1"	59
"ACY3"	0
"ACYP1"	137
"ACYP2"	448
"ADA"	67
"ADA2"	697
"ADAD1"	0
"ADAD2"	1
"ADAL"	250
"ADAM10"	3269
"ADAM11"	98
"ADAM12"	217
"ADAM15"	912
"ADAM17"	828
"ADAM18"	0
"ADAM19"	149
"ADAM1A"	110
"ADAM2"	0
"ADAM20"	127
"ADAM20P1"	83
"ADAM21"	3
"ADAM21P1"	0
"ADAM22"	1960
"ADAM23"	581
"ADAM28"	583
"ADAM29"	1
"ADAM30"	0
"ADAM32"	186
"ADAM33"	46
"ADAM3A"	0
"ADAM3B"	5
"ADAM5"	3
"ADAM6"	0
"ADAM7"	0
"ADAM8"	95
"ADAM9"	1869
"ADAMDEC1"	4
"ADAMTS1"	1090
"ADAMTS10"	154
"ADAMTS12"	143
"ADAMTS13"	124
"ADAMTS14"	96
"ADAMTS15"	97
"ADAMTS16"	20
"ADAMTS17"	72
"ADAMTS18"	8
"ADAMTS19"	154
"ADAMTS19-AS1"	3
"ADAMTS2"	26
"ADAMTS20"	9
"ADAMTS3"	112
"ADAMTS4"	2355
"ADAMTS5"	145
"ADAMTS6"	50
"ADAMTS7"	28
"ADAMTS7P1"	6
"ADAMTS8"	38
"ADAMTS9"	1122
"ADAMTS9-AS1"	7
"ADAMTS9-AS2"	236
"ADAMTSL1"	23
"ADAMTSL2"	90
"ADAMTSL3"	723
"ADAMTSL4"	112
"ADAMTSL4-AS1"	15
"ADAMTSL5"	17
"ADAP1"	1403
"ADAP2"	228
"ADAR"	5003
"ADARB1"	302
"ADARB2"	1250
"ADARB2-AS1"	35
"ADAT1"	520
"ADAT2"	79
"ADAT3"	85
"ADCK1"	127
"ADCK2"	327
"ADCK5"	33
"ADCY1"	1151
"ADCY10"	55
"ADCY10P1"	785
"ADCY2"	3352
"ADCY3"	1028
"ADCY4"	20
"ADCY5"	1716
"ADCY6"	456
"ADCY7"	452
"ADCY8"	469
"ADCY9"	497
"ADCYAP1"	6
"ADCYAP1R1"	2819
"ADD1"	5514
"ADD2"	395
"ADD3"	8861
"ADD3-AS1"	27
"ADGB"	4
"ADGRA1"	156
"ADGRA1-AS1"	1
"ADGRA2"	62
"ADGRA3"	1608
"ADGRB1"	347
"ADGRB2"	1209
"ADGRB3"	2332
"ADGRD1"	40
"ADGRD1-AS1"	0
"ADGRE1"	29
"ADGRE2"	253
"ADGRE3"	5
"ADGRE4P"	42
"ADGRE5"	271
"ADGRF1"	0
"ADGRF2"	1
"ADGRF3"	19
"ADGRF4"	1
"ADGRF5"	277
"ADGRG1"	3067
"ADGRG2"	7
"ADGRG3"	44
"ADGRG4"	1
"ADGRG5"	8
"ADGRG6"	81
"ADGRG7"	0
"ADGRL1"	1445
"ADGRL2"	303
"ADGRL3"	2348
"ADGRL3-AS1"	0
"ADGRL4"	116
"ADGRV1"	5842
"ADH1A"	0
"ADH1B"	26
"ADH1C"	8
"ADH4"	0
"ADH5"	1159
"ADH6"	0
"ADH7"	0
"ADHFE1"	465
"ADI1"	608
"ADIG"	1
"ADIPOQ"	0
"ADIPOQ-AS1"	0
"ADIPOR1"	1342
"ADIPOR2"	5652
"ADIRF"	473
"ADK"	326
"ADM"	635
"ADM2"	4
"ADM5"	5
"ADNP"	2636
"ADNP-AS1"	10
"ADNP2"	558
"ADO"	903
"ADORA1"	1028
"ADORA2A"	14
"ADORA2A-AS1"	0
"ADORA2B"	80
"ADORA3"	322
"ADPGK"	474
"ADPGK-AS1"	7
"ADPRH"	110
"ADPRHL1"	24
"ADPRHL2"	213
"ADPRM"	160
