gene/TE	../../BAM/CGND_13132/HRA-01242_PE.bam
"A1BG"	33
"A1BG-AS1"	164
"A1CF"	0
"A2M"	2555
"A2M-AS1"	81
"A2ML1"	55
"A2MP1"	1
"A3GALT2"	6
"A4GALT"	114
"A4GNT"	2
"AA06"	25
"AAAS"	237
"AACS"	1123
"AACSP1"	13
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	1
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	238
"AAED1"	85
"AAGAB"	935
"AAK1"	10584
"AAMDC"	72
"AAMP"	1042
"AANAT"	2
"AAR2"	247
"AARD"	16
"AARS"	5264
"AARS2"	543
"AARSD1"	182
"AASDH"	594
"AASDHPPT"	2744
"AASS"	461
"AATBC"	2
"AATF"	410
"AATK"	2337
"ABALON"	2
"ABAT"	6396
"ABCA1"	717
"ABCA10"	540
"ABCA11P"	302
"ABCA12"	15
"ABCA13"	0
"ABCA17P"	105
"ABCA2"	6229
"ABCA3"	3698
"ABCA4"	17
"ABCA5"	2565
"ABCA6"	321
"ABCA7"	313
"ABCA8"	275
"ABCA9"	301
"ABCA9-AS1"	1
"ABCB1"	485
"ABCB10"	360
"ABCB11"	1
"ABCB4"	11
"ABCB5"	0
"ABCB6"	457
"ABCB7"	426
"ABCB8"	549
"ABCB9"	457
"ABCC1"	515
"ABCC10"	326
"ABCC11"	18
"ABCC12"	65
"ABCC13"	3
"ABCC2"	24
"ABCC3"	24
"ABCC4"	378
"ABCC5"	2787
"ABCC5-AS1"	0
"ABCC6"	22
"ABCC6P1"	16
"ABCC6P2"	3
"ABCC8"	883
"ABCC9"	1427
"ABCD1"	52
"ABCD2"	704
"ABCD3"	913
"ABCD4"	558
"ABCE1"	1331
"ABCF1"	708
"ABCF2"	1102
"ABCF3"	776
"ABCG1"	705
"ABCG2"	586
"ABCG4"	446
"ABCG5"	12
"ABCG8"	46
"ABHD1"	7
"ABHD10"	729
"ABHD11"	106
"ABHD11-AS1"	0
"ABHD12"	1349
"ABHD12B"	117
"ABHD13"	932
"ABHD14A"	312
"ABHD14A-ACY1"	163
"ABHD14B"	124
"ABHD15"	59
"ABHD16A"	578
"ABHD16B"	0
"ABHD17A"	1340
"ABHD17B"	666
"ABHD17C"	417
"ABHD18"	443
"ABHD2"	6294
"ABHD3"	141
"ABHD4"	295
"ABHD5"	416
"ABHD6"	501
"ABHD8"	1546
"ABI1"	2177
"ABI2"	8642
"ABI3"	121
"ABI3BP"	72
"ABL1"	1056
"ABL2"	2283
"ABLIM1"	5459
"ABLIM2"	2028
"ABLIM3"	886
"ABO"	21
"ABR"	11369
"ABRA"	9
"ABRACL"	98
"ABRAXAS1"	61
"ABRAXAS2"	516
"ABT1"	160
"ABTB1"	736
"ABTB2"	132
"ACAA1"	533
"ACAA2"	363
"ACACA"	4290
"ACACB"	497
"ACAD10"	322
"ACAD11"	375
"ACAD8"	415
"ACAD9"	574
"ACADL"	40
"ACADM"	746
"ACADS"	104
"ACADSB"	1432
"ACADVL"	1410
"ACAN"	183
"ACAP1"	10
"ACAP2"	1726
"ACAP3"	1929
"ACAT1"	560
"ACAT2"	324
"ACBD3"	935
"ACBD3-AS1"	0
"ACBD4"	210
"ACBD5"	1499
"ACBD6"	323
"ACBD7"	1198
"ACBD7-DCLRE1CP1"	79
"ACCS"	139
"ACCSL"	2
"ACD"	188
"ACE"	147
"ACE2"	3
"ACER1"	1
"ACER2"	159
"ACER3"	1084
"ACHE"	326
"ACIN1"	1737
"ACKR1"	240
"ACKR2"	13
"ACKR3"	128
"ACKR4"	0
"ACLY"	1999
"ACMSD"	0
"ACO1"	648
"ACO2"	4509
"ACOD1"	0
"ACOT1"	81
"ACOT11"	275
"ACOT12"	11
"ACOT13"	350
"ACOT2"	145
"ACOT4"	59
"ACOT6"	4
"ACOT7"	1828
"ACOT8"	323
"ACOT9"	493
"ACOX1"	2396
"ACOX2"	43
"ACOX3"	551
"ACOXL"	0
