gene/TE	../../BAM/CGND_13066/HRA-00633_PE.bam
"A1BG"	25
"A1BG-AS1"	112
"A1CF"	0
"A2M"	1871
"A2M-AS1"	117
"A2ML1"	120
"A2MP1"	2
"A3GALT2"	2
"A4GALT"	32
"A4GNT"	0
"AA06"	53
"AAAS"	261
"AACS"	1098
"AACSP1"	15
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	1
"AADACL3"	0
"AADACL4"	0
"AADACP1"	2
"AADAT"	244
"AAED1"	30
"AAGAB"	676
"AAK1"	9169
"AAMDC"	45
"AAMP"	727
"AANAT"	9
"AAR2"	179
"AARD"	5
"AARS"	4564
"AARS2"	540
"AARSD1"	134
"AASDH"	464
"AASDHPPT"	1357
"AASS"	569
"AATBC"	2
"AATF"	431
"AATK"	3354
"ABALON"	2
"ABAT"	5266
"ABCA1"	738
"ABCA10"	662
"ABCA11P"	236
"ABCA12"	11
"ABCA13"	3
"ABCA17P"	108
"ABCA2"	8967
"ABCA3"	3330
"ABCA4"	18
"ABCA5"	2138
"ABCA6"	668
"ABCA7"	476
"ABCA8"	569
"ABCA9"	641
"ABCA9-AS1"	0
"ABCB1"	416
"ABCB10"	303
"ABCB11"	12
"ABCB4"	11
"ABCB5"	0
"ABCB6"	427
"ABCB7"	315
"ABCB8"	573
"ABCB9"	570
"ABCC1"	608
"ABCC10"	355
"ABCC11"	21
"ABCC12"	52
"ABCC13"	1
"ABCC2"	21
"ABCC3"	16
"ABCC4"	170
"ABCC5"	2276
"ABCC5-AS1"	0
"ABCC6"	22
"ABCC6P1"	9
"ABCC6P2"	1
"ABCC8"	1433
"ABCC9"	557
"ABCD1"	80
"ABCD2"	525
"ABCD3"	805
"ABCD4"	387
"ABCE1"	810
"ABCF1"	635
"ABCF2"	941
"ABCF3"	786
"ABCG1"	514
"ABCG2"	473
"ABCG4"	489
"ABCG5"	5
"ABCG8"	50
"ABHD1"	7
"ABHD10"	457
"ABHD11"	98
"ABHD11-AS1"	0
"ABHD12"	1224
"ABHD12B"	103
"ABHD13"	425
"ABHD14A"	267
"ABHD14A-ACY1"	138
"ABHD14B"	89
"ABHD15"	94
"ABHD16A"	383
"ABHD16B"	0
"ABHD17A"	1485
"ABHD17B"	530
"ABHD17C"	253
"ABHD18"	332
"ABHD2"	4724
"ABHD3"	109
"ABHD4"	151
"ABHD5"	356
"ABHD6"	626
"ABHD8"	1123
"ABI1"	1253
"ABI2"	4740
"ABI3"	37
"ABI3BP"	101
"ABL1"	1093
"ABL2"	1814
"ABLIM1"	5318
"ABLIM2"	1648
"ABLIM3"	872
"ABO"	31
"ABR"	8633
"ABRA"	8
"ABRACL"	89
"ABRAXAS1"	37
"ABRAXAS2"	317
"ABT1"	131
"ABTB1"	689
"ABTB2"	210
"ACAA1"	561
"ACAA2"	297
"ACACA"	4159
"ACACB"	1025
"ACAD10"	338
"ACAD11"	379
"ACAD8"	386
"ACAD9"	562
"ACADL"	38
"ACADM"	606
"ACADS"	106
"ACADSB"	987
"ACADVL"	1481
"ACAN"	159
"ACAP1"	8
"ACAP2"	1205
"ACAP3"	1726
"ACAT1"	482
"ACAT2"	265
"ACBD3"	605
"ACBD3-AS1"	0
"ACBD4"	234
"ACBD5"	1386
"ACBD6"	247
"ACBD7"	1459
"ACBD7-DCLRE1CP1"	112
"ACCS"	130
"ACCSL"	0
"ACD"	198
"ACE"	178
"ACE2"	5
"ACER1"	1
"ACER2"	136
"ACER3"	929
"ACHE"	638
"ACIN1"	1793
"ACKR1"	137
"ACKR2"	23
"ACKR3"	63
"ACKR4"	2
"ACLY"	1912
"ACMSD"	0
"ACO1"	656
"ACO2"	3919
"ACOD1"	1
"ACOT1"	56
"ACOT11"	437
"ACOT12"	1
"ACOT13"	323
"ACOT2"	193
"ACOT4"	36
"ACOT6"	0
"ACOT7"	1516
"ACOT8"	246
"ACOT9"	410
"ACOX1"	1520
"ACOX2"	53
"ACOX3"	488
"ACOXL"	0
"ACOXL-AS1"	12
"ACP1"	628
"ACP2"	436
"ACP4"	2
"ACP5"	4
"ACP6"	215
"ACP7"	34
"ACPP"	1
"ACR"	9
"ACRBP"	6
"ACRV1"	26
"ACSBG1"	904
"ACSBG2"	0
"ACSF2"	110
"ACSF3"	319
"ACSL1"	778
"ACSL3"	3381
"ACSL4"	1147
"ACSL5"	234
"ACSL6"	4566
"ACSM1"	5
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	2
"ACSM4"	0
"ACSM5"	32
"ACSM6"	0
"ACSS1"	1205
"ACSS2"	436
"ACSS3"	406
"ACTA1"	12
"ACTA2"	69
"ACTA2-AS1"	180
"ACTB"	19561
"ACTBL2"	0
"ACTC1"	13
"ACTG1"	8906
"ACTG1P17"	14
"ACTG1P20"	36
"ACTG1P4"	196
"ACTG2"	4
"ACTL10"	6
"ACTL6A"	59
"ACTL6B"	415
"ACTL7A"	0
"ACTL7B"	1
"ACTL8"	4
"ACTL9"	0
"ACTN1"	2008
"ACTN1-AS1"	3
"ACTN2"	1230
"ACTN3"	9
"ACTN4"	2811
"ACTR10"	685
"ACTR1A"	2433
"ACTR1B"	1392
"ACTR2"	4098
"ACTR3"	1276
"ACTR3B"	626
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	221
"ACTR5"	129
"ACTR6"	338
"ACTR8"	445
"ACTRT1"	1
"ACTRT2"	0
"ACTRT3"	25
"ACVR1"	346
"ACVR1B"	1214
"ACVR1C"	463
"ACVR2A"	418
"ACVR2B"	656
"ACVR2B-AS1"	23
"ACVRL1"	175
"ACY1"	42
"ACY3"	5
"ACYP1"	131
"ACYP2"	401
"ADA"	23
"ADA2"	150
"ADAD1"	0
"ADAD2"	26
"ADAL"	311
"ADAM10"	1392
"ADAM11"	1715
"ADAM12"	61
"ADAM15"	437
"ADAM17"	590
"ADAM18"	0
"ADAM19"	379
"ADAM1A"	140
"ADAM2"	0
"ADAM20"	238
"ADAM20P1"	192
"ADAM21"	7
"ADAM21P1"	0
"ADAM22"	4787
"ADAM23"	4062
"ADAM28"	71
"ADAM29"	2
"ADAM30"	0
"ADAM32"	187
"ADAM33"	66
"ADAM3A"	0
"ADAM3B"	10
"ADAM5"	4
"ADAM6"	0
"ADAM7"	0
"ADAM8"	54
"ADAM9"	806
"ADAMDEC1"	0
"ADAMTS1"	664
"ADAMTS10"	410
"ADAMTS12"	6
"ADAMTS13"	320
"ADAMTS14"	61
"ADAMTS15"	26
"ADAMTS16"	120
"ADAMTS17"	271
"ADAMTS18"	111
"ADAMTS19"	191
"ADAMTS19-AS1"	12
"ADAMTS2"	192
"ADAMTS20"	16
"ADAMTS3"	162
"ADAMTS4"	321
"ADAMTS5"	55
"ADAMTS6"	92
"ADAMTS7"	28
"ADAMTS7P1"	71
"ADAMTS8"	219
"ADAMTS9"	658
"ADAMTS9-AS1"	14
"ADAMTS9-AS2"	113
"ADAMTSL1"	111
"ADAMTSL2"	419
"ADAMTSL3"	230
"ADAMTSL4"	15
"ADAMTSL4-AS1"	39
"ADAMTSL5"	24
"ADAP1"	1460
"ADAP2"	47
"ADAR"	5812
"ADARB1"	1600
"ADARB2"	1292
"ADARB2-AS1"	6
"ADAT1"	578
"ADAT2"	113
"ADAT3"	40
"ADCK1"	169
"ADCK2"	332
"ADCK5"	83
"ADCY1"	12310
"ADCY10"	57
"ADCY10P1"	197
"ADCY2"	2749
"ADCY3"	1335
"ADCY4"	43
"ADCY5"	1952
"ADCY6"	857
"ADCY7"	209
"ADCY8"	415
"ADCY9"	1333
