gene/TE	../../STAR_v252_mapping/CGND_12893/HRA-00308_PE.bam
"A1BG"	34
"A1BG-AS1"	233
"A1CF"	0
"A2M"	903
"A2M-AS1"	115
"A2ML1"	149
"A2MP1"	1
"A3GALT2"	7
"A4GALT"	41
"A4GNT"	0
"AA06"	33
"AAAS"	282
"AACS"	1322
"AACSP1"	24
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	246
"AAED1"	60
"AAGAB"	848
"AAK1"	11292
"AAMDC"	56
"AAMP"	1266
"AANAT"	3
"AAR2"	231
"AARD"	12
"AARS"	7289
"AARS2"	627
"AARSD1"	164
"AASDH"	465
"AASDHPPT"	2326
"AASS"	487
"AATBC"	10
"AATF"	736
"AATK"	5701
"ABALON"	1
"ABAT"	8561
"ABCA1"	686
"ABCA10"	564
"ABCA11P"	320
"ABCA12"	30
"ABCA13"	1
"ABCA17P"	54
"ABCA2"	12958
"ABCA3"	4993
"ABCA4"	17
"ABCA5"	2227
"ABCA6"	482
"ABCA7"	436
"ABCA8"	911
"ABCA9"	452
"ABCA9-AS1"	1
"ABCB1"	232
"ABCB10"	337
"ABCB11"	5
"ABCB4"	7
"ABCB5"	0
"ABCB6"	414
"ABCB7"	447
"ABCB8"	589
"ABCB9"	540
"ABCC1"	577
"ABCC10"	310
"ABCC11"	10
"ABCC12"	82
"ABCC13"	5
"ABCC2"	17
"ABCC3"	17
"ABCC4"	234
"ABCC5"	2252
"ABCC5-AS1"	1
"ABCC6"	10
"ABCC6P1"	12
"ABCC6P2"	3
"ABCC8"	824
"ABCC9"	620
"ABCD1"	86
"ABCD2"	773
"ABCD3"	986
"ABCD4"	299
"ABCE1"	1139
"ABCF1"	1215
"ABCF2"	1417
"ABCF3"	979
"ABCG1"	737
"ABCG2"	316
"ABCG4"	561
"ABCG5"	9
"ABCG8"	29
"ABHD1"	9
"ABHD10"	727
"ABHD11"	137
"ABHD11-AS1"	0
"ABHD12"	1704
"ABHD12B"	105
"ABHD13"	634
"ABHD14A"	423
"ABHD14A-ACY1"	185
"ABHD14B"	133
"ABHD15"	119
"ABHD16A"	668
"ABHD16B"	0
"ABHD17A"	2386
"ABHD17B"	866
"ABHD17C"	350
"ABHD18"	371
"ABHD2"	5137
"ABHD3"	97
"ABHD4"	264
"ABHD5"	430
"ABHD6"	754
"ABHD8"	2164
"ABI1"	1623
"ABI2"	7831
"ABI3"	80
"ABI3BP"	106
"ABL1"	1558
"ABL2"	2728
"ABLIM1"	5738
"ABLIM2"	2906
"ABLIM3"	1011
"ABO"	12
"ABR"	16062
"ABRA"	9
"ABRACL"	93
"ABRAXAS1"	63
"ABRAXAS2"	505
"ABT1"	191
"ABTB1"	1059
"ABTB2"	224
"ACAA1"	574
"ACAA2"	378
"ACACA"	5654
"ACACB"	1131
"ACAD10"	279
"ACAD11"	326
"ACAD8"	436
"ACAD9"	635
"ACADL"	32
"ACADM"	998
"ACADS"	159
"ACADSB"	1466
"ACADVL"	1517
"ACAN"	99
"ACAP1"	14
"ACAP2"	1495
"ACAP3"	2336
"ACAT1"	731
"ACAT2"	472
"ACBD3"	981
