gene/TE	../../STAR_v252_mapping/CGND_12922/HRA-00409_PE.bam
"A1BG"	48
"A1BG-AS1"	127
"A1CF"	0
"A2M"	1635
"A2M-AS1"	105
"A2ML1"	226
"A2MP1"	1
"A3GALT2"	1
"A4GALT"	24
"A4GNT"	0
"AA06"	9
"AAAS"	242
"AACS"	1225
"AACSP1"	7
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	385
"AAED1"	68
"AAGAB"	1426
"AAK1"	10435
"AAMDC"	87
"AAMP"	1592
"AANAT"	1
"AAR2"	299
"AARD"	26
"AARS"	6396
"AARS2"	558
"AARSD1"	170
"AASDH"	881
"AASDHPPT"	3280
"AASS"	584
"AATBC"	2
"AATF"	895
"AATK"	2315
"ABALON"	13
"ABAT"	9219
"ABCA1"	589
"ABCA10"	470
"ABCA11P"	224
"ABCA12"	19
"ABCA13"	3
"ABCA17P"	160
"ABCA2"	5947
"ABCA3"	1855
"ABCA4"	10
"ABCA5"	2828
"ABCA6"	403
"ABCA7"	117
"ABCA8"	1777
"ABCA9"	300
"ABCA9-AS1"	1
"ABCB1"	284
"ABCB10"	316
"ABCB11"	1
"ABCB4"	12
"ABCB5"	0
"ABCB6"	356
"ABCB7"	720
"ABCB8"	332
"ABCB9"	291
"ABCC1"	350
"ABCC10"	128
"ABCC11"	22
"ABCC12"	92
"ABCC13"	0
"ABCC2"	27
"ABCC3"	0
"ABCC4"	410
"ABCC5"	1929
"ABCC5-AS1"	0
"ABCC6"	10
"ABCC6P1"	7
"ABCC6P2"	0
"ABCC8"	238
"ABCC9"	971
"ABCD1"	39
"ABCD2"	1032
"ABCD3"	1581
"ABCD4"	265
"ABCE1"	1369
"ABCF1"	837
"ABCF2"	1283
"ABCF3"	939
"ABCG1"	640
"ABCG2"	192
"ABCG4"	280
"ABCG5"	10
"ABCG8"	17
"ABHD1"	11
"ABHD10"	999
"ABHD11"	69
"ABHD11-AS1"	1
"ABHD12"	1688
"ABHD12B"	148
"ABHD13"	1126
"ABHD14A"	390
"ABHD14A-ACY1"	200
"ABHD14B"	68
"ABHD15"	98
"ABHD16A"	609
"ABHD16B"	0
"ABHD17A"	2610
"ABHD17B"	992
"ABHD17C"	459
"ABHD18"	407
"ABHD2"	5626
"ABHD3"	288
"ABHD4"	446
"ABHD5"	627
"ABHD6"	915
"ABHD8"	2442
"ABI1"	2632
"ABI2"	9634
"ABI3"	17
"ABI3BP"	178
"ABL1"	1052
"ABL2"	2517
"ABLIM1"	7663
"ABLIM2"	2338
"ABLIM3"	718
"ABO"	1
"ABR"	10416
"ABRA"	9
"ABRACL"	130
"ABRAXAS1"	65
"ABRAXAS2"	601
"ABT1"	167
"ABTB1"	758
"ABTB2"	165
"ACAA1"	552
"ACAA2"	798
"ACACA"	6731
"ACACB"	547
"ACAD10"	238
"ACAD11"	380
"ACAD8"	445
"ACAD9"	503
"ACADL"	61
"ACADM"	1240
"ACADS"	155
"ACADSB"	1059
"ACADVL"	1680
"ACAN"	68
"ACAP1"	10
"ACAP2"	1892
"ACAP3"	1517
"ACAT1"	1025
"ACAT2"	545
"ACBD3"	1418
"ACBD3-AS1"	0
"ACBD4"	199
"ACBD5"	2644
"ACBD6"	315
"ACBD7"	2114
"ACBD7-DCLRE1CP1"	160
"ACCS"	28
"ACCSL"	0
"ACD"	190
"ACE"	54
"ACE2"	14
"ACER1"	1
"ACER2"	303
"ACER3"	1591
"ACHE"	450
"ACIN1"	1978
"ACKR1"	78
"ACKR2"	14
"ACKR3"	175
"ACKR4"	3
"ACLY"	1670
"ACMSD"	0
"ACO1"	895
"ACO2"	6812
"ACOD1"	0
"ACOT1"	84
"ACOT11"	145
"ACOT12"	9
"ACOT13"	737
"ACOT2"	322
"ACOT4"	51
"ACOT6"	4
"ACOT7"	2140
"ACOT8"	464
"ACOT9"	443
"ACOX1"	2414
"ACOX2"	74
"ACOX3"	364
"ACOXL"	0
"ACOXL-AS1"	7
"ACP1"	1808
"ACP2"	202
"ACP4"	0
"ACP5"	5
"ACP6"	149
"ACP7"	19
"ACPP"	9
"ACR"	6
"ACRBP"	9
"ACRV1"	13
"ACSBG1"	1017
"ACSBG2"	4
"ACSF2"	117
"ACSF3"	221
"ACSL1"	970
"ACSL3"	7095
"ACSL4"	3817
"ACSL5"	57
"ACSL6"	3937
"ACSM1"	6
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	0
"ACSM4"	0
"ACSM5"	49
"ACSM6"	0
"ACSS1"	867
"ACSS2"	568
"ACSS3"	986
"ACTA1"	12
"ACTA2"	36
"ACTA2-AS1"	133
"ACTB"	25241
"ACTBL2"	0
"ACTC1"	39
"ACTG1"	14043
"ACTG1P17"	3
"ACTG1P20"	26
"ACTG1P4"	20
"ACTG2"	0
"ACTL10"	2
"ACTL6A"	219
"ACTL6B"	461
"ACTL7A"	0
"ACTL7B"	1
"ACTL8"	1
"ACTL9"	0
"ACTN1"	2269
"ACTN1-AS1"	5
"ACTN2"	1785
"ACTN3"	2
"ACTN4"	2407
"ACTR10"	1737
"ACTR1A"	3144
"ACTR1B"	1110
"ACTR2"	9879
"ACTR3"	3605
"ACTR3B"	1673
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	239
"ACTR5"	236
"ACTR6"	1036
"ACTR8"	992
"ACTRT1"	3
"ACTRT2"	0
"ACTRT3"	328
"ACVR1"	304
"ACVR1B"	1376
"ACVR1C"	1093
"ACVR2A"	1584
"ACVR2B"	1035
"ACVR2B-AS1"	22
"ACVRL1"	16
"ACY1"	29
"ACY3"	13
"ACYP1"	270
"ACYP2"	709
"ADA"	39
"ADA2"	147
"ADAD1"	1
"ADAD2"	11
"ADAL"	370
"ADAM10"	2738
"ADAM11"	912
"ADAM12"	75
"ADAM15"	170
"ADAM17"	747
"ADAM18"	0
"ADAM19"	251
"ADAM1A"	94
"ADAM2"	0
"ADAM20"	134
"ADAM20P1"	89
"ADAM21"	17
"ADAM21P1"	1
"ADAM22"	7443
"ADAM23"	2677
"ADAM28"	168
"ADAM29"	4
"ADAM30"	0
"ADAM32"	622
"ADAM33"	20
"ADAM3A"	0
"ADAM3B"	1
"ADAM5"	9
"ADAM6"	0
"ADAM7"	0
"ADAM8"	22
"ADAM9"	1642
"ADAMDEC1"	0
"ADAMTS1"	510
"ADAMTS10"	169
"ADAMTS12"	12
"ADAMTS13"	74
"ADAMTS14"	1
"ADAMTS15"	9
"ADAMTS16"	41
"ADAMTS17"	129
"ADAMTS18"	6
"ADAMTS19"	440
"ADAMTS19-AS1"	16
"ADAMTS2"	165
"ADAMTS20"	9
"ADAMTS3"	385
"ADAMTS4"	172
"ADAMTS5"	59
"ADAMTS6"	140
"ADAMTS7"	8
"ADAMTS7P1"	16
"ADAMTS8"	338
"ADAMTS9"	166
"ADAMTS9-AS1"	32
"ADAMTS9-AS2"	140
