gene/TE	../../STAR_v252_mapping/CGND_12966/HRA-00421_PE.bam
"A1BG"	31
"A1BG-AS1"	110
"A1CF"	0
"A2M"	1484
"A2M-AS1"	84
"A2ML1"	60
"A2MP1"	1
"A3GALT2"	1
"A4GALT"	12
"A4GNT"	0
"AA06"	17
"AAAS"	158
"AACS"	880
"AACSP1"	15
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	1
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	322
"AAED1"	76
"AAGAB"	1162
"AAK1"	8759
"AAMDC"	73
"AAMP"	1010
"AANAT"	3
"AAR2"	236
"AARD"	16
"AARS"	4311
"AARS2"	380
"AARSD1"	163
"AASDH"	645
"AASDHPPT"	2556
"AASS"	687
"AATBC"	0
"AATF"	462
"AATK"	2260
"ABALON"	2
"ABAT"	6860
"ABCA1"	782
"ABCA10"	493
"ABCA11P"	294
"ABCA12"	11
"ABCA13"	0
"ABCA17P"	98
"ABCA2"	7946
"ABCA3"	2154
"ABCA4"	9
"ABCA5"	2811
"ABCA6"	365
"ABCA7"	101
"ABCA8"	1454
"ABCA9"	372
"ABCA9-AS1"	0
"ABCB1"	215
"ABCB10"	398
"ABCB11"	4
"ABCB4"	8
"ABCB5"	1
"ABCB6"	326
"ABCB7"	493
"ABCB8"	372
"ABCB9"	334
"ABCC1"	320
"ABCC10"	189
"ABCC11"	25
"ABCC12"	60
"ABCC13"	1
"ABCC2"	19
"ABCC3"	4
"ABCC4"	365
"ABCC5"	1510
"ABCC5-AS1"	1
"ABCC6"	3
"ABCC6P1"	4
"ABCC6P2"	1
"ABCC8"	445
"ABCC9"	723
"ABCD1"	57
"ABCD2"	1220
"ABCD3"	1358
"ABCD4"	208
"ABCE1"	1211
"ABCF1"	650
"ABCF2"	884
"ABCF3"	761
"ABCG1"	653
"ABCG2"	273
"ABCG4"	260
"ABCG5"	12
"ABCG8"	19
"ABHD1"	8
"ABHD10"	973
"ABHD11"	70
"ABHD11-AS1"	0
"ABHD12"	1417
"ABHD12B"	104
"ABHD13"	829
"ABHD14A"	272
"ABHD14A-ACY1"	148
"ABHD14B"	69
"ABHD15"	51
"ABHD16A"	439
"ABHD16B"	0
"ABHD17A"	1837
"ABHD17B"	996
"ABHD17C"	426
"ABHD18"	372
"ABHD2"	4370
"ABHD3"	126
"ABHD4"	298
"ABHD5"	588
"ABHD6"	454
"ABHD8"	1155
"ABI1"	1864
"ABI2"	8377
"ABI3"	57
"ABI3BP"	153
"ABL1"	1049
"ABL2"	2432
"ABLIM1"	5487
"ABLIM2"	1196
"ABLIM3"	665
"ABO"	6
"ABR"	8215
"ABRA"	5
"ABRACL"	110
"ABRAXAS1"	88
"ABRAXAS2"	492
"ABT1"	203
"ABTB1"	568
"ABTB2"	99
"ACAA1"	546
"ACAA2"	626
"ACACA"	5184
"ACACB"	589
"ACAD10"	239
"ACAD11"	483
"ACAD8"	426
"ACAD9"	483
"ACADL"	89
"ACADM"	1152
"ACADS"	203
"ACADSB"	1835
"ACADVL"	1111
"ACAN"	42
"ACAP1"	8
"ACAP2"	1801
"ACAP3"	1165
"ACAT1"	765
"ACAT2"	548
"ACBD3"	900
"ACBD3-AS1"	0
"ACBD4"	180
"ACBD5"	2034
"ACBD6"	266
"ACBD7"	2256
"ACBD7-DCLRE1CP1"	180
"ACCS"	58
"ACCSL"	0
"ACD"	149
"ACE"	111
"ACE2"	11
"ACER1"	2
"ACER2"	120
"ACER3"	1300
"ACHE"	260
"ACIN1"	1173
"ACKR1"	65
"ACKR2"	15
"ACKR3"	124
"ACKR4"	1
"ACLY"	1778
"ACMSD"	0
"ACO1"	648
"ACO2"	5613
"ACOD1"	0
"ACOT1"	42
"ACOT11"	187
"ACOT12"	9
"ACOT13"	450
"ACOT2"	238
"ACOT4"	73
"ACOT6"	6
"ACOT7"	1296
"ACOT8"	321
"ACOT9"	501
"ACOX1"	2429
"ACOX2"	40
"ACOX3"	371
"ACOXL"	0
"ACOXL-AS1"	14
"ACP1"	1132
"ACP2"	292
"ACP4"	0
"ACP5"	6
"ACP6"	187
"ACP7"	36
"ACPP"	6
"ACR"	4
"ACRBP"	4
"ACRV1"	15
"ACSBG1"	1306
"ACSBG2"	0
"ACSF2"	130
"ACSF3"	144
"ACSL1"	1140
"ACSL3"	6060
"ACSL4"	2258
"ACSL5"	57
"ACSL6"	4284
"ACSM1"	6
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	1
"ACSM4"	0
"ACSM5"	63
"ACSM6"	0
"ACSS1"	958
"ACSS2"	484
"ACSS3"	653
"ACTA1"	14
"ACTA2"	43
"ACTA2-AS1"	183
"ACTB"	23585
"ACTBL2"	0
"ACTC1"	28
"ACTG1"	14307
"ACTG1P17"	4
"ACTG1P20"	25
"ACTG1P4"	82
"ACTG2"	0
"ACTL10"	2
"ACTL6A"	109
"ACTL6B"	320
"ACTL7A"	0
"ACTL7B"	1
"ACTL8"	3
"ACTL9"	0
"ACTN1"	1297
"ACTN1-AS1"	0
"ACTN2"	1169
"ACTN3"	4
"ACTN4"	1704
"ACTR10"	1397
"ACTR1A"	2619
"ACTR1B"	1544
"ACTR2"	6522
"ACTR3"	2061
"ACTR3B"	867
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	201
"ACTR5"	150
"ACTR6"	722
"ACTR8"	817
"ACTRT1"	1
"ACTRT2"	0
"ACTRT3"	52
"ACVR1"	304
"ACVR1B"	1336
"ACVR1C"	651
"ACVR2A"	952
"ACVR2B"	961
"ACVR2B-AS1"	34
"ACVRL1"	42
"ACY1"	41
"ACY3"	28
"ACYP1"	203
"ACYP2"	468
"ADA"	40
"ADA2"	124
"ADAD1"	0
"ADAD2"	3
"ADAL"	330
"ADAM10"	2221
"ADAM11"	953
"ADAM12"	56
"ADAM15"	338
"ADAM17"	697
"ADAM18"	1
"ADAM19"	230
"ADAM1A"	123
"ADAM2"	0
"ADAM20"	183
"ADAM20P1"	161
"ADAM21"	12
"ADAM21P1"	0
"ADAM22"	7451
"ADAM23"	3583
"ADAM28"	123
"ADAM29"	4
"ADAM30"	0
"ADAM32"	335
"ADAM33"	12
"ADAM3A"	0
"ADAM3B"	1
"ADAM5"	2
"ADAM6"	0
"ADAM7"	0
"ADAM8"	13
"ADAM9"	1383
"ADAMDEC1"	0
"ADAMTS1"	591
"ADAMTS10"	168
"ADAMTS12"	10
"ADAMTS13"	101
"ADAMTS14"	25
"ADAMTS15"	3
"ADAMTS16"	58
"ADAMTS17"	129
"ADAMTS18"	144
"ADAMTS19"	302
"ADAMTS19-AS1"	15
"ADAMTS2"	59
"ADAMTS20"	14
"ADAMTS3"	331
"ADAMTS4"	544
"ADAMTS5"	43
"ADAMTS6"	78
"ADAMTS7"	17
"ADAMTS7P1"	14
"ADAMTS8"	244
"ADAMTS9"	188
"ADAMTS9-AS1"	5
"ADAMTS9-AS2"	143
"ADAMTSL1"	85
"ADAMTSL2"	174
"ADAMTSL3"	230
"ADAMTSL4"	8
"ADAMTSL4-AS1"	11
"ADAMTSL5"	5
"ADAP1"	1530
"ADAP2"	69
"ADAR"	8213
"ADARB1"	1224
"ADARB2"	1333
"ADARB2-AS1"	3
"ADAT1"	690
"ADAT2"	135
"ADAT3"	23
"ADCK1"	73
"ADCK2"	442
"ADCK5"	54
"ADCY1"	9992
"ADCY10"	64
"ADCY10P1"	244
"ADCY2"	4215
"ADCY3"	1003
"ADCY4"	2
"ADCY5"	1794
