gene/TE	../../BAM/CGND_13066/HRA-00562_PE.bam
"A1BG"	29
"A1BG-AS1"	145
"A1CF"	0
"A2M"	1424
"A2M-AS1"	119
"A2ML1"	111
"A2MP1"	1
"A3GALT2"	4
"A4GALT"	52
"A4GNT"	0
"AA06"	38
"AAAS"	269
"AACS"	1370
"AACSP1"	21
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	427
"AAED1"	106
"AAGAB"	1093
"AAK1"	11636
"AAMDC"	71
"AAMP"	1175
"AANAT"	3
"AAR2"	276
"AARD"	17
"AARS"	6375
"AARS2"	710
"AARSD1"	191
"AASDH"	704
"AASDHPPT"	2702
"AASS"	1024
"AATBC"	1
"AATF"	562
"AATK"	4096
"ABALON"	1
"ABAT"	8948
"ABCA1"	1009
"ABCA10"	826
"ABCA11P"	354
"ABCA12"	23
"ABCA13"	4
"ABCA17P"	89
"ABCA2"	11700
"ABCA3"	4215
"ABCA4"	29
"ABCA5"	2731
"ABCA6"	818
"ABCA7"	431
"ABCA8"	1043
"ABCA9"	624
"ABCA9-AS1"	0
"ABCB1"	327
"ABCB10"	492
"ABCB11"	4
"ABCB4"	10
"ABCB5"	0
"ABCB6"	540
"ABCB7"	528
"ABCB8"	716
"ABCB9"	630
"ABCC1"	637
"ABCC10"	413
"ABCC11"	33
"ABCC12"	80
"ABCC13"	1
"ABCC2"	19
"ABCC3"	17
"ABCC4"	436
"ABCC5"	2701
"ABCC5-AS1"	0
"ABCC6"	16
"ABCC6P1"	5
"ABCC6P2"	2
"ABCC8"	1346
"ABCC9"	2006
"ABCD1"	59
"ABCD2"	964
"ABCD3"	1482
"ABCD4"	585
"ABCE1"	1468
"ABCF1"	975
"ABCF2"	1325
"ABCF3"	1123
"ABCG1"	610
"ABCG2"	202
"ABCG4"	575
"ABCG5"	19
"ABCG8"	48
"ABHD1"	12
"ABHD10"	871
"ABHD11"	168
"ABHD11-AS1"	0
"ABHD12"	2053
"ABHD12B"	119
"ABHD13"	716
"ABHD14A"	332
"ABHD14A-ACY1"	185
"ABHD14B"	111
"ABHD15"	93
"ABHD16A"	601
"ABHD16B"	0
"ABHD17A"	2449
"ABHD17B"	874
"ABHD17C"	432
"ABHD18"	495
"ABHD2"	6577
"ABHD3"	142
"ABHD4"	297
"ABHD5"	635
"ABHD6"	756
"ABHD8"	1498
"ABI1"	2101
"ABI2"	8867
"ABI3"	89
"ABI3BP"	126
"ABL1"	1433
"ABL2"	2601
"ABLIM1"	7754
"ABLIM2"	2059
"ABLIM3"	1144
"ABO"	18
"ABR"	12482
"ABRA"	1
"ABRACL"	133
"ABRAXAS1"	99
"ABRAXAS2"	503
"ABT1"	168
"ABTB1"	902
"ABTB2"	264
"ACAA1"	764
"ACAA2"	583
"ACACA"	6239
"ACACB"	979
"ACAD10"	352
"ACAD11"	480
"ACAD8"	500
"ACAD9"	808
"ACADL"	70
"ACADM"	982
"ACADS"	140
"ACADSB"	1661
"ACADVL"	1906
"ACAN"	207
"ACAP1"	7
"ACAP2"	1890
"ACAP3"	2374
"ACAT1"	803
"ACAT2"	577
"ACBD3"	1044
"ACBD3-AS1"	0
"ACBD4"	312
"ACBD5"	2425
"ACBD6"	379
"ACBD7"	2525
"ACBD7-DCLRE1CP1"	158
"ACCS"	113
"ACCSL"	1
"ACD"	234
"ACE"	189
"ACE2"	8
"ACER1"	0
"ACER2"	211
"ACER3"	1471
"ACHE"	564
"ACIN1"	2106
"ACKR1"	129
"ACKR2"	19
"ACKR3"	121
"ACKR4"	0
"ACLY"	2918
"ACMSD"	0
"ACO1"	1039
"ACO2"	6984
"ACOD1"	0
"ACOT1"	179
"ACOT11"	478
"ACOT12"	1
"ACOT13"	481
"ACOT2"	174
"ACOT4"	57
"ACOT6"	4
"ACOT7"	1884
"ACOT8"	397
"ACOT9"	540
"ACOX1"	2946
"ACOX2"	55
"ACOX3"	632
"ACOXL"	0
"ACOXL-AS1"	13
"ACP1"	1217
"ACP2"	566
"ACP4"	1
"ACP5"	1
"ACP6"	226
"ACP7"	26
"ACPP"	21
"ACR"	10
"ACRBP"	8
"ACRV1"	32
"ACSBG1"	1645
"ACSBG2"	3
"ACSF2"	145
"ACSF3"	335
"ACSL1"	1167
"ACSL3"	5927
"ACSL4"	2372
"ACSL5"	249
"ACSL6"	7376
"ACSM1"	3
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	6
"ACSM4"	0
"ACSM5"	45
"ACSM6"	0
"ACSS1"	1196
"ACSS2"	710
"ACSS3"	665
"ACTA1"	13
"ACTA2"	35
"ACTA2-AS1"	227
"ACTB"	30275
"ACTBL2"	0
"ACTC1"	26
"ACTG1"	16423
"ACTG1P17"	15
"ACTG1P20"	44
"ACTG1P4"	171
"ACTG2"	0
"ACTL10"	8
"ACTL6A"	93
"ACTL6B"	617
"ACTL7A"	0
"ACTL7B"	2
"ACTL8"	8
"ACTL9"	0
"ACTN1"	2391
"ACTN1-AS1"	1
"ACTN2"	1388
"ACTN3"	1
"ACTN4"	3209
"ACTR10"	1314
"ACTR1A"	3372
"ACTR1B"	1968
"ACTR2"	8267
"ACTR3"	2605
"ACTR3B"	1163
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	284
"ACTR5"	173
"ACTR6"	721
"ACTR8"	978
"ACTRT1"	3
"ACTRT2"	0
"ACTRT3"	43
"ACVR1"	484
"ACVR1B"	1651
"ACVR1C"	992
"ACVR2A"	801
"ACVR2B"	1150
"ACVR2B-AS1"	26
"ACVRL1"	239
"ACY1"	50
"ACY3"	3
"ACYP1"	211
"ACYP2"	562
"ADA"	78
"ADA2"	239
"ADAD1"	0
"ADAD2"	32
"ADAL"	340
"ADAM10"	2223
"ADAM11"	1739
"ADAM12"	196
"ADAM15"	571
"ADAM17"	880
"ADAM18"	0
"ADAM19"	436
"ADAM1A"	153
"ADAM2"	0
"ADAM20"	206
"ADAM20P1"	229
"ADAM21"	12
"ADAM21P1"	0
"ADAM22"	7854
"ADAM23"	4807
"ADAM28"	179
"ADAM29"	2
"ADAM30"	0
"ADAM32"	359
"ADAM33"	46
"ADAM3A"	0
"ADAM3B"	5
"ADAM5"	1
"ADAM6"	0
"ADAM7"	0
"ADAM8"	50
"ADAM9"	1607
"ADAMDEC1"	0
"ADAMTS1"	597
"ADAMTS10"	446
"ADAMTS12"	13
"ADAMTS13"	375
"ADAMTS14"	118
"ADAMTS15"	18
"ADAMTS16"	91
"ADAMTS17"	282
"ADAMTS18"	7
"ADAMTS19"	202
"ADAMTS19-AS1"	12
"ADAMTS2"	161
"ADAMTS20"	7
"ADAMTS3"	205
"ADAMTS4"	424
"ADAMTS5"	140
"ADAMTS6"	138
"ADAMTS7"	37
"ADAMTS7P1"	70
"ADAMTS8"	271
"ADAMTS9"	1113
"ADAMTS9-AS1"	26
"ADAMTS9-AS2"	186
"ADAMTSL1"	118
"ADAMTSL2"	528
"ADAMTSL3"	260
"ADAMTSL4"	18
"ADAMTSL4-AS1"	25
"ADAMTSL5"	21
"ADAP1"	2240
"ADAP2"	88
"ADAR"	9513
"ADARB1"	2250
"ADARB2"	1533
"ADARB2-AS1"	2
"ADAT1"	926
"ADAT2"	188
"ADAT3"	55
"ADCK1"	243
"ADCK2"	513
"ADCK5"	120
"ADCY1"	18311
"ADCY10"	57
"ADCY10P1"	249
"ADCY2"	5078
"ADCY3"	1640
"ADCY4"	43
"ADCY5"	3059
"ADCY6"	1037
"ADCY7"	387
"ADCY8"	874
