gene/TE	../../BAM/CGND_13132/HRA-01266_PE.bam
"A1BG"	16
"A1BG-AS1"	120
"A1CF"	0
"A2M"	1413
"A2M-AS1"	83
"A2ML1"	126
"A2MP1"	0
"A3GALT2"	3
"A4GALT"	35
"A4GNT"	1
"AA06"	40
"AAAS"	195
"AACS"	1017
"AACSP1"	10
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	1
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	207
"AAED1"	40
"AAGAB"	671
"AAK1"	7925
"AAMDC"	42
"AAMP"	704
"AANAT"	0
"AAR2"	167
"AARD"	5
"AARS"	4146
"AARS2"	391
"AARSD1"	147
"AASDH"	415
"AASDHPPT"	1723
"AASS"	340
"AATBC"	1
"AATF"	375
"AATK"	2120
"ABALON"	0
"ABAT"	5743
"ABCA1"	578
"ABCA10"	506
"ABCA11P"	252
"ABCA12"	8
"ABCA13"	1
"ABCA17P"	80
"ABCA2"	5366
"ABCA3"	2627
"ABCA4"	18
"ABCA5"	2043
"ABCA6"	416
"ABCA7"	241
"ABCA8"	197
"ABCA9"	358
"ABCA9-AS1"	0
"ABCB1"	245
"ABCB10"	300
"ABCB11"	6
"ABCB4"	10
"ABCB5"	0
"ABCB6"	336
"ABCB7"	267
"ABCB8"	525
"ABCB9"	494
"ABCC1"	412
"ABCC10"	281
"ABCC11"	18
"ABCC12"	61
"ABCC13"	3
"ABCC2"	15
"ABCC3"	10
"ABCC4"	239
"ABCC5"	1830
"ABCC5-AS1"	0
"ABCC6"	6
"ABCC6P1"	12
"ABCC6P2"	0
"ABCC8"	727
"ABCC9"	551
"ABCD1"	38
"ABCD2"	751
"ABCD3"	769
"ABCD4"	351
"ABCE1"	923
"ABCF1"	572
"ABCF2"	841
"ABCF3"	648
"ABCG1"	462
"ABCG2"	273
"ABCG4"	377
"ABCG5"	19
"ABCG8"	48
"ABHD1"	12
"ABHD10"	529
"ABHD11"	109
"ABHD11-AS1"	0
"ABHD12"	1025
"ABHD12B"	91
"ABHD13"	558
"ABHD14A"	254
"ABHD14A-ACY1"	133
"ABHD14B"	74
"ABHD15"	73
