gene/TE	../../STAR_v252_mapping/CGND_12953/HRA-00655_PE.bam
"A1BG"	34
"A1BG-AS1"	117
"A1CF"	0
"A2M"	2394
"A2M-AS1"	76
"A2ML1"	159
"A2MP1"	1
"A3GALT2"	2
"A4GALT"	20
"A4GNT"	2
"AA06"	53
"AAAS"	215
"AACS"	1002
"AACSP1"	14
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	1
"AADACL3"	1
"AADACL4"	0
"AADACP1"	0
"AADAT"	295
"AAED1"	55
"AAGAB"	869
"AAK1"	10931
"AAMDC"	49
"AAMP"	823
"AANAT"	2
"AAR2"	205
"AARD"	13
"AARS"	5451
"AARS2"	530
"AARSD1"	153
"AASDH"	629
"AASDHPPT"	2081
"AASS"	826
"AATBC"	1
"AATF"	505
"AATK"	3924
"ABALON"	4
"ABAT"	6091
"ABCA1"	877
"ABCA10"	578
"ABCA11P"	252
"ABCA12"	21
"ABCA13"	3
"ABCA17P"	106
"ABCA2"	10594
"ABCA3"	2858
"ABCA4"	20
"ABCA5"	2614
"ABCA6"	462
"ABCA7"	355
"ABCA8"	1200
"ABCA9"	425
"ABCA9-AS1"	1
"ABCB1"	372
"ABCB10"	355
"ABCB11"	13
"ABCB4"	10
"ABCB5"	0
"ABCB6"	381
"ABCB7"	376
"ABCB8"	554
"ABCB9"	414
"ABCC1"	465
"ABCC10"	320
"ABCC11"	9
"ABCC12"	74
"ABCC13"	1
"ABCC2"	40
"ABCC3"	10
"ABCC4"	399
"ABCC5"	2319
"ABCC5-AS1"	0
"ABCC6"	11
"ABCC6P1"	6
"ABCC6P2"	1
"ABCC8"	770
"ABCC9"	704
"ABCD1"	57
"ABCD2"	518
"ABCD3"	987
"ABCD4"	457
"ABCE1"	1209
"ABCF1"	719
"ABCF2"	1041
"ABCF3"	821
"ABCG1"	643
"ABCG2"	378
"ABCG4"	440
"ABCG5"	19
"ABCG8"	50
"ABHD1"	6
"ABHD10"	772
"ABHD11"	83
"ABHD11-AS1"	0
"ABHD12"	1430
"ABHD12B"	97
"ABHD13"	720
"ABHD14A"	213
"ABHD14A-ACY1"	101
"ABHD14B"	98
"ABHD15"	76
"ABHD16A"	504
"ABHD16B"	0
"ABHD17A"	1579
"ABHD17B"	786
"ABHD17C"	250
"ABHD18"	396
"ABHD2"	4642
"ABHD3"	95
"ABHD4"	182
"ABHD5"	431
"ABHD6"	568
"ABHD8"	1058
"ABI1"	1533
"ABI2"	7055
"ABI3"	68
"ABI3BP"	82
"ABL1"	1196
"ABL2"	2530
"ABLIM1"	4980
"ABLIM2"	1775
"ABLIM3"	879
"ABO"	16
"ABR"	9695
"ABRA"	9
"ABRACL"	79
"ABRAXAS1"	55
"ABRAXAS2"	401
"ABT1"	151
"ABTB1"	613
"ABTB2"	196
"ACAA1"	490
"ACAA2"	259
"ACACA"	4797
"ACACB"	798
"ACAD10"	267
"ACAD11"	584
"ACAD8"	389
"ACAD9"	508
"ACADL"	52
"ACADM"	618
"ACADS"	89
"ACADSB"	1135
"ACADVL"	1545
"ACAN"	99
"ACAP1"	7
"ACAP2"	1534
"ACAP3"	1836
"ACAT1"	474
"ACAT2"	419
"ACBD3"	886
"ACBD3-AS1"	0
"ACBD4"	189
"ACBD5"	1880
"ACBD6"	265
"ACBD7"	1090
"ACBD7-DCLRE1CP1"	71
"ACCS"	72
"ACCSL"	2
"ACD"	181
"ACE"	92
"ACE2"	8
"ACER1"	0
"ACER2"	125
"ACER3"	1223
"ACHE"	491
"ACIN1"	1632
"ACKR1"	282
"ACKR2"	19
"ACKR3"	52
"ACKR4"	0
"ACLY"	2141
"ACMSD"	0
"ACO1"	532
"ACO2"	4486
"ACOD1"	0
"ACOT1"	59
"ACOT11"	328
"ACOT12"	4
"ACOT13"	277
"ACOT2"	224
"ACOT4"	35
"ACOT6"	3
"ACOT7"	1515
"ACOT8"	230
"ACOT9"	362
"ACOX1"	1759
"ACOX2"	21
"ACOX3"	436
"ACOXL"	0
"ACOXL-AS1"	10
"ACP1"	821
"ACP2"	355
"ACP4"	0
"ACP5"	2
"ACP6"	187
"ACP7"	46
"ACPP"	10
"ACR"	10
"ACRBP"	12
"ACRV1"	17
"ACSBG1"	441
"ACSBG2"	1
"ACSF2"	50
"ACSF3"	208
"ACSL1"	1712
"ACSL3"	3987
"ACSL4"	2198
"ACSL5"	106
"ACSL6"	4386
"ACSM1"	9
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	1
"ACSM4"	0
"ACSM5"	36
"ACSM6"	0
"ACSS1"	730
"ACSS2"	499
"ACSS3"	408
"ACTA1"	8
"ACTA2"	19
"ACTA2-AS1"	223
"ACTB"	21196
"ACTBL2"	0
"ACTC1"	12
"ACTG1"	10405
"ACTG1P17"	7
"ACTG1P20"	44
"ACTG1P4"	165
"ACTG2"	0
"ACTL10"	0
"ACTL6A"	74
"ACTL6B"	438
"ACTL7A"	0
"ACTL7B"	1
"ACTL8"	2
"ACTL9"	0
"ACTN1"	2127
"ACTN1-AS1"	1
"ACTN2"	1440
"ACTN3"	1
"ACTN4"	2569
"ACTR10"	839
"ACTR1A"	2663
"ACTR1B"	1207
"ACTR2"	7274
"ACTR3"	2094
"ACTR3B"	948
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	170
"ACTR5"	138
"ACTR6"	558
"ACTR8"	544
"ACTRT1"	0
"ACTRT2"	0
"ACTRT3"	23
"ACVR1"	345
"ACVR1B"	1317
"ACVR1C"	839
"ACVR2A"	743
"ACVR2B"	863
"ACVR2B-AS1"	15
"ACVRL1"	94
"ACY1"	30
"ACY3"	3
"ACYP1"	157
"ACYP2"	473
"ADA"	77
"ADA2"	135
"ADAD1"	0
"ADAD2"	14
"ADAL"	227
"ADAM10"	1960
"ADAM11"	1364
"ADAM12"	86
"ADAM15"	353
"ADAM17"	816
"ADAM18"	0
"ADAM19"	406
"ADAM1A"	151
"ADAM2"	0
"ADAM20"	240
"ADAM20P1"	238
"ADAM21"	8
"ADAM21P1"	0
"ADAM22"	6705
"ADAM23"	4150
"ADAM28"	326
"ADAM29"	9
"ADAM30"	0
"ADAM32"	309
"ADAM33"	64
"ADAM3A"	0
"ADAM3B"	1
"ADAM5"	4
"ADAM6"	0
"ADAM7"	0
"ADAM8"	61
"ADAM9"	1339
"ADAMDEC1"	0
"ADAMTS1"	546
"ADAMTS10"	369
"ADAMTS12"	6
"ADAMTS13"	178
"ADAMTS14"	74
"ADAMTS15"	24
"ADAMTS16"	60
"ADAMTS17"	176
"ADAMTS18"	5
"ADAMTS19"	210
"ADAMTS19-AS1"	9
"ADAMTS2"	130
"ADAMTS20"	13
"ADAMTS3"	210
"ADAMTS4"	419
"ADAMTS5"	98
"ADAMTS6"	99
"ADAMTS7"	28
"ADAMTS7P1"	49
"ADAMTS8"	227
"ADAMTS9"	548
"ADAMTS9-AS1"	19
"ADAMTS9-AS2"	137
"ADAMTSL1"	123
"ADAMTSL2"	364
"ADAMTSL3"	366
"ADAMTSL4"	13
"ADAMTSL4-AS1"	18
"ADAMTSL5"	11
"ADAP1"	1525
"ADAP2"	64
"ADAR"	7033
"ADARB1"	1805
"ADARB2"	1270
"ADARB2-AS1"	0
"ADAT1"	669
"ADAT2"	165
"ADAT3"	35
"ADCK1"	182
"ADCK2"	345
"ADCK5"	80
"ADCY1"	14488
"ADCY10"	70
"ADCY10P1"	281
"ADCY2"	3384
"ADCY3"	1268
"ADCY4"	38
"ADCY5"	2418
"ADCY6"	832
"ADCY7"	309
"ADCY8"	541
"ADCY9"	1188
"ADCYAP1"	632
"ADCYAP1R1"	2777
"ADD1"	6856
"ADD2"	4864
"ADD3"	4078
"ADD3-AS1"	24
"ADGB"	3
"ADGRA1"	951
"ADGRA1-AS1"	24
"ADGRA2"	219
"ADGRA3"	828
"ADGRB1"	2609
"ADGRB2"	4546
"ADGRB3"	5353
"ADGRD1"	56
"ADGRD1-AS1"	0
"ADGRE1"	5
"ADGRE2"	82
"ADGRE3"	2
"ADGRE4P"	12
"ADGRE5"	91
"ADGRF1"	0
"ADGRF2"	2
"ADGRF3"	11
"ADGRF4"	2
"ADGRF5"	604
"ADGRG1"	1963
"ADGRG2"	4
"ADGRG3"	8
"ADGRG4"	4
"ADGRG5"	9
"ADGRG6"	71
"ADGRG7"	0
"ADGRL1"	6161
"ADGRL2"	2733
"ADGRL3"	5251
"ADGRL3-AS1"	0
"ADGRL4"	111
"ADGRV1"	3756
"ADH1A"	0
"ADH1B"	20
"ADH1C"	0
"ADH4"	0
"ADH5"	1065
"ADH6"	0
"ADH7"	0
"ADHFE1"	265
"ADI1"	527
"ADIG"	0
"ADIPOQ"	1
"ADIPOQ-AS1"	0
"ADIPOR1"	820
"ADIPOR2"	1688
"ADIRF"	105
"ADK"	470
"ADM"	98
"ADM2"	0
"ADM5"	6
"ADNP"	2354
"ADNP-AS1"	14
"ADNP2"	851
"ADO"	1050
"ADORA1"	835
"ADORA2A"	27
"ADORA2A-AS1"	0
"ADORA2B"	63
"ADORA3"	69
"ADPGK"	355
"ADPGK-AS1"	14
"ADPRH"	36
"ADPRHL1"	159
"ADPRHL2"	174
"ADPRM"	125
"ADRA1A"	742
"ADRA1B"	258
"ADRA1D"	87
"ADRA2A"	141
"ADRA2B"	8
"ADRA2C"	59
"ADRB1"	316
"ADRB2"	61
"ADRB3"	4
"ADRM1"	449
"ADSL"	203
"ADSS"	1320
"ADSSL1"	56
"ADTRP"	73
"AEBP1"	903
"AEBP2"	1492
"AEN"	178
"AES"	5180
"AFAP1"	1076
"AFAP1-AS1"	27
"AFAP1L1"	70
"AFAP1L2"	539
"AFDN"	3855
"AFDN-DT"	13
"AFF1"	1597
"AFF1-AS1"	47
