gene/TE	../../STAR_v252_mapping/CGND_12966/HRA-00415_PE.bam
"A1BG"	38
"A1BG-AS1"	98
"A1CF"	0
"A2M"	2104
"A2M-AS1"	98
"A2ML1"	496
"A2MP1"	3
"A3GALT2"	4
"A4GALT"	25
"A4GNT"	0
"AA06"	47
"AAAS"	182
"AACS"	828
"AACSP1"	13
"AADAC"	1
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	257
"AAED1"	85
"AAGAB"	861
"AAK1"	8427
"AAMDC"	64
"AAMP"	772
"AANAT"	1
"AAR2"	288
"AARD"	8
"AARS"	4186
"AARS2"	355
"AARSD1"	82
"AASDH"	814
"AASDHPPT"	1852
"AASS"	971
"AATBC"	0
"AATF"	502
"AATK"	2423
"ABALON"	2
"ABAT"	5395
"ABCA1"	1591
"ABCA10"	750
"ABCA11P"	249
"ABCA12"	19
"ABCA13"	3
"ABCA17P"	111
"ABCA2"	6964
"ABCA3"	1752
"ABCA4"	25
"ABCA5"	2711
"ABCA6"	836
"ABCA7"	120
"ABCA8"	1873
"ABCA9"	604
"ABCA9-AS1"	0
"ABCB1"	158
"ABCB10"	390
"ABCB11"	2
"ABCB4"	6
"ABCB5"	0
"ABCB6"	344
"ABCB7"	524
"ABCB8"	338
"ABCB9"	241
"ABCC1"	302
"ABCC10"	212
"ABCC11"	12
"ABCC12"	43
"ABCC13"	0
"ABCC2"	89
"ABCC3"	10
"ABCC4"	588
"ABCC5"	1937
"ABCC5-AS1"	0
"ABCC6"	12
"ABCC6P1"	9
"ABCC6P2"	0
"ABCC8"	416
"ABCC9"	1017
"ABCD1"	59
"ABCD2"	572
"ABCD3"	1472
"ABCD4"	343
"ABCE1"	935
"ABCF1"	674
"ABCF2"	890
"ABCF3"	648
"ABCG1"	598
"ABCG2"	224
"ABCG4"	141
"ABCG5"	9
"ABCG8"	30
"ABHD1"	15
"ABHD10"	589
"ABHD11"	40
"ABHD11-AS1"	1
"ABHD12"	918
"ABHD12B"	95
"ABHD13"	841
"ABHD14A"	166
"ABHD14A-ACY1"	107
"ABHD14B"	85
"ABHD15"	115
"ABHD16A"	351
"ABHD16B"	0
"ABHD17A"	1568
"ABHD17B"	1148
"ABHD17C"	364
"ABHD18"	465
"ABHD2"	5021
"ABHD3"	159
"ABHD4"	312
"ABHD5"	797
"ABHD6"	727
"ABHD8"	983
"ABI1"	1680
"ABI2"	5613
"ABI3"	75
"ABI3BP"	414
"ABL1"	1075
"ABL2"	2591
"ABLIM1"	7051
"ABLIM2"	1088
"ABLIM3"	553
"ABO"	5
"ABR"	6232
"ABRA"	5
"ABRACL"	71
"ABRAXAS1"	90
"ABRAXAS2"	482
"ABT1"	141
"ABTB1"	361
"ABTB2"	168
"ACAA1"	481
"ACAA2"	605
"ACACA"	5081
"ACACB"	1234
"ACAD10"	271
"ACAD11"	650
"ACAD8"	378
"ACAD9"	524
"ACADL"	51
"ACADM"	1062
"ACADS"	138
"ACADSB"	1010
"ACADVL"	1562
"ACAN"	77
"ACAP1"	13
"ACAP2"	1965
"ACAP3"	1101
"ACAT1"	814
"ACAT2"	495
"ACBD3"	826
"ACBD3-AS1"	0
"ACBD4"	109
"ACBD5"	2292
"ACBD6"	254
"ACBD7"	1312
"ACBD7-DCLRE1CP1"	107
"ACCS"	50
"ACCSL"	3
"ACD"	135
"ACE"	65
"ACE2"	13
"ACER1"	0
"ACER2"	193
"ACER3"	2147
"ACHE"	177
"ACIN1"	1532
"ACKR1"	56
"ACKR2"	11
"ACKR3"	115
"ACKR4"	15
"ACLY"	1267
"ACMSD"	0
"ACO1"	707
"ACO2"	4004
"ACOD1"	0
