gene/TE	../../BAM/CGND_13096/HRA-00244_PE.bam
"A1BG"	32
"A1BG-AS1"	95
"A1CF"	0
"A2M"	439
"A2M-AS1"	55
"A2ML1"	69
"A2MP1"	0
"A3GALT2"	3
"A4GALT"	4
"A4GNT"	0
"AA06"	15
"AAAS"	176
"AACS"	651
"AACSP1"	12
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	1
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	176
"AAED1"	38
"AAGAB"	494
"AAK1"	6124
"AAMDC"	34
"AAMP"	646
"AANAT"	1
"AAR2"	178
"AARD"	12
"AARS"	3402
"AARS2"	355
"AARSD1"	96
"AASDH"	341
"AASDHPPT"	1444
"AASS"	542
"AATBC"	0
"AATF"	488
"AATK"	4445
"ABALON"	0
"ABAT"	3781
"ABCA1"	435
"ABCA10"	319
"ABCA11P"	173
"ABCA12"	9
"ABCA13"	3
"ABCA17P"	36
"ABCA2"	14958
"ABCA3"	2214
"ABCA4"	9
"ABCA5"	1457
"ABCA6"	316
"ABCA7"	144
"ABCA8"	1536
"ABCA9"	274
"ABCA9-AS1"	0
"ABCB1"	177
"ABCB10"	240
"ABCB11"	3
"ABCB4"	4
"ABCB5"	0
"ABCB6"	279
"ABCB7"	194
"ABCB8"	402
"ABCB9"	313
"ABCC1"	275
"ABCC10"	220
"ABCC11"	11
"ABCC12"	55
"ABCC13"	0
"ABCC2"	10
"ABCC3"	9
"ABCC4"	113
"ABCC5"	1315
"ABCC5-AS1"	0
"ABCC6"	5
"ABCC6P1"	7
"ABCC6P2"	0
"ABCC8"	558
"ABCC9"	484
"ABCD1"	48
"ABCD2"	498
"ABCD3"	688
"ABCD4"	274
"ABCE1"	873
"ABCF1"	567
"ABCF2"	600
"ABCF3"	508
"ABCG1"	491
"ABCG2"	116
"ABCG4"	218
"ABCG5"	8
"ABCG8"	18
"ABHD1"	7
"ABHD10"	395
"ABHD11"	73
"ABHD11-AS1"	0
"ABHD12"	903
"ABHD12B"	56
"ABHD13"	425
"ABHD14A"	153
"ABHD14A-ACY1"	73
"ABHD14B"	62
"ABHD15"	60
"ABHD16A"	311
"ABHD16B"	0
"ABHD17A"	934
"ABHD17B"	654
"ABHD17C"	205
"ABHD18"	288
"ABHD2"	2857
"ABHD3"	62
"ABHD4"	167
"ABHD5"	312
"ABHD6"	496
"ABHD8"	719
"ABI1"	1024
"ABI2"	5152
"ABI3"	18
"ABI3BP"	149
"ABL1"	1070
"ABL2"	1344
"ABLIM1"	3038
"ABLIM2"	1013
"ABLIM3"	703
"ABO"	3
"ABR"	6643
"ABRA"	3
"ABRACL"	74
"ABRAXAS1"	39
"ABRAXAS2"	257
"ABT1"	93
"ABTB1"	444
"ABTB2"	195
"ACAA1"	347
"ACAA2"	242
"ACACA"	2712
"ACACB"	783
"ACAD10"	197
"ACAD11"	256
"ACAD8"	220
"ACAD9"	364
"ACADL"	28
"ACADM"	526
"ACADS"	66
"ACADSB"	891
"ACADVL"	932
"ACAN"	34
"ACAP1"	3
"ACAP2"	1102
"ACAP3"	1433
"ACAT1"	360
"ACAT2"	254
"ACBD3"	575
"ACBD3-AS1"	0
"ACBD4"	114
"ACBD5"	1354
"ACBD6"	192
"ACBD7"	1069
"ACBD7-DCLRE1CP1"	62
"ACCS"	49
"ACCSL"	0
"ACD"	111
"ACE"	72
"ACE2"	8
"ACER1"	1
"ACER2"	54
"ACER3"	1122
"ACHE"	234
"ACIN1"	1384
"ACKR1"	85
"ACKR2"	13
"ACKR3"	36
"ACKR4"	1
"ACLY"	1307
"ACMSD"	0
"ACO1"	296
"ACO2"	2952
"ACOD1"	0
"ACOT1"	31
"ACOT11"	202
"ACOT12"	5
"ACOT13"	230
"ACOT2"	145
"ACOT4"	25
"ACOT6"	2
"ACOT7"	967
"ACOT8"	140
"ACOT9"	214
"ACOX1"	1268
"ACOX2"	25
"ACOX3"	279
"ACOXL"	0
"ACOXL-AS1"	8
"ACP1"	561
"ACP2"	311
"ACP4"	1
"ACP5"	3
"ACP6"	72
"ACP7"	51
"ACPP"	2
"ACR"	2
"ACRBP"	4
"ACRV1"	7
"ACSBG1"	636
"ACSBG2"	0
"ACSF2"	34
"ACSF3"	188
"ACSL1"	1011
"ACSL3"	3485
"ACSL4"	1570
"ACSL5"	75
"ACSL6"	3257
"ACSM1"	5
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	3
"ACSM4"	0
"ACSM5"	22
"ACSM6"	0
"ACSS1"	679
"ACSS2"	393
"ACSS3"	290
"ACTA1"	10
"ACTA2"	18
"ACTA2-AS1"	133
"ACTB"	18678
"ACTBL2"	0
"ACTC1"	7
"ACTG1"	7993
"ACTG1P17"	11
"ACTG1P20"	22
"ACTG1P4"	86
"ACTG2"	1
"ACTL10"	0
"ACTL6A"	54
"ACTL6B"	307
"ACTL7A"	0
"ACTL7B"	1
"ACTL8"	0
"ACTL9"	0
"ACTN1"	1279
"ACTN1-AS1"	1
"ACTN2"	1373
"ACTN3"	2
"ACTN4"	2446
"ACTR10"	636
"ACTR1A"	1729
"ACTR1B"	999
"ACTR2"	4224
"ACTR3"	1346
"ACTR3B"	510
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	109
"ACTR5"	82
"ACTR6"	339
"ACTR8"	409
"ACTRT1"	1
"ACTRT2"	0
"ACTRT3"	22
"ACVR1"	165
"ACVR1B"	902
"ACVR1C"	398
"ACVR2A"	516
"ACVR2B"	630
"ACVR2B-AS1"	16
"ACVRL1"	42
"ACY1"	21
"ACY3"	3
"ACYP1"	112
"ACYP2"	303
"ADA"	37
"ADA2"	67
"ADAD1"	0
"ADAD2"	5
"ADAL"	160
"ADAM10"	1429
"ADAM11"	1019
"ADAM12"	92
"ADAM15"	400
"ADAM17"	432
"ADAM18"	0
"ADAM19"	255
"ADAM1A"	96
"ADAM2"	0
"ADAM20"	113
"ADAM20P1"	136
"ADAM21"	6
"ADAM21P1"	0
"ADAM22"	3694
"ADAM23"	2384
"ADAM28"	39
"ADAM29"	4
"ADAM30"	0
"ADAM32"	87
"ADAM33"	22
"ADAM3A"	0
"ADAM3B"	1
"ADAM5"	1
"ADAM6"	0
"ADAM7"	0
"ADAM8"	32
"ADAM9"	827
"ADAMDEC1"	0
"ADAMTS1"	648
"ADAMTS10"	209
"ADAMTS12"	6
"ADAMTS13"	169
"ADAMTS14"	109
"ADAMTS15"	7
"ADAMTS16"	47
"ADAMTS17"	70
"ADAMTS18"	204
"ADAMTS19"	121
"ADAMTS19-AS1"	16
"ADAMTS2"	40
"ADAMTS20"	13
"ADAMTS3"	189
"ADAMTS4"	619
"ADAMTS5"	61
"ADAMTS6"	38
"ADAMTS7"	18
"ADAMTS7P1"	31
"ADAMTS8"	188
"ADAMTS9"	288
"ADAMTS9-AS1"	2
"ADAMTS9-AS2"	47
"ADAMTSL1"	87
"ADAMTSL2"	203
"ADAMTSL3"	225
"ADAMTSL4"	11
"ADAMTSL4-AS1"	12
"ADAMTSL5"	6
"ADAP1"	1073
"ADAP2"	30
"ADAR"	4831
"ADARB1"	915
"ADARB2"	986
"ADARB2-AS1"	90
"ADAT1"	401
"ADAT2"	75
"ADAT3"	46
"ADCK1"	134
"ADCK2"	287
"ADCK5"	52
"ADCY1"	7730
"ADCY10"	22
"ADCY10P1"	200
"ADCY2"	2295
"ADCY3"	885
"ADCY4"	12
"ADCY5"	1663
"ADCY6"	488
"ADCY7"	171
"ADCY8"	287
"ADCY9"	704
"ADCYAP1"	265
"ADCYAP1R1"	1885
"ADD1"	5163
"ADD2"	3145
"ADD3"	3680
"ADD3-AS1"	22
"ADGB"	3
"ADGRA1"	694
"ADGRA1-AS1"	21
"ADGRA2"	123
"ADGRA3"	619
"ADGRB1"	1659
"ADGRB2"	3190
"ADGRB3"	3211
"ADGRD1"	23
"ADGRD1-AS1"	0
"ADGRE1"	0
"ADGRE2"	56
"ADGRE3"	0
"ADGRE4P"	5
"ADGRE5"	92
"ADGRF1"	0
"ADGRF2"	0
"ADGRF3"	20
"ADGRF4"	0
"ADGRF5"	275
"ADGRG1"	1168
"ADGRG2"	4
"ADGRG3"	4
"ADGRG4"	0
"ADGRG5"	3
"ADGRG6"	34
"ADGRG7"	0
"ADGRL1"	4538
"ADGRL2"	1573
"ADGRL3"	3647
"ADGRL3-AS1"	0
"ADGRL4"	32
"ADGRV1"	3018
"ADH1A"	0
"ADH1B"	7
"ADH1C"	0
"ADH4"	0
"ADH5"	660
"ADH6"	0
"ADH7"	0
"ADHFE1"	285
"ADI1"	368
"ADIG"	0
"ADIPOQ"	0
"ADIPOQ-AS1"	0
"ADIPOR1"	638
"ADIPOR2"	1884
"ADIRF"	41
"ADK"	221
"ADM"	35
"ADM2"	1
"ADM5"	6
"ADNP"	1648
"ADNP-AS1"	9
"ADNP2"	515
"ADO"	687
"ADORA1"	868
"ADORA2A"	10
"ADORA2A-AS1"	0
"ADORA2B"	35
"ADORA3"	8
"ADPGK"	222
"ADPGK-AS1"	4
"ADPRH"	19
"ADPRHL1"	81
"ADPRHL2"	121
"ADPRM"	64
"ADRA1A"	464
"ADRA1B"	167
"ADRA1D"	85
"ADRA2A"	180
"ADRA2B"	8
"ADRA2C"	26
"ADRB1"	221
"ADRB2"	21
"ADRB3"	4
"ADRM1"	339
"ADSL"	145
"ADSS"	812
"ADSSL1"	87
"ADTRP"	76
"AEBP1"	716
"AEBP2"	742
"AEN"	53
"AES"	3260
"AFAP1"	677
"AFAP1-AS1"	18
"AFAP1L1"	14
"AFAP1L2"	401
"AFDN"	2282
"AFDN-DT"	14
"AFF1"	1052
"AFF1-AS1"	79
"AFF2"	621
"AFF3"	1723
"AFF4"	3494
"AFG1L"	215
"AFG3L1P"	238
"AFG3L2"	803
"AFM"	0
"AFMID"	281
"AFP"	4
"AFTPH"	1001
"AGA"	85
"AGAP1"	5462
"AGAP1-IT1"	25
"AGAP11"	17
"AGAP12P"	22
"AGAP2"	5563
"AGAP2-AS1"	8
"AGAP3"	2045
"AGAP4"	194
"AGAP5"	84
"AGAP6"	189
"AGAP7P"	10
"AGAP9"	106
"AGBL1"	12
"AGBL1-AS1"	0
"AGBL2"	8
"AGBL3"	64
"AGBL4"	205
"AGBL4-IT1"	42
"AGBL5"	151
"AGBL5-AS1"	1
"AGER"	15
"AGFG1"	1631
"AGFG2"	309
"AGGF1"	978
"AGK"	470
"AGL"	942
"AGMAT"	49
"AGMO"	13
"AGO1"	1309
"AGO2"	2236
"AGO3"	568
"AGO4"	507
"AGPAT1"	981
"AGPAT2"	43
"AGPAT3"	2380
"AGPAT4"	1645
"AGPAT4-IT1"	128
"AGPAT5"	639
"AGPS"	879
"AGR2"	0
"AGR3"	0
"AGRN"	1579
"AGRP"	0
"AGT"	1120
"AGTPBP1"	3119
"AGTR1"	2
"AGTR2"	0
"AGTRAP"	51
"AGXT"	0
"AGXT2"	1
"AHCTF1"	1690
"AHCTF1P1"	3
"AHCY"	365
"AHCYL1"	5043
"AHCYL2"	1381
"AHDC1"	1295
"AHI1"	2054
"AHNAK"	6338
"AHNAK2"	2162
"AHR"	487
"AHRR"	63
"AHSA1"	799
"AHSA2P"	521
"AHSG"	4
"AHSP"	0
"AICDA"	0
"AIDA"	658
"AIF1"	8
"AIF1L"	1714
"AIFM1"	190
"AIFM2"	77
"AIFM3"	452
"AIG1"	484
"AIM2"	4
"AIMP1"	366
"AIMP2"	74
"AIP"	201
"AIPL1"	0
"AIRE"	7
"AIRN"	10
"AJAP1"	644
"AJM1"	759
"AJUBA"	7
"AK1"	386
"AK2"	482
"AK3"	744
"AK4"	1194
"AK5"	5082
"AK6"	161
"AK7"	45
"AK8"	19
"AK9"	342
"AKAIN1"	13
"AKAP1"	633
"AKAP10"	764
"AKAP11"	10359
"AKAP12"	4906
"AKAP13"	1147
"AKAP14"	1
"AKAP17A"	177
"AKAP2"	680
"AKAP3"	46
"AKAP4"	0
"AKAP5"	1043
"AKAP6"	8240
"AKAP7"	244
"AKAP8"	257
"AKAP8L"	618
"AKAP9"	4374
"AKIP1"	98
"AKIRIN1"	878
"AKIRIN2"	468
"AKNA"	265
"AKNAD1"	2
"AKR1A1"	190
"AKR1B1"	416
"AKR1B10"	0
"AKR1B15"	1
"AKR1C1"	66
"AKR1C2"	25
"AKR1C3"	46
"AKR1C4"	0
"AKR1C6P"	0
"AKR1C8P"	0
"AKR1D1"	0
"AKR1E2"	67
"AKR7A2"	305
"AKR7A2P1"	3
"AKR7A3"	20
"AKR7L"	20
"AKT1"	616
"AKT1S1"	302
"AKT2"	581
"AKT3"	5384
"AKTIP"	733
"ALAD"	1179
"ALAS1"	424
"ALAS2"	1
"ALB"	5
"ALCAM"	2301
"ALDH16A1"	78
"ALDH18A1"	238
"ALDH1A1"	629
"ALDH1A2"	37
"ALDH1A3"	189
"ALDH1B1"	132
"ALDH1L1"	500
"ALDH1L1-AS1"	2
"ALDH1L1-AS2"	26
"ALDH1L2"	215
"ALDH2"	1859
"ALDH3A1"	4
"ALDH3A2"	837
"ALDH3B1"	21
"ALDH3B2"	0
"ALDH4A1"	378
"ALDH5A1"	1569
"ALDH6A1"	2383
"ALDH7A1"	1301
"ALDH8A1"	94
"ALDH9A1"	459
"ALDOA"	7692
"ALDOB"	7
"ALDOC"	4945
"ALG1"	135
"ALG10"	91
"ALG10B"	384
"ALG11"	231
"ALG12"	167
"ALG13"	612
"ALG14"	70
"ALG1L"	19
"ALG1L2"	0
"ALG1L9P"	81
"ALG2"	197
"ALG3"	66
"ALG5"	111
"ALG6"	96
"ALG8"	143
"ALG9"	353
"ALK"	125
"ALKAL1"	2
"ALKAL2"	11
"ALKBH1"	115
"ALKBH2"	62
"ALKBH3"	158
"ALKBH3-AS1"	0
"ALKBH4"	122
"ALKBH5"	1359
"ALKBH6"	150
"ALKBH7"	84
"ALKBH8"	199
"ALLC"	1
"ALMS1"	2505
"ALMS1-IT1"	26
"ALMS1P1"	32
"ALOX12"	2
"ALOX12-AS1"	38
"ALOX12B"	8
"ALOX12P2"	42
"ALOX15"	1
"ALOX15B"	5
"ALOX15P1"	21
"ALOX5"	27
"ALOX5AP"	8
"ALOXE3"	20
"ALPI"	0
"ALPK1"	57
"ALPK2"	2
"ALPK3"	95
"ALPL"	92
"ALPP"	0
"ALPPL2"	0
"ALS2"	1160
"ALS2CL"	53
"ALS2CR12"	85
"ALX1"	1
"ALX3"	4
"ALX4"	1
"ALYREF"	107
"AMACR"	116
"AMBN"	1
"AMBP"	3
"AMBRA1"	703
"AMD1"	1632
"AMDHD1"	2
"AMDHD2"	137
"AMELX"	0
"AMELY"	0
"AMER1"	197
"AMER2"	7422
"AMER3"	617
"AMFR"	1296
"AMH"	26
"AMHR2"	0
"AMIGO1"	878
"AMIGO2"	71
"AMIGO3"	18
"AMMECR1"	145
"AMMECR1L"	237
