gene/TE	../../BAM/CGND_13066/HRA-00557_PE.bam
"A1BG"	24
"A1BG-AS1"	108
"A1CF"	0
"A2M"	997
"A2M-AS1"	129
"A2ML1"	122
"A2MP1"	3
"A3GALT2"	1
"A4GALT"	14
"A4GNT"	0
"AA06"	54
"AAAS"	200
"AACS"	1049
"AACSP1"	19
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	323
"AAED1"	71
"AAGAB"	1013
"AAK1"	12112
"AAMDC"	78
"AAMP"	1059
"AANAT"	1
"AAR2"	229
"AARD"	5
"AARS"	4701
"AARS2"	396
"AARSD1"	120
"AASDH"	868
"AASDHPPT"	2832
"AASS"	629
"AATBC"	3
"AATF"	612
"AATK"	2289
"ABALON"	2
"ABAT"	7679
"ABCA1"	1621
"ABCA10"	865
"ABCA11P"	251
"ABCA12"	10
"ABCA13"	1
"ABCA17P"	135
"ABCA2"	6048
"ABCA3"	2507
"ABCA4"	5
"ABCA5"	3705
"ABCA6"	776
"ABCA7"	196
"ABCA8"	878
"ABCA9"	553
"ABCA9-AS1"	0
"ABCB1"	185
"ABCB10"	395
"ABCB11"	8
"ABCB4"	6
"ABCB5"	1
"ABCB6"	332
"ABCB7"	582
"ABCB8"	381
"ABCB9"	310
"ABCC1"	473
"ABCC10"	256
"ABCC11"	9
"ABCC12"	47
"ABCC13"	0
"ABCC2"	29
"ABCC3"	11
"ABCC4"	240
"ABCC5"	2840
"ABCC5-AS1"	0
"ABCC6"	6
"ABCC6P1"	4
"ABCC6P2"	1
"ABCC8"	720
"ABCC9"	787
"ABCD1"	44
"ABCD2"	1077
"ABCD3"	1260
"ABCD4"	436
"ABCE1"	1417
"ABCF1"	687
"ABCF2"	1099
"ABCF3"	818
"ABCG1"	786
"ABCG2"	367
"ABCG4"	303
"ABCG5"	9
"ABCG8"	46
"ABHD1"	9
"ABHD10"	865
"ABHD11"	73
"ABHD11-AS1"	0
"ABHD12"	1109
"ABHD12B"	139
"ABHD13"	1142
"ABHD14A"	266
"ABHD14A-ACY1"	135
"ABHD14B"	69
"ABHD15"	120
"ABHD16A"	501
"ABHD16B"	0
"ABHD17A"	1536
"ABHD17B"	1022
"ABHD17C"	437
"ABHD18"	559
"ABHD2"	5421
"ABHD3"	187
"ABHD4"	423
"ABHD5"	736
"ABHD6"	719
"ABHD8"	1306
"ABI1"	2394
"ABI2"	7274
"ABI3"	33
"ABI3BP"	160
"ABL1"	1002
"ABL2"	2951
"ABLIM1"	9468
"ABLIM2"	1835
"ABLIM3"	965
"ABO"	21
"ABR"	8596
"ABRA"	10
"ABRACL"	94
"ABRAXAS1"	86
"ABRAXAS2"	507
"ABT1"	134
"ABTB1"	544
"ABTB2"	153
"ACAA1"	525
"ACAA2"	708
"ACACA"	5754
"ACACB"	1233
"ACAD10"	277
"ACAD11"	601
"ACAD8"	397
"ACAD9"	504
"ACADL"	69
"ACADM"	1207
"ACADS"	81
"ACADSB"	1121
"ACADVL"	1328
"ACAN"	122
"ACAP1"	4
"ACAP2"	2339
"ACAP3"	1187
"ACAT1"	638
"ACAT2"	371
"ACBD3"	1068
"ACBD3-AS1"	0
"ACBD4"	194
"ACBD5"	2318
"ACBD6"	276
"ACBD7"	2110
