gene/TE	../../STAR_v252_mapping/CGND_12675/HRA-00212_PE.bam
"A1BG"	37
"A1BG-AS1"	124
"A1CF"	0
"A2M"	2452
"A2M-AS1"	75
"A2ML1"	122
"A2MP1"	3
"A3GALT2"	5
"A4GALT"	20
"A4GNT"	1
"AA06"	49
"AAAS"	204
"AACS"	1225
"AACSP1"	14
"AADAC"	1
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	341
"AAED1"	83
"AAGAB"	1180
"AAK1"	11428
"AAMDC"	50
"AAMP"	909
"AANAT"	3
"AAR2"	203
"AARD"	23
"AARS"	5328
"AARS2"	472
"AARSD1"	199
"AASDH"	631
"AASDHPPT"	3227
"AASS"	516
"AATBC"	3
"AATF"	400
"AATK"	1717
"ABALON"	4
"ABAT"	6908
"ABCA1"	731
"ABCA10"	678
"ABCA11P"	353
"ABCA12"	16
"ABCA13"	7
"ABCA17P"	75
"ABCA2"	4907
"ABCA3"	3014
"ABCA4"	21
"ABCA5"	3214
"ABCA6"	572
"ABCA7"	165
"ABCA8"	413
"ABCA9"	638
"ABCA9-AS1"	2
"ABCB1"	404
"ABCB10"	385
"ABCB11"	4
"ABCB4"	16
"ABCB5"	0
"ABCB6"	290
"ABCB7"	363
"ABCB8"	488
"ABCB9"	429
"ABCC1"	501
"ABCC10"	277
"ABCC11"	25
"ABCC12"	123
"ABCC13"	0
"ABCC2"	10
"ABCC3"	8
"ABCC4"	365
"ABCC5"	2393
"ABCC5-AS1"	1
"ABCC6"	10
"ABCC6P1"	8
"ABCC6P2"	3
"ABCC8"	913
"ABCC9"	548
"ABCD1"	54
"ABCD2"	1120
"ABCD3"	1182
"ABCD4"	316
"ABCE1"	1468
"ABCF1"	746
"ABCF2"	1031
"ABCF3"	821
"ABCG1"	536
"ABCG2"	703
"ABCG4"	397
"ABCG5"	12
"ABCG8"	20
"ABHD1"	7
"ABHD10"	888
"ABHD11"	66
"ABHD11-AS1"	0
"ABHD12"	1467
"ABHD12B"	151
"ABHD13"	950
"ABHD14A"	288
"ABHD14A-ACY1"	136
"ABHD14B"	92
"ABHD15"	76
"ABHD16A"	576
"ABHD16B"	0
"ABHD17A"	1079
"ABHD17B"	640
"ABHD17C"	399
"ABHD18"	453
"ABHD2"	5775
"ABHD3"	129
"ABHD4"	127
"ABHD5"	488
"ABHD6"	539
"ABHD8"	1148
"ABI1"	2248
"ABI2"	10402
"ABI3"	39
"ABI3BP"	127
"ABL1"	972
"ABL2"	2194
"ABLIM1"	5390
"ABLIM2"	1970
"ABLIM3"	1041
"ABO"	14
"ABR"	11518
"ABRA"	4
"ABRACL"	163
"ABRAXAS1"	80
"ABRAXAS2"	558
"ABT1"	159
"ABTB1"	587
"ABTB2"	85
"ACAA1"	524
"ACAA2"	342
"ACACA"	4520
"ACACB"	587
"ACAD10"	275
"ACAD11"	346
"ACAD8"	419
"ACAD9"	575
"ACADL"	107
"ACADM"	919
"ACADS"	98
"ACADSB"	1585
"ACADVL"	1113
"ACAN"	60
"ACAP1"	6
"ACAP2"	1841
"ACAP3"	1706
"ACAT1"	739
"ACAT2"	516
"ACBD3"	1050
"ACBD3-AS1"	0
"ACBD4"	157
"ACBD5"	1842
"ACBD6"	366
"ACBD7"	1466
"ACBD7-DCLRE1CP1"	105
"ACCS"	118
"ACCSL"	1
"ACD"	142
"ACE"	118
"ACE2"	8
"ACER1"	3
"ACER2"	171
"ACER3"	1165
"ACHE"	391
"ACIN1"	1657
"ACKR1"	130
"ACKR2"	21
"ACKR3"	112
"ACKR4"	3
"ACLY"	2360
"ACMSD"	0
"ACO1"	607
"ACO2"	4103
"ACOD1"	0
"ACOT1"	149
"ACOT11"	270
"ACOT12"	5
"ACOT13"	343
"ACOT2"	274
"ACOT4"	67
"ACOT6"	0
"ACOT7"	1642
"ACOT8"	287
"ACOT9"	447
"ACOX1"	2113
"ACOX2"	55
"ACOX3"	387
"ACOXL"	0
"ACOXL-AS1"	14
"ACP1"	1177
"ACP2"	410
"ACP4"	0
"ACP5"	1
"ACP6"	171
"ACP7"	11
"ACPP"	9
"ACR"	6
"ACRBP"	8
"ACRV1"	32
"ACSBG1"	685
"ACSBG2"	1
"ACSF2"	100
"ACSF3"	243
"ACSL1"	686
"ACSL3"	6908
"ACSL4"	3193
"ACSL5"	80
"ACSL6"	6082
"ACSM1"	2
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	3
"ACSM4"	0
"ACSM5"	45
"ACSM6"	0
"ACSS1"	1009
"ACSS2"	385
"ACSS3"	355
"ACTA1"	13
"ACTA2"	184
"ACTA2-AS1"	190
"ACTB"	22882
"ACTBL2"	0
"ACTC1"	33
"ACTG1"	12009
"ACTG1P17"	3
"ACTG1P20"	38
"ACTG1P4"	99
"ACTG2"	14
"ACTL10"	0
"ACTL6A"	63
"ACTL6B"	505
"ACTL7A"	0
"ACTL7B"	2
"ACTL8"	2
"ACTL9"	0
"ACTN1"	2571
"ACTN1-AS1"	1
"ACTN2"	1348
"ACTN3"	1
"ACTN4"	2544
"ACTR10"	1570
"ACTR1A"	2460
"ACTR1B"	1453
"ACTR2"	8439
"ACTR3"	2335
"ACTR3B"	1279
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	303
"ACTR5"	170
"ACTR6"	749
"ACTR8"	714
"ACTRT1"	3
"ACTRT2"	0
"ACTRT3"	37
"ACVR1"	389
"ACVR1B"	1603
"ACVR1C"	914
"ACVR2A"	1029
"ACVR2B"	884
"ACVR2B-AS1"	36
"ACVRL1"	64
"ACY1"	36
"ACY3"	42
"ACYP1"	140
"ACYP2"	531
"ADA"	23
"ADA2"	170
"ADAD1"	0
"ADAD2"	3
"ADAL"	344
"ADAM10"	2072
"ADAM11"	1383
"ADAM12"	86
"ADAM15"	279
"ADAM17"	798
"ADAM18"	0
"ADAM19"	416
"ADAM1A"	195
"ADAM2"	0
"ADAM20"	188
"ADAM20P1"	166
"ADAM21"	11
"ADAM21P1"	0
"ADAM22"	8555
"ADAM23"	4535
"ADAM28"	231
"ADAM29"	11
"ADAM30"	0
"ADAM32"	249
"ADAM33"	76
"ADAM3A"	0
"ADAM3B"	8
"ADAM5"	6
"ADAM6"	0
"ADAM7"	0
"ADAM8"	33
"ADAM9"	1542
"ADAMDEC1"	0
"ADAMTS1"	389
"ADAMTS10"	361
"ADAMTS12"	19
"ADAMTS13"	163
"ADAMTS14"	29
"ADAMTS15"	16
"ADAMTS16"	57
"ADAMTS17"	188
"ADAMTS18"	25
"ADAMTS19"	309
"ADAMTS19-AS1"	17
"ADAMTS2"	76
"ADAMTS20"	21
"ADAMTS3"	497
"ADAMTS4"	113
"ADAMTS5"	136
"ADAMTS6"	120
"ADAMTS7"	24
"ADAMTS7P1"	40
"ADAMTS8"	377
"ADAMTS9"	202
"ADAMTS9-AS1"	65
"ADAMTS9-AS2"	144
"ADAMTSL1"	80
"ADAMTSL2"	239
"ADAMTSL3"	292
"ADAMTSL4"	11
"ADAMTSL4-AS1"	22
"ADAMTSL5"	15
"ADAP1"	1165
"ADAP2"	94
"ADAR"	7453
"ADARB1"	1928
"ADARB2"	1279
"ADARB2-AS1"	11
"ADAT1"	735
"ADAT2"	179
"ADAT3"	21
"ADCK1"	172
"ADCK2"	395
"ADCK5"	94
"ADCY1"	12235
"ADCY10"	40
"ADCY10P1"	144
"ADCY2"	4750
"ADCY3"	1152
"ADCY4"	22
"ADCY5"	1777
"ADCY6"	827
"ADCY7"	413
"ADCY8"	622
"ADCY9"	1010
"ADCYAP1"	888
"ADCYAP1R1"	3962
"ADD1"	6455
"ADD2"	5292
"ADD3"	4780
"ADD3-AS1"	43
"ADGB"	3
"ADGRA1"	774
"ADGRA1-AS1"	30
"ADGRA2"	235
"ADGRA3"	891
"ADGRB1"	2792
"ADGRB2"	4520
"ADGRB3"	6611
"ADGRD1"	47
"ADGRD1-AS1"	0
"ADGRE1"	2
"ADGRE2"	4
"ADGRE3"	1
"ADGRE4P"	26
"ADGRE5"	38
"ADGRF1"	0
"ADGRF2"	2
"ADGRF3"	20
"ADGRF4"	4
"ADGRF5"	920
"ADGRG1"	1571
"ADGRG2"	7
"ADGRG3"	0
"ADGRG4"	1
"ADGRG5"	16
"ADGRG6"	146
"ADGRG7"	0
"ADGRL1"	6362
"ADGRL2"	3008
"ADGRL3"	6864
"ADGRL3-AS1"	0
"ADGRL4"	104
"ADGRV1"	9387
"ADH1A"	0
"ADH1B"	8
"ADH1C"	1
"ADH4"	0
"ADH5"	1451
"ADH6"	0
"ADH7"	0
"ADHFE1"	350
"ADI1"	471
"ADIG"	1
"ADIPOQ"	1
"ADIPOQ-AS1"	0
"ADIPOR1"	938
"ADIPOR2"	926
"ADIRF"	151
"ADK"	459
"ADM"	14
"ADM2"	0
"ADM5"	11
"ADNP"	2700
"ADNP-AS1"	28
"ADNP2"	781
"ADO"	1308
"ADORA1"	689
"ADORA2A"	21
"ADORA2A-AS1"	1
"ADORA2B"	94
"ADORA3"	33
"ADPGK"	393
"ADPGK-AS1"	5
"ADPRH"	23
"ADPRHL1"	126
"ADPRHL2"	176
"ADPRM"	109
"ADRA1A"	864
"ADRA1B"	406
"ADRA1D"	67
"ADRA2A"	151
"ADRA2B"	1
"ADRA2C"	62
"ADRB1"	528
"ADRB2"	60
"ADRB3"	7
"ADRM1"	433
"ADSL"	329
"ADSS"	1378
"ADSSL1"	52
"ADTRP"	62
"AEBP1"	593
"AEBP2"	1558
"AEN"	115
"AES"	5626
"AFAP1"	1516
"AFAP1-AS1"	11
"AFAP1L1"	101
"AFAP1L2"	723
"AFDN"	2987
"AFDN-DT"	8
"AFF1"	1178
"AFF1-AS1"	53
"AFF2"	1634
"AFF3"	2607
"AFF4"	5641
"AFG1L"	355
"AFG3L1P"	197
"AFG3L2"	1454
"AFM"	0
"AFMID"	171
"AFP"	3
"AFTPH"	2050
"AGA"	128
"AGAP1"	5660
"AGAP1-IT1"	18
"AGAP11"	44
"AGAP12P"	67
"AGAP2"	7916
"AGAP2-AS1"	5
"AGAP3"	2733
"AGAP4"	294
"AGAP5"	107
"AGAP6"	234
"AGAP7P"	15
"AGAP9"	148
"AGBL1"	31
"AGBL1-AS1"	0
"AGBL2"	5
"AGBL3"	123
"AGBL4"	399
"AGBL4-IT1"	80
"AGBL5"	310
"AGBL5-AS1"	0
"AGER"	27
"AGFG1"	3313
"AGFG2"	372
"AGGF1"	1703
"AGK"	988
"AGL"	1724
"AGMAT"	79
"AGMO"	9
"AGO1"	1996
"AGO2"	2963
"AGO3"	700
"AGO4"	1011
"AGPAT1"	1237
"AGPAT2"	108
"AGPAT3"	3077
"AGPAT4"	1484
"AGPAT4-IT1"	75
"AGPAT5"	1115
"AGPS"	1594
"AGR2"	0
"AGR3"	0
"AGRN"	1441
"AGRP"	3
"AGT"	1536
"AGTPBP1"	3346
"AGTR1"	5
"AGTR2"	0
"AGTRAP"	43
"AGXT"	0
"AGXT2"	0
"AHCTF1"	2853
"AHCTF1P1"	10
"AHCY"	636
"AHCYL1"	5346
"AHCYL2"	2322
"AHDC1"	1506
"AHI1"	3915
"AHNAK"	10417
"AHNAK2"	3334
"AHR"	681
"AHRR"	177
"AHSA1"	1335
"AHSA2P"	541
"AHSG"	5
"AHSP"	0
"AICDA"	0
"AIDA"	1064
"AIF1"	83
"AIF1L"	813
"AIFM1"	315
"AIFM2"	136
"AIFM3"	626
"AIG1"	902
"AIM2"	5
"AIMP1"	495
"AIMP2"	116
"AIP"	315
"AIPL1"	2
"AIRE"	6
"AIRN"	21
"AJAP1"	1147
"AJM1"	903
"AJUBA"	16
"AK1"	548
"AK2"	674
"AK3"	1081
"AK4"	2275
"AK5"	8578
"AK6"	358
"AK7"	73
"AK8"	32
"AK9"	544
"AKAIN1"	65
"AKAP1"	877
"AKAP10"	1549
"AKAP11"	20239
"AKAP12"	7861
"AKAP13"	2160
"AKAP14"	6
"AKAP17A"	158
"AKAP2"	823
"AKAP3"	17
"AKAP4"	0
"AKAP5"	3266
"AKAP6"	11990
"AKAP7"	572
"AKAP8"	442
"AKAP8L"	753
"AKAP9"	6499
"AKIP1"	168
"AKIRIN1"	1625
"AKIRIN2"	833
"AKNA"	369
"AKNAD1"	8
"AKR1A1"	373
"AKR1B1"	893
"AKR1B10"	0
"AKR1B15"	0
"AKR1C1"	117
"AKR1C2"	102
"AKR1C3"	72
"AKR1C4"	0
"AKR1C6P"	0
"AKR1C8P"	2
"AKR1D1"	0
"AKR1E2"	112
"AKR7A2"	420
"AKR7A2P1"	8
"AKR7A3"	27
"AKR7L"	34
"AKT1"	926
"AKT1S1"	339
"AKT2"	609
"AKT3"	11625
"AKTIP"	1354
"ALAD"	1079
"ALAS1"	723
"ALAS2"	1
"ALB"	13
"ALCAM"	2916
"ALDH16A1"	67
"ALDH18A1"	483
"ALDH1A1"	632
"ALDH1A2"	66
"ALDH1A3"	205
"ALDH1B1"	218
"ALDH1L1"	565
"ALDH1L1-AS1"	4
"ALDH1L1-AS2"	42
"ALDH1L2"	356
"ALDH2"	2646
"ALDH3A1"	1
"ALDH3A2"	1334
"ALDH3B1"	25
"ALDH3B2"	0
"ALDH4A1"	525
"ALDH5A1"	2591
"ALDH6A1"	2916
"ALDH7A1"	1644
"ALDH8A1"	92
"ALDH9A1"	846
"ALDOA"	12564
"ALDOB"	3
"ALDOC"	7662
"ALG1"	188
"ALG10"	204
"ALG10B"	645
"ALG11"	381
"ALG12"	168
"ALG13"	966
"ALG14"	98
"ALG1L"	24
"ALG1L2"	0
"ALG1L9P"	106
"ALG2"	361
"ALG3"	89
"ALG5"	174
"ALG6"	206
"ALG8"	243
"ALG9"	798
"ALK"	229
"ALKAL1"	3
"ALKAL2"	24
"ALKBH1"	165
"ALKBH2"	94
"ALKBH3"	245
"ALKBH3-AS1"	0
"ALKBH4"	176
"ALKBH5"	1994
"ALKBH6"	201
"ALKBH7"	128
"ALKBH8"	425
"ALLC"	21
"ALMS1"	3117
"ALMS1-IT1"	24
"ALMS1P1"	57
"ALOX12"	0
"ALOX12-AS1"	49
"ALOX12B"	21
"ALOX12P2"	78
"ALOX15"	11
"ALOX15B"	19
"ALOX15P1"	35
"ALOX5"	74
"ALOX5AP"	24
"ALOXE3"	36
"ALPI"	0
"ALPK1"	66
"ALPK2"	5
"ALPK3"	172
"ALPL"	140
"ALPP"	0
"ALPPL2"	0
"ALS2"	2502
"ALS2CL"	102
"ALS2CR12"	175
"ALX1"	0
"ALX3"	3
"ALX4"	13
"ALYREF"	212
"AMACR"	153
"AMBN"	0
"AMBP"	1
"AMBRA1"	929
"AMD1"	3365
"AMDHD1"	17
"AMDHD2"	212
"AMELX"	0
"AMELY"	0
"AMER1"	314
"AMER2"	4875
"AMER3"	998
"AMFR"	2078
"AMH"	33
"AMHR2"	0
"AMIGO1"	1926
"AMIGO2"	247
"AMIGO3"	23
"AMMECR1"	209
"AMMECR1L"	395
"AMN"	2
"AMN1"	964
"AMOT"	2328
"AMOTL1"	1218
"AMOTL2"	707
"AMPD1"	0
"AMPD2"	1658
"AMPD3"	332
"AMPH"	3294
"AMT"	106
"AMTN"	0
"AMY1A"	2
"AMY1B"	2
"AMY1C"	0
"AMY2A"	35
"AMY2B"	926
"AMZ1"	248
"AMZ2"	1335
"AMZ2P1"	538
"ANAPC1"	1890
"ANAPC10"	253
"ANAPC11"	290
"ANAPC13"	672
"ANAPC15"	188
"ANAPC16"	561
"ANAPC1P1"	2
"ANAPC2"	376
"ANAPC4"	842
"ANAPC5"	1413
"ANAPC7"	976
"ANG"	5
"ANGEL1"	688
"ANGEL2"	1192
"ANGPT1"	68
"ANGPT2"	50
"ANGPT4"	3
"ANGPTL1"	60
"ANGPTL2"	96
"ANGPTL3"	0
"ANGPTL4"	46
"ANGPTL5"	5
"ANGPTL6"	6
"ANGPTL7"	6
"ANGPTL8"	8
"ANHX"	0
"ANK1"	849
"ANK2"	39655
"ANK3"	16774
"ANKAR"	394
"ANKDD1A"	448
"ANKDD1B"	34
"ANKEF1"	81
"ANKFN1"	56
"ANKFY1"	1777
"ANKH"	4132
"ANKHD1"	1393
"ANKHD1-EIF4EBP3"	1300
"ANKIB1"	2794
"ANKK1"	4
"ANKLE1"	18
"ANKLE2"	953
"ANKMY1"	205
"ANKMY2"	1166
"ANKRA2"	214
"ANKRD1"	1
"ANKRD10"	1009
"ANKRD11"	3789
"ANKRD12"	7360
"ANKRD13A"	378
"ANKRD13B"	469
"ANKRD13C"	1451
"ANKRD13D"	495
"ANKRD16"	254
"ANKRD17"	6550
"ANKRD18A"	223
"ANKRD18B"	327
"ANKRD18CP"	478
"ANKRD18DP"	84
