gene/TE	../../BAM/CGND_12616/HRA-00088_PE.bam
"A1BG"	38
"A1BG-AS1"	71
"A1CF"	0
"A2M"	1847
"A2M-AS1"	89
"A2ML1"	120
"A2MP1"	7
"A3GALT2"	1
"A4GALT"	47
"A4GNT"	1
"AA06"	12
"AAAS"	167
"AACS"	746
"AACSP1"	8
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	3
"AADAT"	309
"AAED1"	115
"AAGAB"	1346
"AAK1"	13816
"AAMDC"	77
"AAMP"	1016
"AANAT"	0
"AAR2"	242
"AARD"	14
"AARS"	6356
"AARS2"	312
"AARSD1"	145
"AASDH"	851
"AASDHPPT"	3201
"AASS"	645
"AATBC"	1
"AATF"	585
"AATK"	1240
"ABALON"	6
"ABAT"	8470
"ABCA1"	411
"ABCA10"	634
"ABCA11P"	227
"ABCA12"	33
"ABCA13"	6
"ABCA17P"	112
"ABCA2"	4388
"ABCA3"	1725
"ABCA4"	11
"ABCA5"	3769
"ABCA6"	578
"ABCA7"	123
"ABCA8"	1242
"ABCA9"	487
"ABCA9-AS1"	1
"ABCB1"	332
"ABCB10"	302
"ABCB11"	0
"ABCB4"	12
"ABCB5"	0
"ABCB6"	301
"ABCB7"	893
"ABCB8"	230
"ABCB9"	263
"ABCC1"	309
"ABCC10"	118
"ABCC11"	14
"ABCC12"	32
"ABCC13"	1
"ABCC2"	37
"ABCC3"	9
"ABCC4"	444
"ABCC5"	2293
"ABCC5-AS1"	0
"ABCC6"	7
"ABCC6P1"	6
"ABCC6P2"	2
"ABCC8"	252
"ABCC9"	1693
"ABCD1"	28
"ABCD2"	1182
"ABCD3"	1421
"ABCD4"	352
"ABCE1"	1451
"ABCF1"	612
"ABCF2"	894
"ABCF3"	810
"ABCG1"	589
"ABCG2"	394
"ABCG4"	291
"ABCG5"	2
"ABCG8"	23
"ABHD1"	12
"ABHD10"	1129
"ABHD11"	59
"ABHD11-AS1"	0
"ABHD12"	1370
"ABHD12B"	110
"ABHD13"	1543
"ABHD14A"	272
"ABHD14A-ACY1"	125
"ABHD14B"	82
"ABHD15"	63
"ABHD16A"	458
"ABHD16B"	0
"ABHD17A"	1331
"ABHD17B"	1035
"ABHD17C"	425
"ABHD18"	420
"ABHD2"	5817
"ABHD3"	297
"ABHD4"	597
"ABHD5"	800
"ABHD6"	733
"ABHD8"	1161
"ABI1"	2986
"ABI2"	9568
"ABI3"	39
"ABI3BP"	211
"ABL1"	761
"ABL2"	3179
"ABLIM1"	9668
"ABLIM2"	1591
"ABLIM3"	771
"ABO"	4
"ABR"	7195
"ABRA"	8
"ABRACL"	147
"ABRAXAS1"	78
"ABRAXAS2"	651
"ABT1"	145
"ABTB1"	424
"ABTB2"	156
"ACAA1"	582
"ACAA2"	697
"ACACA"	6257
"ACACB"	612
"ACAD10"	221
"ACAD11"	543
"ACAD8"	339
"ACAD9"	379
"ACADL"	89
"ACADM"	1069
"ACADS"	117
"ACADSB"	1191
"ACADVL"	1437
"ACAN"	167
"ACAP1"	6
"ACAP2"	2616
"ACAP3"	880
"ACAT1"	943
"ACAT2"	667
"ACBD3"	1304
"ACBD3-AS1"	0
"ACBD4"	152
"ACBD5"	2590
"ACBD6"	372
"ACBD7"	2281
"ACBD7-DCLRE1CP1"	168
"ACCS"	22
"ACCSL"	0
"ACD"	123
"ACE"	91
"ACE2"	3
"ACER1"	0
"ACER2"	173
"ACER3"	1732
"ACHE"	230
"ACIN1"	1466
"ACKR1"	166
"ACKR2"	11
"ACKR3"	112
"ACKR4"	4
"ACLY"	2035
"ACMSD"	0
"ACO1"	929
"ACO2"	4479
"ACOD1"	0
"ACOT1"	81
