gene/TE	../../BAM/CGND_13132/HRA-00611_PE.bam
"A1BG"	20
"A1BG-AS1"	72
"A1CF"	0
"A2M"	1518
"A2M-AS1"	116
"A2ML1"	87
"A2MP1"	1
"A3GALT2"	2
"A4GALT"	19
"A4GNT"	0
"AA06"	36
"AAAS"	204
"AACS"	921
"AACSP1"	8
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	1
"AADAT"	282
"AAED1"	55
"AAGAB"	872
"AAK1"	9860
"AAMDC"	63
"AAMP"	729
"AANAT"	6
"AAR2"	193
"AARD"	9
"AARS"	4745
"AARS2"	382
"AARSD1"	133
"AASDH"	565
"AASDHPPT"	2011
"AASS"	740
"AATBC"	2
"AATF"	439
"AATK"	2160
"ABALON"	0
"ABAT"	5483
"ABCA1"	833
"ABCA10"	770
"ABCA11P"	265
"ABCA12"	13
"ABCA13"	3
"ABCA17P"	77
"ABCA2"	7120
"ABCA3"	2363
"ABCA4"	11
"ABCA5"	2963
"ABCA6"	635
"ABCA7"	164
"ABCA8"	944
"ABCA9"	571
"ABCA9-AS1"	2
"ABCB1"	150
"ABCB10"	285
"ABCB11"	7
"ABCB4"	8
"ABCB5"	0
"ABCB6"	286
"ABCB7"	387
"ABCB8"	351
"ABCB9"	319
"ABCC1"	414
"ABCC10"	175
"ABCC11"	26
"ABCC12"	33
"ABCC13"	2
"ABCC2"	21
"ABCC3"	3
"ABCC4"	297
"ABCC5"	1646
"ABCC5-AS1"	0
"ABCC6"	9
"ABCC6P1"	7
"ABCC6P2"	0
"ABCC8"	652
"ABCC9"	906
"ABCD1"	39
"ABCD2"	905
"ABCD3"	1104
"ABCD4"	246
"ABCE1"	1191
"ABCF1"	551
"ABCF2"	870
"ABCF3"	742
"ABCG1"	518
"ABCG2"	140
"ABCG4"	363
"ABCG5"	12
"ABCG8"	52
"ABHD1"	3
"ABHD10"	720
"ABHD11"	98
"ABHD11-AS1"	0
"ABHD12"	1161
"ABHD12B"	126
"ABHD13"	696
"ABHD14A"	183
"ABHD14A-ACY1"	122
"ABHD14B"	102
"ABHD15"	81
"ABHD16A"	333
"ABHD16B"	0
"ABHD17A"	1229
"ABHD17B"	725
"ABHD17C"	244
"ABHD18"	338
"ABHD2"	4298
"ABHD3"	89
"ABHD4"	209
"ABHD5"	452
"ABHD6"	559
"ABHD8"	952
"ABI1"	1535
"ABI2"	5912
"ABI3"	46
"ABI3BP"	82
"ABL1"	758
"ABL2"	2103
"ABLIM1"	5487
"ABLIM2"	1316
"ABLIM3"	580
"ABO"	2
"ABR"	6583
"ABRA"	3
"ABRACL"	105
"ABRAXAS1"	61
"ABRAXAS2"	397
"ABT1"	139
"ABTB1"	452
"ABTB2"	144
"ACAA1"	477
"ACAA2"	454
"ACACA"	4677
"ACACB"	741
"ACAD10"	284
"ACAD11"	429
"ACAD8"	316
"ACAD9"	506
"ACADL"	34
"ACADM"	805
"ACADS"	125
"ACADSB"	1243
"ACADVL"	1003
"ACAN"	106
"ACAP1"	6
"ACAP2"	1381
"ACAP3"	886
"ACAT1"	619
"ACAT2"	358
"ACBD3"	773
"ACBD3-AS1"	0
"ACBD4"	148
"ACBD5"	1631
"ACBD6"	250
"ACBD7"	1574
"ACBD7-DCLRE1CP1"	110
"ACCS"	63
"ACCSL"	0
"ACD"	98
"ACE"	118
"ACE2"	8
"ACER1"	3
"ACER2"	96
"ACER3"	1174
"ACHE"	387
"ACIN1"	1250
"ACKR1"	132
"ACKR2"	20
"ACKR3"	94
"ACKR4"	1
"ACLY"	1758
"ACMSD"	0
"ACO1"	605
"ACO2"	4399
"ACOD1"	0
"ACOT1"	90
"ACOT11"	324
"ACOT12"	2
"ACOT13"	386
"ACOT2"	216
"ACOT4"	34
"ACOT6"	1
"ACOT7"	1239
"ACOT8"	201
"ACOT9"	428
"ACOX1"	1830
"ACOX2"	52
"ACOX3"	292
"ACOXL"	0
"ACOXL-AS1"	18
"ACP1"	773
"ACP2"	342
"ACP4"	0
"ACP5"	10
"ACP6"	210
"ACP7"	35
"ACPP"	8
"ACR"	6
"ACRBP"	6
"ACRV1"	17
"ACSBG1"	1172
"ACSBG2"	0
"ACSF2"	84
"ACSF3"	218
"ACSL1"	903
"ACSL3"	4890
"ACSL4"	1720
"ACSL5"	113
"ACSL6"	4881
"ACSM1"	2
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	1
"ACSM4"	0
"ACSM5"	28
"ACSM6"	0
"ACSS1"	1152
"ACSS2"	470
"ACSS3"	579
"ACTA1"	7
"ACTA2"	29
"ACTA2-AS1"	189
"ACTB"	18763
"ACTBL2"	0
"ACTC1"	18
"ACTG1"	9503
"ACTG1P17"	11
"ACTG1P20"	36
"ACTG1P4"	92
"ACTG2"	1
"ACTL10"	4
"ACTL6A"	74
"ACTL6B"	269
"ACTL7A"	0
"ACTL7B"	0
"ACTL8"	2
"ACTL9"	0
"ACTN1"	1363
"ACTN1-AS1"	1
"ACTN2"	1184
"ACTN3"	1
"ACTN4"	1783
"ACTR10"	972
"ACTR1A"	2349
"ACTR1B"	1202
"ACTR2"	6705
"ACTR3"	1754
"ACTR3B"	679
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	227
"ACTR5"	152
"ACTR6"	655
"ACTR8"	648
"ACTRT1"	1
"ACTRT2"	0
"ACTRT3"	24
"ACVR1"	282
"ACVR1B"	1122
"ACVR1C"	957
"ACVR2A"	580
"ACVR2B"	746
"ACVR2B-AS1"	17
"ACVRL1"	29
"ACY1"	33
"ACY3"	9
"ACYP1"	150
"ACYP2"	432
"ADA"	28
"ADA2"	211
"ADAD1"	0
"ADAD2"	21
"ADAL"	304
"ADAM10"	1854
"ADAM11"	918
"ADAM12"	55
"ADAM15"	337
"ADAM17"	618
"ADAM18"	2
"ADAM19"	268
"ADAM1A"	116
"ADAM2"	0
"ADAM20"	223
"ADAM20P1"	155
"ADAM21"	13
"ADAM21P1"	0
"ADAM22"	7273
"ADAM23"	5171
"ADAM28"	224
"ADAM29"	4
"ADAM30"	0
"ADAM32"	277
"ADAM33"	12
"ADAM3A"	0
"ADAM3B"	3
"ADAM5"	5
"ADAM6"	0
"ADAM7"	0
"ADAM8"	17
"ADAM9"	1294
"ADAMDEC1"	0
"ADAMTS1"	291
"ADAMTS10"	152
"ADAMTS12"	16
"ADAMTS13"	128
"ADAMTS14"	108
"ADAMTS15"	17
"ADAMTS16"	79
"ADAMTS17"	161
"ADAMTS18"	139
"ADAMTS19"	165
