gene/TE	../../BAM/CGND_13066/HRA-00543_PE.bam
"A1BG"	24
"A1BG-AS1"	85
"A1CF"	0
"A2M"	991
"A2M-AS1"	95
"A2ML1"	77
"A2MP1"	0
"A3GALT2"	4
"A4GALT"	50
"A4GNT"	0
"AA06"	40
"AAAS"	190
"AACS"	775
"AACSP1"	13
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	1
"AADAT"	271
"AAED1"	62
"AAGAB"	647
"AAK1"	7149
"AAMDC"	69
"AAMP"	647
"AANAT"	1
"AAR2"	145
"AARD"	3
"AARS"	3276
"AARS2"	321
"AARSD1"	110
"AASDH"	464
"AASDHPPT"	1716
"AASS"	730
"AATBC"	2
"AATF"	385
"AATK"	2675
"ABALON"	3
"ABAT"	4272
"ABCA1"	694
"ABCA10"	528
"ABCA11P"	228
"ABCA12"	14
"ABCA13"	2
"ABCA17P"	89
"ABCA2"	8754
"ABCA3"	1945
"ABCA4"	9
"ABCA5"	2578
"ABCA6"	509
"ABCA7"	138
"ABCA8"	1433
"ABCA9"	426
"ABCA9-AS1"	1
"ABCB1"	204
"ABCB10"	305
"ABCB11"	11
"ABCB4"	5
"ABCB5"	1
"ABCB6"	272
"ABCB7"	330
"ABCB8"	354
"ABCB9"	283
"ABCC1"	318
"ABCC10"	192
"ABCC11"	16
"ABCC12"	38
"ABCC13"	2
"ABCC2"	16
"ABCC3"	11
"ABCC4"	214
"ABCC5"	1531
"ABCC5-AS1"	0
"ABCC6"	12
"ABCC6P1"	4
"ABCC6P2"	3
"ABCC8"	666
"ABCC9"	1193
"ABCD1"	38
"ABCD2"	548
"ABCD3"	967
"ABCD4"	303
"ABCE1"	972
"ABCF1"	490
"ABCF2"	657
"ABCF3"	522
"ABCG1"	612
"ABCG2"	178
"ABCG4"	207
"ABCG5"	13
"ABCG8"	64
"ABHD1"	10
"ABHD10"	550
"ABHD11"	73
"ABHD11-AS1"	0
"ABHD12"	831
"ABHD12B"	108
"ABHD13"	642
"ABHD14A"	165
"ABHD14A-ACY1"	101
"ABHD14B"	107
"ABHD15"	49
"ABHD16A"	274
"ABHD16B"	0
"ABHD17A"	808
"ABHD17B"	657
"ABHD17C"	238
"ABHD18"	376
"ABHD2"	3385
"ABHD3"	129
"ABHD4"	214
"ABHD5"	414
"ABHD6"	457
"ABHD8"	664
"ABI1"	1380
"ABI2"	5549
"ABI3"	27
"ABI3BP"	132
"ABL1"	902
"ABL2"	1770
"ABLIM1"	4387
"ABLIM2"	1066
"ABLIM3"	591
"ABO"	10
"ABR"	6422
"ABRA"	1
"ABRACL"	89
"ABRAXAS1"	87
"ABRAXAS2"	324
"ABT1"	94
"ABTB1"	416
"ABTB2"	82
"ACAA1"	404
"ACAA2"	432
"ACACA"	3444
"ACACB"	747
"ACAD10"	245
"ACAD11"	385
"ACAD8"	314
"ACAD9"	449
"ACADL"	47
"ACADM"	740
"ACADS"	119
"ACADSB"	1039
"ACADVL"	942
"ACAN"	58
"ACAP1"	4
"ACAP2"	1365
"ACAP3"	1121
"ACAT1"	505
"ACAT2"	384
"ACBD3"	712
"ACBD3-AS1"	0
"ACBD4"	184
"ACBD5"	1479
"ACBD6"	235
"ACBD7"	1224
"ACBD7-DCLRE1CP1"	75
"ACCS"	102
"ACCSL"	0
"ACD"	115
"ACE"	111
"ACE2"	6
"ACER1"	0
"ACER2"	98
"ACER3"	914
"ACHE"	221
"ACIN1"	1270
"ACKR1"	121
"ACKR2"	17
"ACKR3"	95
"ACKR4"	0
"ACLY"	1380
"ACMSD"	0
"ACO1"	596
"ACO2"	3514
"ACOD1"	1
"ACOT1"	75
"ACOT11"	330
"ACOT12"	9
"ACOT13"	263
"ACOT2"	187
"ACOT4"	24
"ACOT6"	3
"ACOT7"	976
"ACOT8"	195
"ACOT9"	291
"ACOX1"	1576
"ACOX2"	44
"ACOX3"	339
"ACOXL"	0
"ACOXL-AS1"	16
"ACP1"	685
"ACP2"	298
"ACP4"	0
"ACP5"	7
"ACP6"	154
"ACP7"	43
"ACPP"	6
"ACR"	3
"ACRBP"	5
"ACRV1"	16
"ACSBG1"	793
"ACSBG2"	1
"ACSF2"	74
"ACSF3"	175
"ACSL1"	907
"ACSL3"	4397
"ACSL4"	1747
"ACSL5"	121
"ACSL6"	2832
"ACSM1"	4
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	2
"ACSM4"	0
"ACSM5"	26
"ACSM6"	0
"ACSS1"	881
"ACSS2"	463
"ACSS3"	584
"ACTA1"	6
"ACTA2"	32
"ACTA2-AS1"	175
"ACTB"	18217
"ACTBL2"	0
"ACTC1"	17
"ACTG1"	8821
"ACTG1P17"	6
"ACTG1P20"	42
"ACTG1P4"	113
"ACTG2"	0
"ACTL10"	1
"ACTL6A"	71
"ACTL6B"	269
"ACTL7A"	0
"ACTL7B"	0
"ACTL8"	2
"ACTL9"	0
"ACTN1"	1442
"ACTN1-AS1"	0
"ACTN2"	1045
"ACTN3"	1
"ACTN4"	1772
"ACTR10"	846
"ACTR1A"	1750
"ACTR1B"	835
"ACTR2"	5159
"ACTR3"	1444
"ACTR3B"	569
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	198
"ACTR5"	183
"ACTR6"	503
"ACTR8"	439
"ACTRT1"	2
"ACTRT2"	0
"ACTRT3"	16
"ACVR1"	218
"ACVR1B"	1129
"ACVR1C"	670
"ACVR2A"	781
"ACVR2B"	930
"ACVR2B-AS1"	16
"ACVRL1"	39
"ACY1"	25
"ACY3"	5
"ACYP1"	159
"ACYP2"	304
"ADA"	42
"ADA2"	153
"ADAD1"	0
"ADAD2"	11
"ADAL"	250
"ADAM10"	1710
"ADAM11"	859
"ADAM12"	58
"ADAM15"	322
"ADAM17"	604
"ADAM18"	0
"ADAM19"	266
"ADAM1A"	127
"ADAM2"	0
"ADAM20"	169
"ADAM20P1"	193
"ADAM21"	11
"ADAM21P1"	0
"ADAM22"	4785
"ADAM23"	2966
"ADAM28"	100
"ADAM29"	7
"ADAM30"	0
"ADAM32"	206
"ADAM33"	17
"ADAM3A"	0
"ADAM3B"	3
"ADAM5"	5
"ADAM6"	0
"ADAM7"	0
"ADAM8"	29
"ADAM9"	1105
"ADAMDEC1"	0
"ADAMTS1"	406
"ADAMTS10"	253
"ADAMTS12"	12
"ADAMTS13"	152
"ADAMTS14"	165
"ADAMTS15"	8
"ADAMTS16"	87
"ADAMTS17"	121
"ADAMTS18"	239
"ADAMTS19"	235
"ADAMTS19-AS1"	13
"ADAMTS2"	76
"ADAMTS20"	7
"ADAMTS3"	166
"ADAMTS4"	489
"ADAMTS5"	31
"ADAMTS6"	41
"ADAMTS7"	18
"ADAMTS7P1"	45
"ADAMTS8"	146
"ADAMTS9"	432
"ADAMTS9-AS1"	4
"ADAMTS9-AS2"	108
"ADAMTSL1"	67
"ADAMTSL2"	241
"ADAMTSL3"	307
"ADAMTSL4"	14
"ADAMTSL4-AS1"	14
"ADAMTSL5"	15
"ADAP1"	874
"ADAP2"	33
"ADAR"	5426
"ADARB1"	944
"ADARB2"	1243
"ADARB2-AS1"	24
"ADAT1"	425
"ADAT2"	113
"ADAT3"	29
"ADCK1"	100
"ADCK2"	270
"ADCK5"	44
"ADCY1"	7810
"ADCY10"	54
"ADCY10P1"	285
"ADCY2"	2756
"ADCY3"	842
"ADCY4"	16
"ADCY5"	1532
"ADCY6"	575
"ADCY7"	159
"ADCY8"	443
"ADCY9"	739
"ADCYAP1"	165
"ADCYAP1R1"	3055
"ADD1"	5278
"ADD2"	3177
"ADD3"	5988
"ADD3-AS1"	35
"ADGB"	2
"ADGRA1"	507
"ADGRA1-AS1"	14
"ADGRA2"	108
"ADGRA3"	1055
"ADGRB1"	1208
"ADGRB2"	2226
"ADGRB3"	4602
"ADGRD1"	35
"ADGRD1-AS1"	0
"ADGRE1"	0
"ADGRE2"	52
"ADGRE3"	0
"ADGRE4P"	5
"ADGRE5"	62
"ADGRF1"	1
"ADGRF2"	8
"ADGRF3"	19
"ADGRF4"	4
"ADGRF5"	396
"ADGRG1"	1352
"ADGRG2"	3
"ADGRG3"	5
"ADGRG4"	0
"ADGRG5"	3
"ADGRG6"	31
"ADGRG7"	0
"ADGRL1"	3578
"ADGRL2"	1948
"ADGRL3"	4698
"ADGRL3-AS1"	0
"ADGRL4"	70
"ADGRV1"	4320
"ADH1A"	0
"ADH1B"	5
"ADH1C"	0
"ADH4"	0
"ADH5"	1140
"ADH6"	0
"ADH7"	0
"ADHFE1"	410
"ADI1"	404
"ADIG"	2
"ADIPOQ"	1
"ADIPOQ-AS1"	0
"ADIPOR1"	784
"ADIPOR2"	1868
"ADIRF"	101
"ADK"	315
"ADM"	206
"ADM2"	0
"ADM5"	6
"ADNP"	1968
"ADNP-AS1"	14
"ADNP2"	648
"ADO"	716
"ADORA1"	576
"ADORA2A"	17
"ADORA2A-AS1"	0
"ADORA2B"	62
"ADORA3"	14
"ADPGK"	269
"ADPGK-AS1"	18
"ADPRH"	29
"ADPRHL1"	117
"ADPRHL2"	116
"ADPRM"	121
"ADRA1A"	477
"ADRA1B"	142
"ADRA1D"	15
"ADRA2A"	85
"ADRA2B"	16
"ADRA2C"	41
"ADRB1"	314
"ADRB2"	59
"ADRB3"	1
"ADRM1"	301
"ADSL"	169
"ADSS"	896
"ADSSL1"	65
"ADTRP"	52
"AEBP1"	570
"AEBP2"	1132
"AEN"	71
"AES"	2875
"AFAP1"	632
"AFAP1-AS1"	38
"AFAP1L1"	55
"AFAP1L2"	405
"AFDN"	2844
"AFDN-DT"	23
"AFF1"	1639
"AFF1-AS1"	74
"AFF2"	852
"AFF3"	1828
"AFF4"	4550
"AFG1L"	259
"AFG3L1P"	181
"AFG3L2"	821
"AFM"	0
"AFMID"	286
"AFP"	5
"AFTPH"	1218
"AGA"	122
"AGAP1"	5572
"AGAP1-IT1"	26
"AGAP11"	50
"AGAP12P"	122
"AGAP2"	4639
"AGAP2-AS1"	4
"AGAP3"	1803
"AGAP4"	288
"AGAP5"	98
"AGAP6"	204
"AGAP7P"	17
"AGAP9"	107
"AGBL1"	14
"AGBL1-AS1"	0
"AGBL2"	10
"AGBL3"	119
"AGBL4"	271
"AGBL4-IT1"	46
"AGBL5"	176
"AGBL5-AS1"	1
"AGER"	14
"AGFG1"	2144
"AGFG2"	337
"AGGF1"	1062
"AGK"	476
"AGL"	1336
"AGMAT"	28
"AGMO"	18
"AGO1"	1499
"AGO2"	2026
"AGO3"	698
"AGO4"	844
"AGPAT1"	756
"AGPAT2"	52
"AGPAT3"	2204
"AGPAT4"	1459
"AGPAT4-IT1"	117
"AGPAT5"	872
"AGPS"	1095
"AGR2"	0
"AGR3"	1
"AGRN"	924
"AGRP"	3
"AGT"	1630
"AGTPBP1"	3720
"AGTR1"	1
"AGTR2"	1
"AGTRAP"	42
"AGXT"	0
"AGXT2"	0
"AHCTF1"	2179
"AHCTF1P1"	6
"AHCY"	420
"AHCYL1"	8407
"AHCYL2"	1806
"AHDC1"	1134
"AHI1"	2333
"AHNAK"	9756
