gene/TE	../../STAR_v252_mapping/CGND_12616/HRA-00059_PE.bam
"A1BG"	23
"A1BG-AS1"	100
"A1CF"	0
"A2M"	1641
"A2M-AS1"	75
"A2ML1"	128
"A2MP1"	2
"A3GALT2"	1
"A4GALT"	21
"A4GNT"	0
"AA06"	26
"AAAS"	136
"AACS"	916
"AACSP1"	9
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	1
"AADACL3"	0
"AADACL4"	0
"AADACP1"	1
"AADAT"	221
"AAED1"	42
"AAGAB"	639
"AAK1"	9473
"AAMDC"	52
"AAMP"	716
"AANAT"	1
"AAR2"	175
"AARD"	17
"AARS"	4176
"AARS2"	259
"AARSD1"	84
"AASDH"	502
"AASDHPPT"	1886
"AASS"	432
"AATBC"	1
"AATF"	402
"AATK"	1684
"ABALON"	4
"ABAT"	4177
"ABCA1"	764
"ABCA10"	362
"ABCA11P"	144
"ABCA12"	9
"ABCA13"	2
"ABCA17P"	139
"ABCA2"	6156
"ABCA3"	1922
"ABCA4"	3
"ABCA5"	2081
"ABCA6"	616
"ABCA7"	204
"ABCA8"	1625
"ABCA9"	486
"ABCA9-AS1"	0
"ABCB1"	434
"ABCB10"	245
"ABCB11"	0
"ABCB4"	8
"ABCB5"	0
"ABCB6"	360
"ABCB7"	435
"ABCB8"	336
"ABCB9"	312
"ABCC1"	360
"ABCC10"	206
"ABCC11"	16
"ABCC12"	31
"ABCC13"	0
"ABCC2"	55
"ABCC3"	15
"ABCC4"	191
"ABCC5"	2445
"ABCC5-AS1"	0
"ABCC6"	9
"ABCC6P1"	13
"ABCC6P2"	0
"ABCC8"	642
"ABCC9"	626
"ABCD1"	35
"ABCD2"	550
"ABCD3"	872
"ABCD4"	514
"ABCE1"	859
"ABCF1"	424
"ABCF2"	834
"ABCF3"	581
"ABCG1"	608
"ABCG2"	372
"ABCG4"	204
"ABCG5"	6
"ABCG8"	30
"ABHD1"	6
"ABHD10"	539
"ABHD11"	49
"ABHD11-AS1"	0
"ABHD12"	943
"ABHD12B"	94
"ABHD13"	1061
"ABHD14A"	165
"ABHD14A-ACY1"	75
"ABHD14B"	45
"ABHD15"	47
"ABHD16A"	419
"ABHD16B"	0
"ABHD17A"	810
"ABHD17B"	827
"ABHD17C"	293
"ABHD18"	290
"ABHD2"	4258
"ABHD3"	308
"ABHD4"	247
"ABHD5"	392
"ABHD6"	653
"ABHD8"	895
"ABI1"	1513
"ABI2"	5240
"ABI3"	25
"ABI3BP"	128
"ABL1"	797
"ABL2"	2297
"ABLIM1"	5028
"ABLIM2"	1036
"ABLIM3"	529
"ABO"	9
"ABR"	5269
"ABRA"	6
"ABRACL"	78
"ABRAXAS1"	37
"ABRAXAS2"	382
"ABT1"	93
"ABTB1"	410
"ABTB2"	139
"ACAA1"	402
"ACAA2"	282
"ACACA"	4398
"ACACB"	712
"ACAD10"	226
"ACAD11"	374
"ACAD8"	319
"ACAD9"	321
"ACADL"	33
"ACADM"	590
"ACADS"	83
"ACADSB"	698
"ACADVL"	1130
"ACAN"	110
"ACAP1"	8
"ACAP2"	1435
"ACAP3"	982
"ACAT1"	452
"ACAT2"	245
"ACBD3"	707
"ACBD3-AS1"	0
"ACBD4"	74
"ACBD5"	1637
"ACBD6"	228
"ACBD7"	827
"ACBD7-DCLRE1CP1"	44
"ACCS"	37
"ACCSL"	0
"ACD"	98
"ACE"	81
"ACE2"	5
"ACER1"	0
"ACER2"	246
"ACER3"	1058
"ACHE"	255
"ACIN1"	1528
"ACKR1"	130
"ACKR2"	10
"ACKR3"	54
"ACKR4"	7
