gene/TE	../../STAR_v252_mapping/CGND_12952/HRA-00788_PE.bam
"A1BG"	26
"A1BG-AS1"	95
"A1CF"	0
"A2M"	2953
"A2M-AS1"	75
"A2ML1"	168
"A2MP1"	2
"A3GALT2"	14
"A4GALT"	45
"A4GNT"	0
"AA06"	40
"AAAS"	182
"AACS"	718
"AACSP1"	16
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	0
"AADACL3"	0
"AADACL4"	0
"AADACP1"	1
"AADAT"	222
"AAED1"	64
"AAGAB"	399
"AAK1"	5735
"AAMDC"	45
"AAMP"	556
"AANAT"	5
"AAR2"	128
"AARD"	6
"AARS"	2313
"AARS2"	449
"AARSD1"	95
"AASDH"	396
"AASDHPPT"	913
"AASS"	511
"AATBC"	5
"AATF"	274
"AATK"	2298
"ABALON"	0
"ABAT"	3588
"ABCA1"	608
"ABCA10"	634
"ABCA11P"	236
"ABCA12"	13
"ABCA13"	4
"ABCA17P"	62
"ABCA2"	5992
"ABCA3"	2277
"ABCA4"	22
"ABCA5"	2258
"ABCA6"	575
"ABCA7"	513
"ABCA8"	247
"ABCA9"	628
"ABCA9-AS1"	1
"ABCB1"	658
"ABCB10"	254
"ABCB11"	5
"ABCB4"	16
"ABCB5"	0
"ABCB6"	367
"ABCB7"	271
"ABCB8"	636
"ABCB9"	563
"ABCC1"	427
"ABCC10"	446
"ABCC11"	16
"ABCC12"	38
"ABCC13"	0
"ABCC2"	13
"ABCC3"	20
"ABCC4"	243
"ABCC5"	1923
"ABCC5-AS1"	0
"ABCC6"	15
"ABCC6P1"	6
"ABCC6P2"	0
"ABCC8"	1542
"ABCC9"	562
"ABCD1"	65
"ABCD2"	422
"ABCD3"	618
"ABCD4"	518
"ABCE1"	603
"ABCF1"	502
"ABCF2"	612
"ABCF3"	509
"ABCG1"	414
"ABCG2"	691
"ABCG4"	309
"ABCG5"	5
"ABCG8"	61
"ABHD1"	26
"ABHD10"	316
"ABHD11"	167
"ABHD11-AS1"	0
"ABHD12"	714
"ABHD12B"	72
"ABHD13"	337
"ABHD14A"	149
"ABHD14A-ACY1"	112
"ABHD14B"	140
"ABHD15"	73
"ABHD16A"	282
"ABHD16B"	0
"ABHD17A"	1255
"ABHD17B"	344
"ABHD17C"	214
"ABHD18"	377
"ABHD2"	3018
"ABHD3"	96
"ABHD4"	186
"ABHD5"	359
"ABHD6"	301
"ABHD8"	673
"ABI1"	1091
"ABI2"	3764
"ABI3"	61
"ABI3BP"	79
"ABL1"	940
"ABL2"	1330
"ABLIM1"	4348
"ABLIM2"	1350
"ABLIM3"	780
"ABO"	46
"ABR"	6447
"ABRA"	2
"ABRACL"	46
"ABRAXAS1"	56
"ABRAXAS2"	243
"ABT1"	88
"ABTB1"	588
"ABTB2"	104
"ACAA1"	476
"ACAA2"	284
"ACACA"	2618
"ACACB"	1275
"ACAD10"	288
"ACAD11"	349
"ACAD8"	308
