gene/TE	../../STAR_v252_mapping/CGND_12966/HRA-00429_PE.bam
"A1BG"	36
"A1BG-AS1"	105
"A1CF"	0
"A2M"	3062
"A2M-AS1"	115
"A2ML1"	95
"A2MP1"	0
"A3GALT2"	1
"A4GALT"	40
"A4GNT"	1
"AA06"	14
"AAAS"	156
"AACS"	1071
"AACSP1"	14
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	1
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	374
"AAED1"	84
"AAGAB"	1388
"AAK1"	11428
"AAMDC"	75
"AAMP"	1129
"AANAT"	1
"AAR2"	212
"AARD"	15
"AARS"	4925
"AARS2"	376
"AARSD1"	157
"AASDH"	855
"AASDHPPT"	3414
"AASS"	591
"AATBC"	2
"AATF"	445
"AATK"	1875
"ABALON"	2
"ABAT"	7423
"ABCA1"	763
"ABCA10"	812
"ABCA11P"	355
"ABCA12"	11
"ABCA13"	3
"ABCA17P"	80
"ABCA2"	6589
"ABCA3"	2295
"ABCA4"	9
"ABCA5"	3599
"ABCA6"	642
"ABCA7"	138
"ABCA8"	1302
"ABCA9"	608
"ABCA9-AS1"	1
"ABCB1"	483
"ABCB10"	386
"ABCB11"	7
"ABCB4"	10
"ABCB5"	1
"ABCB6"	293
"ABCB7"	560
"ABCB8"	336
"ABCB9"	291
"ABCC1"	327
"ABCC10"	158
"ABCC11"	16
"ABCC12"	56
"ABCC13"	0
"ABCC2"	14
"ABCC3"	6
"ABCC4"	448
"ABCC5"	1324
"ABCC5-AS1"	0
"ABCC6"	11
"ABCC6P1"	9
"ABCC6P2"	0
"ABCC8"	495
"ABCC9"	1120
"ABCD1"	52
"ABCD2"	1747
"ABCD3"	1676
"ABCD4"	234
"ABCE1"	1795
"ABCF1"	687
"ABCF2"	977
"ABCF3"	805
"ABCG1"	668
"ABCG2"	586
"ABCG4"	297
"ABCG5"	19
"ABCG8"	34
"ABHD1"	14
"ABHD10"	1227
"ABHD11"	83
"ABHD11-AS1"	0
"ABHD12"	1365
"ABHD12B"	146
"ABHD13"	1169
"ABHD14A"	233
"ABHD14A-ACY1"	157
"ABHD14B"	83
"ABHD15"	84
"ABHD16A"	445
"ABHD16B"	0
"ABHD17A"	1838
"ABHD17B"	975
"ABHD17C"	417
"ABHD18"	448
"ABHD2"	5003
"ABHD3"	175
"ABHD4"	268
"ABHD5"	583
"ABHD6"	630
"ABHD8"	1208
"ABI1"	2381
"ABI2"	9841
"ABI3"	58
"ABI3BP"	150
"ABL1"	792
"ABL2"	2573
"ABLIM1"	6716
"ABLIM2"	1216
"ABLIM3"	727
"ABO"	1
"ABR"	8103
"ABRA"	1
"ABRACL"	138
"ABRAXAS1"	108
"ABRAXAS2"	567
"ABT1"	206
"ABTB1"	542
"ABTB2"	154
"ACAA1"	650
"ACAA2"	722
"ACACA"	5692
"ACACB"	482
"ACAD10"	288
"ACAD11"	454
"ACAD8"	406
"ACAD9"	617
"ACADL"	98
"ACADM"	1296
"ACADS"	232
"ACADSB"	2051
"ACADVL"	1113
"ACAN"	57
"ACAP1"	16
"ACAP2"	2104
"ACAP3"	977
"ACAT1"	892
"ACAT2"	675
"ACBD3"	1175
"ACBD3-AS1"	0
"ACBD4"	212
"ACBD5"	2389
"ACBD6"	325
"ACBD7"	2684
"ACBD7-DCLRE1CP1"	176
"ACCS"	53
"ACCSL"	0
"ACD"	143
"ACE"	113
"ACE2"	1
"ACER1"	0
"ACER2"	143
"ACER3"	1679
"ACHE"	284
"ACIN1"	1107
"ACKR1"	108
"ACKR2"	20
"ACKR3"	99
"ACKR4"	5
"ACLY"	2025
"ACMSD"	0
"ACO1"	744
"ACO2"	5690
"ACOD1"	1
"ACOT1"	185
"ACOT11"	237
"ACOT12"	4
"ACOT13"	528
"ACOT2"	302
"ACOT4"	69
"ACOT6"	3
"ACOT7"	1339
"ACOT8"	331
"ACOT9"	611
"ACOX1"	2805
"ACOX2"	60
"ACOX3"	338
"ACOXL"	0
"ACOXL-AS1"	8
"ACP1"	1256
"ACP2"	397
"ACP4"	0
"ACP5"	7
"ACP6"	168
"ACP7"	21
"ACPP"	20
"ACR"	7
"ACRBP"	5
"ACRV1"	17
"ACSBG1"	1591
"ACSBG2"	1
"ACSF2"	137
"ACSF3"	194
"ACSL1"	1101
"ACSL3"	8607
"ACSL4"	3104
"ACSL5"	118
"ACSL6"	6997
"ACSM1"	2
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	1
"ACSM4"	0
"ACSM5"	54
"ACSM6"	0
"ACSS1"	1155
"ACSS2"	552
"ACSS3"	613
"ACTA1"	7
"ACTA2"	62
"ACTA2-AS1"	199
"ACTB"	24364
"ACTBL2"	0
"ACTC1"	34
"ACTG1"	14339
"ACTG1P17"	13
"ACTG1P20"	21
"ACTG1P4"	62
"ACTG2"	7
"ACTL10"	0
"ACTL6A"	127
"ACTL6B"	361
"ACTL7A"	0
"ACTL7B"	0
"ACTL8"	5
"ACTL9"	0
"ACTN1"	1373
"ACTN1-AS1"	0
"ACTN2"	1197
"ACTN3"	0
"ACTN4"	1942
"ACTR10"	1544
"ACTR1A"	2570
"ACTR1B"	1548
"ACTR2"	9864
"ACTR3"	2773
"ACTR3B"	1071
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	256
"ACTR5"	136
"ACTR6"	978
"ACTR8"	924
"ACTRT1"	0
"ACTRT2"	0
"ACTRT3"	46
"ACVR1"	467
"ACVR1B"	1292
"ACVR1C"	1462
"ACVR2A"	1142
"ACVR2B"	1055
"ACVR2B-AS1"	17
"ACVRL1"	81
"ACY1"	44
"ACY3"	6
"ACYP1"	194
"ACYP2"	495
"ADA"	58
"ADA2"	245
"ADAD1"	0
"ADAD2"	9
"ADAL"	387
"ADAM10"	2757
"ADAM11"	979
"ADAM12"	45
"ADAM15"	333
"ADAM17"	795
"ADAM18"	0
"ADAM19"	222
"ADAM1A"	146
"ADAM2"	0
"ADAM20"	220
"ADAM20P1"	123
"ADAM21"	23
"ADAM21P1"	0
"ADAM22"	11025
"ADAM23"	4649
"ADAM28"	276
"ADAM29"	10
"ADAM30"	0
"ADAM32"	448
"ADAM33"	16
"ADAM3A"	0
"ADAM3B"	3
"ADAM5"	3
"ADAM6"	0
"ADAM7"	0
"ADAM8"	27
"ADAM9"	1691
"ADAMDEC1"	0
"ADAMTS1"	790
"ADAMTS10"	167
"ADAMTS12"	13
"ADAMTS13"	96
"ADAMTS14"	30
"ADAMTS15"	14
"ADAMTS16"	83
"ADAMTS17"	157
"ADAMTS18"	66
"ADAMTS19"	311
"ADAMTS19-AS1"	13
"ADAMTS2"	100
"ADAMTS20"	22
"ADAMTS3"	376
"ADAMTS4"	400
"ADAMTS5"	137
"ADAMTS6"	119
"ADAMTS7"	10
"ADAMTS7P1"	9
"ADAMTS8"	224
"ADAMTS9"	289
"ADAMTS9-AS1"	24
"ADAMTS9-AS2"	186
"ADAMTSL1"	93
"ADAMTSL2"	223
"ADAMTSL3"	220
"ADAMTSL4"	17
"ADAMTSL4-AS1"	11
"ADAMTSL5"	26
"ADAP1"	1374
"ADAP2"	88
"ADAR"	7715
"ADARB1"	1474
"ADARB2"	862
"ADARB2-AS1"	8
"ADAT1"	739
"ADAT2"	144
"ADAT3"	21
"ADCK1"	93
"ADCK2"	460
"ADCK5"	58
"ADCY1"	10816
"ADCY10"	41
"ADCY10P1"	205
"ADCY2"	4741
"ADCY3"	1091
"ADCY4"	10
"ADCY5"	1604
"ADCY6"	524
"ADCY7"	280
"ADCY8"	537
"ADCY9"	799
"ADCYAP1"	275
"ADCYAP1R1"	4065
"ADD1"	6381
"ADD2"	3952
"ADD3"	7411
"ADD3-AS1"	28
"ADGB"	4
"ADGRA1"	513
"ADGRA1-AS1"	18
"ADGRA2"	136
"ADGRA3"	1312
"ADGRB1"	1329
"ADGRB2"	2727
"ADGRB3"	7857
